Date,Adj Close
2022-06-01,1.470350
2022-06-02,1.464540
2022-06-03,1.472800
2022-06-06,1.474760
2022-06-07,1.472140
2022-06-08,1.470130
2022-06-09,1.474850
2022-06-10,1.468070
2022-06-13,1.459230
2022-06-14,1.451630
2022-06-15,1.453160
2022-06-16,1.449290
2022-06-17,1.458300
2022-06-20,1.456550
2022-06-21,1.460300
2022-06-22,1.459220
2022-06-23,1.465150
2022-06-24,1.461360
2022-06-27,1.463870
2022-06-28,1.465760
2022-06-29,1.459960
2022-06-30,1.454850
2022-07-01,1.456300
2022-07-04,1.455500
2022-07-05,1.456000
2022-07-06,1.440700
2022-07-07,1.430610
2022-07-08,1.423700
2022-07-11,1.421990
2022-07-12,1.410900
2022-07-13,1.411400
2022-07-14,1.411550
2022-07-15,1.406510
2022-07-18,1.411160
2022-07-19,1.417420
2022-07-20,1.423610
2022-07-21,1.418360
2022-07-22,1.420430
2022-07-25,1.416500
2022-07-26,1.416920
2022-07-27,1.406700
2022-07-28,1.410530
2022-07-29,1.405950
2022-08-01,1.410490
2022-08-02,1.412650
2022-08-03,1.405630
2022-08-04,1.402480
2022-08-05,1.409380
2022-08-08,1.405660
2022-08-09,1.405330
2022-08-10,1.407540
2022-08-11,1.410060
2022-08-12,1.413800
2022-08-15,1.405910
2022-08-16,1.399900
2022-08-17,1.402020
2022-08-18,1.405700
2022-08-19,1.397900
2022-08-22,1.397000
2022-08-23,1.388400
2022-08-24,1.388030
2022-08-25,1.389100
2022-08-26,1.385180
2022-08-29,1.388610
2022-08-30,1.396760
2022-08-31,1.401340
2022-09-01,1.404030
2022-09-02,1.394800
2022-09-05,1.390470
2022-09-06,1.395140
2022-09-07,1.392500
2022-09-08,1.404400
2022-09-09,1.404900
2022-09-12,1.408300
2022-09-13,1.413670
2022-09-14,1.403080
2022-09-15,1.402860
2022-09-16,1.407810
2022-09-19,1.407600
2022-09-20,1.411500
2022-09-21,1.405970
2022-09-22,1.394610
2022-09-23,1.395100
2022-09-26,1.385150
2022-09-27,1.382090
2022-09-28,1.380500
2022-09-29,1.394450
2022-09-30,1.406750
2022-10-03,1.405500
2022-10-04,1.406500
2022-10-05,1.420570
2022-10-06,1.409730
2022-10-07,1.399180
2022-10-10,1.396690
2022-10-11,1.395360
2022-10-12,1.395460
2022-10-13,1.392750
2022-10-14,1.398050
2022-10-17,1.388160
2022-10-18,1.398990
2022-10-19,1.400430
2022-10-20,1.392200
2022-10-21,1.393310
2022-10-24,1.396730
2022-10-25,1.404900
2022-10-26,1.411530
2022-10-27,1.416230
2022-10-28,1.405020
2022-10-31,1.405390
2022-11-01,1.398910
2022-11-02,1.397130
2022-11-03,1.391790
2022-11-04,1.386170
2022-11-07,1.398110
2022-11-08,1.403880
2022-11-09,1.409130
2022-11-10,1.404420
2022-11-11,1.410000
2022-11-14,1.419530
2022-11-15,1.416640
2022-11-16,1.419600
2022-11-17,1.423840
2022-11-18,1.424590
2022-11-21,1.420430
2022-11-22,1.415630
2022-11-23,1.420730
2022-11-24,1.433520
2022-11-25,1.431540
2022-11-28,1.429000
2022-11-29,1.426300
2022-11-30,1.419790
2022-12-01,1.416820
2022-12-02,1.425090
2022-12-05,1.423500
2022-12-06,1.422850
2022-12-07,1.422230
2022-12-08,1.423570
2022-12-09,1.427620
2022-12-12,1.424300
2022-12-13,1.427000
2022-12-14,1.430400
2022-12-15,1.438710
2022-12-16,1.447070
2022-12-19,1.438190
2022-12-20,1.439140
2022-12-21,1.435580
2022-12-22,1.432600
2022-12-23,1.433000
2022-12-26,1.429630
2022-12-27,1.433110
2022-12-28,1.433000
2022-12-29,1.433940
2022-12-30,1.432330
2023-01-02,1.430170
2023-01-03,1.432000
2023-01-04,1.418860
2023-01-05,1.422670
2023-01-06,1.415730
2023-01-09,1.421250
2023-01-10,1.427860
2023-01-11,1.429700
2023-01-12,1.431970
2023-01-13,1.436130
2023-01-16,1.428680
2023-01-17,1.429520
2023-01-18,1.424510
2023-01-19,1.425600
2023-01-20,1.430900
2023-01-23,1.433900
2023-01-24,1.432300
2023-01-25,1.436800
2023-01-26,1.432720
2023-01-27,1.428540
2023-01-30,1.426370
2023-01-31,1.426340
2023-02-01,1.427330
2023-02-02,1.437280
2023-02-03,1.429060
2023-02-06,1.429500
2023-02-07,1.423900
2023-02-08,1.420150
2023-02-09,1.420680
2023-02-10,1.423000
2023-02-13,1.419620
2023-02-14,1.424960
2023-02-15,1.426190
2023-02-16,1.427620
2023-02-17,1.425870
2023-02-20,1.428420
2023-02-21,1.427140
2023-02-22,1.427620
2023-02-23,1.421600
2023-02-24,1.423040
2023-02-27,1.424360
2023-02-28,1.428810
2023-03-01,1.426080
2023-03-02,1.431640
2023-03-03,1.427980
2023-03-06,1.429310
2023-03-07,1.437290
2023-03-08,1.428720
2023-03-09,1.427200
2023-03-10,1.432400
2023-03-13,1.439420
2023-03-14,1.444830
2023-03-15,1.442910
2023-03-16,1.429810
2023-03-17,1.428510
2023-03-20,1.431320
2023-03-21,1.433730
2023-03-22,1.440220
2023-03-23,1.445270
2023-03-24,1.438630
2023-03-27,1.435300
2023-03-28,1.437940
2023-03-29,1.439220
2023-03-30,1.441260
2023-03-31,1.448100
2023-04-03,1.440930
2023-04-04,1.447000
2023-04-05,1.451920
2023-04-06,1.448370
2023-04-07,1.452780
2023-04-10,1.452050
2023-04-11,1.447840
2023-04-12,1.454510
2023-04-13,1.459700
2023-04-14,1.460750
2023-04-17,1.462500
2023-04-18,1.457370
2023-04-19,1.462010
2023-04-20,1.461300
2023-04-21,1.461130
2023-04-24,1.465900
2023-04-25,1.472900
2023-04-26,1.468680
2023-04-27,1.474380
2023-04-28,1.472640
2023-05-01,1.470060
2023-05-02,1.466210
2023-05-03,1.468790
2023-05-04,1.471990
2023-05-05,1.462900
2023-05-08,1.460800
2023-05-09,1.457190
2023-05-10,1.455030
2023-05-11,1.454500
2023-05-12,1.452800
2023-05-15,1.452670
2023-05-16,1.452880
2023-05-17,1.456300
2023-05-18,1.454700
2023-05-19,1.452450
2023-05-22,1.455010
2023-05-23,1.455320
2023-05-24,1.450480
2023-05-25,1.451060
2023-05-26,1.452880
2023-05-29,1.450720
2023-05-30,1.449680
2023-05-31,1.449550
2023-06-01,1.444930
2023-06-02,1.449550
2023-06-05,1.444700
2023-06-06,1.445220
2023-06-07,1.441670
2023-06-08,1.443580
2023-06-09,1.447790
2023-06-12,1.444160
2023-06-13,1.445750
2023-06-14,1.447950
2023-06-15,1.453580
2023-06-16,1.462940
2023-06-19,1.462700
2023-06-20,1.464620
2023-06-21,1.466670
2023-06-22,1.472000
2023-06-23,1.473240
2023-06-26,1.474180
2023-06-27,1.476650
2023-06-28,1.479040
2023-06-29,1.476450
2023-06-30,1.473780
2023-07-03,1.475160
2023-07-04,1.473600
2023-07-05,1.468220
