Date,Adj Close
2022-06-01,4.577200
2022-06-02,4.585030
2022-06-03,4.574210
2022-06-06,4.586050
2022-06-07,4.581130
2022-06-08,4.570020
2022-06-09,4.586300
2022-06-10,4.603700
2022-06-13,4.609710
2022-06-14,4.651200
2022-06-15,4.655240
2022-06-16,4.660900
2022-06-17,4.723810
2022-06-20,4.678330
2022-06-21,4.644190
2022-06-22,4.635090
2022-06-23,4.695750
2022-06-24,4.698320
2022-06-27,4.683710
2022-06-28,4.682060
2022-06-29,4.695230
2022-06-30,4.665500
2022-07-01,4.695500
2022-07-04,4.691910
2022-07-05,4.711730
2022-07-06,4.742220
2022-07-07,4.769660
2022-07-08,4.778930
2022-07-11,4.767060
2022-07-12,4.798200
2022-07-13,4.813240
2022-07-14,4.829660
2022-07-15,4.817300
2022-07-18,4.781430
2022-07-19,4.761400
2022-07-20,4.751340
2022-07-21,4.770110
2022-07-22,4.759300
2022-07-25,4.735400
2022-07-26,4.721660
2022-07-27,4.753900
2022-07-28,4.781330
2022-07-29,4.756620
2022-08-01,4.730030
2022-08-02,4.712800
2022-08-03,4.721110
2022-08-04,4.693400
2022-08-05,4.705200
2022-08-08,4.708600
2022-08-09,4.694800
2022-08-10,4.698200
2022-08-11,4.672300
2022-08-12,4.683880
2022-08-15,4.654940
2022-08-16,4.677870
2022-08-17,4.653460
2022-08-18,4.698000
2022-08-19,4.727200
2022-08-22,4.745900
2022-08-23,4.757590
2022-08-24,4.769800
2022-08-25,4.765100
2022-08-26,4.736560
2022-08-29,4.738800
2022-08-30,4.730140
2022-08-31,4.722180
2022-09-01,4.719910
2022-09-02,4.712120
2022-09-05,4.714790
2022-09-06,4.726200
2022-09-07,4.730320
2022-09-08,4.710240
2022-09-09,4.705200
2022-09-12,4.689270
2022-09-13,4.689800
2022-09-14,4.718510
2022-09-15,4.714650
2022-09-16,4.725100
2022-09-19,4.715910
2022-09-20,4.703470
2022-09-21,4.724700
2022-09-22,4.776140
2022-09-23,4.749190
2022-09-26,4.740670
2022-09-27,4.754810
2022-09-28,4.785470
2022-09-29,4.809240
2022-09-30,4.851530
2022-10-03,4.840480
2022-10-04,4.825460
2022-10-05,4.809280
2022-10-06,4.817500
2022-10-07,4.885470
2022-10-10,4.854590
2022-10-11,4.856160
2022-10-12,4.849650
2022-10-13,4.842680
2022-10-14,4.801700
2022-10-17,4.823290
2022-10-18,4.795920
2022-10-19,4.783480
2022-10-20,4.802630
2022-10-21,4.772180
2022-10-24,4.769090
2022-10-25,4.784410
2022-10-26,4.764900
2022-10-27,4.740950
2022-10-28,4.719870
2022-10-31,4.716750
2022-11-01,4.712530
2022-11-02,4.699670
2022-11-03,4.700560
2022-11-04,4.692100
2022-11-07,4.687650
2022-11-08,4.669440
2022-11-09,4.691170
2022-11-10,4.708740
2022-11-11,4.682710
2022-11-14,4.672500
2022-11-15,4.707500
2022-11-16,4.738110
2022-11-17,4.695700
2022-11-18,4.704620
2022-11-21,4.700550
2022-11-22,4.697430
2022-11-23,4.705240
2022-11-24,4.699100
2022-11-25,4.696490
2022-11-28,4.688390
2022-11-29,4.680900
2022-11-30,4.673510
2022-12-01,4.666330
2022-12-02,4.685980
2022-12-05,4.669210
2022-12-06,4.707100
2022-12-07,4.688210
2022-12-08,4.689880
2022-12-09,4.680700
2022-12-12,4.688190
2022-12-13,4.687200
2022-12-14,4.689250
2022-12-15,4.677170
2022-12-16,4.687500
2022-12-19,4.689240
2022-12-20,4.683840
2022-12-21,4.670010
2022-12-22,4.657120
2022-12-23,4.636700
2022-12-26,4.637120
2022-12-27,4.640940
2022-12-28,4.676000
2022-12-29,4.688960
2022-12-30,4.673600
2023-01-02,4.668950
2023-01-03,4.667000
2023-01-04,4.670600
2023-01-05,4.665020
2023-01-06,4.678810
2023-01-09,4.691340
2023-01-10,4.688800
2023-01-11,4.684970
2023-01-12,4.684970
2023-01-13,4.693910
2023-01-16,4.690540
2023-01-17,4.687290
2023-01-18,4.694800
2023-01-19,4.722700
2023-01-20,4.717100
2023-01-23,4.700500
2023-01-24,4.708990
2023-01-25,4.711570
2023-01-26,4.712870
2023-01-27,4.710790
2023-01-30,4.708690
2023-01-31,4.708610
2023-02-01,4.707510
2023-02-02,4.698100
2023-02-03,4.679700
2023-02-06,4.709490
2023-02-07,4.741180
2023-02-08,4.747480
2023-02-09,4.738000
2023-02-10,4.751000
2023-02-13,4.763390
2023-02-14,4.784760
2023-02-15,4.773100
2023-02-16,4.763000
2023-02-17,4.768730
2023-02-20,4.759100
2023-02-21,4.739220
2023-02-22,4.746960
2023-02-23,4.743300
2023-02-24,4.721900
2023-02-27,4.718120
2023-02-28,4.711200
2023-03-01,4.704580
2023-03-02,4.669150
2023-03-03,4.696950
2023-03-06,4.706520
2023-03-07,4.689030
2023-03-08,4.688950
2023-03-09,4.677900
2023-03-10,4.682800
2023-03-13,4.678730
2023-03-14,4.679260
2023-03-15,4.704280
2023-03-16,4.701050
2023-03-17,4.696450
2023-03-20,4.701950
2023-03-21,4.699550
2023-03-22,4.684020
2023-03-23,4.683320
2023-03-24,4.681180
2023-03-27,4.683130
2023-03-28,4.685810
2023-03-29,4.675560
2023-03-30,4.685500
2023-03-31,4.670900
2023-04-03,4.672820
2023-04-04,4.671600
2023-04-05,4.675000
2023-04-06,4.683800
2023-04-07,4.683000
2023-04-10,4.679100
2023-04-11,4.686210
2023-04-12,4.667120
2023-04-13,4.649280
2023-04-14,4.632040
2023-04-17,4.638700
2023-04-18,4.629860
2023-04-19,4.621500
2023-04-20,4.619300
2023-04-21,4.595630
2023-04-24,4.611690
2023-04-25,4.596100
2023-04-26,4.594280
2023-04-27,4.583220
2023-04-28,4.574240
2023-05-01,4.588940
2023-05-02,4.604200
2023-05-03,4.576750
2023-05-04,4.587380
2023-05-05,4.585700
2023-05-08,4.570500
2023-05-09,4.560110
2023-05-10,4.552470
2023-05-11,4.516660
2023-05-12,4.537980
2023-05-15,4.514610
2023-05-16,4.502300
2023-05-17,4.490600
2023-05-18,4.520210
2023-05-19,4.546150
2023-05-22,4.543060
2023-05-23,4.500050
2023-05-24,4.487140
2023-05-25,4.507490
2023-05-26,4.501130
2023-05-29,4.526720
2023-05-30,4.517680
2023-05-31,4.535290
2023-06-01,4.525570
2023-06-02,4.516080
2023-06-05,4.491770
2023-06-06,4.475030
2023-06-07,4.474480
2023-06-08,4.485900
2023-06-09,4.468400
2023-06-12,4.442240
2023-06-13,4.446620
2023-06-14,4.484990
2023-06-15,4.448800
2023-06-16,4.450210
2023-06-19,4.456200
2023-06-20,4.448070
2023-06-21,4.442720
2023-06-22,4.429800
2023-06-23,4.419900
2023-06-26,4.437870
2023-06-27,4.438680
2023-06-28,4.443700
2023-06-29,4.472700
2023-06-30,4.442200
2023-07-03,4.430500
