Date,Adj Close
2022-06-01,0.851310
2022-06-02,0.852990
2022-06-03,0.854700
2022-06-06,0.858550
2022-06-07,0.853540
2022-06-08,0.849900
2022-06-09,0.854600
2022-06-10,0.849990
2022-06-13,0.854510
2022-06-14,0.857450
2022-06-15,0.868900
2022-06-16,0.858800
2022-06-17,0.853600
2022-06-20,0.853600
2022-06-21,0.858500
2022-06-22,0.858580
2022-06-23,0.862200
2022-06-24,0.857920
2022-06-27,0.860200
2022-06-28,0.862600
2022-06-29,0.863240
2022-06-30,0.861200
2022-07-01,0.861540
2022-07-04,0.862200
2022-07-05,0.861170
2022-07-06,0.858330
2022-07-07,0.854060
2022-07-08,0.845240
2022-07-11,0.845950
2022-07-12,0.844200
2022-07-13,0.844430
2022-07-14,0.845650
2022-07-15,0.846660
2022-07-18,0.849100
2022-07-19,0.848900
2022-07-20,0.852300
2022-07-21,0.850580
2022-07-22,0.851900
2022-07-25,0.850880
2022-07-26,0.848000
2022-07-27,0.841490
2022-07-28,0.839050
2022-07-29,0.837200
2022-08-01,0.838200
2022-08-02,0.837320
2022-08-03,0.836280
2022-08-04,0.836600
2022-08-05,0.842790
2022-08-08,0.843400
2022-08-09,0.843770
2022-08-10,0.845500
2022-08-11,0.843300
2022-08-12,0.845980
2022-08-15,0.845400
2022-08-16,0.842700
2022-08-17,0.840600
2022-08-18,0.845000
2022-08-19,0.845480
2022-08-22,0.849080
2022-08-23,0.844670
2022-08-24,0.842410
2022-08-25,0.845200
2022-08-26,0.843290
2022-08-29,0.849800
2022-08-30,0.854000
2022-08-31,0.859740
2022-09-01,0.865490
2022-09-02,0.861630
2022-09-05,0.863540
2022-09-06,0.860300
2022-09-07,0.859750
2022-09-08,0.867590
2022-09-09,0.868900
2022-09-12,0.866710
2022-09-13,0.866260
2022-09-14,0.867090
2022-09-15,0.864590
2022-09-16,0.872130
2022-09-19,0.876560
2022-09-20,0.876350
2022-09-21,0.876010
2022-09-22,0.873280
2022-09-23,0.873400
2022-09-26,0.897100
2022-09-27,0.893210
2022-09-28,0.894480
2022-09-29,0.895850
2022-09-30,0.880020
2022-10-03,0.878950
2022-10-04,0.867400
2022-10-05,0.871830
2022-10-06,0.872520
2022-10-07,0.876920
2022-10-10,0.979000
2022-10-11,0.876580
2022-10-12,0.884360
2022-10-13,0.874100
2022-10-14,0.864270
2022-10-17,0.866300
2022-10-18,0.867000
2022-10-19,0.869410
2022-10-20,0.871090
2022-10-21,0.871140
2022-10-24,0.869030
2022-10-25,0.874090
2022-10-26,0.869200
2022-10-27,0.867080
2022-10-28,0.861770
2022-10-31,0.858430
2022-11-01,0.862100
2022-11-02,0.859670
2022-11-03,0.861760
2022-11-04,0.872680
2022-11-07,0.876140
2022-11-08,0.869790
2022-11-09,0.872530
2022-11-10,0.881300
2022-11-11,0.871310
2022-11-14,0.875300
2022-11-15,0.878020
2022-11-16,0.871800
2022-11-17,0.872210
2022-11-18,0.873330
2022-11-21,0.869080
2022-11-22,0.866170
2022-11-23,0.866810
2022-11-24,0.862620
2022-11-25,0.859170
2022-11-28,0.859970
2022-11-29,0.864790
2022-11-30,0.864110
2022-12-01,0.863020
2022-12-02,0.858750
2022-12-05,0.857370
2022-12-06,0.860870
2022-12-07,0.862600
2022-12-08,0.860720
2022-12-09,0.862770
2022-12-12,0.859000
2022-12-13,0.858990
2022-12-14,0.860000
2022-12-15,0.859540
2022-12-16,0.872500
2022-12-19,0.870390
2022-12-20,0.872870
2022-12-21,0.871450
2022-12-22,0.878290
