Date,Adj Close
2022-06-01,1.356650
2022-06-02,1.349020
2022-06-03,1.351380
2022-06-06,1.349730
2022-06-07,1.345000
2022-06-08,1.340960
2022-06-09,1.345430
2022-06-10,1.348870
2022-06-13,1.342340
2022-06-14,1.342480
2022-06-15,1.351090
2022-06-16,1.345980
2022-06-17,1.366090
2022-06-20,1.363840
2022-06-21,1.365610
2022-06-22,1.361700
2022-06-23,1.369290
2022-06-24,1.366150
2022-06-27,1.362670
2022-06-28,1.361750
2022-06-29,1.354590
2022-06-30,1.345820
2022-07-01,1.348780
2022-07-04,1.344000
2022-07-05,1.341380
2022-07-06,1.336980
2022-07-07,1.327500
2022-07-08,1.318530
2022-07-11,1.316150
2022-07-12,1.305610
2022-07-13,1.307100
2022-07-14,1.304350
2022-07-15,1.314210
2022-07-18,1.313360
2022-07-19,1.316900
2022-07-20,1.316760
2022-07-21,1.311920
2022-07-22,1.316350
2022-07-25,1.318000
2022-07-26,1.313730
2022-07-27,1.303980
2022-07-28,1.308020
2022-07-29,1.305260
2022-08-01,1.307950
2022-08-02,1.317790
2022-08-03,1.308770
2022-08-04,1.305530
2022-08-05,1.318810
2022-08-08,1.316480
2022-08-09,1.310960
2022-08-10,1.315400
2022-08-11,1.315620
2022-08-12,1.317310
2022-08-15,1.310440
2022-08-16,1.311270
2022-08-17,1.306390
2022-08-18,1.314650
2022-08-19,1.306310
2022-08-22,1.304510
2022-08-23,1.296850
2022-08-24,1.291510
2022-08-25,1.292840
2022-08-26,1.289990
2022-08-29,1.298030
2022-08-30,1.301550
2022-08-31,1.312130
2022-09-01,1.319220
2022-09-02,1.308400
2022-09-05,1.302320
2022-09-06,1.306370
2022-09-07,1.301940
2022-09-08,1.312490
2022-09-09,1.309340
2022-09-12,1.311590
2022-09-13,1.314800
2022-09-14,1.313680
2022-09-15,1.313800
2022-09-16,1.322900
2022-09-19,1.328700
2022-09-20,1.328210
2022-09-21,1.332200
2022-09-22,1.325000
2022-09-23,1.325380
2022-09-26,1.315400
2022-09-27,1.319310
2022-09-28,1.316850
2022-09-29,1.322940
2022-09-30,1.344070
2022-10-03,1.350070
2022-10-04,1.339860
2022-10-05,1.348370
2022-10-06,1.347680
2022-10-07,1.345090
2022-10-10,1.336720
2022-10-11,1.337490
2022-10-12,1.337730
2022-10-13,1.341100
2022-10-14,1.344330
2022-10-17,1.349300
2022-10-18,1.349800
2022-10-19,1.353830
2022-10-20,1.345030
2022-10-21,1.347130
2022-10-24,1.345350
2022-10-25,1.353880
2022-10-26,1.356630
2022-10-27,1.367650
2022-10-28,1.352030
2022-10-31,1.354590
2022-11-01,1.345550
2022-11-02,1.345180
2022-11-03,1.345940
2022-11-04,1.339730
2022-11-07,1.341530
2022-11-08,1.351780
2022-11-09,1.352210
2022-11-10,1.355200
2022-11-11,1.358680
2022-11-14,1.369970
2022-11-15,1.374900
2022-11-16,1.374840
2022-11-17,1.385970
2022-11-18,1.380240
2022-11-21,1.381890
2022-11-22,1.377550
2022-11-23,1.377730
2022-11-24,1.389790
2022-11-25,1.388100
2022-11-28,1.390500
2022-11-29,1.395160
2022-11-30,1.402370
2022-12-01,1.398170
2022-12-02,1.414440
2022-12-05,1.417730
2022-12-06,1.426310
2022-12-07,1.428720
2022-12-08,1.435120
