Date,Close,Period
2021-02-15,1277.82,Weekly
2021-02-16,1265.3742857142856,Weekly
2021-02-17,1252.9285714285713,Weekly
2021-02-18,1240.482857142857,Weekly
2021-02-19,1228.037142857143,Weekly
2021-02-20,1215.5914285714287,Weekly
2021-02-21,1203.1457142857143,Weekly
2021-02-22,1190.7,Weekly
2021-02-23,1181.7992857142858,Weekly
2021-02-24,1172.8985714285714,Weekly
2021-02-25,1163.9978571428571,Weekly
2021-02-26,1155.097142857143,Weekly
2021-02-27,1146.1964285714287,Weekly
2021-02-28,1137.2957142857142,Weekly
2021-03-01,1128.4,Weekly
2021-03-02,1139.02,Weekly
2021-03-03,1149.64,Weekly
2021-03-04,1160.26,Weekly
2021-03-05,1170.88,Weekly
2021-03-06,1181.5,Weekly
2021-03-07,1192.1200000000001,Weekly
2021-03-08,1202.74,Weekly
2021-03-09,1201.5514285714287,Weekly
2021-03-10,1200.3628571428571,Weekly
2021-03-11,1199.1742857142858,Weekly
2021-03-12,1197.9857142857143,Weekly
2021-03-13,1196.797142857143,Weekly
2021-03-14,1195.6085714285714,Weekly
2021-03-15,1194.42,Weekly
2021-03-16,1193.507142857143,Weekly
2021-03-17,1192.5942857142857,Weekly
2021-03-18,1191.6814285714286,Weekly
2021-03-19,1190.7685714285715,Weekly
2021-03-20,1189.8557142857144,Weekly
2021-03-21,1188.942857142857,Weekly
2021-03-22,1188.03,Weekly
2021-03-23,1190.8528571428571,Weekly
2021-03-24,1193.6757142857143,Weekly
2021-03-25,1196.4985714285715,Weekly
2021-03-26,1199.3214285714284,Weekly
2021-03-27,1202.1442857142856,Weekly
2021-03-28,1204.9671428571428,Weekly
2021-03-29,1207.79,Weekly
2021-03-30,1206.8564285714285,Weekly
2021-03-31,1205.922857142857,Weekly
2021-04-01,1204.9892857142856,Weekly
2021-04-02,1204.0557142857144,Weekly
2021-04-03,1203.122142857143,Weekly
2021-04-04,1202.1885714285715,Weekly
2021-04-05,1201.26,Weekly
2021-04-06,1201.0421428571428,Weekly
2021-04-07,1200.8242857142857,Weekly
2021-04-08,1200.6064285714285,Weekly
2021-04-09,1200.3885714285714,Weekly
2021-04-10,1200.1707142857142,Weekly
2021-04-11,1199.952857142857,Weekly
2021-04-12,1199.74,Weekly
2021-04-13,1203.682142857143,Weekly
2021-04-14,1207.6242857142856,Weekly
2021-04-15,1211.5664285714286,Weekly
2021-04-16,1215.5085714285715,Weekly
2021-04-17,1219.4507142857144,Weekly
2021-04-18,1223.392857142857,Weekly
2021-04-19,1227.34,Weekly
2021-04-20,1223.225,Weekly
2021-04-21,1219.11,Weekly
2021-04-22,1214.995,Weekly
2021-04-23,1210.88,Weekly
2021-04-24,1206.765,Weekly
2021-04-25,1202.65,Weekly
2021-04-26,1198.54,Weekly
