"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
HEATING OIL ,970729 ,1997-07-29,022651 ,NYME ,01 ,022 ,   154270,   7231,   4879,   8599,  75410, 100670,  91240, 114148,  63030,  40122,   113351,  12004,   5231,   1076,  60595,  79848,  73675,  86155,  39676,  27196,    40919,    855,   5276,   1895,  14815,  20822,  17565,  27993,  23354,  12926,     1353,   1450,  -1420,   -467,   -477,   7209,    506,   5322,    847,  -3969,  100.0,    4.7,    3.2,    5.6,   48.9,   65.3,   59.1,   74.0,   40.9,   26.0,  100.0,   10.6,    4.6,    0.9,   53.5,   70.4,   65.0,   76.0,   35.0,   24.0,  100.0,    2.1,   12.9,    4.6,   36.2,   50.9,   42.9,   68.4,   57.1,   31.6,     83,      8,     13,     11,     39,     44,     56,     64,     79,     14,     11,      4,     37,     37,     52,     51,     39,      2,      7,      3,     15,     19,     19,     27,    20.4,    30.0,    29.1,    39.8,    18.8,    25.5,    26.5,    33.8,    23.9,    35.6,    32.8,    47.8,    21.6,    31.5,    29.5,    39.9,    17.4,    28.9,    28.8,    42.7,    15.0,    26.6,    24.7,    40.4,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970722 ,1997-07-22,022651 ,NYME ,01 ,022 ,   152917,   5781,   6299,   9066,  75887,  93461,  90734, 108826,  62183,  44091,   113495,  10604,   5983,   2110,  61356,  74126,  74070,  82219,  39425,  31276,    39422,    360,   5499,   1773,  14531,  19335,  16664,  26607,  22758,  12815,    -2752,   2388,    108,   -903,  -3913,   -642,  -2428,  -1437,   -324,  -1315,  100.0,    3.8,    4.1,    5.9,   49.6,   61.1,   59.3,   71.2,   40.7,   28.8,  100.0,    9.3,    5.3,    1.9,   54.1,   65.3,   65.3,   72.4,   34.7,   27.6,  100.0,    0.9,   13.9,    4.5,   36.9,   49.0,   42.3,   67.5,   57.7,   32.5,     84,      9,     15,     11,     35,     47,     52,     69,     79,     15,     13,      5,     33,     37,     50,     53,     40,      2,      7,      3,     15,     20,     19,     28,    19.8,    26.5,    28.3,    36.4,    19.3,    23.5,    26.7,    31.2,    22.4,    33.0,    31.4,    44.3,    22.2,    30.6,    30.0,    38.0,    17.4,    27.3,    28.2,    40.9,    16.5,    25.0,    25.7,    38.5,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970715 ,1997-07-15,022651 ,NYME ,01 ,022 ,   155669,   3393,   6191,   9969,  79800,  94103,  93162, 110263,  62507,  45406,   118169,   8642,   5758,   3449,  64769,  77231,  76860,  86438,  41309,  31731,    37500,    331,   6013,    940,  15031,  16872,  16302,  23825,  21198,  13675,     7865,   -382,   1766,   2043,   1216,    547,   2877,   4356,   4988,   3509,  100.0,    2.2,    4.0,    6.4,   51.3,   60.5,   59.8,   70.8,   40.2,   29.2,  100.0,    7.3,    4.9,    2.9,   54.8,   65.4,   65.0,   73.1,   35.0,   26.9,  100.0,    0.9,   16.0,    2.5,   40.1,   45.0,   43.5,   63.5,   56.5,   36.5,     80,      7,     14,     12,     37,     41,     52,     62,     75,     10,     14,      7,     35,     34,     50,     50,     38,      1,      8,      2,     15,     17,     18,     25,    19.1,    27.5,    28.4,    37.3,    19.0,    22.7,    26.7,    30.4,    23.4,    33.4,    32.9,    45.7,    22.4,    29.3,    30.7,    37.6,    18.3,    26.2,    29.8,    40.5,    16.9,    23.0,    26.4,    35.8,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970708 ,1997-07-08,022651 ,NYME ,01 ,022 ,   147804,   3775,   4425,   7926,  78584,  93556,  90285, 105907,  57519,  41897,   112150,   8614,   3440,   1788,  63811,  77267,  74213,  82495,  37937,  29655,    35654,    331,   6155,    968,  14773,  16289,  16072,  23412,  19582,  12242,     3584,   1409,  -3942,   1050,   -560,   5689,   1899,   2797,   1685,    787,  100.0,    2.6,    3.0,    5.4,   53.2,   63.3,   61.1,   71.7,   38.9,   28.3,  100.0,    7.7,    3.1,    1.6,   56.9,   68.9,   66.2,   73.6,   33.8,   26.4,  100.0,    0.9,   17.3,    2.7,   41.4,   45.7,   45.1,   65.7,   54.9,   34.3,     76,      8,      9,      9,     37,     41,     51,     56,     69,     11,      8,      3,     35,     32,     48,     41,     39,      1,      8,      2,     16,     17,     19,     25,    20.2,    28.7,    30.4,    39.5,    19.2,    22.6,    26.8,    30.2,    23.2,    35.1,    33.8,    48.1,    21.9,    29.9,    31.0,    38.9,    19.6,    25.9,    30.0,    40.5,    16.6,    23.9,    25.7,    36.3,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970701 ,1997-07-01,022651 ,NYME ,01 ,022 ,   144220,   2366,   8367,   6876,  79144,  87867,  88386, 103110,  55834,  41110,   109464,   7298,   6669,   1194,  65135,  71802,  73627,  79665,  35837,  29799,    34756,    356,   6986,    394,  14009,  16065,  14759,  23445,  19997,  11311,    -7489,   -246,  -1210,   -608,  -4507,  -2380,  -5361,  -4198,  -2128,  -3291,  100.0,    1.6,    5.8,    4.8,   54.9,   60.9,   61.3,   71.5,   38.7,   28.5,  100.0,    6.7,    6.1,    1.1,   59.5,   65.6,   67.3,   72.8,   32.7,   27.2,  100.0,    1.0,   20.1,    1.1,   40.3,   46.2,   42.5,   67.5,   57.5,   32.5,     84,      6,     14,      8,     42,     44,     54,     63,     78,      9,     12,      2,     40,     36,     51,     48,     40,      1,      9,      1,     16,     18,     18,     27,    21.7,    27.3,    32.4,    37.7,    21.0,    21.3,    28.2,    28.0,    26.6,    33.1,    36.4,    45.8,    24.4,    28.2,    32.5,    35.7,    20.1,    26.6,    29.7,    41.2,    16.2,    23.6,    24.8,    36.3,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970624 ,1997-06-24,022651 ,NYME ,01 ,022 ,   151709,   2612,   9577,   7484,  83651,  90247,  93747, 107308,  57962,  44401,   117772,   7007,   8741,   1896,  70871,  73869,  79774,  84506,  37998,  33266,    33937,    349,   5580,    844,  12780,  16378,  13973,  22802,  19964,  11135,     7614,    207,   1993,     52,   3860,   2499,   4119,   4544,   3495,   3070,  100.0,    1.7,    6.3,    4.9,   55.1,   59.5,   61.8,   70.7,   38.2,   29.3,  100.0,    5.9,    7.4,    1.6,   60.2,   62.7,   67.7,   71.8,   32.3,   28.2,  100.0,    1.0,   16.4,    2.5,   37.7,   48.3,   41.2,   67.2,   58.8,   32.8,     92,      3,     17,      8,     45,     52,     55,     74,     86,      7,     15,      4,     43,     41,     53,     58,     39,      1,      7,      2,     14,     21,     17,     28,    21.7,    21.7,    31.0,    31.9,    20.5,    16.8,    26.8,    24.5,    25.5,    25.8,    35.1,    38.4,    24.2,    22.2,    31.3,    31.3,    19.8,    26.2,    29.7,    40.6,    14.2,    24.8,    23.0,    36.5,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970617 ,1997-06-17,022651 ,NYME ,01 ,022 ,   144095,   2405,   7584,   7432,  79791,  87748,  89628, 102764,  54467,  41331,   113818,   6242,   7200,   2384,  68085,  73542,  76711,  83126,  37107,  30692,    30277,    893,   5114,    318,  11706,  14206,  12917,  19638,  17360,  10639,     5917,     97,  -1242,   1248,   4402,   5417,   5747,   5423,    170,    494,  100.0,    1.7,    5.3,    5.2,   55.4,   60.9,   62.2,   71.3,   37.8,   28.7,  100.0,    5.5,    6.3,    2.1,   59.8,   64.6,   67.4,   73.0,   32.6,   27.0,  100.0,    2.9,   16.9,    1.1,   38.7,   46.9,   42.7,   64.9,   57.3,   35.1,     91,      6,     14,      9,     50,     55,     61,     76,     88,      9,     13,      5,     48,     49,     59,     65,     35,      2,      6,      1,     13,     17,     16,     23,    19.2,    19.0,    29.6,    30.8,    17.4,    13.3,    23.4,    21.6,    21.5,    22.7,    31.7,    36.8,    19.5,    18.5,    27.2,    28.0,    22.9,    27.6,    33.0,    41.4,    18.0,    27.6,    28.1,    40.2,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970610 ,1997-06-10,022651 ,NYME ,01 ,022 ,   138178,   2308,   8826,   6184,  75389,  82331,  83881,  97341,  54297,  40837,   110671,   6245,   8508,   1923,  64678,  70195,  72846,  80626,  37825,  30045,    27507,    324,   4579,      0,  10711,  12136,  11035,  16715,  16472,  10792,    16696,  -4281,   5759,    475,  14618,   4603,  10812,  10837,   5884,   5859,  100.0,    1.7,    6.4,    4.5,   54.6,   59.6,   60.7,   70.4,   39.3,   29.6,  100.0,    5.6,    7.7,    1.7,   58.4,   63.4,   65.8,   72.9,   34.2,   27.1,  100.0,    1.2,   16.6,    0.0,   38.9,   44.1,   40.1,   60.8,   59.9,   39.2,     89,      5,     13,      9,     47,     53,     60,     71,     85,     10,     12,      6,     46,     46,     59,     61,     29,      1,      5,      0,     11,     15,     12,     20,    19.1,    19.6,    28.6,    30.8,    16.7,    13.9,    22.2,    21.6,    20.7,    23.2,    30.9,    36.2,    18.7,    19.5,    26.0,    28.7,    26.5,    29.3,    36.6,    41.4,    22.1,    29.3,    32.2,    40.3,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970603 ,1997-06-03,022651 ,NYME ,01 ,022 ,   121482,   6589,   3067,   5709,  60771,  77728,  73069,  86504,  48413,  34978,    98683,  10391,   2525,   1338,  52289,  69040,  64018,  72903,  34665,  25780,    22799,    569,   4913,      0,   8482,   8688,   9051,  13601,  13748,   9198,   -10172,  -1163,    246,   -444,  -4037,  -7287,  -5644,  -7485,  -4528,  -2687,  100.0,    5.4,    2.5,    4.7,   50.0,   64.0,   60.1,   71.2,   39.9,   28.8,  100.0,   10.5,    2.6,    1.4,   53.0,   70.0,   64.9,   73.9,   35.1,   26.1,  100.0,    2.5,   21.5,    0.0,   37.2,   38.1,   39.7,   59.7,   60.3,   40.3,     81,     15,      3,      9,     40,     46,     60,     56,     77,     18,      2,      5,     39,     41,     58,     47,     25,      2,      5,      0,      9,     10,     11,     15,    21.7,    21.9,    31.0,    35.5,    15.6,    16.7,    19.7,    25.3,    22.2,    26.2,    32.7,    41.8,    17.1,    21.9,    22.6,    32.8,    25.1,    28.6,    35.4,    44.9,    25.1,    28.6,    35.4,    44.6,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970527 ,1997-05-27,022651 ,NYME ,01 ,022 ,   131654,   7752,   2821,   6153,  64808,  85015,  78713,  93989,  52941,  37665,   109515,  10628,   2785,   1815,  57549,  75878,  69992,  80478,  39523,  29037,    22139,    553,   3465,    909,   7259,   9137,   8721,  13511,  13418,   8628,    -4736,  -1407,   1707,   -752,  -2378,  -8377,  -4537,  -7422,   -199,   2686,  100.0,    5.9,    2.1,    4.7,   49.2,   64.6,   59.8,   71.4,   40.2,   28.6,  100.0,    9.7,    2.5,    1.7,   52.5,   69.3,   63.9,   73.5,   36.1,   26.5,  100.0,    2.5,   15.7,    4.1,   32.8,   41.3,   39.4,   61.0,   60.6,   39.0,     84,     15,      7,      8,     37,     47,     59,     59,     82,     19,      6,      5,     36,     44,     57,     53,     24,      2,      5,      1,      9,     10,     12,     15,    23.9,    23.2,    31.9,    37.0,    15.4,    19.5,    20.2,    28.0,    24.9,    26.2,    34.0,    41.8,    16.0,    23.1,    21.1,    32.6,    23.9,    26.7,    34.3,    45.6,    15.8,    25.1,    24.0,    39.5,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970520 ,1997-05-20,022651 ,NYME ,01 ,022 ,   136390,   9159,   1114,   6905,  67186,  93392,  83250, 101411,  53140,  34979,   114633,  11930,   1191,   2559,  59999,  83974,  74488,  87724,  40145,  26909,    21757,    705,   3399,    870,   7187,   9418,   8762,  13687,  12995,   8070,     -886,   5302,   -239,     35,  -9262,   1930,  -3925,   1726,   3039,  -2612,  100.0,    6.7,    0.8,    5.1,   49.3,   68.5,   61.0,   74.4,   39.0,   25.6,  100.0,   10.4,    1.0,    2.2,   52.3,   73.3,   65.0,   76.5,   35.0,   23.5,  100.0,    3.2,   15.6,    4.0,   33.0,   43.3,   40.3,   62.9,   59.7,   37.1,     86,     19,      6,     10,     40,     46,     65,     59,     85,     22,      5,      6,     39,     45,     62,     55,     24,      3,      4,      1,      9,     10,     12,     15,    22.6,    24.1,    29.9,    38.1,    14.3,    20.6,    18.1,    29.6,    23.0,    26.9,    31.3,    42.8,    14.7,    24.1,    19.2,    34.6,    24.9,    27.6,    35.1,    46.5,    15.1,    25.2,    23.3,    41.3,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970513 ,1997-05-13,022651 ,NYME ,01 ,022 ,   137276,   3857,   1353,   6870,  76448,  91462,  87175,  99685,  50101,  37591,   115551,   6986,   1851,   2419,  67809,  81722,  77214,  85992,  38337,  29559,    21725,    788,   3419,    534,   8639,   9740,   9961,  13693,  11764,   8032,     -273,    -42,  -2321,   1048,  -4470,   2922,  -3464,   1649,   3191,  -1922,  100.0,    2.8,    1.0,    5.0,   55.7,   66.6,   63.5,   72.6,   36.5,   27.4,  100.0,    6.0,    1.6,    2.1,   58.7,   70.7,   66.8,   74.4,   33.2,   25.6,  100.0,    3.6,   15.7,    2.5,   39.8,   44.8,   45.9,   63.0,   54.1,   37.0,     80,      9,      7,     10,     42,     46,     59,     59,     79,     13,      6,      6,     40,     43,     56,     53,     26,      3,      4,      1,     11,     10,     14,     15,    23.6,    22.4,    32.5,    36.4,    17.4,    18.8,    22.2,    28.5,    24.3,    25.4,    33.6,    41.0,    17.6,    22.3,    23.6,    33.5,    24.6,    29.3,    36.8,    49.3,    16.4,    27.1,    26.6,    44.4,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970506 ,1997-05-06,022651 ,NYME ,01 ,022 ,   137549,   3899,   3674,   5822,  80918,  88540,  90639,  98036,  46910,  39513,   116655,   6998,   3773,   1808,  73036,  79480,  81842,  85061,  34813,  31594,    20894,    389,   3389,    526,   7882,   9060,   8797,  12975,  12097,   7919,    -2741,  -1518,   -915,   1221,    429,   -353,    132,    -47,  -2873,  -2694,  100.0,    2.8,    2.7,    4.2,   58.8,   64.4,   65.9,   71.3,   34.1,   28.7,  100.0,    6.0,    3.2,    1.5,   62.6,   68.1,   70.2,   72.9,   29.8,   27.1,  100.0,    1.9,   16.2,    2.5,   37.7,   43.4,   42.1,   62.1,   57.9,   37.9,     85,     10,     10,      9,     43,     51,     59,     67,     84,     14,      9,      5,     42,     49,     57,     62,     25,      2,      4,      1,     11,     10,     13,     15,    25.2,    23.2,    34.7,    35.6,    18.5,    19.2,    23.1,    27.1,    26.6,    25.6,    36.6,    39.8,    19.3,    22.6,    25.3,    31.6,    23.6,    28.3,    34.6,    48.3,    15.8,    26.2,    24.8,    43.6,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970429 ,1997-04-29,022651 ,NYME ,01 ,022 ,   140290,   5417,   4589,   4601,  80489,  88893,  90507,  98083,  49783,  42207,   121271,   7741,   4464,   1624,  74110,  80439,  83475,  86527,  37796,  34744,    19019,    270,   2719,    383,   6379,   8454,   7032,  11556,  11987,   7463,    -2250,   1682,  -1250,   1016,  -6404,    -79,  -3706,   -313,   1456,  -1937,  100.0,    3.9,    3.3,    3.3,   57.4,   63.4,   64.5,   69.9,   35.5,   30.1,  100.0,    6.4,    3.7,    1.3,   61.1,   66.3,   68.8,   71.4,   31.2,   28.6,  100.0,    1.4,   14.3,    2.0,   33.5,   44.5,   37.0,   60.8,   63.0,   39.2,     86,      9,     14,      8,     39,     50,     55,     68,     85,     13,     12,      4,     39,     48,     54,     62,     20,      1,      5,      1,      7,      9,      9,     14,    24.7,    22.2,    34.7,    34.4,    16.3,    18.3,    22.5,    26.3,    26.0,    23.9,    36.2,    37.8,    17.6,    21.2,    24.2,    30.1,    25.6,    29.3,    35.6,    48.7,    16.4,    25.8,    23.6,    42.1,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970422 ,1997-04-22,022651 ,NYME ,01 ,022 ,   142540,   3735,   5839,   3585,  86893,  88972,  94213,  98396,  48327,  44144,   124757,   5982,   5784,   1338,  80801,  80441,  88121,  87563,  36636,  37194,    17783,      0,   2302,      0,   6092,   8531,   6092,  10833,  11691,   6950,     2584,   -184,   -424,  -1355,   4837,   3159,   3298,   1380,   -714,   1204,  100.0,    2.6,    4.1,    2.5,   61.0,   62.4,   66.1,   69.0,   33.9,   31.0,  100.0,    4.8,    4.6,    1.1,   64.8,   64.5,   70.6,   70.2,   29.4,   29.8,  100.0,    0.0,   12.9,    0.0,   34.3,   48.0,   34.3,   60.9,   65.7,   39.1,     89,      9,     12,      7,     47,     47,     62,     63,     89,     13,     11,      3,     47,     45,     62,     57,     18,      0,      5,      0,      6,      9,      6,     14,    27.2,    20.5,    36.6,    32.8,    19.6,    17.4,    25.6,    25.6,    28.9,    21.7,    38.7,    35.4,    21.6,    19.9,    28.2,    29.1,    27.4,    31.8,    34.3,    48.9,    17.1,    27.1,    21.7,    41.3,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970415 ,1997-04-15,022651 ,NYME ,01 ,022 ,   139956,   3919,   6263,   4940,  82056,  85813,  90915,  97016,  49041,  42940,   122681,   5563,   6239,   2858,  76568,  77311,  84989,  86408,  37692,  36273,    17275,     21,   1689,    417,   5488,   8502,   5926,  10608,  11349,   6667,     1192,    292,  -2319,    -28,  -1278,   3542,  -1014,   1195,   2206,     -3,  100.0,    2.8,    4.5,    3.5,   58.6,   61.3,   65.0,   69.3,   35.0,   30.7,  100.0,    4.5,    5.1,    2.3,   62.4,   63.0,   69.3,   70.4,   30.7,   29.6,  100.0,    0.1,    9.8,    2.4,   31.8,   49.2,   34.3,   61.4,   65.7,   38.6,     91,     11,     12,      9,     46,     48,     63,     66,     91,     15,     11,      6,     46,     45,     63,     60,     18,      1,      4,      1,      6,      9,      7,     14,    26.7,    21.6,    36.1,    33.6,    19.5,    17.4,    25.1,    26.3,    28.2,    22.9,    38.2,    36.5,    21.4,    19.7,    27.5,    29.7,    28.2,    32.1,    34.3,    49.3,    15.7,    27.6,    19.1,    41.5,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970408 ,1997-04-08,022651 ,NYME ,01 ,022 ,   138764,   3627,   8582,   4968,  83334,  82271,  91929,  95821,  46835,  42943,   122604,   5236,   8688,   2791,  78158,  74094,  86185,  85573,  36419,  37031,    16160,    186,   1689,    382,   5176,   8177,   5744,  10248,  10416,   5912,    12124,    701,   1612,   -911,   9491,   7662,   9281,   8363,   2843,   3761,  100.0,    2.6,    6.2,    3.6,   60.1,   59.3,   66.2,   69.1,   33.8,   30.9,  100.0,    4.3,    7.1,    2.3,   63.7,   60.4,   70.3,   69.8,   29.7,   30.2,  100.0,    1.2,   10.5,    2.4,   32.0,   50.6,   35.5,   63.4,   64.5,   36.6,     89,     10,     16,      9,     43,     45,     59,     67,     89,     12,     17,      6,     43,     42,     59,     61,     18,      1,      4,      1,      6,      9,      7,     14,    27.9,    21.7,    37.7,    33.0,    21.9,    18.6,    27.5,    26.9,    29.6,    22.9,    39.2,    35.6,    24.1,    20.7,    30.6,    30.0,    28.4,    33.6,    35.5,    50.6,    16.4,    27.8,    19.6,    42.4,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970401 ,1997-04-01,022651 ,NYME ,01 ,022 ,   126640,   2926,   6970,   5879,  73843,  74609,  82648,  87458,  43992,  39182,   112739,   4580,   7262,   3495,  69054,  67632,  77129,  78389,  35610,  34350,    13901,    292,   1654,    438,   4789,   6977,   5519,   9069,   8382,   4832,     2835,   -718,    511,   1827,   6112,   2046,   7221,   4384,  -4386,  -1549,  100.0,    2.3,    5.5,    4.6,   58.3,   58.9,   65.3,   69.1,   34.7,   30.9,  100.0,    4.1,    6.4,    3.1,   61.3,   60.0,   68.4,   69.5,   31.6,   30.5,  100.0,    2.1,   11.9,    3.2,   34.5,   50.2,   39.7,   65.2,   60.3,   34.8,     77,      9,     13,      8,     38,     38,     53,     56,     77,     12,     13,      4,     38,     35,     53,     49,     18,      1,      4,      1,      6,      9,      7,     14,    29.3,    21.6,    38.5,    33.7,    22.3,    19.0,    28.0,    28.3,    30.9,    22.7,    40.2,    35.4,    24.7,    20.9,    31.1,    31.4,    30.7,    31.7,    39.7,    50.0,    18.8,    24.2,    22.6,    39.9,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,970325 ,1997-03-25,022651 ,NYME ,01 ,022 ,   123805,   3644,   6459,   4052,  67731,  72563,  75427,  83074,  48378,  40731,   110730,   4695,   6763,   2245,  63670,  65859,  70610,  74867,  40120,  35863,    13075,    373,   1120,    383,   4061,   6704,   4817,   8207,   8258,   4868,     -104,    510,  -3080,    257,   1489,   2859,   2256,     36,  -2360,   -140,  100.0,    2.9,    5.2,    3.3,   54.7,   58.6,   60.9,   67.1,   39.1,   32.9,  100.0,    4.2,    6.1,    2.0,   57.5,   59.5,   63.8,   67.6,   36.2,   32.4,  100.0,    2.9,    8.6,    2.9,   31.1,   51.3,   36.8,   62.8,   63.2,   37.2,     76,     11,     13,      6,     35,     40,     50,     57,     76,     12,     14,      4,     35,     38,     50,     53,     16,      1,      2,      1,      6,      9,      7,     12,    28.2,    21.4,    36.7,    33.1,    20.6,    17.6,    25.8,    25.7,    30.0,    21.7,    38.5,    34.4,    23.2,    19.3,    29.0,    28.8,    27.7,    33.0,    36.8,    51.3,    18.5,    25.2,    22.5,    43.3,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
