Market and Exchange Names,As of Date in Form YYMMDD,As of Date in Form YYYY-MM-DD,CFTC Contract Market Code,CFTC Market Code in Initials,CFTC Region Code,CFTC Commodity Code,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Noncommercial Positions-Spreading (All),Commercial Positions-Long (All),Commercial Positions-Short (All), Total Reportable Positions-Long (All),Total Reportable Positions-Short (All),Nonreportable Positions-Long (All),Nonreportable Positions-Short (All),Open Interest (Old),Noncommercial Positions-Long (Old),Noncommercial Positions-Short (Old),Noncommercial Positions-Spreading (Old),Commercial Positions-Long (Old),Commercial Positions-Short (Old),Total Reportable Positions-Long (Old),Total Reportable Positions-Short (Old),Nonreportable Positions-Long (Old),Nonreportable Positions-Short (Old),Open Interest (Other),Noncommercial Positions-Long (Other),Noncommercial Positions-Short (Other),Noncommercial Positions-Spreading (Other),Commercial Positions-Long (Other),Commercial Positions-Short (Other),Total Reportable Positions-Long (Other),Total Reportable Positions-Short (Other),Nonreportable Positions-Long (Other),Nonreportable Positions-Short (Other),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Change in Noncommercial-Spreading (All),Change in Commercial-Long (All),Change in Commercial-Short (All),Change in Total Reportable-Long (All),Change in Total Reportable-Short (All),Change in Nonreportable-Long (All),Change in Nonreportable-Short (All),% of Open Interest (OI) (All),% of OI-Noncommercial-Long (All),% of OI-Noncommercial-Short (All),% of OI-Noncommercial-Spreading (All),% of OI-Commercial-Long (All),% of OI-Commercial-Short (All),% of OI-Total Reportable-Long (All),% of OI-Total Reportable-Short (All),% of OI-Nonreportable-Long (All),% of OI-Nonreportable-Short (All),% of Open Interest (OI)(Old),% of OI-Noncommercial-Long (Old),% of OI-Noncommercial-Short (Old),% of OI-Noncommercial-Spreading (Old),% of OI-Commercial-Long (Old),% of OI-Commercial-Short (Old),% of OI-Total Reportable-Long (Old),% of OI-Total Reportable-Short (Old),% of OI-Nonreportable-Long (Old),% of OI-Nonreportable-Short (Old),% of Open Interest (OI) (Other),% of OI-Noncommercial-Long (Other),% of OI-Noncommercial-Short (Other),% of OI-Noncommercial-Spreading (Other),% of OI-Commercial-Long (Other),% of OI-Commercial-Short (Other),% of OI-Total Reportable-Long (Other),% of OI-Total Reportable-Short (Other),% of OI-Nonreportable-Long (Other),% of OI-Nonreportable-Short (Other),Traders-Total (All),Traders-Noncommercial-Long (All),Traders-Noncommercial-Short (All),Traders-Noncommercial-Spreading (All),Traders-Commercial-Long (All),Traders-Commercial-Short (All),Traders-Total Reportable-Long (All),Traders-Total Reportable-Short (All),Traders-Total (Old),Traders-Noncommercial-Long (Old),Traders-Noncommercial-Short (Old),Traders-Noncommercial-Spreading (Old),Traders-Commercial-Long (Old),Traders-Commercial-Short (Old),Traders-Total Reportable-Long (Old),Traders-Total Reportable-Short (Old),Traders-Total (Other),Traders-Noncommercial-Long (Other),Traders-Noncommercial-Short (Other),Traders-Noncommercial-Spreading (Other),Traders-Commercial-Long (Other),Traders-Commercial-Short (Other),Traders-Total Reportable-Long (Other),Traders-Total Reportable-Short (Other),Concentration-Gross LT = 4 TDR-Long (All),Concentration-Gross LT =4 TDR-Short (All),Concentration-Gross LT =8 TDR-Long (All),Concentration-Gross LT =8 TDR-Short (All),Concentration-Net LT =4 TDR-Long (All),Concentration-Net LT =4 TDR-Short (All),Concentration-Net LT =8 TDR-Long (All),Concentration-Net LT =8 TDR-Short (All),Concentration-Gross LT =4 TDR-Long (Old),Concentration-Gross LT =4 TDR-Short (Old),Concentration-Gross LT =8 TDR-Long (Old),Concentration-Gross LT =8 TDR-Short (Old),Concentration-Net LT =4 TDR-Long (Old),Concentration-Net LT =4 TDR-Short (Old),Concentration-Net LT =8 TDR-Long (Old),Concentration-Net LT =8 TDR-Short (Old),Concentration-Gross LT =4 TDR-Long (Other),Concentration-Gross LT =4 TDR-Short(Other),Concentration-Gross LT =8 TDR-Long (Other),Concentration-Gross LT =8 TDR-Short(Other),Concentration-Net LT =4 TDR-Long (Other),Concentration-Net LT =4 TDR-Short (Other),Concentration-Net LT =8 TDR-Long (Other),Concentration-Net LT =8 TDR-Short (Other),Contract Units,CFTC Contract Market Code (Quotes),CFTC Market Code in Initials (Quotes),CFTC Commodity Code (Quotes)
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,91027,2009-10-27,111659,NYME ,1,111,247752,79826,14365,22196,111748,193835,213770,230396,33982,17356,247752,79826,14365,22196,111748,193835,213770,230396,33982,17356,0,0,0,0,0,0,0,0,0,0,13854,5252,844,976,-6756,10217,-528,12037,14382,1817,100,32.2,5.8,9,45.1,78.2,86.3,93,13.7,7,100,32.2,5.8,9,45.1,78.2,86.3,93,13.7,7,100,0,0,0,0,0,0,0,0,0,182,67,20,41,65,86,152,131,182,67,20,41,65,86,152,131,0,0,0,0,0,0,0,0,16.6,21,28,34.5,14.4,14.4,23.6,24.2,16.6,21,28,34.5,14.4,14.4,23.6,24.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,91020,2009-10-20,111659,NYME ,1,111,233898,74574,13521,21220,118504,183618,214298,218359,19600,15539,233898,74574,13521,21220,118504,183618,214298,218359,19600,15539,0,0,0,0,0,0,0,0,0,0,28531,21412,64,1630,5008,27830,28050,29524,481,-993,100,31.9,5.8,9.1,50.7,78.5,91.6,93.4,8.4,6.6,100,31.9,5.8,9.1,50.7,78.5,91.6,93.4,8.4,6.6,100,0,0,0,0,0,0,0,0,0,175,58,23,35,68,81,150,120,175,58,23,35,68,81,150,120,0,0,0,0,0,0,0,0,17.4,20.4,29.2,33.6,15.3,14.2,25,23.9,17.4,20.4,29.2,33.6,15.3,14.2,25,23.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,91013,2009-10-13,111659,NYME ,1,111,205367,53162,13457,19590,113496,155788,186248,188835,19119,16532,205367,53162,13457,19590,113496,155788,186248,188835,19119,16532,0,0,0,0,0,0,0,0,0,0,9571,2985,-1406,6141,-4317,3397,4809,8132,4762,1439,100,25.9,6.6,9.5,55.3,75.9,90.7,92,9.3,8,100,25.9,6.6,9.5,55.3,75.9,90.7,92,9.3,8,100,0,0,0,0,0,0,0,0,0,162,42,25,34,68,87,129,129,162,42,25,34,68,87,129,129,0,0,0,0,0,0,0,0,19,18.7,29.8,30.9,16.5,13.1,25.2,21.4,19,18.7,29.8,30.9,16.5,13.1,25.2,21.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,91006,2009-10-06,111659,NYME ,1,111,195796,50177,14863,13449,117813,152391,181439,180703,14357,15093,195796,50177,14863,13449,117813,152391,181439,180703,14357,15093,0,0,0,0,0,0,0,0,0,0,1268,6326,-775,508,-7869,-61,-1035,-328,2303,1596,100,25.6,7.6,6.9,60.2,77.8,92.7,92.3,7.3,7.7,100,25.6,7.6,6.9,60.2,77.8,92.7,92.3,7.3,7.7,100,0,0,0,0,0,0,0,0,0,164,42,29,31,69,83,130,126,164,42,29,31,69,83,130,126,0,0,0,0,0,0,0,0,22.3,21.6,34.1,33.5,17.2,12.7,26,20,22.3,21.6,34.1,33.5,17.2,12.7,26,20,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90929,2009-09-29,111659,NYME ,1,111,194528,43851,15638,12941,125682,152452,182474,181031,12054,13497,194528,43851,15638,12941,125682,152452,182474,181031,12054,13497,0,0,0,0,0,0,0,0,0,0,-11844,-7246,2549,-1605,-943,-13273,-9794,-12329,-2050,485,100,22.5,8,6.7,64.6,78.4,93.8,93.1,6.2,6.9,100,22.5,8,6.7,64.6,78.4,93.8,93.1,6.2,6.9,100,0,0,0,0,0,0,0,0,0,159,39,30,36,66,77,126,127,159,39,30,36,66,77,126,127,0,0,0,0,0,0,0,0,22.1,21.1,35.5,33.6,16.3,11.3,24.4,17.3,22.1,21.1,35.5,33.6,16.3,11.3,24.4,17.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90922,2009-09-22,111659,NYME ,1,111,206372,51097,13089,14546,126625,165725,192268,193360,14104,13012,206372,51097,13089,14546,126625,165725,192268,193360,14104,13012,0,0,0,0,0,0,0,0,0,0,2588,3520,-177,201,-1234,1555,2487,1579,101,1009,100,24.8,6.3,7,61.4,80.3,93.2,93.7,6.8,6.3,100,24.8,6.3,7,61.4,80.3,93.2,93.7,6.8,6.3,100,0,0,0,0,0,0,0,0,0,173,54,23,39,73,83,148,131,173,54,23,39,73,83,148,131,0,0,0,0,0,0,0,0,21.4,19.4,32.2,32,14,10.2,21.3,16.6,21.4,19.4,32.2,32,14,10.2,21.3,16.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90915,2009-09-15,111659,NYME ,1,111,203784,47577,13266,14345,127859,164170,189781,191781,14003,12003,203784,47577,13266,14345,127859,164170,189781,191781,14003,12003,0,0,0,0,0,0,0,0,0,0,-2901,-5766,2698,-1645,4232,-6110,-3179,-5057,278,2156,100,23.3,6.5,7,62.7,80.6,93.1,94.1,6.9,5.9,100,23.3,6.5,7,62.7,80.6,93.1,94.1,6.9,5.9,100,0,0,0,0,0,0,0,0,0,177,51,24,42,72,82,148,133,177,51,24,42,72,82,148,133,0,0,0,0,0,0,0,0,21.6,22.2,34,34.6,13.9,9.4,21.3,16.9,21.6,22.2,34,34.6,13.9,9.4,21.3,16.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90908,2009-09-08,111659,NYME ,1,111,206685,53343,10568,15990,123627,170280,192960,196838,13725,9847,206685,53343,10568,15990,123627,170280,192960,196838,13725,9847,0,0,0,0,0,0,0,0,0,0,-172,71,-255,520,-1049,-325,-458,-60,286,-112,100,25.8,5.1,7.7,59.8,82.4,93.4,95.2,6.6,4.8,100,25.8,5.1,7.7,59.8,82.4,93.4,95.2,6.6,4.8,100,0,0,0,0,0,0,0,0,0,186,58,22,43,69,90,154,138,186,58,22,43,69,90,154,138,0,0,0,0,0,0,0,0,22.1,20.9,33.2,34.1,13.6,11.4,20.2,19,22.1,20.9,33.2,34.1,13.6,11.4,20.2,19,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90901,2009-09-01,111659,NYME ,1,111,206857,53272,10823,15470,124676,170605,193418,196898,13439,9959,206857,53272,10823,15470,124676,170605,193418,196898,13439,9959,0,0,0,0,0,0,0,0,0,0,-10934,-8590,-3908,-2039,963,-4654,-9666,-10601,-1268,-333,100,25.8,5.2,7.5,60.3,82.5,93.5,95.2,6.5,4.8,100,25.8,5.2,7.5,60.3,82.5,93.5,95.2,6.5,4.8,100,0,0,0,0,0,0,0,0,0,174,55,22,38,67,82,144,125,174,55,22,38,67,82,144,125,0,0,0,0,0,0,0,0,23.1,22.7,34.5,35.9,13.2,12.1,19.9,19.6,23.1,22.7,34.5,35.9,13.2,12.1,19.9,19.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90825,2009-08-25,111659,NYME ,1,111,217791,61862,14731,17509,123713,175259,203084,207499,14707,10292,217791,61862,14731,17509,123713,175259,203084,207499,14707,10292,0,0,0,0,0,0,0,0,0,0,-5423,-3634,590,110,-1086,-5856,-4610,-5156,-813,-267,100,28.4,6.8,8,56.8,80.5,93.2,95.3,6.8,4.7,100,28.4,6.8,8,56.8,80.5,93.2,95.3,6.8,4.7,100,0,0,0,0,0,0,0,0,0,182,60,23,41,75,85,155,133,182,60,23,41,75,85,155,133,0,0,0,0,0,0,0,0,20.2,22.2,31.3,35.2,12.9,13.5,20.8,20.5,20.2,22.2,31.3,35.2,12.9,13.5,20.8,20.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90818,2009-08-18,111659,NYME ,1,111,223214,65496,14141,17399,124799,181115,207694,212655,15520,10559,223214,65496,14141,17399,124799,181115,207694,212655,15520,10559,0,0,0,0,0,0,0,0,0,0,7657,-3174,4752,-187,12247,2683,8886,7248,-1229,409,100,29.3,6.3,7.8,55.9,81.1,93,95.3,7,4.7,100,29.3,6.3,7.8,55.9,81.1,93,95.3,7,4.7,100,0,0,0,0,0,0,0,0,0,179,57,22,42,72,88,151,136,179,57,22,42,72,88,151,136,0,0,0,0,0,0,0,0,21.1,24.4,33.1,37.8,12.7,14.3,20.1,21.9,21.1,24.4,33.1,37.8,12.7,14.3,20.1,21.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90811,2009-08-11,111659,NYME ,1,111,215557,68670,9389,17586,112552,178432,198808,205407,16749,10150,215557,68670,9389,17586,112552,178432,198808,205407,16749,10150,0,0,0,0,0,0,0,0,0,0,4477,4226,1504,472,-572,4154,4126,6130,351,-1653,100,31.9,4.4,8.2,52.2,82.8,92.2,95.3,7.8,4.7,100,31.9,4.4,8.2,52.2,82.8,92.2,95.3,7.8,4.7,100,0,0,0,0,0,0,0,0,0,183,58,22,39,72,93,150,139,183,58,22,39,72,93,150,139,0,0,0,0,0,0,0,0,20.4,24.3,32.3,37.2,14.6,16.2,22.4,23.8,20.4,24.3,32.3,37.2,14.6,16.2,22.4,23.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90804,2009-08-04,111659,NYME ,1,111,211080,64444,7885,17114,113124,174278,194682,199277,16398,11803,211080,64444,7885,17114,113124,174278,194682,199277,16398,11803,0,0,0,0,0,0,0,0,0,0,6104,4313,1923,1818,-1386,5382,4745,9123,1359,-3019,100,30.5,3.7,8.1,53.6,82.6,92.2,94.4,7.8,5.6,100,30.5,3.7,8.1,53.6,82.6,92.2,94.4,7.8,5.6,100,0,0,0,0,0,0,0,0,0,184,56,22,39,72,94,151,139,184,56,22,39,72,94,151,139,0,0,0,0,0,0,0,0,20.6,25.3,32.6,38,14.5,17.5,22.9,24.8,20.6,25.3,32.6,38,14.5,17.5,22.9,24.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90728,2009-07-28,111659,NYME ,1,111,204976,60131,5962,15296,114510,168896,189937,190154,15039,14822,204976,60131,5962,15296,114510,168896,189937,190154,15039,14822,0,0,0,0,0,0,0,0,0,0,1145,7860,-4387,420,-7305,5300,975,1333,170,-188,100,29.3,2.9,7.5,55.9,82.4,92.7,92.8,7.3,7.2,100,29.3,2.9,7.5,55.9,82.4,92.7,92.8,7.3,7.2,100,0,0,0,0,0,0,0,0,0,183,61,20,41,80,88,160,135,183,61,20,41,80,88,160,135,0,0,0,0,0,0,0,0,21.4,25.1,32.6,37.6,14.2,17.5,22.5,24.2,21.4,25.1,32.6,37.6,14.2,17.5,22.5,24.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90721,2009-07-21,111659,NYME ,1,111,203831,52271,10349,14876,121815,163596,188962,188821,14869,15010,203831,52271,10349,14876,121815,163596,188962,188821,14869,15010,0,0,0,0,0,0,0,0,0,0,7024,5721,1741,-1821,1030,7552,4930,7472,2094,-448,100,25.6,5.1,7.3,59.8,80.3,92.7,92.6,7.3,7.4,100,25.6,5.1,7.3,59.8,80.3,92.7,92.6,7.3,7.4,100,0,0,0,0,0,0,0,0,0,178,50,29,40,80,88,151,140,178,50,29,40,80,88,151,140,0,0,0,0,0,0,0,0,22.3,24.6,33.6,36.7,14.2,18,21.6,23.9,22.3,24.6,33.6,36.7,14.2,18,21.6,23.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90714,2009-07-14,111659,NYME ,1,111,196807,46550,8608,16697,120785,156044,184032,181349,12775,15458,196807,46550,8608,16697,120785,156044,184032,181349,12775,15458,0,0,0,0,0,0,0,0,0,0,573,-7829,-2288,2282,7738,-878,2191,-884,-1618,1457,100,23.7,4.4,8.5,61.4,79.3,93.5,92.1,6.5,7.9,100,23.7,4.4,8.5,61.4,79.3,93.5,92.1,6.5,7.9,100,0,0,0,0,0,0,0,0,0,176,48,27,45,76,90,147,143,176,48,27,45,76,90,147,143,0,0,0,0,0,0,0,0,24,26,35.5,37.9,15,18.8,22.5,24.9,24,26,35.5,37.9,15,18.8,22.5,24.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90707,2009-07-07,111659,NYME ,1,111,196234,54379,10896,14415,113047,156922,181841,182233,14393,14001,196234,54379,10896,14415,113047,156922,181841,182233,14393,14001,0,0,0,0,0,0,0,0,0,0,2035,-7946,137,389,10621,-631,3064,-105,-1029,2140,100,27.7,5.6,7.3,57.6,80,92.7,92.9,7.3,7.1,100,27.7,5.6,7.3,57.6,80,92.7,92.9,7.3,7.1,100,0,0,0,0,0,0,0,0,0,180,61,21,41,76,86,154,134,180,61,21,41,76,86,154,134,0,0,0,0,0,0,0,0,24.2,27.5,35.6,39.6,15,18.8,22.6,25.7,24.2,27.5,35.6,39.6,15,18.8,22.6,25.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90630,2009-06-30,111659,NYME ,1,111,194199,62325,10759,14026,102426,157553,178777,182338,15422,11861,194199,62325,10759,14026,102426,157553,178777,182338,15422,11861,0,0,0,0,0,0,0,0,0,0,-21039,-3234,447,-1265,-13304,-17594,-17803,-18412,-3236,-2627,100,32.1,5.5,7.2,52.7,81.1,92.1,93.9,7.9,6.1,100,32.1,5.5,7.2,52.7,81.1,92.1,93.9,7.9,6.1,100,0,0,0,0,0,0,0,0,0,182,63,20,43,68,88,148,137,182,63,20,43,68,88,148,137,0,0,0,0,0,0,0,0,20.9,28.5,32.3,40.6,14.8,21,22.9,29.5,20.9,28.5,32.3,40.6,14.8,21,22.9,29.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90623,2009-06-23,111659,NYME ,1,111,215238,65559,10312,15291,115730,175147,196580,200750,18658,14488,215238,65559,10312,15291,115730,175147,196580,200750,18658,14488,0,0,0,0,0,0,0,0,0,0,-12084,-6749,395,-1904,-1169,-10367,-9822,-11876,-2262,-208,100,30.5,4.8,7.1,53.8,81.4,91.3,93.3,8.7,6.7,100,30.5,4.8,7.1,53.8,81.4,91.3,93.3,8.7,6.7,100,0,0,0,0,0,0,0,0,0,178,62,17,42,76,89,155,135,178,62,17,42,76,89,155,135,0,0,0,0,0,0,0,0,20.6,28.5,32.4,40.7,13.6,20.1,21.6,28,20.6,28.5,32.4,40.7,13.6,20.1,21.6,28,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90616,2009-06-16,111659,NYME ,1,111,227322,72308,9917,17195,116899,185514,206402,212626,20920,14696,227322,72308,9917,17195,116899,185514,206402,212626,20920,14696,0,0,0,0,0,0,0,0,0,0,12693,-1615,-1030,2495,10674,12096,11554,13561,1139,-868,100,31.8,4.4,7.6,51.4,81.6,90.8,93.5,9.2,6.5,100,31.8,4.4,7.6,51.4,81.6,90.8,93.5,9.2,6.5,100,0,0,0,0,0,0,0,0,0,188,65,21,46,79,85,163,139,188,65,21,46,79,85,163,139,0,0,0,0,0,0,0,0,17,27.2,28.2,39.1,13.7,20.7,22.5,28.6,17,27.2,28.2,39.1,13.7,20.7,22.5,28.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90609,2009-06-09,111659,NYME ,1,111,214629,73923,10947,14700,106225,173418,194848,199065,19781,15564,214629,73923,10947,14700,106225,173418,194848,199065,19781,15564,0,0,0,0,0,0,0,0,0,0,4219,2850,862,316,37,3100,3203,4278,1016,-59,100,34.4,5.1,6.8,49.5,80.8,90.8,92.7,9.2,7.3,100,34.4,5.1,6.8,49.5,80.8,90.8,92.7,9.2,7.3,100,0,0,0,0,0,0,0,0,0,185,67,21,40,78,86,161,134,185,67,21,40,78,86,161,134,0,0,0,0,0,0,0,0,17.6,28.8,28.4,40,14.8,22.3,24.2,31.4,17.6,28.8,28.4,40,14.8,22.3,24.2,31.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90602,2009-06-02,111659,NYME ,1,111,210410,71073,10085,14384,106188,170318,191645,194787,18765,15623,210410,71073,10085,14384,106188,170318,191645,194787,18765,15623,0,0,0,0,0,0,0,0,0,0,-16537,570,839,-1991,-14145,-15826,-15566,-16978,-971,441,100,33.8,4.8,6.8,50.5,80.9,91.1,92.6,8.9,7.4,100,33.8,4.8,6.8,50.5,80.9,91.1,92.6,8.9,7.4,100,0,0,0,0,0,0,0,0,0,190,65,23,40,78,87,163,136,190,65,23,40,78,87,163,136,0,0,0,0,0,0,0,0,17.8,27.3,28.8,38.2,14.3,21.2,23.7,28.7,17.8,27.3,28.8,38.2,14.3,21.2,23.7,28.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90526,2009-05-26,111659,NYME ,1,111,226947,70503,9246,16375,120333,186144,207211,211765,19736,15182,226947,70503,9246,16375,120333,186144,207211,211765,19736,15182,0,0,0,0,0,0,0,0,0,0,-3540,4722,-461,-1909,-7173,-1946,-4360,-4316,820,776,100,31.1,4.1,7.2,53,82,91.3,93.3,8.7,6.7,100,31.1,4.1,7.2,53,82,91.3,93.3,8.7,6.7,100,0,0,0,0,0,0,0,0,0,190,67,19,42,79,93,165,140,190,67,19,42,79,93,165,140,0,0,0,0,0,0,0,0,18.4,28.8,28.7,39.8,13.2,20.4,22.2,27.9,18.4,28.8,28.7,39.8,13.2,20.4,22.2,27.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90519,2009-05-19,111659,NYME ,1,111,230487,65781,9707,18284,127506,188090,211571,216081,18916,14406,230487,65781,9707,18284,127506,188090,211571,216081,18916,14406,0,0,0,0,0,0,0,0,0,0,18835,1046,1049,5040,11476,12666,17562,18755,1273,80,100,28.5,4.2,7.9,55.3,81.6,91.8,93.7,8.2,6.3,100,28.5,4.2,7.9,55.3,81.6,91.8,93.7,8.2,6.3,100,0,0,0,0,0,0,0,0,0,187,61,22,44,76,90,159,141,187,61,22,44,76,90,159,141,0,0,0,0,0,0,0,0,20.3,29.7,31.4,40.4,13.7,20,22,27.3,20.3,29.7,31.4,40.4,13.7,20,22,27.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90512,2009-05-12,111659,NYME ,1,111,211652,64735,8658,13244,116030,175424,194009,197326,17643,14326,211652,64735,8658,13244,116030,175424,194009,197326,17643,14326,0,0,0,0,0,0,0,0,0,0,2982,4188,363,-128,587,2886,4647,3121,-1665,-139,100,30.6,4.1,6.3,54.8,82.9,91.7,93.2,8.3,6.8,100,30.6,4.1,6.3,54.8,82.9,91.7,93.2,8.3,6.8,100,0,0,0,0,0,0,0,0,0,179,58,20,42,76,86,155,133,179,58,20,42,76,86,155,133,0,0,0,0,0,0,0,0,20.3,31.2,32.3,42.9,14.9,22,23.6,29.6,20.3,31.2,32.3,42.9,14.9,22,23.6,29.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90505,2009-05-05,111659,NYME ,1,111,208670,60547,8295,13372,115443,172538,189362,194205,19308,14465,208670,60547,8295,13372,115443,172538,189362,194205,19308,14465,0,0,0,0,0,0,0,0,0,0,935,6581,-2760,-1628,-6579,5473,-1626,1085,2561,-150,100,29,4,6.4,55.3,82.7,90.7,93.1,9.3,6.9,100,29,4,6.4,55.3,82.7,90.7,93.1,9.3,6.9,100,0,0,0,0,0,0,0,0,0,179,57,24,41,72,86,147,136,179,57,24,41,72,86,147,136,0,0,0,0,0,0,0,0,19.8,29.7,31.5,41.2,15,21.8,23.8,28.9,19.8,29.7,31.5,41.2,15,21.8,23.8,28.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
GASOLINE BLENDSTOCK (RBOB) - NEW YORK MERCANTILE EXCHANGE ,90428,2009-04-28,111659,NYME ,1,111,207735,53966,11055,15000,122022,167065,190988,193120,16747,14615,207735,53966,11055,15000,122022,167065,190988,193120,16747,14615,0,0,0,0,0,0,0,0,0,0,-2927,-2433,2853,289,-852,-6096,-2996,-2954,69,27,100,26,5.3,7.2,58.7,80.4,91.9,93,8.1,7,100,26,5.3,7.2,58.7,80.4,91.9,93,8.1,7,100,0,0,0,0,0,0,0,0,0,182,60,20,46,75,83,152,140,182,60,20,46,75,83,152,140,0,0,0,0,0,0,0,0,20.5,27.9,32.2,38.9,15.5,21.1,24.1,27.4,20.5,27.9,32.2,38.9,15.5,21.1,24.1,27.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 42,000 U.S. GALLONS) ",111659,NYME ,111
