Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-12-08,3604.25,ca,0,0,0,0,0,FALSE,0.3,0,0,0,15.11823116454061,4.896077096705869,6.35052503717855,14.534340485778609,0.01301349017558095,0.1977467205700416,0.85873,0,Future,1,0.3,1e-4,3.5,0,0.00491070501941416,15.543890094214042,11.032571810806855,4.818146637278807,17.460317460317462,0,0
2023-12-08,4222.3,cc,800.29,0,0.97,0.97,0.97,FALSE,0.2,-0.0525052212059397,0.9174947787940604,1.524922109124739,12.03333302473627,1.1941996382462725,-2.9176635039731877,16.90617596584515,0.00987738748892042,0.21069770354355755,1.078283,0.0625,Future,1,0.2,0.01,4,0,0.00449625674090325,16.68752022974369,11.466516113139086,9.308366530172822,19.365079365079367,1906.25,2985.6163091495387
2023-12-08,71.578,cl,171.98,0,-8.03,-8.03,-8.03,FALSE,8,-6.94823528092641,-14.978235280926407,58.74230838339745,-5.099641363484368,7.391979350141743,3.8890885852843047,-12.44005578569218,0.02393673024508302,0.32264577483474066,1.078283,0.0625,Future,1,8,0.01,0.025,0,0.00108251635634633,-11.221950197621672,-7.571813976019141,-15.005676375838046,-8.015873015873016,1906.25,1949.7001016740608
2023-12-08,80.919,ct,628.57,0,-3572.95,-3572.95,-3572.95,FALSE,893.9306973058433,491.9186118107259,-3081.031388189274,7151.445578446746,-8.616527538082604,-3.8434266576712743,-6.098889790745763,-6.51754515990162,-0.00958086742330532,0.2344294697978419,1.078283,0.0625,Future,0.01,600,0.01,0.15,0,0.00790730601834226,-5.1875826974231805,-4.785226273897169,1.0016020846295617,-12.936507936507937,1906.25,2683.376371334484
2023-12-08,4601,es,0,0,0,0,0,FALSE,0.01,0,0,0,4.870030327782725,-0.00119768444154817,-14.580916016434902,13.784430620815192,0.00481924443709758,0.10418069744642933,1.078283,0,Index,1,0.01,0.01,0.5,0,0.00104311096473431,11.522877305281776,10.789538825080797,9.49799491999661,14.523809523809524,0,0
2023-12-08,98.2335,g,0,0,0,0,0,FALSE,0.01,0,0,0,3.337172477309209,-3.2126841340075476,-0.379104194610292,6.245457467387865,-0.00415490550791908,0.13163531480124957,0.85873,0,Future,1,0.01,0.01,0.02,0,0.00154667106663928,4.78246651691398,3.883226305346173,11.05760025205947,1.269841269841269,0,0
2023-12-08,2013.57,gc,108.08,0,-0.34,-0.34,-0.34,FALSE,0.4947170585132012,-0.39364986404772023,-0.7336498640477203,3.9577364681056095,-3.707421501962133,-14.019954827734429,-12.55885446810669,8.346175978637715,-0.00721478145167253,0.17023268367583078,1.078283,0.0625,Future,1,0.1,0.01,0.3,0,8.752086008339937e-4,5.543504414628756,5.463790767779205,2.52326833122022,14.523809523809522,1906.25,3695.309774930798
2023-12-08,208.352,gf,0,0,0,0,0,FALSE,300,-0,-0,0,-9.11540416551816,12.252776573221004,-13.307465823956356,-11.626527595323209,0.00707070733769743,0.23147434986868184,1.078283,0,Future,0.01,300,0.01,0.2,0,0.00414695620595074,-11.013156826098388,-6.342946854126158,-15.77228039369101,-5.9523809523809526,0,0
2023-12-08,134.455,gg,82.21,0,7.36,7.36,7.36,FALSE,14.079341129586634,2.8334863420595324,10.193486342059533,112.63472903669307,1.810007699976584,-8.833362414275165,-3.0885710300823432,8.374310322147533,-0.00500770748066958,0.08307579702745553,1,0.0625,Future,1,1,0.01,0.028,0,0.0025067242229726,7.546844534605009,3.892436321029782,18.535058229081475,-1.8253968253968265,1906.25,7572.151246314285
2023-12-08,68.166,he,595.71,0,-3048.71,-3048.71,-3048.71,FALSE,804.8455926752396,-295.79955354733556,-3344.5095535473356,6438.764741401917,-10.38866828614438,-0.9104756689642164,2.269002607958516,-14.530821184356322,0.00160031746859967,0.30909087435161836,1.078283,0.0625,Future,0.01,800,0.01,0.1,0,0.00474619969085424,-14.097362316402748,-9.34675024887597,-10.398983852725722,-15,1906.25,2035.2024346224648
2023-12-08,381.46,hg,0,147.5,0,-147.5,-147.5,FALSE,241.83245493707963,43.19488683353568,-104.30511316646432,1934.659639496637,-1.0782786908564712,-0.05131355249821353,-5.99320037667639,1.5845520434453404,0.01644017469053071,0.18382432269200388,1.078283,0.0625,Future,0.01,200,0.1,0.2,0,0.00285218713578525,2.0143356906353933,1.4496493058374196,2.4971609945666136,-0.6349206349206349,1906.25,3422.0852321811026
2023-12-08,16345.9,hs,1114.78,-0.41999999999999993,-2.64,-2.638254820501316,-2.22,TRUE,0.3724318548556187,-0.4182548205013159,-2.638254820501316,2.97945483884495,-17.709647994020898,-5.809022232135853,-7.104379891368945,-17.156162930275464,-0.002730898402719,0.21755762271071005,8.42163,0.0625,Index,1,0.1,0.01,5,0,0.00140600499020297,-13.277643434018453,-10.436433047496232,-15.064809185144208,-18.88888888888889,1906.25,2891.4753349574644
2023-12-08,178.06,kc,0,0,0,0,0,FALSE,500,0,0,0,2.3585362683637667,-7.186383077760216,1.361696671913824,6.057058227408218,-0.00805463578280818,0.3625245696651309,1.078283,0,Future,0.01,500,0.01,0.3,0,0.00464747904212232,5.082307398491736,2.845262144538464,6.87673448934103,5.555555555555556,0,0
2023-12-08,527.725,lb,247.18,0,-2.1,-2.1,-2.1,FALSE,2,0.4409216853898623,-1.6590783146101378,10.688700369390514,-3.104359290230045,0.9013084866012177,-6.909419761025916,-1.135090083094378,-0.00172289792324953,0.2405049276892192,1.078283,0.0625,Future,1,2,0.01,1,1,0.00787895014437027,-0.4440731665317796,-1.3559765989571917,0.8417637718944222,-2.8571428571428563,1906.25,2615.5908988811884
2023-12-08,161.493,le,321.51,0,-1167.23,-1167.23,-1167.23,FALSE,570.9393387129782,-473.14231657131063,-1640.3723165713106,4567.514709703825,-7.18277847288062,12.847136225144943,-7.919273812638185,-12.040969170094208,0.00596849842592828,0.18391743163061455,1.078283,0.0625,Future,0.01,500,0.01,0.09,0,0.00303016246072746,-10.997300873667708,-5.746386346070061,-20,-3.73015873015873,1906.25,3420.3527877848383
2023-12-08,774.68,lf,0,0,0,0,0,FALSE,1,0,0,0,0.5413772378450994,7.492634686179905,20,-13.024481025963151,0.01643787052767198,0.29661517756505507,1.078283,0,Future,1,1,0.01,0.5,0,0.00217597695046251,-11.356499961380036,-7.9115044227195135,-14.90858916722384,-9.603174603174605,0,0
2023-12-08,2.6578,lo,0,0,0,0,0,FALSE,250,-0,-0,0,-0.7688608798109748,3.485945479110415,20,-12.768120579303174,0.01547008936726146,0.30178138238832847,1.078283,0,Future,1,250,0.1,0.0028,0,0.00349094728374374,-10.662304935724215,-7.984112032187674,-14.192270320128658,-10.07936507936508,0,0
2023-12-08,67777.25,lx,0,0,0,0,0,FALSE,0.1,-0,-0,0,-5.691826544224235,-7.171487708991055,-14.883141963702938,3.43821277738135,-0.01694541720669029,0.162768050315451,20.3424,0,Index,1,0.1,0.01,10,0,9.064563482469044e-4,1.715848357966088,4.192760367207255,4.061107426622046,1.5873015873015872,0,0
2023-12-08,7530.76,mx,0,0,0,0,0,FALSE,0.05,0,0,0,8.377416108106777,4.959606294997269,-9.819405597019855,13.599787795153665,0.01246119546187607,0.1133393451369162,1,0,Index,1,0.05,0.01,1,0,0.0011716030506349,10.96140282405694,8.91208175352059,17.824214827234034,8.015873015873018,0,0
2023-12-08,2.4625,ng,1190.24,0,-1144.2,-1144.2,-1144.2,FALSE,151.1829208291748,-59.31567053997219,-1203.5156705399722,1209.4633666333984,-19.901647354396815,-4.973639698533898,-20,-14.048709956595475,0.00162568619424985,0.455499172936055,1.078283,0.0625,Future,1,100,0.1,0.003,0,0.00267459127054475,-11.639735333742296,-8.297392464072566,-16.809236201945843,-10.476190476190476,1906.25,1381.0398292167934
2023-12-08,32364.9,ny,0,0,0,0,0,FALSE,1,0,0,0,6.074025000650403,8.14326767711696,0.01991017694712541,4.017111073835162,-0.00445477605052069,0.1431428765082602,155.427002,0,Index,1,1,0.01,7,0,0.00151096369810936,2.5472538315517443,5.24373395348518,-5.39920453031556,11.111111111111112,0,0
2023-12-08,375.375,oj,1009.24,0,856.52,856.52,856.52,FALSE,300,-293.4854686851727,563.0345313148273,1067.7472429485606,10.54621372301594,12.556391621019134,9.659225896892524,2.9538095383987546,7.062100135613036e-4,0.3384719991952765,1.078283,0.0625,Future,0.01,300,0.01,0.6,0,0.00472240422310214,3.848598529292388,3.870093430890095,-10.170872783491989,12.38095238095238,1906.25,1858.5363087511164
2023-12-08,966.005,pa,0,0,0,0,0,FALSE,0.6,-0,-0,0,-11.643698935520243,7.785162583997695,-1.391818866151778,-18.72160377294995,-0.0048845063397076,0.33348520507077556,1.078283,0,Future,1,0.6,0.01,1.49,0,0.00462519793115384,-17.699078669646056,-10.657663459571967,-14.573018452126355,-20,0,0
2023-12-08,923.46,pl,0,0,0,0,0,FALSE,0.7,-0,-0,0,-2.3420899751916404,2.238841437118623,-2.448999952690111,-3.0177073758031097,0.01807324186147596,0.24648020075988192,1.078283,0,Future,1,0.7,0.01,1,0,0.00439339116554282,-1.1745214558357728,-1.455426093686557,-1.4818606231118412,-6.031746031746031,0,0
2023-12-08,2.08335,rb,0,0,0,0,0,FALSE,250,-0,-0,0,-0.5367972647222765,11.970280568788068,14.773041007064128,-14.087390474222468,0.02589212212404801,0.3195201311458398,1.078283,0,Future,1,250,0.1,0.0025,0,0.00375560186387468,-12.92097701149867,-10.32988996232478,-10.292182239249268,-13.80952380952381,0,0
2023-12-08,2654.4,rm,623.89,0,1.0208,1.0208,1.0208,FALSE,0.3,0.23274536776953655,1.2535453677695363,2.0585272266668406,12.179050648742429,-4.43301327928276,20,8.455240837964617,-0.01060510960535143,0.2482753291571239,1.078283,0.0625,Future,1,0.3,1e-4,3,0,0.00455219984541348,4.81325654230956,5.661744830514968,4.771373059176052,13.174603174603174,1906.25,2533.729396857996
2023-12-08,23.49,sb,0,0,0,0,0,FALSE,5000,-0,-0,0,-2.4562186674912105,4.982412496028323,-0.6405710050706229,-5.445878968800464,0.02234224787172545,0.3671443105266234,1.078283,0,Future,0.01,5000,1,0.04,0,0.00463810068341353,-6.9608595228056505,-0.3669749794415569,-17.406212451703933,6.428571428571429,0,0
2023-12-08,23.4855,si,0,0,0,0,0,FALSE,30,0,0,0,0.22654814310578195,4.752244260650831,-8.787860069176697,2.319872095070642,-0.01206210663128537,0.2492914068675245,1.078283,0,Future,1,30,0.01,0.025,0,0.00427004930290038,2.1527284196660164,2.684704853264077,-1.087162925353704,4.0476190476190474,0,0
2023-12-08,664.43,sw,0,0,0,0,0,FALSE,2,0.4186043766130576,0.4186043766130576,6.506175845381044,1.286790847838025,8.13275643878388,4.097627075040678,-4.3994706264615795,0.01926847742811333,0.31382065191650815,1.078283,0.0625,Future,1,2,0.001,0.7,0,0.0033571232555217,-6.232772167681282,0.3512883454110392,-16.36697019758194,7.4603174603174605,1906.25,2004.528689104125
