Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-11-27,3515.35,ca,0,0,0,0,0,FALSE,0.3,0,0,0,16.070756739530307,2.851385235856662,6.598500876298798,16.702732596629346,0.00282019330037286,0.19031527365718792,0.86712,0,Future,1,0.3,1e-4,3.5,0,1.75,16.821998792353895,11.75704234644686,8.199518476386586,19.365079365079367,0,0
2023-11-27,4081.4,cc,738.3,0,0.97,0.97,0.97,FALSE,0.2,-0.0223623634071749,0.9476376365928252,1.5292346321072938,12.393619876198793,-1.1747240225468054,-3.0139350795469553,18.619156052645263,0.00555270339005709,0.20396756525107584,1.093733,0.05555555555555555,Future,1,0.2,0.01,4,0,2,17.69202548427692,12.406771969394846,13.121521677535483,19.365079365079367,1763.5555555555554,2853.26410901139
2023-11-27,75.604,cl,0,0,0,0,0,FALSE,8,-2.6924936913467175,-2.6924936913467175,53.237462375969955,-1.0115033929799182,9.256826412607326,3.9672680130285536,-7.960718403457831,-0.00396019209649622,0.31628768106395355,1.093733,0.05555555555555555,Future,1,8,0.01,0.025,0,0.0125,-6.825972430633387,-4.9733839963673665,-8.530789466975149,-6.428571428571429,1763.5555555555554,1840.0126472698696
2023-11-27,78.238,ct,726.74,0,-4545.39,-4545.39,-4545.39,FALSE,909.9844747532364,-32.69668389099934,-4578.086683891,7279.875798025891,-12.577375798451,-5.402432220043545,-6.396763643385471,-10.870236466220163,-0.02145834138920488,0.22351294806373423,1.093733,0.05555555555555555,Future,0.01,600,0.01,0.15,0,0.075,-9.531358171865708,-6.9721640182328795,-6.622389367690946,-13.412698412698411,1763.5555555555554,2603.7566878111456
2023-11-27,4553.51,es,228.24,0,0.47,0.47,0.47,FALSE,0.29960206640318515,0.20333029995939056,0.6733302999593905,2.396816531225481,5.618538517131471,0.34601969407197514,-12.974065031730648,13.805407358337964,3.4704528630413733e-4,0.11664424344249875,1.093733,0.05555555555555555,Index,1,0.01,0.01,0.5,0,0.25,11.752372057284504,10.116352379723494,13.98045062369851,10.555555555555555,1763.5555555555554,4989.301796279595
2023-11-27,96.0985,g,0,0,0,0,0,FALSE,0.01,-0,-0,0,-0.5635940697358138,-3.089100071072748,-0.6259725086910631,1.1060775302341537,0.0060223540749531,0.12311083782440266,0.86712,0,Future,1,0.01,0.01,0.02,0,0.01,0.8023236522372216,1.025660501194938,5.0645266858236315,-3.174603174603174,0,0
2023-11-27,2010.46,gc,382.4,0,-2.01,-2.01,-2.01,FALSE,0.764762362190219,0.3032297722134669,-1.7067702277865329,6.118098897521752,-5.579413658964851,-20,-20,12.560781788046866,0.00398213303415317,0.10349812139037903,1.093733,0.05555555555555555,Future,1,0.1,0.01,0.3,0,0.15,8.881826570088112,9.211109367031185,9.763099951740388,14.365079365079366,1763.5555555555554,5623.032819486832
2023-11-27,213.785,gf,0,0,0,0,0,FALSE,300,-0,-0,0,-7.1217588235855285,16.713953753162375,-16.644182549439012,-9.530564033309052,-0.00628560441928272,0.1919567987499443,1.093733,0,Future,0.01,300,0.01,0.2,0,0.1,-9.087492402119674,-4.596256057179312,-15.494618039218835,-2.8571428571428563,0,0
2023-11-27,131.32,gg,99.73,0,-9.25,-9.25,-9.25,FALSE,13.495192036140663,-1.0500257862172635,-10.300025786217264,107.9615362891253,-1.9080917408647065,-9.921697359322351,5.942786129098864,-0.554666706041197,0.00589611740644535,0.08209810842948534,1,0.05555555555555555,Future,1,1,0.01,0.028,0,0.014,-1.1875932478160631,0.29928680427132925,5.373086890091597,-6.349206349206349,1763.5555555555554,7088.754472743967
2023-11-27,68.896,he,426.34,0,-2144.69,-2144.69,-2144.69,FALSE,800,-783.9035990975904,-2928.5935990975904,5855.154046210899,-10.00347241416406,-1.4654137121188058,2.8297536981254265,-14.020133211888725,-0.00861351684970035,0.3155818828301493,1.093733,0.05555555555555555,Future,0.01,800,0.01,0.1,0,0.05,-13.529238130331152,-8.949089717875447,-11.552932247777909,-13.095238095238097,1763.5555555555554,1844.127831782282
2023-11-27,374.8,hg,0,0,0,0,0,FALSE,279.2649329886774,-63.39163021074926,-63.39163021074926,2234.119463909419,-0.5674864861507641,-2.520586956120278,-7.246417469366722,4.126853564542481,-0.00950643129400674,0.15203319497631418,1.093733,0.05555555555555555,Future,0.01,200,0.1,0.2,0,0.1,3.59139736902491,2.6572610051050676,10.71835640864587,-3.0952380952380953,1763.5555555555554,3827.9359545394095
2023-11-27,17474.9,hs,475.56,0,-0.96,-0.96,-0.96,FALSE,0.29370314337938197,-0.10328403105378524,-1.0632840310537852,2.349625147035056,-9.050669485688148,-6.818587199346737,-6.348912468587574,-5.483809480283707,-0.01120458307276983,0.24147899464442785,8.51843,0.05555555555555555,Index,1,0.1,0.01,5,0,2.5,-3.5270204441450876,-4.396848122449592,0.7607367934655032,-11.26984126984127,1763.5555555555554,2410.0370891069656
2023-11-27,169.2,kc,0,0,0,0,0,FALSE,500,0,0,0,0.8866018378562691,-4.319659308051281,1.6049181822186476,2.5395063467246755,0.0038490054920528,0.3075848385726291,1.093733,0,Future,0.01,500,0.01,0.3,0,0.15,2.117916871663882,1.1849346164202308,2.296796362717785,2.9365079365079363,0,0
