Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-07-17,7284.74,ap,91.43,-0.18,-0.18,-0.18,FALSE,0.05787607458644401,0.02929635211680397,0.4882725352800663,-0.12,-0.05926774742495854,0.57876074586444,-2.0480914729776956,14.560197562920033,-11.824780491770827,6.020697541539287,-0.00315231119673065,0.11448212513899036,1.64184,0.00925925925925925,Index,1,0.05,0.01,2,5,0,2.5,293.98148148148147,1283.9623702152833
2023-07-17,1023.1,aud,41.22,0.9,0.9,0.9,FALSE,0.4814567401351344,-0.26366716905123583,0.4882725352800663,0.36,0.868755309616695,4.8145674013513435,3.608861345976191,1.762409484341227,1.9276940830582128,6.171933390032404,-0.00193342442245469,0.07349143271490856,1.64184,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,1500.0803696835744
2023-07-17,226.745,audhuf,227.85,-3999,-3999,-3999,FALSE,1031.9318033765635,390.129755688773,0.4882725352800663,-3200,-8389.961999895686,10319.318033765636,-16.260690817829353,-12.268843110405266,-20,-12.584516266972065,-0.00567308790962783,0.09386008017133508,373.524994,0.01851851851851851,Cash,1,800,1,1,0.13,0,0.065,587.9629629629629,3132.1247642750636
2023-07-17,2542.15,ca,682.37,1.2,1.2,1.2,FALSE,0.15509679290622982,-0.14648176058401985,0.4882725352800663,0.9,0.7661149727345462,1.550967929062298,9.87918522851382,2.966201553375409,10.88469061356661,10.350549415982432,0.00845370338973516,0.19184808040361495,0.85767,0.02777777777777777,Future,1,0.3,0.1,1,3.5,0,1.75,881.9444444444445,2298.5490461749396
2023-07-17,1028.11,cad,0,0,0,0,FALSE,0.647622650516,-0.09,0.4882725352800663,-0.09,-0.04548285599704022,6.47622650516,-0.14046097974121596,-15.151556707110426,2.47104635416992,0.3479287847121669,0.00202517911233002,0.04917188210369148,1.4849,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,2241.9938151458164
2023-07-17,3359.5,cc,210.58,0.4,0.4,0.4,FALSE,0.16752960679136764,0,0.4882725352800663,0.4,0.5136040782697532,1.6752960679136764,6.1315022234770495,-2.4129995791154855,-2.545034344035436,19.11329838351579,0.00666002133228538,0.17594143711632568,1.122776,0.02777777777777777,Future,1,0.2,0.1,1,4,0,2,881.9444444444445,2506.3579646144894
2023-07-17,1181.99,chf,138.62,2.46,2.46,2.46,FALSE,0.39129166275856175,0.26854989440403637,0.4882725352800663,3.01,1.6515351489944414,3.9129166275856178,8.441453300340244,4.414533003402444,-0,20,0.00189690708687173,0.04613637660861757,0.96778,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,2389.503980574058
2023-07-17,4.5955,chfpln,280.67,-4732,-4732,-4732,FALSE,991.2781838172228,64.45197465696876,0.4882725352800663,-4600,-4983.055293757062,9912.781838172228,-10.053797965306304,-2.329051172161834,-17.801423437622248,-2.3004528231974963,-0.00152641576404866,0.05751736672001562,4.45633,0.01851851851851851,Cash,1,500,1,1,0.00294,0,0.00147,587.9629629629629,5111.177688515042
2023-07-17,74.13,cl,0,0,0,0,FALSE,2.293283079892302,0,0.4882725352800663,0,2.44704912619713,22.932830798923018,2.1341012347346577,11.928105544761546,1.205032463869534,0.8469361208093394,-0.01482282256098255,0.2912411163372583,1.122776,0.01388888888888888,Future,1,8,1,3,0.0025,0,0.00125,440.97222222222223,757.0569495269596
2023-07-17,971.8,cnh,69.28,-16.45,-16.45,-16.45,FALSE,10.470811502714966,8.03208320535709,0.4882725352800663,0,-64.40758527751716,104.70811502714965,-12.302310142975449,-13.253518914497276,-5.95391650305144,-20,-0.00297970937136238,0.03498470290828671,8.0728,0.01388888888888888,Cash,1,0.01,0.01,2,0.3,0,0.15,440.97222222222223,6302.3576815593115
2023-07-17,85.811,ct,199.51,1160,1160,1160,FALSE,205.11037529373783,-566.3961409248769,0.4882725352800663,0,819.2361339117507,2051.103752937378,7.988246647577196,-13.058813544133814,16.621997394348213,2.457823262041176,0.00855521307251017,0.22504208797866193,1.122776,0.01111111111111111,Future,0.01,600,1,3,0.15,0,0.075,352.7777777777777,783.8040007236945
2023-07-17,4517.87,es,19.72,-0.05,-0.05,-0.05,FALSE,0.11182992843245482,-0.04394452817520597,0.4882725352800663,-0.14,-0.07001333319648795,1.118299284324548,-1.2521394617323027,-7.493241596945142,-17.005630604075577,20,0.00341450875736626,0.09799695399714292,1.122776,0.01388888888888888,Index,1,0.01,0.01,2,0.5,0,0.25,440.97222222222223,2249.9282081516467
2023-07-17,1022.42,eur,50.08,1.53,1.53,1.53,FALSE,0.6736325816251805,0.38085257751845175,0.4882725352800663,2.31,3.128496794487353,6.736325816251805,9.288436693307382,12.884366933073828,-0,20,0.00118906369138649,0.03201318000995224,1,0.00694444444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,220.48611111111111,3443.6771205260848
2023-07-17,95.096,g,290.18,-21.95,-21.95,-21.95,FALSE,6.671183233647527,3.8768839301237263,0.4882725352800663,-14.01,-18.190678341493975,66.71183233647527,-5.4535088317602876,-16.367160102426652,2.2819612776856153,-12.394433650901076,0.00172606185106349,0.11923296098869428,0.85767,0.02777777777777777,Future,1,0.01,0.01,3,0.02,0,0.01,881.9444444444445,3698.40871656316
2023-07-17,1014.55,gbp,221.59,4.25,4.25,4.25,FALSE,0.42287694155356376,-0.00976545070560111,0.4882725352800663,4.23,2.176607259477497,4.228769415535638,10.29428207402884,6.202219369165241,3.6655686040083104,19.6031895877704,-0.00136420630026545,0.04407719987107181,0.85767,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,2501.1356410575636
