Date,Close,Symbol,Position,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-19,987.8,cnh,-26,0,-41,-26.000000000000007,-47.48189978704388,-11.65619618039128,-0,-20,-9.165619618039129,-0.00385972127426548,0.03544549313940138,7.8377,0.01388888888888888,Cash,1,0.01,0.01,2,0.3,0,0.15,462.84722222222223,6528.999616423999
2023-06-17,84.54,ct,0,0,0,80,581.8989228040798,-10.605248916819187,15.265663978758557,-1.5549126577656398,5.950342034591103,0.00588432391184134,0.2450367704414911,1.094212,0.01111111111111111,Future,0.01,600,1,3,0.15,0,0.075,370.2777777777777,755.5555378701646
2023-06-19,4403.39,es,0,-0,0.11,0,0.1250468118879464,-6.083090174550439,-8.83219660852361,20,2.975592678283151,-0.0025493265126304,0.1094744651706329,1.094212,0.01111111111111111,Index,1,0.01,0.01,2,0.5,0,0.25,370.2777777777777,1691.1604783848109
2023-06-19,1009.46,eur,3,0,1.9,3.000000000000001,2.4314391429800235,12.983461164662293,-0,12.546381306561774,6.3168986390909385,7.878600593356211e-4,0.02978029941995693,1,0.00694444444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,231.42361111111111,3885.515183168796
2023-06-19,94.169,g,-10,0,-15,-10.000000000000002,-32.29308300842811,-17.16666454580771,2.472404011224452,-20,-8.480464448968545,-0.0084384224606433,0.11004876175769128,0.8526,0.02777777777777777,Future,1,0.01,0.01,3,0.02,0,0.01,925.6944444444443,4205.83761988466
2023-06-19,1010.15,gbp,6.1,0,5.4,6.1,1.8887055859617912,3.098821476159324,0.6589091338056328,20,8.639336714518748,-9.404101680132726e-5,0.04467383815123001,0.8526,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.42361111111111,2590.146948284309
2023-06-19,1950.35,gc,-1.1,0,-1.1,-1.1,-2.0544082466174984,-16.087588298494385,-20,0.5072069892026978,-11.40587603416836,-0.00381765795693489,0.11533429484336448,1.094212,0.02222222222222222,Future,1,0.1,0.1,2,0.3,0,0.15,740.5555555555554,3210.4741983349536
2023-06-17,221.434,gf,-500,-0,-440,-499.9999999999998,-899.5948074399917,-9.56528725956738,-20,15.864684496747264,-4.610654927257832,0.0028853783896805,0.11722237318424288,1.094212,0.02777777777777777,Future,0.01,300,1,3,0.2,0,0.1,925.6944444444443,3948.4546307107057
2023-06-19,133.163,gg,0,0,0,0,-16.267273281127423,-19.54330812776739,9.320122598505314,-15.13651837472917,-3.34887686341575,-0.00541474985115097,0.07829607307065123,1.094212,0.02777777777777777,Future,1,1,1,3,0.2,0,0.1,925.6944444444443,5911.499824576994
2023-06-17,90.531,he,1500,0,1500,1500.0000000000002,1377.3923834980862,-1.6940189970438466,0.04002753358064036,10.700499208181151,4.130811550358397,0.00206772706705127,0.3355440317835604,1.094212,0.05555555555555555,Future,0.01,800,1,3,0.1,0,0.05,1851.388888888889,2758.7867962484133
2023-06-19,386.24,hg,0,0,0,30,174.86522192414552,20,-2.3580674075944716,4.956088879166346,2.803401847869303,-0.00317948853236327,0.16817203728901992,1.094212,0.02222222222222222,Future,0.01,200,1,2,0.2,0,0.1,740.5555555555554,2201.779699804787
2023-06-19,2.327565,hkdzar,-38000,-0,-16000,-38000.00000000002,-15631.323158791649,-9.174665213059525,-9.152767390232308,-6.016410858936995,-7.900414559996904,0.00104025405332763,0.11413466063988822,19.8731,0.01587301587301587,Cash,1,3000,1,1,0.00103,0,5.15e-4,528.968253968254,2317.2989300648433
2023-06-19,19921.6,hs,0,0,0,0,-0.05557506393563093,-18.15635927324595,-4.665135173854579,5.1084056138857,-2.104841268697605,-0.00320744401349593,0.20073180413897057,8.5545,0.0074074074074074,Index,1,0.1,0.1,1,5,0,2.5,246.85185185185185,614.879771819695
2023-06-19,16297.69,jpy,0,0,0,0,-10.1163281079127,6.8408255135233755,-0.7191479071061303,-18.096688842076105,-6.914166939031169,0.00190330660917048,0.07530161662836936,155.179993,0.00694444444444444,Cash,1,0.01,0.01,2,5,0,2.5,231.42361111111111,1536.644374139
2023-06-17,183.88,kc,0,0,0,0,36.74451814747001,-16.621301384315757,6.4077679257336415,-1.545388388598916,0.9235984689956784,-0.0104412753066363,0.27692060957354964,1.094212,0.01111111111111111,Future,0.01,500,1,2,0.3,0,0.15,370.2777777777777,668.5630555775456
2023-06-17,174.1525,le,3300,0,3300,3299.9999999999977,3841.040331958384,-20,19.70174589117715,17.646600449061598,14.909513125213216,0.00448024137559066,0.11288182338175112,1.094212,0.02777777777777777,Future,0.01,500,1,3,0.09,0,0.045,925.6944444444443,4100.281235331709
2023-06-19,729.16,lf,1.11,0,0,1.110000000000002,0.6705653228709789,6.68692915652673,15.1952619415554,-5.050424021133834,6.2461542779768395,-0.01686288869967089,0.3234878094833847,1.094212,0.01388888888888888,Future,1,1,1,2,0.5,0,0.25,462.84722222222223,715.4013360834166
2023-06-19,2.5172,lo,0,0,0,9,95.48794122563773,11.452218188873454,7.816275687345332,-4.819317313581251,3.125632737127511,-0.016352144340395,0.3292917372614016,1.094212,0.01388888888888888,Future,1,250,1,4,0.0028,0,0.0014,462.84722222222223,702.7920379532637
2023-06-19,72594.7,lx,-0.4,0,-0.4,-0.4300000000000001,-0.21574167405793995,2.9195570754012357,-14.942792610583428,10.052055936775467,-3.1586182230414033,-0.00219953064010169,0.14840599463512302,19.8731,0.02222222222222222,Index,1,0.1,0.1,1,10,0,5,740.5555555555554,2495.0324863099877
2023-06-19,7316.04,mx,0,0,0,0,0.02039773733938557,-7.1143112980611365,-2.726456711731336,7.66713430263523,0.9921942353823104,-0.00745840720024837,0.1230938303754998,1,0.01111111111111111,Index,1,0.05,0.01,2,1,0,0.5,370.2777777777777,1504.0468585965648
2023-06-19,8.3115,mxnjpy,103000,0,71000,102999.99999999993,91531.25098964424,11.52214869462256,20,20,19.152214869462256,-1.9248583483966184e-4,0.10332502977263124,155.179993,0.01587301587301587,Cash,1,10000,1,1,0.003,0,0.0015,528.968253968254,2559.72950180735
2023-06-19,2.6135,ng,-750,0,-810,-749.9999999999994,-720.5393673394941,4.454213978206789,-20,-1.8066692743633976,-10.27724631192468,0.02009729477371957,0.5527970001001318,1.094212,0.05555555555555555,Future,1,150,1,3,0.003,0,0.0015,1851.388888888889,1674.564884174059
2023-06-19,855.33,nok,-19.6,-0,-6.7,-19.59999999999997,-5.570587605725406,-10.80946198209369,-0,-1.057828092845872,-1.504077435347718,-0.00507286759676706,0.08442249790261847,11.5562,0.01388888888888888,Cash,1,0.01,0.01,2,0.6,0,0.3,462.84722222222223,2741.2551969033034
2023-06-19,1.603755,nokmxn,-13000,0,-21000,-13000.000000000002,-38798.029724771055,-10.266183403256312,-15.916326351520016,-11.50520256582879,-13.586862542417157,-0.00642047801364287,0.10789261052290508,18.681881,0.01587301587301587,Cash,1,4000,1,1,0.00182,0,9.1e-4,528.968253968254,2451.3646087743728
2023-06-19,33383.3,ny,2.1,-0,2.2,2.0999999999999996,2.7783962765576935,-0.7423839432225119,0,20,7.9257616056777485,-0.01090390142173447,0.16366645420208567,155.179993,0.0074074074074074,Index,1,1,1,2,7,0,3.5,246.85185185185185,754.1308726193022
2023-06-19,962.78,nzd,3.6,0,3.6,3.6,1.9572888716337933,20,5.2704473297992065,4.5225006744963725,6.444223934698153,-0.00273830686612441,0.06942560604508312,1.7545,0.00694444444444444,Cash,1,0.01,0.01,2,0.5,0,0.25,231.42361111111111,1666.7021312052418
2023-06-17,267.32,oj,1000,0,1000,999.9999999999998,1098.6951681655937,16.232864654194092,13.269891064218603,1.5030691119137582,8.859459642294215,-0.00371522079209629,0.3055397350572559,1.094212,0.05555555555555555,Future,0.01,300,1,2,0.6,0,0.3,1851.388888888889,3029.7023209468193
2023-06-19,1117.58,ow,2.9,-0,3.2,2.9000000000000012,4.497645515006473,20,-4.253535823015096,8.200093529791962,3.153269500409237,-0.01279384435287678,0.13421774818751156,11.5562,0.01111111111111111,Index,1,1,1,2,0.9,0,0.45,370.2777777777777,1379.3920058190583
2023-06-19,1397.86,pa,0,0,0,-0.42,-0.6867677063023887,-4.5214556655881335,-2.3629983324699237,-12.775999705178869,-6.744044614865323,-0.00514818640847369,0.28462694651882936,1.094212,0.02222222222222222,Future,1,0.6,0.1,2,1.49,0,0.745,740.5555555555554,1300.9231287006137
2023-06-19,978.25,pl,-0.83,-0,-0.68,-0.8299999999999986,-0.6298173264442309,15.262723550821748,-2.304103435694987,-9.227540308181537,-3.3167954860379334,-0.00893010730282739,0.2181139059186436,1.094212,0.02222222222222222,Future,1,0.6,0.1,2,1,0,0.5,740.5555555555554,1697.6348950254055
2023-06-19,2.63345,plnsek,32000,0,30000,32000.000000000025,17098.93095487486,18.217720017171164,6.469661378918899,20,13.056602691176566,0.010132997671489,0.0892933905138224,11.6435,0.01587301587301587,Cash,1,500,1,1,0.002,0,0.001,528.968253968254,2961.9675707485367
2023-06-19,2.67165,rb,440,-0,500,440.0000000000002,432.3092003021174,20,20,5.1518049058139885,14.060721962325596,-0.0099998040057937,0.3082781321540757,1.094212,0.01388888888888888,Future,1,250,1,4,0.0025,0,0.00125,462.84722222222223,750.697461068847
2023-06-19,2860.9,rm,0.6,0,0.6,0.6399999999999996,0.47703868150361367,-10.111084600670846,15.57586101231064,20,14.776822046088236,0.01199093080884505,0.2193430589358589,1.094212,0.01111111111111111,Future,1,0.3,0.1,1,3,0,1.5,370.2777777777777,844.0608505556944
2023-06-17,26.482,sb,0,0,0,100,3255.98174206514,-3.3532160287753174,9.426430504009671,13.407121844660065,9.740742386991332,0.01338117738504385,0.22885396535649105,1.094212,0.01111111111111111,Future,0.01,5000,1,3,0.04,0,0.02,370.2777777777777,808.9826566932925
2023-06-19,925.28,sek,0,0,0,0,-42.97700478151146,-16.652906794321876,0,-15.974948511904724,-8.055270084194078,-0.00349552626933746,0.05458357795108409,11.6435,0.01388888888888888,Cash,1,0.01,0.01,2,0.6,0,0.3,462.84722222222223,4239.802882077553
2023-06-19,1062.4,sgd,28,0,28,28.000000000000004,18.231668647113572,12.48664596748363,0,19.23485962670312,8.942608447429611,-1.9764612936779e-4,0.01562833319557041,1.4627,0.01388888888888888,Cash,1,0.01,0.01,2,0.3,0,0.15,462.84722222222223,14807.952211865062
2023-06-19,23.9555,si,-38,-0,-36,-38.000000000000014,-32.66847029773461,-3.9741644255622175,-11.45576443666951,5.341965461574188,-3.988512476261301,-0.00994805765881023,0.20649333469427764,1.094212,0.02222222222222222,Future,1,30,1,3,0.025,0,0.0125,740.5555555555554,1793.1706043974257
2023-06-19,708.2,sw,2.8,0,2.7,2.800000000000001,2.067522923494127,5.017261408207526,19.57401595666492,9.147099143434582,13.947573776527046,-8.750759192732716e-4,0.19297077351742245,1.094212,0.01111111111111111,Future,1,2,1,2,0.7,0,0.35,370.2777777777777,959.414140878559
2023-06-19,1199.49,tp,-2.9,-0,-2.6,-2.899999999999999,-1.453846580833735,8.170829327670178,-10.940445077595957,-3.2653567170871978,-5.95928229286584,-0.00243972626230348,0.0913194109484562,1.4434,0.01111111111111111,Index,1,0.5,0.1,2,0.8,0,0.4,370.2777777777777,2027.3771694978143
2023-06-19,1050.865,usd,0,0,0,0,0.7737672548014469,1.51511681189514,8.102469613405866,-3.0608498080620463,2.978406564667628,0.00233413466744547,0.0463773414686149,1.094212,0.00694444444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,231.42361111111111,2495.0073007928154
2023-06-19,7.8039,zarjpy,8000,0,0,7999.999999999999,65621.68425257399,8.502558631103119,20,11.11771170722371,15.297340545999798,0.00114752061621414,0.12260049040412882,155.179993,0.01587301587301587,Cash,1,5000,1,1,0.022,0,0.011,528.968253968254,2157.284413074582
2023-06-17,654.83,zc,220,-0,230,219.99999999999991,127.31760867109524,14.085673558195667,20,3.943545320205696,12.985985483901846,0.03479030552172535,0.2253870519317827,1.094212,0.0079365079365079309,Future,0.01,150,1,2,0.9,0,0.45,264.484126984127,586.7331879033088
2023-06-17,59.573,zl,0,0,0,480.0000000000001,522.3535077203513,13.512688893811454,8.23455812974354,4.717282084338701,7.355460787988396,0.01918475298893618,0.3420321959750034,1.094212,0.0079365079365079309,Future,0.01,2000,1,3,0.09,0,0.045,264.484126984127,386.6363022202977
2023-06-17,419.02,zm,0,0,0,0,0.17594097637032902,-13.079937797500026,12.405378688794045,-9.072560186037386,1.2656714902320645,0.05688329986242291,0.24842216245956344,1.094212,0.0079365079365079309,Future,1,1,1,2,0.7,0,0.35,264.484126984127,532.327962138197
2023-06-19,112.036,zn,0,0,0,0,-91.6130256313263,-17.92453258961581,-12.779773859628406,-12.24635041213741,-13.080880353630748,-0.00255840110309435,0.06454480408341,1.094212,0.02777777777777777,Future,1,0.01,0.01,3,0.03,0,0.015,925.6944444444443,7170.944722740094
2023-06-17,406.265,zo,0,0,0,2,65.08137764388302,2.697538971934959,2.3530063996111448,9.993203296649842,5.443538415659005,-8.365421772920101e-4,0.29791079196208053,1.094212,0.0079365079365079309,Future,0.01,200,1,2,0.9,0,0.45,264.484126984127,443.8981972458919
2023-06-17,17.969,zr,53,0,0,53.00000000000003,35.59639947041452,3.0408346984948356,20,5.25204395368341,12.404901051322849,0.00793388897459213,0.2806302056171349,1.094212,0.0079365079365079309,Future,1,50,1,3,0.04,0,0.02,264.484126984127,471.232464806308
2023-06-17,1469.14,zs,0,0,0,17,58.10581104584126,3.3317635055364185,20,2.802296806787735,11.454095073268736,0.02107629156840129,0.19415524324697517,1.094212,0.0079365079365079309,Future,0.01,50,1,2,1.5,0,0.75,264.484126984127,681.115077195443
2023-06-19,101.5105,zt,-1130,-0,-1000,-1130.0000000000018,-393.8789419483673,-20,-20,-17.588634288680392,-19.03545371547216,-6.105878081994476e-4,0.02411174478759107,1.094212,0.02777777777777777,Future,1,0.01,0.01,3,0.015,0,0.0075,925.6944444444443,19195.9240735006
2023-06-17,681.89,zw,0,0,0,-55.000000000000064,-45.59695310719647,-11.2266451084501,-11.336345667666428,0.3936508100404468,-6.633377020662045,0.03812846498654121,0.3087135045627455,1.094212,0.0079365079365079309,Future,0.01,80,1,2,0.8,0,0.4,264.484126984127,428.36501007420463
