Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-07-19,7332,ap,54.08,-0.11,-0.10885464164785465,-0.18,TRUE,0.05979949406600455,0.07114535835214536,0.592877986267878,-0.06,-0.03195461984862192,0.5979949406600455,-1.06872542477873,15.45208168612829,-12.2622463819644,8.792973993976602,0.00107804951728063,0.11047323286477516,1.64762,0.00925925925925925,Index,1,0.05,0.01,2,5,0,2.5,293.98148148148147,1330.5552569522868
2023-07-19,1022.16,aud,17.02,0.38,0.38,0.38,FALSE,0.49220317853152623,-0.22529363478179365,0.592877986267878,0,0.7319513573949786,4.922031785315262,2.974183789624172,-1.1266891960365908,1.7133827232008387,5.575403369068528,-0.00174966199925385,0.07220628428473899,1.64762,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,1526.7792360125052
2023-07-19,228.445,audhuf,232.84,-3999,-3999,-3999,FALSE,1009.8054819566996,770.1485041619735,0.592877986267878,-2700,-8075.92763286491,10098.054819566996,-15.995016420818374,-9.697513527371042,-20,-12.563162670203171,0.00791056444459226,0.0951544898048014,373.334991,0.01851851851851851,Cash,1,800,1,1,0.13,0,0.065,587.9629629629629,3089.5177104574996
2023-07-19,2606.85,ca,695,1.2,1.2,1.2,FALSE,0.15227840234009243,-0.17786339588036337,0.592877986267878,0.9,0.7890727483066224,1.5227840234009242,10.363554334439884,-0.8479862882788616,10.91168671526814,12.481274014084244,0.01678858842889141,0.19137343790104264,0.86138,0.02777777777777777,Future,1,0.3,0.1,1,3.5,0,1.75,881.9444444444445,2304.2498847214347
2023-07-19,1034.51,cad,0,0,0,0,FALSE,0.6451915597503788,0,0.592877986267878,0,0.1102241371545526,6.451915597503787,0.3416787944256361,-15.324241194406982,1.6934241512867203,2.5684770955574345,0.00303017333445421,0.0488347824360266,1.47833,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,2257.4699846359217
2023-07-19,3415.7,cc,209.93,0.4,0.4,0.4,FALSE,0.1680472964305664,0,0.592877986267878,0.4,0.5083364193727841,1.680472964305664,6.049920827888093,-6.524070344931403,-2.5953442752375326,20,0.00240356546714259,0.1725308677820857,1.122889,0.02777777777777777,Future,1,0.2,0.1,1,4,0,2,881.9444444444445,2555.903345824412
2023-07-19,1188.72,chf,140.09,2.46,2.46,2.46,FALSE,0.38716884021245696,-0.38537069107412064,0.592877986267878,1.81,1.61562222218522,3.8716884021245694,8.345827733960489,3.4582773396048867,-0,20,0.00154065723075547,0.04613612198034687,0.96303,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,220.48611111111111,2389.517168402603
2023-07-19,4.631175,chfpln,214.15,-3468,-3467.984133276884,-4732,TRUE,952.1721161229784,1264.015866723116,0.592877986267878,-2600,-3002.1280027454113,9521.721161229783,-6.305851540726424,3.915498080374656,-14.79904239443414,1.7552996211329472,0.00222761654560765,0.05930795902916663,4.44805,0.01851851851851851,Cash,1,500,1,1,0.00294,0,0.00147,587.9629629629629,4956.863906527393
2023-07-19,75.457,cl,0,0,0,0,FALSE,2.2695635111287498,0,0.592877986267878,0,1.934106867094315,22.695635111287498,1.7043866431677006,3.176964391356946,1.2137947329240464,1.9494820939249569,-0.00452214236550396,0.28913867434120843,1.122889,0.01388888888888888,Future,1,8,1,3,0.0025,0,0.00125,440.97222222222223,762.5618109147122
2023-07-19,967.67,cnh,69.78,-16.45,-16.45,-16.45,FALSE,10.395656741141092,2.0395002727615,0.592877986267878,-13.01,-56.32525428564734,103.95656741141092,-10.83630513938357,-11.047986894779113,-3.4630128998113174,-20,-0.00270387582429165,0.03515349307726599,8.0193,0.01388888888888888,Cash,1,0.01,0.01,2,0.3,0,0.15,440.97222222222223,6272.096790679985
2023-07-19,87.606,ct,0,0,472.2615359292615,1160,TRUE,198.36927902712443,-687.7384640707385,0.592877986267878,0,846.4176736158036,1983.6927902712443,8.533757623831125,-12.220321572600016,16.410324809756965,3.876568440531612,0.01797907353060779,0.22794484834181644,1.122889,0.01111111111111111,Future,0.01,600,1,3,0.15,0,0.075,352.7777777777777,773.8226600514505
2023-07-19,4564.61,es,20.01,-0.05,-0.05,-0.05,FALSE,0.11020631759417816,-0.02371511945071511,0.592877986267878,-0.09,-0.05995818480826192,1.1020631759417814,-1.088107943667094,-6.061411282040956,-16.963933630925997,20,0.00297729948474412,0.09843235869279052,1.122889,0.01388888888888888,Index,1,0.01,0.01,2,0.5,0,0.25,440.97222222222223,2239.9758985686094
2023-07-19,1023.585,eur,48.47,1.53,1.53,1.53,FALSE,0.6960318052734171,-0.48615994873966,0.592877986267878,0.71,3.30697808203932,6.960318052734171,9.502376348276972,15.023763482769708,-0,20,0.00121216283238645,0.03094769010341702,1,0.00694444444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,220.48611111111111,3562.2385770039527
2023-07-19,97.616,g,204.15,-13.98,-13.981719864559718,-21.95,TRUE,6.039413935711126,7.96828013544028,0.592877986267878,-8.51,-8.608092594571977,60.394139357111264,-2.850638385182451,-14.575183259749496,2.111467453630514,-6.122134465056895,0.01836128004235782,0.12886061754452796,0.86138,0.02777777777777777,Future,1,0.01,0.01,3,0.02,0,0.01,881.9444444444445,3422.0868301352325
