Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2024-01-23,3749.85,ca,0,0,0,0,0,FALSE,0.3,0,0,0,19.312437141681524,9.577138295866678,6.145730937145851,17.888481572402437,-0.00561111992354845,0.2043362315798365,0.8556,0,Future,1,0.3,1e-4,3.5,0,0.00456781776263394,16.7239053911357,12.64935761994307,12.66084871688461,18.095238095238095,0,0
2024-01-23,4637.1,cc,939.74,0.20000000000000007,1.04,1.0400679403108382,0.84,TRUE,0.2,0.2000679403108382,1.0400679403108382,1.4265974898260554,14.581098701325397,3.407980781843521,-2.9118600353274844,19.19340456184251,0.01424779222190153,0.2111176335887526,1.083424,0.0625,Future,1,0.2,0.01,4,0,0.00408591210934704,18.90198727659268,13.109633435266543,15.043707413848562,17.460317460317462,1953.125,3052.948439425563
2024-01-23,74.2855,cl,0,8.06,0,0.9860192515562805,-8.06,TRUE,8.437587048795717,9.04601925155628,0.9860192515562805,67.50069639036573,0.2921508382236523,7.371913301291342,-2.253518961295855,-2.169662719032874,-0.00295045932680881,0.27852239576412324,1.083424,0.0625,Future,1,8,0.01,0.025,0,0.00120830294957787,-2.4427858882285625,-1.8821145276363616,4.889059343485515,-7.857142857142857,1953.125,2314.1092414911027
2024-01-23,84.206,ct,270.42,0,-1935.92,-1935.92,-1935.92,FALSE,1153.548516261507,973.3471209968458,-962.5728790031544,9228.388130092057,-2.0861126893100286,-3.9485621492484166,-7.95535298040857,3.170473979081788,-6.885499173918674e-4,0.1797229492545497,1.083424,0.0625,Future,0.01,600,0.01,0.15,0,0.00991162094057848,2.7958674170482873,0.7042261597826365,14.696644354723174,-7.53968253968254,1953.125,3586.2490164632304
2024-01-23,4848.14,es,0,0,0,0,0,FALSE,0.01,0,0,0,4.8111605809538185,-5.183946559026876,-15.862562963802857,16.938135536019956,-5.34082849148021e-4,0.09540387662784051,1.083424,0,Index,1,0.01,0.01,0.5,0,0.00108100780526618,16.247851154034667,12.86148869096683,10.285886980088934,17.539682539682538,0,0
2024-01-23,98.2355,g,0,0,0,0,0,FALSE,0.01,-0,-0,0,-4.106065015707658,-3.983295435573176,-0.42510237591323247,-3.2705544485336735,-0.00749458403790992,0.11739172215350252,0.8556,0,Future,1,0.01,0.01,0.02,0,0.00173429935216731,-0.4467783642981577,-1.165418379719537,-8.190787396711741,-1.1904761904761902,0,0
2024-01-23,2024.515,gc,133.7,0,-0.64,-0.64,-0.64,FALSE,0.7713214161529318,-0.0597553798315007,-0.6997553798315007,6.1705713292234545,-2.26804081015157,5.982709584572947,-18.842548392041124,3.4058649901986624,0.00184164163286659,0.1117959448038234,1.083424,0.0625,Future,1,0.1,0.01,0.3,0,0.00132548313182952,2.877973019957859,1.775063880364965,-4.474592488824051,11.269841269841269,1953.125,5765.247130662983
2024-01-23,231.007,gf,0,0,0,0,0,FALSE,300,0,0,0,5.482436587211996,11.272303921174291,-12.273246610700316,7.810386794379008,0.01109562709319256,0.1548252927911772,1.083424,0,Future,0.01,300,0.01,0.2,0,0.00559194569955528,5.729391076953906,3.956441769985243,14.900901475903456,1.666666666666668,0,0
2024-01-23,133.618,gg,335.18,0,-32.44,-32.44,-32.44,FALSE,15.595239063612835,-10.88082940443784,-43.32082940443784,124.76191250890268,-6.944560007662046,-6.911982042279553,-3.318219613674996,-4.144312515572121,-0.00504644386677455,0.07732625620756498,1,0.0625,Future,1,1,0.01,0.028,0,0.00270997996625398,-1.109833873531292,-1.1426087092583592,-8.900241876649787,-2.7777777777777777,1953.125,8335.218612807279
2024-01-23,74.735,he,811.1,0,-3702.96,-3702.96,-3702.96,FALSE,800,479.6579837920135,-3223.3020162079865,5885.017481745056,-10.95426488096751,-6.563606205306289,-20,-1.3238834053035349,0.03761579312295993,0.3175416011282104,1.083424,0.0625,Future,0.01,800,0.01,0.1,0,0.0042138137007575,-2.085381325871268,-1.374977301931828,6.946838311189906,-7.936507936507936,1953.125,2029.7537321409568
2024-01-23,375.98,hg,299.87,0,-603.4,-603.4,-603.4,FALSE,324.23752236159197,-26.022316787867567,-629.4223167878675,2593.900178892736,-4.853095904843574,2.5558035735530624,-7.693205773440953,-3.902093439847487,0.00862799684096771,0.1432037608825381,1.083424,0.0625,Future,0.01,200,0.1,0.2,0,0.00371458951349604,-1.4056468245039468,-3.0693559391047587,-3.87937294456212,-4.761904761904762,1953.125,4500.798345154302
2024-01-23,15584.8,hs,1237.83,0,-2.74,-2.74,-2.74,FALSE,0.35667509454167173,0.30271147343918736,-2.437288526560813,2.853400756333374,-17.083394410343775,-4.710221781503994,-5.511313470268653,-17.667091587905375,0.02975535920966976,0.24555353407144004,8.47103,0.0625,Index,1,0.1,0.01,5,0,0.00130653961407173,-14.151708341963582,-10.942548984642537,-14.52901971957442,-19.761904761904763,1953.125,2624.8095041160495
2024-01-23,193.76,kc,0,0,0,0,0,FALSE,500,0,0,0,2.6194283970655143,-3.2440286022129716,1.4215210538322534,4.403824970277712,0.00279084371541848,0.34726780772552174,1.083424,0,Future,0.01,500,0.01,0.3,0,0.00445853934542964,4.907761901026684,2.6911396608881875,2.6800619236124503,4.523809523809525,0,0
