Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-07-25,7364,ap,0,0,0,0,FALSE,0.075087898414993,0,0.676785804115803,0,-0.008078389289296,0.750878984149933,-0.215171537886128,15.9031939004688,-13.4228115540817,12.2647871227696,0.001494870156746,0.10215073008181,1.64317,0.010416666666667,Index,1,0.05,0.01,2,5,0,2.5,343.75,1682.56261959508
2023-07-25,1023.55,aud,93.38,2.24,2.23810727400907,1.25,TRUE,0.824614263724081,0.988107274009072,0.676785804115803,2.71,1.35573954007546,8.24614263724081,3.28817872723359,1.43606395353101,1.54690327828146,5.92780173184939,0.003690059146453,0.066921443281837,1.64317,0.010416666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,343.75,2568.30982075739
2023-07-25,233.375,audhuf,605.25,-13671,-8817.76899868558,-13671,TRUE,1335.5187500805,4853.23100131442,0.676785804115803,-6500,-8599.81239366647,13355.187500805,-12.8786097434396,-13.9383571550058,-20,-3.7119350698475,0.013741547004203,0.111069372684925,377.64801,0.027777777777778,Cash,1,800,1,1,0.13,0,0.065,916.666666666666,4126.55012136879
2023-07-25,2644.05,ca,504.31,1.2,0.861607097942099,1.2,TRUE,0.122691315690266,-0.338392902057901,0.676785804115803,0.7,0.786933698245223,1.22691315690266,12.8278630613406,8.44345309089392,11.4122765616903,15.6934486785152,0.015589582383445,0.182979004119991,0.8634,0.020833333333333,Future,1,0.3,0.1,1,3.5,0,1.75,687.5,1878.63083883975
2023-07-25,1033.85,cad,0,0,0,0,FALSE,0.990874661413085,0,0.676785804115803,0,0.838287033941045,9.90874661413085,1.69201427099885,-13.3432371822794,1.20649992017556,6.05772007284753,-0.00277218528038,0.048905100624801,1.45743,0.010416666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,343.75,3514.45959223399
2023-07-25,3463.8,cc,420.24,0.8,0.8,0.8,FALSE,0.130878780939231,-0.06767858041158,0.676785804115803,0.7,0.421119657696655,1.30878780939231,6.43526253338481,-2.30289798025855,-2.66889533717867,20,0.014833183577856,0.167776155835827,1.106317,0.020833333333333,Future,1,0.2,0.1,1,4,0,2,687.5,2048.86086635796
2023-07-25,1186.74,chf,109.27,1.74,1.73644633784304,2.42,TRUE,0.547399306699988,-0.683553662156961,0.676785804115803,1.41,2.3704397453053,5.47399306699988,8.66073345834344,6.60733458343443,0,20,0.00558545013835,0.050921641477011,0.96232,0.010416666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,343.75,3375.28396600478
2023-07-25,4.64119,chfpln,393.7,-6860,-6860,-6860,FALSE,1597.25384419824,-365.464334222534,0.676785804115803,-7400,-5446.40029124994,15972.5384419824,-6.81970534744127,-2.23450683073644,-15.6709332778352,3.09802993637497,0.003546321147681,0.055018484522519,4.44939,0.027777777777778,Cash,1,500,1,1,0.00294,0,0.00147,916.666666666666,8330.53358904754
2023-07-25,79.397,cl,0,0,0,0,FALSE,2.25744986871189,8,0.676785804115803,8,5.27605902514664,22.5744986871189,4.67435321445891,13.4606894786271,1.2379790133061,6.77323689985788,0.005215283854817,0.282903826507277,1.106317,0.013888888888889,Future,1,8,1,3,0.0025,0,0.00125,458.333333333333,810.05149168872
2023-07-25,985.94,cnh,96,-16.45,-16.45,-16.45,FALSE,11.7802596917555,7.06564379496898,0.676785804115803,-6.01,-40.598746300273604,117.802596917555,-6.89267424701799,-18.1520084881657,-1.42453000211085,-10.913020992865,0.005155567878946,0.046887043376432,7.9211,0.020833333333333,Cash,1,0.01,0.01,2,0.3,0,0.15,687.5,7331.44969795193
2023-07-25,90.421,ct,323.35,1836,1836,1836,FALSE,208.193058883492,166.489307812487,0.676785804115803,2082,1128.34179271679,2081.93058883492,10.8393795524972,-14.2225729099708,17.359271436849,8.95500281267444,0.017493222502683,0.21548421623615,1.106317,0.011111111111111,Future,0.01,600,1,3,0.15,0,0.075,366.666666666667,850.797039967037
