Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-10-18,3199.25,ca,0,0,0,0,0,FALSE,0.3,0,0,0,12.646457671370818,-1.059711983539037,0.44367633728561706,17.16996138495447,0.00200247247027185,0.21986748402406256,0.86726,0,Future,1,0.3,1e-4,3.5,0,1.75,17.44146566971157,11.473885154135688,12.290868584029578,16.50793650793651,0,0
2023-10-18,3660.7,cc,315.86,0,0.41,0.41,0.41,FALSE,0.2116991327891788,0.11773720464839872,0.5277372046483987,1.6935930623134303,6.232160681238446,-3.0689636562939087,-0.02216725875951825,9.855113032511309,0.00699025585197965,0.2219489587492376,1.05463,0.05555555555555555,Future,1,0.2,0.01,4,0,2,9.40055626927665,6.300504500913273,6.314258480081511,11.11111111111111,1976.888888888889,2939.2944080913567
2023-10-18,87.965,cl,642.61,0,21.71,21.71,21.71,FALSE,8,2.6017529453892436,24.311752945389244,44.07968423764608,11.030819918907628,16.810509915332197,4.474169077298758,4.065420395561361,-0.00373314704031191,0.3548770671310009,1.05463,0.05555555555555555,Future,1,8,0.01,0.025,0,0.0125,3.2645761129694946,2.9828703214421455,0.03687982517836889,7.380952380952381,1976.888888888889,1838.3079487424675
2023-10-18,83.703,ct,295.17,0,-1582.42,-1582.42,-1582.42,FALSE,874.3362572857691,-443.0979947529699,-2025.51799475297,6994.690058286153,-5.791587555344131,-6.52258626827999,4.82298821355614,-6.872317713096917,-0.008944028985292,0.23502649183631588,1.05463,0.05555555555555555,Future,0.01,600,0.01,0.15,0,0.075,-5.3235798868880515,-4.309195558515212,-11.642055336248376,-1.8253968253968251,1976.888888888889,2775.7438246054344
2023-10-18,4348.68,es,0,0,0,0,0,FALSE,0.31791882062059124,0.11465560194515231,0.11465560194515231,2.54335056496473,0.9016106825740896,-0.8662455448098284,-4.268073410793363,3.7693070545670486,-0.00331504699926021,0.12441210562526288,1.05463,0.05555555555555555,Index,1,0.01,0.01,0.5,0,0.25,1.379186502346326,2.474473340007688,1.594057614640733,7.222222222222222,1976.888888888889,5243.648357647148
2023-10-18,92.3065,g,0,0,0,0,0,FALSE,0.01,-0,-0,0,-9.781503100140831,-7.070141208220231,-0.1978513142683765,-9.408007872276809,-0.00985309302161141,0.13666828598025602,0.86726,0,Future,1,0.01,0.01,0.02,0,0.01,-6.998293771137605,-7.10865652577874,-3.230891290568718,-14.285714285714286,0,0
2023-10-18,1952.155,gc,314.72,0,-1.16,-1.16,-1.16,FALSE,0.601138210406878,0.1896795629283574,-0.9703204370716424,4.809105683255024,-4.035346698452612,-15.664426235594297,-5.001675602194746,4.952588654291038,0.01412221508178479,0.14657088110198793,1.05463,0.05555555555555555,Future,1,0.1,0.01,0.3,0,0.15,3.7644134864673537,2.433200184801504,9.735457435591773,0.7142857142857149,1976.888888888889,4450.906813334871
2023-10-18,244.751,gf,0,0,0,0,0,FALSE,300,0,0,0,1.8048830780746972,6.542142781745951,-9.277057869355158,3.7739683145708662,-0.00112704135022401,0.1208400352554794,1.05463,0,Future,0.01,300,0.01,0.2,0,0.1,7.092635122622059,2.35980255217864,-5.655718783619448,8.88888888888889,0,0
2023-10-18,128.169,gg,0,0,0,0,0,FALSE,1,-0,-0,0,-12.499801234750135,-12.916256270003922,1.8613276379633523,-11.13893733031323,-0.00161375232354821,0.09197198629001958,1.05463,0,Future,1,1,0.01,0.028,0,0.014,-8.634153600270471,-9.022368905592224,-3.5948074559744896,-16.19047619047619,0,0
2023-10-18,73.777,he,229.57,0,-991.15,-991.15,-991.15,FALSE,800,-239.20475521052103,-1230.354755210521,5633.03395081274,-4.3683555467760105,-0.147919528213399,16.971734040920182,-14.236381318721406,-0.00412555789769086,0.3311028788485143,1.05463,0.05555555555555555,Future,0.01,800,0.01,0.1,0,0.05,-12.800733241759572,-8.000696026887837,-17.131318394655178,-9.92063492063492,1976.888888888889,1970.3040203157104
