Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Decimals,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-08-15,996.23,aud,45.74,-0.93,-0.928162445001396,0.18,TRUE,0.922549216016504,-1.1081624450013958,0.7972391690657524,-1.21,-1.1697787147568617,7.380393728132033,-3.1699628985862547,0.46902680060059154,2.574658339611734,-8.618851122308573,-8.02995172426435e-5,0.08318385267083532,1.68489,0.0119047619047619,Cash,1,0.01,0.01,2,0.3,0,0.15,-5.404403395542082,-6.159999115542604,-10.27259972117124,-4.682539682539683,550,2181.9138471285883
2023-08-15,2732.75,ca,530.6,0.8,0.8,0.8,FALSE,0.09577877221303244,0,0.7972391690657524,0.8,0.3820143674360886,0.7662301777042595,9.971269170855704,4.9389449507283745,1.5385909601815733,13.460807013517112,0.02186384813126274,0.20922714895062813,0.86207,0.01666666666666666,Future,1,0.3,0.1,1,3.5,0,1.75,12.11920143941051,10.49129003154638,2.299439755005402,16.50793650793651,770,1214.4695431469108
2023-08-15,1024.14,cad,35.08,-0.96,-0.96,-0.96,FALSE,1.2417837362206887,-0.03986195845328766,0.7972391690657524,-1.01,-0.5073443102017307,9.93426988976551,-1.0214023090401587,7.197368751785898,0,-3.501679369680072,4.1018429569295023e-4,0.05247865299959088,1.47086,0.0119047619047619,Cash,1,0.01,0.01,2,0.3,0,0.15,-1.056470884969262,-2.20723967669126,-8.14560813381418,0.6349206349206344,550,3458.5491361871455
2023-08-15,3452.9,cc,0,0,0,0,FALSE,0.0934935406388604,0,0.7972391690657524,0,0.14612199554514327,0.7479483251108833,3.907275158975206,-10.122561309747653,-0.07538907525886683,9.137001936469174,0.01929940891745296,0.21536276899868717,1.094439,0.01666666666666666,Future,1,0.2,0.1,1,4,0,2,9.581974768666722,6.9894403367582925,-3.060737596386777,14.603174603174605,770,1179.86967376682
2023-08-15,1182.37,chf,222.09,3.56,3.56,3.56,FALSE,1.018265527017906,0.03986195845328748,0.7972391690657524,3.61,3.222465245058783,8.146124216143248,7.911652608176032,-1.1258917494678882,-0,13.46756061766036,9.730960875158344e-4,0.05061985434983152,0.95938,0.01666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,11.35332912034333,7.736314746644996,3.936305774652827,18.41269841269841,770,5019.769481040511
2023-08-15,80.959,cl,422.42,17.14,17.14,17.14,FALSE,3.2219650188288873,-5.373391999503172,0.7972391690657524,10.4,9.370371173914156,25.7757201506311,7.270695925587731,13.817375550093017,1.0533947337912313,7.346739237883924,-0.01868572828656312,0.33316570582889826,1.094439,0.02083333333333333,Future,1,8,0.01,3,0.0025,0,0.00125,5.772013285571647,5.244069765796302,7.779744640289548,3.809523809523809,962.5,953.3544252694502
2023-08-15,976.49,cnh,11.47,-1.7,-1.7,-1.7,FALSE,9.413286426975402,1.3553065874117791,0.7972391690657524,0,-31.958167192035496,75.30629141580322,-8.487515874491462,-16.4681105065984,-0.35497163558290923,-9.585117619690866,-0.00663443754654569,0.05531427875288345,8.0039,0.01666666666666666,Cash,1,0.01,0.01,2,0.3,0,0.15,-8.70676988206265,-4.292928794774441,-2.2072566364974433,-14.285714285714285,770,4593.750578131766
2023-08-15,88.792,ct,594.69,2496.3,2496.3,2496.3,FALSE,533.3085722192912,321.8454525518441,0.7972391690657524,2900,2294.815896341652,4266.46857775433,10.75744895113952,-13.42550166037308,12.738935285133929,5.361787893908396,-0.00895831265755475,0.2936390613715778,1.094439,0.03333333333333333,Future,0.01,600,0.01,3,0.15,0,0.075,2.846140001030725,3.402434129924531,4.058758582902078,6.190476190476191,1540,1730.6961738203888
2023-08-15,4460.38,es,345.16,-0.66,-0.66,-0.66,FALSE,0.12147065730278989,-0.10364109197854782,0.7972391690657524,-0.79,-0.39657033400623926,0.9717652584223192,-8.161854533677802,-8.582355930923987,-13.630030150071216,5.580035780857013,-0.00679021505972876,0.12831959876412025,1.094439,0.01666666666666666,Index,1,0.01,0.01,2,0.5,0,0.25,6.689505553550343,5.460833387842519,-4.266712362931725,9.285714285714286,770,1980.2119274631768
2023-08-15,1018.355,eur,358.8,8.34,8.34,8.34,FALSE,1.4765767543346884,0.05580674183460289,0.7972391690657524,8.41,4.621471161632066,11.812614034677509,7.824637540962771,13.05788517371534,-0,9.776591274842447,0.00424622820214537,0.04224637469383845,1,0.01666666666666666,Cash,1,0.01,0.01,2,0.25,0,0.125,6.37666530428687,5.410790487871078,3.6911889118749777,14.603174603174605,770,6014.7172826420065
2023-08-15,92.8315,g,602.06,-37.44,-37.44,-37.44,FALSE,6.583963227604547,-2.8461438335647364,0.7972391690657524,-41.01,-26.40032366390894,52.67170582083638,-10.024480222345575,-16.969259762817625,1.8220127392864556,-14.74266802064629,-0.00513054437282711,0.14933210626537938,0.86207,0.02777777777777777,Future,1,0.01,0.01,3,0.02,0,0.01,-9.785457739826418,-9.394050220584711,-6.500007805191615,-19.682539682539684,1283.3333333333333,2835.9608030130807
2023-08-15,1008.42,gbp,174.33,2.55,2.55,2.55,FALSE,0.6637315208118221,0.04783435014394519,0.7972391690657524,2.61,1.7711363256841943,5.309852166494577,6.671132340972317,8.823515137048059,2.054805496916932,6.34416824621235,0.00316837848543638,0.05844202781245267,0.86207,0.0119047619047619,Cash,1,0.01,0.01,2,0.3,0,0.15,5.752635345448146,4.580139771729284,-1.2884479127145232,10.476190476190476,550,3105.641723837078
2023-08-15,1903.73,gc,457.42,-2.3,-2.3,-2.3,FALSE,0.3194192839191913,-0.2391717507197259,0.7972391690657524,-2.6,-2.5252879789511513,2.55535427135353,-19.76468004660306,-13.123396145720625,-20,-4.660284374574946,-0.00180010492363091,0.11433251286951356,1.094439,0.01666666666666666,Future,1,0.1,0.1,2,0.3,0,0.15,-3.148227526407637,-4.109115959904173,-8.669294638143457,1.587301587301588,770,2222.464928152166
2023-08-15,242.174,gf,82.41,-313,-313,-313,FALSE,301.59875230575864,10.364109197854782,0.7972391690657524,-300,-491.6421468702888,2412.790018446069,-4.075299906843328,1.1993185145951462,-20,17.908003859945666,-0.00220259863591199,0.11898417171187678,1.094439,0.02083333333333333,Future,0.01,300,0.01,3,0.2,0,0.1,16.351241245022834,12.147575248598182,7.237654479593969,19.365079365079367,962.5,2669.472715825909
