Date,Close,Symbol,Position,PositionRisk,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,PositionMax,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-22,7186.5,ap,-0.09,42.827164533936006,-0.00473478451151456,0,-0.09000000000000008,-0.09299111536798568,0.5188685010668483,9.682416416691028,-12.62379026440176,4.398181656895073,-3.5843808277737477,-0.01731256814269954,0.1070478811590142,1.61666,0.0074074074074074,Index,1,0.05,0.01,2,5,0,2.5,246.9074074074074,1153.256863817038
2023-06-22,1027.68,aud,2.31,98.51443116380442,0.03209131724470985,1.7,2.3080924521981485,1.1540462260990745,5.427721074464532,-2.860744862397739,0,11.34622464099352,4.252415370157634,-0.00271117431575262,0.06708858969241188,1.61666,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.47569444444443,1725.1495038553903
2023-06-22,227.755,audhuf,-8500,498.3568622870009,-115.73917694813387,-6300,-8500.00000000001,-7839.072571681537,10528.163259013809,-14.767407770916831,-20,-8.5372087149787,-14.891624263083164,-0.00451220812006791,0.0950918831861,369.394012,0.01851851851851851,Cash,1,800,1,1,0.13,0,0.065,617.2685185185185,3245.6425187757104
2023-06-24,30018.140625,bt,0,0,0,0,0,2.7384757411904844e-4,0.05971390004511351,-3.827962394784612,-7.264668226382124,10.267125570617386,0.09171987557743112,-3.049773788710297e-4,0.4542533667285495,1.099264,0.02222222222222222,Cash,1,5,1,3,75,0,37.5,740.7222222222221,815.3183624777174
2023-06-22,2516.65,ca,2.2,911.5663079604358,0,2.2,2.2000000000000006,1.750399660513802,2.234600043159473,2.9834587545984808,14.735978556182497,20,15.666335153551096,-0.00661388549556463,0.14170806451967116,0.8607,0.02777777777777777,Future,1,0.3,0.1,1,3.5,0,1.75,925.9027777777776,3266.93749193522
2023-06-22,1042.58,cad,0,0,-0.11047830526867324,2.1,0,1.6775338378082116,6.917198006571157,-17.736190905664262,0,16.559866852994475,4.850327650631364,0.00286238657047732,0.04642941840643887,1.44653,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.47569444444443,2492.769696339155
2023-06-22,3194.4,cc,0,0,-0.01578261503838189,0.3,0.11,0.6947617648488664,2.1630386972924667,-0.5614754650997966,-3.039820757361852,20,6.423942074809094,-0.00726754185157219,0.14730375102399426,1.099264,0.02777777777777777,Future,1,0.2,0.1,1,4,0,2,925.9027777777776,3142.835030816553
2023-06-22,1153.07,chf,0,0,0.0526087167946063,-1,0,-0.04296241436450414,4.458228340647039,7.983201739489049,-12.506625788305357,13.155648983953103,-0.19273312662253117,1.5611719228925125e-4,0.04416754841393941,0.98088,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.47569444444443,2620.4272453051753
2023-06-22,4.51097,chfpln,-8100,492.2932945170271,-15.782615038381891,-7800,-8100.000000000016,-9291.4178236545,10156.29311974524,-2.968681862690571,-20,-20,-18.29686818626906,-0.0017110273492209,0.05968333481399066,4.4298,0.01851851851851851,Cash,1,500,1,1,0.00294,0,0.00147,617.2685185185185,5171.196619980269
2023-06-22,69.41,cl,0,0,0,0,0,-4.83639911877799,21.664602506430324,7.807827425202894,-2.034156841886533,-10.571245237634534,-4.464793773476791,-0.03990758723860477,0.3384267062521821,1.099264,0.01388888888888888,Future,1,8,1,3,0.025,0,0.0125,462.95138888888886,683.9758511018866
2023-06-22,985.26,cnh,-42,179.49988285710907,-0.0526087167946063,-41,-42.000000000000014,-49.91717739660965,108.32295834316338,-12.163615470090402,-0,-20,-9.21636154700904,5.177638807856155e-4,0.03398146131875045,7.8339,0.01388888888888888,Cash,1,0.01,0.01,2,0.3,0,0.15,462.95138888888886,6811.822842848718
2023-06-22,84.357,ct,0,0,0,0,0,628.9082515094473,2081.951594955846,-11.32781685353084,16.136573826287982,-2.2349476629815856,6.041526162598273,-0.00535566727304104,0.23181184805823735,1.099264,0.01111111111111111,Future,0.01,600,1,3,0.15,0,0.075,370.36111111111103,798.8399087739174
2023-06-22,4383.36,es,-0.08,33.646900757870206,-0.0042086973435685,0,-0.08258633392070466,-0.04129316696035233,0.8805830023426009,-7.129556198869765,-15.799937629354664,19.187661754632803,-0.9378597327111874,0.00392477831211479,0.1054750999082309,1.099264,0.01111111111111111,Index,1,0.01,0.01,2,0.5,0,0.25,370.36111111111103,1755.680304798694
2023-06-22,1013.58,eur,4.6,141.9752507874505,0.0894348185508307,2.9,4.6000000000000005,3.022442094739844,7.4998155561529964,12.909820813780476,-0,16.922654303315834,8.060043802704381,-0.00102061201200243,0.03045066492412398,1,0.00694444444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,231.47569444444443,3800.831525702777
2023-06-22,95.616,g,-32,425.9012319465755,1.2626092030705514,-56,-32.000000000000014,-25.59838240197732,69.56751158823955,-16.868995905026015,2.2710382577514268,-17.019779440617974,-7.359292237874079,0.00486455710605948,0.11980643614053137,0.8607,0.02777777777777777,Future,1,0.01,0.01,3,0.02,0,0.01,925.9027777777776,3864.1612571285655
2023-06-22,1006.24,gbp,4.06,204.8112030399616,0.09259134155850708,2.3,4.058316797758248,2.029158398879124,4.588573796234563,2.7119495303755112,1.1464039456814092,20,8.844396925878256,2.2362970988965003e-4,0.04314971191990916,0.8607,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.47569444444443,2682.2391638916383
2023-06-22,1913.95,gc,-3.7,738.9909935117565,-0.01052174335892127,-3.5,-3.7000000000000015,-2.4291183871073496,3.7086679625123486,-15.157199046479583,-20,-3.9599030742926726,-13.099681134365028,-0.00961428374442796,0.11471199655611149,1.099264,0.02222222222222222,Future,1,0.1,0.1,2,0.3,0,0.15,740.7222222222221,3228.617077813205
2023-06-22,218.793,gf,-1800,470.3292198471981,-26.30435839730315,-1300,-1800,-1189.7123368536536,3543.5285108194166,-7.5193159476928,-20,10.092715052025849,-6.71484557395894,0.01504452543047207,0.13127983972829477,1.099264,0.02777777777777777,Future,0.01,300,1,3,0.2,0,0.1,925.9027777777776,3526.446938441142
2023-06-22,133.396,gg,-1,9.836108659131698,0.4734784511514568,-10,-1,-14.329311634044007,94.133036738892,-19.619192544314824,9.002830834547881,-13.959942664285483,-3.044480902871736,-0.00703686410479864,0.0810555050306737,1.099264,0.02777777777777777,Future,1,1,1,3,0.028,0,0.014,925.9027777777776,5711.535431352811
2023-06-22,90.08,he,1200,328.12791494809545,-52.6087167946063,2200,1200,1391.0236809307044,6772.25729794485,-2.540458089918165,0.04025063983236631,10.854816224576508,4.108006000754971,-0.03062093952083078,0.3336841365984895,1.099264,0.05555555555555555,Future,0.01,800,1,3,0.1,0,0.05,1851.8055555555552,2774.7881191364045
2023-06-22,388.82,hg,260,146.2882134337368,-6.839133183298819,390,260.00000000000006,211.662449567018,1316.4955211173794,20,-2.492990384816966,6.155097444339734,3.2155437853274105,-7.969664281972655e-4,0.15907040894147503,1.099264,0.02222222222222222,Future,0.01,200,1,2,0.2,0,0.1,740.7222222222221,2328.284145213795
2023-06-22,2.365045,hkdzar,-14000,189.42489019803705,-52.6087167946063,-13000,-14000.000000000004,-15174.516978753556,45621.033488390065,-10.112242668719162,-9.0840671727017,-2.747908872795014,-6.652421402340772,0.01073159361565567,0.11499782863112736,20.10111,0.01851851851851851,Cash,1,3000,1,1,0.00103,0,5.15e-4,617.2685185185185,2683.826842063684
2023-06-22,115.906,hr,-1.9,9.211617429110223,-0.09995656190975195,0,-1.9,-9.349599555457136,190.9778919192159,-20,14.62073576566559,-15.723742191009087,-0.9791289935708408,-0.00446777109651286,0.04598099649531526,1.099264,0.02777777777777777,Future,1,0.01,0.01,3,0.028,0,0.014,925.9027777777776,10068.320049045831
2023-06-21,19227.2,hs,0,0,0,0,-0.04,-0.15547772147916572,0.520869110592767,-17.911760264062,-7.904938568606545,-0.5657227633426826,-5.969934416046546,-0.00637164424619562,0.21211170529002196,8.6035,0.0074074074074074,Index,1,0.1,0.1,1,5,0,2.5,246.9074074074074,582.0221167658075
2023-06-22,16203.95,jpy,0,0,0,0,0,-11.086362497848564,29.044607552165537,6.774709041309452,-0.7069874879574604,-19.895004521435176,-7.634024648421855,-0.00658100864813349,0.07659682939573946,155.737,0.00694444444444444,Cash,1,0.01,0.01,2,5,0,2.5,231.47569444444443,1511.0004961727552
2023-06-22,172.11,kc,0,0,0,0,-81.99999999999989,-98.28452296706172,831.7719188360052,-16.89289800220098,6.239431601749087,-9.484206448909465,-2.36325657890934,-0.01275888335447472,0.28439177047835157,1.099264,0.01111111111111111,Future,0.01,500,1,2,0.3,0,0.15,370.36111111111103,651.1459710809452
2023-06-22,173.53,le,4300,771.0621885984112,42.086973435685046,3500,4300.000000000003,3436.904244100683,5163.503026495894,-20,19.57854166171619,13.807564954617142,13.312296812704954,0.00935032648563982,0.11359216832522008,1.099264,0.02777777777777777,Future,0.01,500,1,3,0.09,0,0.045,925.9027777777776,4075.55728281756
