Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2025-09-19,930.985,ae,0,0,0,0,0,FALSE,0.5,0,0,0,4.154324280756161,-13.257462025771654,-3.8478377177849183,13.300449049785328,-4.8334734155552894e-5,0.12513521497397886,1,0,Index,1,0.5,0.001,0.25,0,0.00214594101744175,1,7.604813769053412,7.595699430701249,-0.04926,-0.01074,0,0
2025-09-19,5118.1,ca,0,0,0,0,0,FALSE,0.3,-0,-0,0,-14.270847863170854,1.506005781485786,5.874913388409411,-20,0.00328786722001162,0.3131663189502984,0.86,0,Future,1,0.3,1e-4,3.5,0,0.00218365603246665,1,-12.366830025689245,-10.56957861370286,0.043593,-0.103593,0,0
2025-09-19,7761,cc,0,0,0,0,0,FALSE,0.1,-0.06646441703604077,-0.06646441703604077,0.4620678382717284,-2.8768250690044788,8.243259545615729,18.64394043696487,-16.73140007015256,-0.00339585106762818,0.41190192738301706,1.17,0.0625,Future,1,0.1,0.01,4,0,0.00125126265758613,1,-8.938046813142504,-10.18355326703185,0.277179,-0.337179,3156.25,1532.524996934566
2025-09-19,63.416,cl,254.84,-22.74,20.02,20.015188512417684,42.76,TRUE,14.877025203207303,-22.74481148758231,20.015188512417684,99.18016802138204,4.036127163668981,16.358238132074344,7.991002937999387,-7.56190377655803,-0.0037459711703347,0.23485162182531336,1.17,0.0625,Future,1,8,0.01,0.025,0,0.00167860147281682,1,-3.2603670436316823,-5.381808701006067,0.045068,-0.105068,3156.25,2687.86732275383
2025-09-19,65.348,ct,880.1,0,-12995.59,-12995.59,-12995.59,FALSE,2796.3122682391013,185.15529991315088,-12810.43470008685,18642.08178826068,-13.743566674140286,-9.18228215246372,-18.283135026657657,-1.974224752313924,-0.00386410457203378,0.12125245461282728,1.17,0.0625,Future,0.01,600,0.01,0.15,0,0.01893077612415402,1,-1.286666013440078,-0.969590846347264,-0.118675,0.058675,3156.25,5206.080173928456
2025-09-19,30265.7,dm,0,0,0,0,0,FALSE,0.01,0,0,0,7.345157531792314,10.293240903976772,-0.3824483461364701,3.4390694716996344,-0.00657983773905357,1.258993547401,1,0,Index,1,0.01,1e-4,37.8,0,9.920134777493097e-4,1,0.6428780470662617,3.2874870634476063,-0.04926,-0.01074,0,0
2025-09-19,1.173595,e7,0,0,0,0,0,FALSE,400,0,0,0,0.6478072333704912,-7.739030745341364,-14.40536224347455,11.812547618259948,-0.00451011287375011,0.07140570175289791,1.17,0,Index,1,400,1,10,0,119.3297849093104,1,6.5058654349945675,6.994188985873943,-0.034044,0.011145,0,0
2025-09-19,6644.31,es,0,0,0,0,0,FALSE,0.1,0,0,0,7.058859361542005,-12.881744008423874,-10.983720308051543,20,-4.816034989296725e-5,0.09992060697280182,1.17,0,Index,1,0.1,0.001,0.5,0,7.531215138201638e-4,1,14.826362784905715,13.422854738193616,-0.0739,0.0139,0,0
2025-09-19,90.7525,g,0,0,0,0,0,FALSE,1,0,0,0,1.2752597811781898,16.78558551611748,0.2449562587518586,-7.057831137516738,-0.00560394840732225,0.06888985031851906,0.86,0,Future,1,1,0.01,0.035,0,0.00559827470934036,1,-4.548356929741276,-3.5177357988492823,-0.029325,-0.030675,0,0
2025-09-19,3649.17,gc,0,0,0,0,0,FALSE,0.1,0,0,0,6.29064773332715,-11.73280322108186,-13.888573388456084,20,0.00244188975351278,0.12237757993291926,1.17,0,Future,1,0.1,0.01,0.3,0,6.717772593952322e-4,1,15.717856406069195,9.48550049029756,-0.060317,0.037986,0,0
2025-09-18,351.256,gf,1162.75,0,2121.54,2121.54,2121.54,FALSE,345.5319679270566,93.22153754786586,2214.761537547866,2303.546452847044,19.22914586602371,19.63870491573627,-2.511692663116054,13.412660577716991,0.00617694000379831,0.18255617286835768,1.17,0.0625,Future,0.01,300,0.01,0.2,0,0.00311895940133305,1,8.967821532467434,6.360933413494844,-0.048341,-0.011659,3156.25,3457.8397984668427
2025-09-19,129.084,gg,0,0,0,0,0,FALSE,1,0,0,0,6.111767833609989,14.93129523028524,17.53419058267933,-9.247865382356585,-0.00156364934905361,0.0421077321202003,1,0,Future,1,1,0.01,0.028,0,0.00515138210865008,1,-5.452568605484233,-5.116420402923292,-4.67e-4,-0.059533,0,0
2025-09-19,114.058,gx,0,0,0,0,0,FALSE,1,-0,-0,0,-5.478968005782358,9.498646420440526,3.744828093063158,-12.883414977645966,-0.00180446961656333,0.11356329033841914,1,0,Future,1,1,0.01,0.04,0,0.00308813496200003,1,-7.929525819494597,-6.794377012100793,-0.012989,-0.047011,0,0
2025-09-18,98.372,he,1162.18,0,7992.28,7992.28,7992.28,FALSE,1302.3225466064312,-868.3202108362357,7123.959789163764,8682.15031070954,16.41058846994683,12.018322619229274,20,2.745796941753171,-4.77664129900468e-4,0.17294915604131525,1.17,0.0625,Future,0.01,800,0.01,0.1,0,0.00587773567620177,1,1.901931397200753,1.2361222505171567,0.455057,-0.515057,3156.25,3649.9166254919614
2025-09-19,453.82,hg,0,0,0,0,0,FALSE,200,0,0,0,2.545730986403428,20,-5.103128408460527,-4.539028954165818,0.0027140052625123,0.26290245759360215,1.17,0,Future,0.01,200,0.1,0.2,0,0.00167629989692945,1,-2.3064626718934025,-2.880998990010391,-0.083665,0.023665,0,0
2025-09-19,26548.9,hs,0,0,0,0,0,FALSE,0.1,0,0,0,20,14.76870886699974,-4.104825355639591,20,-0.00218602349454499,0.19556861265658312,9.12,0,Index,1,0.1,1e-4,5,0,9.629956330925895e-4,1,11.771681599100448,11.773674242724178,-0.062111,0.002111,0,0
2025-09-19,368.65,kc,0,0,0,0,0,FALSE,500,0,0,0,9.184954641256889,8.514603843093584,4.488362411988753,3.9956078910381336,-0.05252270246794577,0.45661976727318154,1.17,0,Future,0.01,500,0.01,0.3,0,0.0017821830469528,1,2.4437252509622183,2.122683767367077,0.051979,-0.111979,0,0
2025-09-18,547.99,lb,904.53,-2.539999999999999,-8.02,-8.022228715708414,-5.48,TRUE,2,-2.542228715708413,-8.022228715708414,11.193972114486296,-14.3331225657186,13.653268868558614,-20,-13.207345937957706,0.01086189421448402,0.24080216902703497,1.17,0.0625,Future,1,2,0.01,1,1,0.00757821586831601,1,-8.743053310740505,-6.351056332639731,-0.316962,0.256962,3156.25,2621.4464867595498
2025-09-18,234.733,le,0,0,0,0,0,FALSE,500,0,0,0,16.68511401352649,20,1.2620513908806212,8.43767603430425,0.00457735099819345,0.16041343598435912,1.17,0,Future,0.01,500,0.01,0.09,0,0.00239016354840914,1,5.616404393601512,4.026653931317631,-0.021902,-0.038098,0,0
2025-09-19,699.36,lf,0,0,0,0,0,FALSE,1,0,0,0,17.561444586131305,18.115061411511352,14.874912382113036,3.575235487337868,-0.0076774988792172,0.2464384263807856,1.17,0,Future,1,1,0.01,0.5,0,0.00290108723562641,1,2.6758976907625858,1.410085723337835,0.11663,-0.17663,0,0
2025-09-19,2.3271,lo,0,0,0,0,0,FALSE,250,0,0,0,11.222182442582136,20,5.1024288937129825,0.2741369160945208,-0.00723601453196753,0.24827391549951872,1.17,0,Future,1,250,0.1,0.0028,0,0.00484631782054341,1,0.8729938705860555,-0.5596945379066032,0.020672,-0.080672,0,0
