Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-12-14,3583.95,ca,0,0,0,0,0,FALSE,0.3,0,0,0,15.88109222864037,5.062431161404313,6.509236364211289,15.38895587537936,-0.00700674343419827,0.19292516506306992,0.86137,0,Future,1,0.3,1e-4,3.5,0,0.00506194266460582,15.80756546826223,12.069397762633864,6.390302083170856,17.460317460317462,0,0
2023-12-14,4258.1,cc,783.11,0,0.97,0.97,0.97,FALSE,0.2,0.04703001290512154,1.0170300129051215,1.5967005892390775,12.739144956285092,1.5224066066674506,-2.949245737823185,17.69894617395799,0.00614835684383763,0.20844143033457035,1.099384,0.0625,Future,1,0.2,0.01,4,0,0.00450671495426093,17.184384947105418,12.362596060489071,10.58019567424376,19.365079365079367,1953.125,3092.1455920037574
2023-12-14,72.183,cl,356.14,0,-16.33,-16.33,-16.33,FALSE,8,3.607435290056443,-12.722564709943557,59.107330742172515,-4.3049024715528645,6.7682285802807085,3.777693389685037,-11.01283094705336,0.03059503987717171,0.33215983155917744,1.099384,0.0625,Future,1,8,0.01,0.025,0,0.00104269662843121,-9.851542213756735,-7.661943562914272,-9.742528611183426,-9.761904761904765,1953.125,1940.4250266341148
2023-12-14,79.923,ct,575.25,0,-3572.95,-3572.95,-3572.95,FALSE,1000.8075736498608,293.1980784738198,-3279.75192152618,8006.460589198887,-8.19276354385789,-4.446661667806934,-6.455828008110542,-5.472439887185114,-0.004917633474939,0.22146802829997556,1.099384,0.0625,Future,0.01,600,0.01,0.15,0,0.00847438991800249,-5.202546806892862,-4.717828569496246,2.239905167363514,-10.714285714285714,1953.125,2910.2677029615797
2023-12-14,4726.44,es,0,0,0,0,0,FALSE,0.01,0,0,0,8.060471015484428,-9.41067375360213e-4,-14.099003843109797,17.79726714255515,0.00258456102553772,0.10753951249832228,1.099384,0,Index,1,0.01,0.01,0.5,0,9.837115981932887e-4,15.663679610316404,12.12431639250939,16.717290377378262,15.317460317460318,0,0
2023-12-14,100.3455,g,0,0,0,0,0,FALSE,0.01,0,0,0,4.748801544647852,-3.5398054976344175,-0.3620425748269756,8.282659429094501,0.00240459083185839,0.13783876115633484,0.86137,0,Future,1,0.01,0.01,0.02,0,0.00144597482966971,6.776143910418323,4.815726127363648,12.915668659454449,3.3333333333333344,0,0
2023-12-14,2039.64,gc,333.86,0,-1.03,-1.03,-1.03,FALSE,0.4971099313626817,0.4661260729119543,-0.5638739270880457,3.976879450901454,-2.835760721689617,-7.220503255950983,-12.431667390188226,6.0450710274834485,0.00331489574345589,0.17471389249958966,1.099384,0.0625,Future,1,0.1,0.01,0.3,0,8.418608134859425e-4,4.405170821879357,3.247389559924611,0.20668863681453187,12.46031746031746,1953.125,3689.0669698834263
2023-12-14,216.705,gf,0,0,0,0,0,FALSE,300,-0,-0,0,-5.383514021722569,10.70271419824625,-14.080864213792625,-5.488943687856905,0.01054897335263049,0.22690112989445904,1.099384,0,Future,0.01,300,0.01,0.2,0,0.004067470438713,-5.494787865496034,-3.9976482322240066,-3.0054138334516303,-5.952380952380952,0,0
2023-12-14,136.021,gg,82.39,0,7.36,7.36,7.36,FALSE,14.394493068886844,9.452452443313906,16.812452443313905,115.15594455109476,2.9199452114874034,-8.451433567508865,-3.117815852452036,9.677884991963657,-1.9847906294856443e-4,0.08229655378723086,1,0.0625,Future,1,1,0.01,0.028,0,0.00250132669861287,9.214461669447902,5.094896249244328,17.824522539822393,0.3968253968253972,1953.125,7831.81336689223
2023-12-14,70.686,he,672.17,0,-3048.71,-3048.71,-3048.71,FALSE,800,371.0249077901003,-2677.6850922098997,5846.677566464238,-9.159681072781382,-1.1935151680632456,2.04522146350274,-12.638761244761588,0.05073798983787192,0.3429105417263094,1.099384,0.0625,Future,0.01,800,0.01,0.1,0,0.00412558706984684,-10.826130562773516,-9.556645203402038,-6.465534673732675,-15.634920634920634,1953.125,1879.5900725455856
2023-12-14,385.17,hg,0,147.5,0,-147.5,-147.5,FALSE,261.306492409738,139.1431505024138,-8.356849497586218,2090.451939277904,-0.07995256279819464,0.7648789513457374,-6.259375804820894,2.6406450096733187,0.01356617551470851,0.1760073263457815,1.099384,0.0625,Future,0.01,200,0.1,0.2,0,0.00295016832817641,3.0605445860574436,1.8134046033964393,4.557724045675854,-0.5555555555555551,1953.125,3661.956938847892
2023-12-14,16670.6,hs,1029.53,0.38000000000000034,-2.26,-2.257055766927172,-2.64,TRUE,0.3537144260561268,0.3829442330728283,-2.257055766927172,2.8297154084490144,-15.952528372203188,-5.929495574386669,-6.58336255823203,-15.013608763294895,0.03300299523928807,0.2345113893308967,8.58191,0.0625,Index,1,0.1,0.01,5,0,0.00127895373252706,-11.013751931295625,-10.165288436936212,-10.397982552273888,-18.88888888888889,1953.125,2748.400629235807
2023-12-14,190.71,kc,0,0,0,0,0,FALSE,500,0,0,0,4.8515919374035015,-7.680523439538696,1.4081309963999966,9.604985471440685,0.00241495287463155,0.35057001178303243,1.099384,0,Future,0.01,500,0.01,0.3,0,0.00448717518572354,8.378895873608856,5.971561547951022,11.427271520724403,6.507936507936509,0,0
