Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-07-31,7438.5,ap,31.5,0.06,0.06,0,TRUE,0.055660896759461,0.06,0.832808668859921,0.06,0.030919707863863,0.445287174075686,1.38875358034036,12.253399875042,-11.5842650064019,13.7315705898092,0.000672404543893,0.11679636120654,1.65502,0.010416666666667,Index,1,0.05,0.01,2,5,0,2.5,354.166666666667,1000.67329831724
2023-07-31,1015.78,aud,57.15,1.02,1.02,1.02,FALSE,0.521526500374134,-0.158233647083385,0.832808668859921,0.83,0.415678222958612,4.17221200299307,1.99260355255395,1.46036138397827,2.43768878585948,-0.091195407395667,0.011127064989641,0.091282776247233,1.65502,0.010416666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,354.166666666667,1280.36202233215
2023-07-31,236.45,audhuf,427.3,-5023,-5022.64010114389,-7626,TRUE,915.932491682005,2603.35989885611,0.832808668859921,-4500,-4743.77988587574,7327.45993345604,-12.9479517566964,0.294337755430531,-18.5428091308158,1.52500738016805,0.019667724152415,0.138226629089356,384.205994,0.027777777777778,Cash,1,800,1,1,0.13,0,0.065,944.444444444444,2254.75126406498
2023-07-31,2720.95,ca,538.11,0.8,0.8,0.8,FALSE,0.069502944735748,-0.249842600657976,0.832808668859921,0.5,0.54616972554628,0.556023557885986,19.6455606169936,1.72100561014855,9.84987970062842,20,0.003571300876121,0.212003299884644,0.8576,0.016666666666667,Future,1,0.3,0.1,1,3.5,0,1.75,566.666666666667,882.061741971708
2023-07-31,1035.2,cad,122.5,2.91,2.91,0,TRUE,0.694098831974173,2.91,0.832808668859921,2.91,1.6167019559366,5.55279065579338,5.82302505587836,3.22495493629552,2.35884283671975,5.9502494798237,0.004007245496708,0.059401159678298,1.46076,0.010416666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,354.166666666667,1967.5541796316
2023-07-31,3545.5,cc,274.22,0.4,0.383595665570039,0.8,TRUE,0.068193535846513,-0.416404334429961,0.832808668859921,0.3,0.237848793550902,0.545548286772102,8.71962388364209,-11.3659792386568,-2.1006389740792,20,0.007616010539106,0.213162283250638,1.102426,0.016666666666667,Future,1,0.2,0.1,1,4,0,2,566.666666666667,877.265889388715
2023-07-31,1179.6,chf,202.02,2.76,2.76,2.76,FALSE,0.399189988507336,0.20820216721498,0.832808668859921,3.01,1.61189614279961,3.19351990805869,10.0947931386435,-1.37333553444296,0,17.1679891146832,-0.001567099704456,0.059498629050522,0.95887,0.010416666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,354.166666666667,1964.3309747651
2023-07-31,4.593025,chfpln,246.39,-3525,-3525.19765857273,-9130,TRUE,1114.70640386017,5604.80234142727,0.832808668859921,-2400,-4892.36257557465,8917.65123088134,-10.972311988683,1.35193191606695,-11.7531075749487,-3.93378515813592,-0.00402084075354,0.067144965275573,4.41207,0.027777777777778,Cash,1,500,1,1,0.00294,0,0.00147,944.444444444444,4641.69823288374
2023-07-31,81.809,cl,231.21,9,9,9,FALSE,1.51646368411755,-0.832808668859921,0.832808668859921,8,4.25252014636175,12.1317094729404,7.010586852326,8.0865990541884,1.01166188075796,8.3980843060488,0.01332655770258,0.346191753056468,1.102426,0.013888888888889,Future,1,8,1,3,0.0025,0,0.00125,472.222222222222,450.135891330477
2023-07-31,989.35,cnh,119.64,-16.45,-16.45,-16.45,FALSE,8.0348689429236,2.86486182087813,0.832808668859921,-13.01,-37.1002183758921,64.2789515433888,-11.5435045174466,-16.4932057028986,-8.20486820997162,-4.85978750755519,0.001821033433583,0.05787661518108,7.873,0.020833333333333,Cash,1,0.01,0.01,2,0.3,0,0.15,708.333333333333,4038.76417562884
2023-07-31,88.228,ct,0,0,306.963283973185,1836,TRUE,122.814782554556,-1529.03671602682,0.832808668859921,0,429.476819446409,982.518260436446,8.74236819284418,-16.2594953386689,11.7968004546276,3.8894869211231,0.005102080871799,0.317090130869565,1.102426,0.011111111111111,Future,0.01,600,1,3,0.15,0,0.075,377.777777777778,393.158457265099
2023-07-31,4592.39,es,26.96,-0.05,-0.05,-0.05,FALSE,0.054196619638499,0.041640433442996,0.832808668859921,0,-0.005203029027101,0.433572957107989,-0.240007082628306,-9.75972536131882,-13.5141797704298,18.9326442489865,0.002345755717553,0.129419619222985,1.102426,0.010416666666667,Index,1,0.01,0.01,2,0.5,0,0.25,354.166666666667,903.070189061741
2023-07-31,1008.445,eur,93.93,2.05,2.05286814831078,3.96,TRUE,0.637715616693345,-1.90713185168922,0.832808668859921,1.67,0.834002553384598,5.10172493354676,3.26949243343385,10.8783545410038,0,2.72956542047215,-0.001827877867774,0.04543414536327,1,0.010416666666667,Cash,1,0.01,0.01,2,0.25,0,0.125,354.166666666667,2572.40450030528
