Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2024-02-26,52614.664063,bt,574.8,0,0.04,0.04,0.04,FALSE,0.01295146271931116,0.01052947661934178,0.05052947661934179,0.10361170175448928,9.753623531649492,1.0033157475996803,-10.96440014858193,17.985373576023783,0.01689438363066031,0.2964138444382054,1.085305,0.05555555555555555,Index,1,0.005,0.001,75,0,0.00480901329162648,1,17.313574367582216,12.361136925530918,10.911454595220112,19.365079365079367,-0.35,0.1,1861.111111111111,2511.503623777741
2024-02-26,5589.45,ca,0,0,0,0,0,FALSE,0.3,0,0,0,17.67370428220037,2.669048496203465,4.46082958966419,20,0.02716617178151992,0.3494249149556373,0.85547,0,Future,1,0.3,1e-4,3.5,0,0.00179202927720631,1,18.429470708759396,13.894816434598372,20,19.365079365079367,0.032349,-0.092349,0,0
2024-02-26,6465.6,cc,1424.3,0,0.59,0.59,0.59,FALSE,0.2,-0.12368685282282744,0.46631314717717254,0.6167555196813952,15.121490843505107,-1.9815550229719772,2.3055306056522578,20,0.01043222744655736,0.4052212526303425,1.085305,0.05555555555555555,Future,1,0.2,0.01,4,0,0.00152671841325918,1,17.5410825852909,13.715814638422776,20,19.365079365079367,0.00737,-0.06737,1861.111111111111,1837.1308010430384
2024-02-26,77.171,cl,564.97,0,32.7,32.7,32.7,FALSE,10.771984323625588,-6.778834440795119,25.921165559204884,86.1758745890047,6.015875251125608,7.8046172772706734,3.5793790254528473,2.329168850139051,0.00730917547176357,0.2429820909759525,1.085305,0.05555555555555555,Future,1,8,0.01,0.025,0,0.00133325007149624,1,1.1707108171204117,2.6554309348162466,2.6679131453522427,1.269841269841269,0.004789,-0.064789,1861.111111111111,3063.7831844081084
2024-02-26,92.89,ct,183.81,0,991.58,991.58,991.58,FALSE,1004.0121517024074,398.18355646829366,1389.7635564682937,8032.0972136192595,3.460524740940148,-4.582641777977965,-8.406750952524142,11.10872935317125,0.00992094168443102,0.21657891500322415,1.085305,0.05555555555555555,Future,0.01,600,0.01,0.15,0,0.00745600383081391,1,10.970061556026796,6.926776137572378,13.894164912209758,5.238095238095238,-0.102829,0.042829,1861.111111111111,3437.2895645606222
2024-02-26,5089.58,es,503.6,0,1.025,1.025,1.025,FALSE,0.378798949608012,0.25911246788554876,1.284112467885549,3.030391596864096,8.474894592595698,-1.699269289978628,-12.646853383194587,18.472920793380872,1.0806976601607232e-4,0.10476914374295576,1.085305,0.05555555555555555,Index,1,0.1,0.001,0.5,0,9.376800252854456e-4,1,17.715250210383964,13.348667854548593,12.020421087606854,18.492063492063497,-0.083,0.023,1861.111111111111,7105.569615715199
2024-02-26,97.6615,g,0,0,0,0,0,FALSE,0.01,-0,-0,0,-5.327444951274133,-4.236915265122218,-0.4064467641105106,-4.781578920415813,-0.00432193412318593,0.10770168166008032,0.85547,0,Future,1,0.01,0.01,0.02,0,0.00190144654556283,1,-1.9420923728868933,-3.8701460586827903,-4.808897652356041,-5.317460317460318,-0.031751,-0.028249,0,0
2024-02-26,2027.08,gc,285.48,0,-1.73,-1.73,-1.73,FALSE,1.1278436601654744,0.9460631903100636,-0.7839368096899365,9.0227492813237955,-1.7376894453060083,2.732733514730643,-20,6.316713982226667,-0.0034472943357251,0.08834954441800105,1.085305,0.05555555555555555,Future,1,0.1,0.01,0.3,0,0.00167512049261441,1,3.917875742833229,2.956696744659667,2.6732042786594876,11.507936507936506,-0.064741,0.04222,1861.111111111111,8426.126578789299
2024-02-26,252.895,gf,0,0,0,0,0,FALSE,300,0,0,0,8.948191132462037,10.734940832012544,-20,16.56345109394311,-0.00372582495760021,0.14160082179700034,1.085305,0,Future,0.01,300,0.01,0.2,0,0.00558501030598187,1,16.325967425738938,9.601732819941828,16.982216099208976,12.301587301587302,-0.163532,0.103532,0,0
2024-02-26,132.581,gg,704.48,0,-72.75,-72.75,-72.75,FALSE,19.219286344624663,2.9308019921172814,-69.81919800788272,153.7542907569973,-9.081918646189749,-7.615093966934664,-3.081580409863708,-6.760887673187145,-0.00459040885535078,0.07303882101520584,1,0.05555555555555555,Future,1,1,0.01,0.028,0,0.00289149860229577,1,-3.9708023267749977,-4.741954968242237,-8.426709552114518,-5.396825396825397,-0.039003,-0.020997,1861.111111111111,10192.44881142673
