Date,Close,Symbol,Position,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-17,7268,ap,-0.06,0.042347711675558,-0.18,-0.055,-0.022517518165211,10.3104079941938,-6.63767276373747,3.68316571395284,-0.81452929686822,0.009098781031533,0.097722202206721,1.5908,0.007407407407407,Index,1,0.05,0.01,2,1,0,0.5,246.851851851852,1263.02849443396
2023-06-17,1039.76,aud,0,0,0,0,1.80164013858471,-3.17259812135072,2.55123572226673,14.7758857655922,6.86871235523516,0.001222182276518,0.067494351265593,1.5908,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.423611111111,1714.3924400462
2023-06-18,235.06,audhuf,-4600,3966.92189120785,-15841,-4600,-4990.09003403222,-15.3188325475509,-20,3.28115327169662,-10.2194219460764,2.34010191147e-4,0.085920395515237,372.869995,0.015873015873016,Cash,1,800,1,1,0.13,0,0.065,528.968253968254,3078.24615329227
2023-06-20,26639.355469,bt,0,0,0,-0.015,-0.017085778264099,-2.95215711160946,-8.20384146765762,-0.300281915132499,-4.51724921104276,0.011444743161157,0.402250581390406,1.094595,0.022222222222222,Cash,1,5,1,3,75,0,37.5,740.555555555555,920.515208450135
2023-06-17,2513.65,ca,2.3,-0.035289759729631,2.4,2.3,1.61934897114524,4.07886759358408,13.9471263207596,20,15.3814499197382,-0.006819334584087,0.149723100800472,0.85605,0.027777777777778,Future,1,0.3,0.1,1,3.5,0,1.75,925.694444444444,3091.35477256135
2023-06-17,1035.48,cad,3.2,0.035289759729631,3.1,3.2,1.49787120152841,-18.3915577651888,0.441977602306306,15.0926247347969,4.41888291855303,0.002949840381492,0.047710562458289,1.44724,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.423611111111,2425.28697197221
2023-06-17,3231.1,cc,0,0,0,0,0.673062762981229,-0.381797477607319,-2.96697044348225,20,6.47833503049815,-0.004107796680414,0.150920613646039,1.094595,0.027777777777778,Future,1,0.2,0.1,1,4,0,2,925.694444444444,3066.8257373228
2023-06-17,1152.45,chf,0,0,0,0,0.191397887889307,10.3681760610971,-9.99883867092224,12.195187308199,0.915473193928183,-0.001811885245949,0.046872043386692,0.976,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.423611111111,2468.67422870685
2023-06-18,4.567095,chfpln,-5000,-135.159779764488,-4617,-5000,-6987.23666270657,-1.92449216134184,-20,-16.4432759065681,-16.7697595787614,9.41561854739259e-5,0.061853097861729,4.45021,0.015873015873016,Cash,1,500,1,1,0.00294,0,0.00147,528.968253968254,4276.00453538113
2023-06-17,71.528,cl,0,0,0,-0.9,-4.67988580422857,7.59599778739334,-2.03156513722825,-10.4945760598516,-4.45401321381542,0.012549051882139,0.337055400022385,1.094595,0.013888888888889,Future,1,8,1,3,0.025,0,0.0125,462.847222222222,686.60407486645
2023-06-17,991.62,cnh,-41,7.41084954322257,-62,-41,-48.8969714393594,-11.5370133751636,0,-20,-9.15370133751636,9.9886500927e-4,0.034166943785361,7.8204,0.013888888888889,Cash,1,0.01,0.01,2,0.3,0,0.15,462.847222222222,6773.31904676429
2023-06-17,84.54,ct,0,0,0,190,582.10260114743,-10.6052489168192,15.2656639787586,-1.55491265776564,5.9503420345911,0.005884323911841,0.245036770441491,1.094595,0.011111111111111,Future,0.01,600,1,3,0.15,0,0.075,370.277777777778,755.555537870165
2023-06-17,4414.63,es,0.11,-0.010586927918889,0.14,0.11,0.126921839937372,-5.80151029567679,-8.67941507849997,20,3.08014143118234,-0.001600212194129,0.111401516260599,1.094595,0.011111111111111,Index,1,0.01,0.01,2,0.5,0,0.25,370.277777777778,1661.90636450404
2023-06-17,1008.665,eur,1.9,0,1.9,1.9,2.13409751575163,12.9125455221982,0,10.872271298272,5.64016307152862,7.78559406958e-4,0.030318528521574,1,0.006944444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,231.423611111111,3816.53764869287
2023-06-17,94.967,g,-15,8.1166447378152,-38,-15,-32.553410870149,-17.6842247434246,2.49083045698381,-20,-8.52300724585055,-0.003237983926821,0.109234652738859,0.85605,0.027777777777778,Future,1,0.01,0.01,3,0.02,0,0.01,925.694444444444,4237.18307896968
2023-06-17,1010.25,gbp,5.4,0.564636155674101,3.8,5.4,1.85800082076094,3.19131374359506,0.645460177466572,20,8.64186146309279,0.004195872780811,0.045604672492014,0.85605,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.423611111111,2537.27960826425
