"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","-0.054","-0.046","-0.045","-0.054","33.75%"
"Oct 30, 2022","-0.040","-0.040","-0.031","-0.045","-11.11%"
"Oct 23, 2022","-0.045","-0.005","0.001","-0.056","542.86%"
"Oct 16, 2022","-0.007","-0.050","-0.002","-0.056","-87.04%"
"Oct 09, 2022","-0.054","-0.059","-0.044","-0.060","-18.18%"
"Oct 02, 2022","-0.066","-0.046","-0.045","-0.075","37.50%"
"Sep 25, 2022","-0.048","-0.057","-0.034","-0.059","-21.31%"
"Sep 18, 2022","-0.061","-0.063","-0.049","-0.071","-8.96%"
"Sep 11, 2022","-0.067","-0.074","-0.060","-0.077","-9.46%"
"Sep 04, 2022","-0.074","-0.081","-0.070","-0.083","-2.63%"
"Aug 28, 2022","-0.076","-0.076","-0.067","-0.092","-10.59%"
"Aug 21, 2022","-0.085","-0.075","-0.073","-0.091","-4.49%"
"Aug 14, 2022","-0.089","-0.083","-0.081","-0.092","5.95%"
"Aug 07, 2022","-0.084","-0.091","-0.084","-0.104","-15.15%"
"Jul 31, 2022","-0.099","-0.084","-0.078","-0.099","17.86%"
"Jul 24, 2022","-0.084","-0.080","-0.067","-0.086","12.00%"
"Jul 17, 2022","-0.075","-0.059","-0.059","-0.080","19.05%"
"Jul 10, 2022","-0.063","-0.067","-0.056","-0.079","-8.70%"
"Jul 03, 2022","-0.069","-0.067","-0.058","-0.073","7.81%"
"Jun 26, 2022","-0.064","-0.075","-0.037","-0.076","-22.89%"
"Jun 19, 2022","-0.083","-0.066","-0.042","-0.092","16.90%"
"Jun 12, 2022","-0.071","-0.080","-0.019","-0.085","-11.25%"
"Jun 05, 2022","-0.080","-0.068","-0.064","-0.084","12.68%"
"May 29, 2022","-0.071","-0.064","-0.060","-0.076","2.90%"
"May 22, 2022","-0.069","-0.057","-0.057","-0.074","16.95%"
"May 15, 2022","-0.059","-0.055","-0.051","-0.059","7.27%"
"May 08, 2022","-0.055","-0.042","-0.041","-0.055","22.22%"
"May 01, 2022","-0.045","-0.054","-0.040","-0.054","-16.67%"
"Apr 24, 2022","-0.054","-0.052","-0.046","-0.060","0.00%"
"Apr 17, 2022","-0.054","-0.058","-0.035","-0.060","-15.63%"
"Apr 10, 2022","-0.064","-0.079","-0.056","-0.087","-20.00%"
"Apr 03, 2022","-0.080","-0.034","-0.032","-0.084","135.29%"
"Mar 27, 2022","-0.034","-0.021","-0.018","-0.044","36.00%"
"Mar 20, 2022","-0.025","-0.022","-0.016","-0.029","4.17%"
"Mar 13, 2022","-0.024","-0.029","-0.020","-0.031","-31.43%"
"Mar 06, 2022","-0.035","-0.047","-0.026","-0.054","-12.50%"
"Feb 27, 2022","-0.040","-0.024","-0.020","-0.049","53.85%"
"Feb 20, 2022","-0.026","-0.016","-0.015","-0.030","85.71%"
"Feb 13, 2022","-0.014","-0.036","-0.009","-0.037","-60.00%"
"Feb 06, 2022","-0.035","-0.043","-0.034","-0.045","-22.22%"
"Jan 30, 2022","-0.045","-0.051","-0.044","-0.053","-16.67%"
"Jan 23, 2022","-0.054","-0.070","-0.050","-0.070","-22.86%"
"Jan 16, 2022","-0.070","-0.071","-0.066","-0.079","0.00%"
"Jan 09, 2022","-0.070","-0.076","-0.068","-0.080","-12.50%"
"Jan 02, 2022","-0.080","-0.089","-0.077","-0.090","-10.11%"
"Dec 26, 2021","-0.089","-0.092","-0.088","-0.095","-3.26%"
"Dec 19, 2021","-0.092","-0.109","-0.092","-0.112","-14.02%"
"Dec 12, 2021","-0.107","-0.106","-0.105","-0.112","1.90%"
"Dec 05, 2021","-0.105","-0.118","-0.103","-0.119","-8.70%"
"Nov 28, 2021","-0.115","-0.127","-0.105","-0.129","-10.85%"
"Nov 21, 2021","-0.129","-0.129","-0.122","-0.130","4.03%"
"Nov 14, 2021","-0.124","-0.118","-0.115","-0.125","7.83%"
"Nov 07, 2021","-0.115","-0.110","-0.109","-0.119","4.55%"
"Oct 31, 2021","-0.110","-0.100","-0.095","-0.110","8.91%"
"Oct 24, 2021","-0.101","-0.111","-0.098","-0.112","-9.01%"
"Oct 17, 2021","-0.111","-0.115","-0.110","-0.117","-6.72%"
"Oct 10, 2021","-0.119","-0.116","-0.114","-0.120","0.00%"
"Oct 03, 2021","-0.119","-0.120","-0.114","-0.124","0.00%"
"Sep 26, 2021","-0.119","-0.124","-0.115","-0.130","-7.75%"
"Sep 19, 2021","-0.129","-0.128","-0.124","-0.130","3.20%"
"Sep 12, 2021","-0.125","-0.124","-0.122","-0.130","0.00%"
"Sep 05, 2021","-0.125","-0.123","-0.120","-0.129","0.81%"
"Aug 29, 2021","-0.124","-0.132","-0.124","-0.134","-3.88%"
"Aug 22, 2021","-0.129","-0.139","-0.129","-0.140","-7.19%"
"Aug 15, 2021","-0.139","-0.136","-0.133","-0.144","3.73%"
"Aug 08, 2021","-0.134","-0.131","-0.128","-0.134","0.00%"
"Aug 01, 2021","-0.134","-0.125","-0.120","-0.134","8.06%"
"Jul 25, 2021","-0.124","-0.128","-0.124","-0.130","-3.88%"
"Jul 18, 2021","-0.129","-0.128","-0.125","-0.134","3.20%"
"Jul 11, 2021","-0.125","-0.116","-0.114","-0.129","8.70%"
"Jul 04, 2021","-0.115","-0.117","-0.109","-0.118","0.88%"
"Jun 27, 2021","-0.114","-0.113","-0.109","-0.117","0.00%"
"Jun 20, 2021","-0.114","-0.119","-0.109","-0.120","-3.39%"
"Jun 13, 2021","-0.118","-0.123","-0.117","-0.123","-4.07%"
"Jun 06, 2021","-0.123","-0.123","-0.118","-0.125","0.00%"
"May 30, 2021","-0.123","-0.131","-0.119","-0.131","-3.91%"
"May 23, 2021","-0.128","-0.127","-0.124","-0.133","4.07%"
"May 16, 2021","-0.123","-0.125","-0.122","-0.127","-3.91%"
"May 09, 2021","-0.128","-0.127","-0.123","-0.128","0.00%"
"May 02, 2021","-0.128","-0.126","-0.123","-0.128","3.23%"
"Apr 25, 2021","-0.124","-0.129","-0.121","-0.130","-3.13%"
"Apr 18, 2021","-0.128","-0.128","-0.123","-0.132","0.00%"
"Apr 11, 2021","-0.128","-0.125","-0.122","-0.133","4.92%"
"Apr 04, 2021","-0.122","-0.115","-0.114","-0.127","3.39%"
"Mar 28, 2021","-0.118","-0.129","-0.111","-0.141","-10.61%"
"Mar 21, 2021","-0.132","-0.138","-0.126","-0.146","-3.65%"
"Mar 14, 2021","-0.137","-0.126","-0.125","-0.146","7.87%"
"Mar 07, 2021","-0.127","-0.127","-0.110","-0.127","-0.78%"
"Feb 28, 2021","-0.128","-0.119","-0.106","-0.134","14.29%"
"Feb 21, 2021","-0.112","-0.108","-0.085","-0.113","-4.27%"
"Feb 14, 2021","-0.117","-0.127","-0.112","-0.127","-8.59%"
"Feb 07, 2021","-0.128","-0.126","-0.117","-0.129","-1.54%"
"Jan 31, 2021","-0.130","-0.120","-0.114","-0.130","4.00%"
"Jan 24, 2021","-0.125","-0.135","-0.121","-0.138","-6.02%"
"Jan 17, 2021","-0.133","-0.117","-0.116","-0.137","9.02%"
