"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","3.272","3.377","3.474","3.272","-2.98%"
"Oct 30, 2022","3.372","3.221","3.447","3.177","4.57%"
"Oct 23, 2022","3.224","3.207","3.250","3.115","0.56%"
"Oct 16, 2022","3.207","3.063","3.234","2.993","5.56%"
"Oct 09, 2022","3.037","3.158","3.175","2.967","0.45%"
"Oct 02, 2022","3.024","3.035","3.132","2.961","-0.36%"
"Sep 25, 2022","3.035","3.069","3.155","2.964","2.72%"
"Sep 18, 2022","2.954","2.970","3.012","2.798","-0.51%"
"Sep 11, 2022","2.970","2.809","3.053","2.723","5.69%"
"Sep 04, 2022","2.809","2.641","2.896","2.543","6.38%"
"Aug 28, 2022","2.641","2.540","2.670","2.489","3.96%"
"Aug 21, 2022","2.540","2.230","2.621","2.196","13.92%"
"Aug 14, 2022","2.230","1.959","2.342","1.824","13.83%"
"Aug 07, 2022","1.959","2.006","2.105","1.867","-2.32%"
"Jul 31, 2022","2.006","2.024","2.105","1.880","-1.21%"
"Jul 24, 2022","2.030","2.128","2.195","2.009","-4.61%"
"Jul 17, 2022","2.128","2.062","2.172","2.003","3.20%"
"Jul 10, 2022","2.062","1.951","2.089","1.918","5.69%"
"Jul 03, 2022","1.951","1.958","2.111","1.823","-0.33%"
"Jun 26, 2022","1.957","2.072","2.130","1.921","-5.53%"
"Jun 19, 2022","2.072","2.574","2.574","2.058","-19.50%"
"Jun 12, 2022","2.574","2.079","2.657","2.079","23.78%"
"Jun 05, 2022","2.079","1.859","2.079","1.834","12.01%"
"May 29, 2022","1.857","1.698","1.923","1.628","9.33%"
"May 22, 2022","1.698","1.579","1.760","1.504","7.57%"
"May 15, 2022","1.579","1.573","1.646","1.477","0.35%"
"May 08, 2022","1.573","1.574","1.676","1.512","3.05%"
"May 01, 2022","1.526","1.457","1.542","1.388","4.73%"
"Apr 24, 2022","1.457","1.452","1.535","1.406","2.35%"
"Apr 17, 2022","1.424","1.494","1.554","1.370","-4.69%"
"Apr 10, 2022","1.494","1.464","1.609","1.451","2.01%"
"Apr 03, 2022","1.464","1.370","1.479","1.309","6.86%"
"Mar 27, 2022","1.370","1.340","1.650","1.340","2.28%"
"Mar 20, 2022","1.340","1.135","1.345","1.021","24.07%"
"Mar 13, 2022","1.080","0.957","1.092","0.938","12.85%"
"Mar 06, 2022","0.957","0.817","0.962","0.768","17.21%"
"Feb 27, 2022","0.817","0.895","0.930","0.766","-8.72%"
"Feb 20, 2022","0.895","0.577","0.900","0.539","55.84%"
"Feb 13, 2022","0.574","0.528","0.616","0.458","8.71%"
"Feb 06, 2022","0.528","0.438","0.549","0.400","20.41%"
"Jan 30, 2022","0.438","0.200","0.438","0.113","118.70%"
"Jan 23, 2022","0.200","0.182","0.311","0.102","16.91%"
"Jan 16, 2022","0.171","0.081","0.206","0.068","111.73%"
"Jan 09, 2022","0.081","0.052","0.119","0.020","40.87%"
"Jan 02, 2022","0.058","0.051","0.096","0.013","51.32%"
"Dec 26, 2021","0.038","0.047","0.120","0.013","-19.15%"
"Dec 19, 2021","0.047","0.034","0.094","0.013","38.24%"
"Dec 12, 2021","0.034","0.055","0.124","0.015","-38.18%"
"Dec 05, 2021","0.055","0.054","0.103","0.013","30.95%"
"Nov 28, 2021","0.042","0.069","0.099","0.021","-39.13%"
"Nov 21, 2021","0.069","0.074","0.148","0.048","-22.47%"
"Nov 14, 2021","0.089","0.223","0.271","0.062","-62.92%"
"Nov 07, 2021","0.240","0.222","0.326","0.177","7.87%"
