"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","4.288","4.088","4.315","4.067","0.66%"
"Oct 30, 2022","4.260","3.993","4.287","3.993","3.20%"
"Oct 23, 2022","4.128","4.030","4.211","3.938","-1.97%"
"Oct 16, 2022","4.211","3.953","4.267","3.860","2.68%"
"Oct 09, 2022","4.101","3.842","4.137","3.821","1.96%"
"Oct 02, 2022","4.022","3.928","4.079","3.916","-0.57%"
"Sep 25, 2022","4.045","3.644","4.174","3.626","9.19%"
"Sep 18, 2022","3.704","3.388","3.734","3.388","5.51%"
"Sep 11, 2022","3.511","3.380","3.566","3.306","1.27%"
"Sep 04, 2022","3.467","3.228","3.525","3.228","5.27%"
"Aug 28, 2022","3.293","3.007","3.338","3.007","4.52%"
"Aug 21, 2022","3.151","2.891","3.207","2.825","6.85%"
"Aug 14, 2022","2.949","2.641","3.002","2.582","8.42%"
"Aug 07, 2022","2.720","2.736","2.856","2.528","0.18%"
"Jul 31, 2022","2.715","2.883","2.910","2.477","-5.57%"
"Jul 24, 2022","2.875","2.974","3.058","2.863","-12.59%"
"Jul 17, 2022","3.289","3.233","3.289","3.203","1.42%"
"Jul 10, 2022","3.243","3.209","3.243","3.181","-1.13%"
"Jul 03, 2022","3.280","3.253","3.313","3.174","-0.70%"
"Jun 26, 2022","3.303","3.190","3.432","3.190","0.52%"
"Jun 19, 2022","3.286","3.402","3.498","3.233","-4.95%"
"Jun 12, 2022","3.457","3.208","3.599","3.143","8.00%"
"Jun 05, 2022","3.201","2.849","3.201","2.474","24.99%"
"May 29, 2022","2.561","2.509","2.820","2.461","-0.77%"
"May 22, 2022","2.581","2.512","2.591","2.441","0.55%"
"May 15, 2022","2.567","2.401","2.570","2.358","4.78%"
"May 08, 2022","2.450","2.522","2.540","2.267","-2.84%"
"May 01, 2022","2.522","2.372","2.553","2.339","5.99%"
"Apr 24, 2022","2.379","2.276","2.379","2.075","4.53%"
"Apr 17, 2022","2.276","2.121","2.277","2.081","6.31%"
"Apr 10, 2022","2.141","1.990","2.168","1.969","5.52%"
"Apr 03, 2022","2.029","1.860","2.046","1.811","8.04%"
"Mar 27, 2022","1.878","1.832","1.956","1.788","0.37%"
"Mar 20, 2022","1.871","1.691","1.874","1.683","4.82%"
"Mar 13, 2022","1.785","1.650","1.802","1.626","5.75%"
"Mar 06, 2022","1.688","1.441","1.729","1.395","12.38%"
"Feb 27, 2022","1.502","1.604","1.604","1.309","-7.00%"
"Feb 20, 2022","1.615","1.553","1.642","1.515","-0.37%"
"Feb 13, 2022","1.621","1.424","1.623","1.373","8.72%"
"Feb 06, 2022","1.491","1.181","1.496","1.181","18.33%"
"Jan 30, 2022","1.260","0.904","1.260","0.901","40.31%"
"Jan 23, 2022","0.898","0.789","0.933","0.731","7.42%"
"Jan 16, 2022","0.836","0.800","0.858","0.767","-2.22%"
"Jan 09, 2022","0.855","0.643","0.855","0.619","23.73%"
"Jan 02, 2022","0.691","0.661","0.725","0.582","0.14%"
"Dec 26, 2021","0.690","0.674","0.700","0.488","-7.38%"
"Dec 19, 2021","0.745","0.594","0.748","0.552","14.44%"
"Dec 12, 2021","0.651","0.607","0.651","0.552","2.52%"
"Dec 05, 2021","0.635","0.569","0.658","0.552","9.86%"
"Nov 28, 2021","0.578","0.594","0.635","0.564","-10.39%"
"Nov 21, 2021","0.645","0.483","0.679","0.483","24.76%"
"Nov 14, 2021","0.517","0.498","0.592","0.460","-7.35%"
"Nov 07, 2021","0.558","0.407","0.562","0.394","24.55%"
"Oct 31, 2021","0.448","0.503","0.525","0.364","-11.64%"
"Oct 24, 2021","0.507","0.405","0.526","0.368","9.74%"
"Oct 17, 2021","0.462","0.354","0.474","0.328","13.79%"
"Oct 10, 2021","0.406","0.339","0.413","0.313","7.98%"
"Oct 03, 2021","0.376","0.289","0.387","0.280","9.62%"
"Sep 26, 2021","0.343","0.262","0.351","0.257","18.69%"
"Sep 19, 2021","0.289","0.235","0.309","0.162","14.68%"
"Sep 12, 2021","0.252","0.186","0.281","0.170","13.51%"
"Sep 05, 2021","0.222","0.191","0.237","0.160","2.30%"
"Aug 29, 2021","0.217","0.159","0.235","0.101","16.67%"
"Aug 22, 2021","0.186","0.114","0.197","0.088","72.22%"
"Aug 15, 2021","0.108","0.095","0.147","0.075","-6.90%"
"Aug 08, 2021","0.116","0.090","0.147","0.072","-19.44%"
"Aug 01, 2021","0.144","0.142","0.168","0.058","-5.88%"
"Jul 25, 2021","0.153","0.148","0.182","0.106","-11.56%"
"Jul 18, 2021","0.173","0.225","0.225","0.138","-32.42%"
"Jul 11, 2021","0.256","0.262","0.280","0.200","-20.25%"
"Jul 04, 2021","0.321","0.310","0.339","0.248","-5.59%"
"Jun 27, 2021","0.340","0.340","0.393","0.303","-20.00%"
"Jun 20, 2021","0.425","0.327","0.428","0.314","7.05%"
"Jun 13, 2021","0.397","0.303","0.401","0.294","20.30%"
"Jun 06, 2021","0.330","0.391","0.421","0.296","-22.17%"
"May 30, 2021","0.424","0.458","0.481","0.386","-6.40%"
"May 23, 2021","0.453","0.582","0.587","0.417","-26.70%"
"May 16, 2021","0.618","0.578","0.640","0.566","2.32%"
"May 09, 2021","0.604","0.474","0.621","0.470","21.04%"
"May 02, 2021","0.499","0.458","0.517","0.447","8.83%"
"Apr 25, 2021","0.458","0.406","0.465","0.404","5.16%"
"Apr 18, 2021","0.436","0.400","0.448","0.389","0.93%"
"Apr 11, 2021","0.432","0.371","0.439","0.352","7.20%"
"Apr 04, 2021","0.403","0.324","0.442","0.323","6.33%"
"Mar 28, 2021","0.379","0.359","0.393","0.321","6.46%"
"Mar 21, 2021","0.356","0.361","0.368","0.296","-10.78%"
"Mar 14, 2021","0.399","0.356","0.426","0.331","3.91%"
"Mar 07, 2021","0.384","0.398","0.437","0.343","-10.70%"
