"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","3.199","2.999","3.199","2.999","6.67%"
"Oct 30, 2022","2.999","3.099","3.099","2.999","-3.23%"
"Oct 23, 2022","3.099","3.098","3.099","3.098","0.00%"
"Oct 16, 2022","3.099","3.199","3.200","3.099","-3.14%"
"Oct 09, 2022","3.200","3.199","3.200","3.199","0.02%"
"Oct 02, 2022","3.199","2.716","3.199","2.716","17.78%"
"Sep 25, 2022","2.716","2.505","2.716","2.505","8.42%"
"Sep 18, 2022","2.505","2.375","2.506","2.375","5.45%"
"Sep 11, 2022","2.375","2.366","2.375","2.366","0.40%"
"Sep 04, 2022","2.366","2.366","2.366","2.366","0.00%"
"Aug 28, 2022","2.366","2.356","2.366","2.356","0.40%"
"Aug 21, 2022","2.356","2.355","2.368","2.355","0.04%"
"Aug 14, 2022","2.355","2.386","2.386","2.355","-1.30%"
"Aug 07, 2022","2.386","2.397","2.397","2.384","-0.44%"
"Jul 31, 2022","2.397","2.424","2.456","2.397","-1.13%"
"Jul 24, 2022","2.424","2.366","2.437","2.366","2.49%"
"Jul 17, 2022","2.365","2.461","2.461","2.365","-3.88%"
"Jul 10, 2022","2.461","2.382","2.461","2.382","3.34%"
"Jul 03, 2022","2.382","2.380","2.471","2.380","0.06%"
"Jun 26, 2022","2.380","2.394","2.394","2.342","-0.56%"
"Jun 19, 2022","2.394","2.386","2.394","2.382","0.31%"
"Jun 12, 2022","2.386","2.376","2.386","2.374","0.42%"
"Jun 05, 2022","2.376","2.377","2.377","2.370","-0.04%"
"May 29, 2022","2.377","2.367","2.378","2.367","0.42%"
"May 22, 2022","2.367","2.374","2.376","2.360","-0.27%"
"May 15, 2022","2.374","2.348","2.378","2.332","1.11%"
"May 08, 2022","2.348","2.441","2.577","2.348","-3.83%"
"May 01, 2022","2.441","2.441","2.441","2.441","0.00%"
"Apr 24, 2022","2.441","2.345","2.441","2.345","4.05%"
"Apr 17, 2022","2.345","2.359","2.359","2.345","-0.57%"
"Apr 10, 2022","2.359","2.339","2.359","2.309","0.83%"
"Apr 03, 2022","2.339","2.341","2.341","2.339","-0.06%"
"Mar 27, 2022","2.341","2.330","2.341","2.316","0.47%"
"Mar 20, 2022","2.330","2.416","2.416","2.327","-3.54%"
"Mar 13, 2022","2.415","2.261","2.415","2.261","6.83%"
"Mar 06, 2022","2.261","2.264","2.264","2.246","-0.13%"
"Feb 27, 2022","2.264","2.252","2.266","2.252","0.53%"
"Feb 20, 2022","2.252","2.272","2.272","2.252","-0.88%"
"Feb 13, 2022","2.272","2.240","2.272","2.202","1.43%"
"Feb 06, 2022","2.240","2.295","2.295","2.240","-2.40%"
"Jan 30, 2022","2.295","2.205","2.295","2.205","4.08%"
"Jan 23, 2022","2.205","2.180","2.205","2.180","-97.95%"
"Jan 16, 2022","107.771","2.180","2.180","2.180","4,866.41%"
"Jan 09, 2022","2.170","2.186","2.198","2.170","-0.73%"
"Jan 02, 2022","2.186","2.206","2.207","2.186","-0.91%"
"Dec 26, 2021","2.206","2.194","2.206","2.194","0.55%"
"Dec 19, 2021","2.194","2.186","2.194","2.186","0.37%"
"Dec 12, 2021","2.186","2.142","2.186","2.142","2.05%"
"Dec 05, 2021","2.142","2.142","2.142","2.142","0.00%"
"Nov 28, 2021","2.142","2.142","2.142","2.142","0.00%"
"Nov 21, 2021","2.142","2.142","2.142","2.142","0.00%"
"Nov 14, 2021","2.142","2.197","2.197","2.142","-2.53%"
"Nov 07, 2021","2.197","2.269","2.269","2.197","-3.15%"
"Oct 31, 2021","2.269","2.269","2.269","2.269","0.00%"
"Oct 24, 2021","2.269","2.269","2.269","2.269","0.00%"
"Oct 17, 2021","2.269","2.268","2.269","2.268","0.04%"
"Oct 10, 2021","2.268","2.268","2.268","2.268","0.00%"
"Oct 03, 2021","2.268","2.268","2.268","2.268","0.00%"
"Sep 26, 2021","2.268","2.268","2.268","2.268","0.00%"
