"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","3.2180","3.0625","3.3065","3.0020","5.27%"
"Oct 30, 2022","3.0570","3.2140","3.4240","2.8980","-5.27%"
"Oct 23, 2022","3.2270","3.6050","3.6070","3.0840","-12.55%"
"Oct 16, 2022","3.6900","3.9470","3.9470","3.4080","-4.82%"
"Oct 09, 2022","3.8770","4.1750","4.4990","3.5470","-4.60%"
"Oct 02, 2022","4.0640","4.3800","4.3800","3.7510","-5.51%"
"Sep 25, 2022","4.3010","4.1490","4.7610","4.0660","9.94%"
"Sep 18, 2022","3.9120","3.1680","4.0050","3.1680","26.36%"
"Sep 11, 2022","3.0960","3.0670","3.1620","2.9790","2.25%"
"Sep 04, 2022","3.0280","3.1780","3.2720","2.9200","-2.73%"
"Aug 28, 2022","3.1130","2.9190","3.1690","2.8940","11.78%"
"Aug 21, 2022","2.7850","2.5200","2.9590","2.4790","9.86%"
"Aug 14, 2022","2.5350","2.0400","2.6040","2.0080","22.46%"
"Aug 07, 2022","2.0700","1.8940","2.0830","1.8380","5.34%"
"Jul 31, 2022","1.9650","1.7260","2.0150","1.5690","14.64%"
"Jul 24, 2022","1.7140","1.8340","1.9420","1.6800","-6.90%"
"Jul 17, 2022","1.8410","1.9380","2.1680","1.8290","-3.91%"
"Jul 10, 2022","1.9160","1.8980","1.9890","1.7100","-0.21%"
"Jul 03, 2022","1.9200","1.7120","1.9380","1.6430","13.68%"
"Jun 26, 2022","1.6890","1.9380","2.1640","1.5870","-12.62%"
"Jun 19, 2022","1.9330","2.2100","2.3510","1.8760","-12.10%"
"Jun 12, 2022","2.1990","2.0730","2.2740","1.8960","6.64%"
"Jun 05, 2022","2.0620","1.7300","2.0660","1.7180","23.62%"
"May 29, 2022","1.6680","1.4690","1.6840","1.4600","16.72%"
"May 22, 2022","1.4290","1.5250","1.5890","1.3670","-5.11%"
"May 15, 2022","1.5060","1.2360","1.5620","1.2260","21.06%"
"May 08, 2022","1.2440","1.5000","1.5420","1.1860","-17.78%"
"May 01, 2022","1.5130","1.5350","1.7070","1.4180","-5.91%"
"Apr 24, 2022","1.6080","1.6580","1.6760","1.4860","-6.46%"
"Apr 17, 2022","1.7190","1.5940","1.7880","1.5230","9.56%"
"Apr 10, 2022","1.5690","1.5230","1.6350","1.4700","4.95%"
"Apr 03, 2022","1.4950","1.3670","1.5520","1.3420","8.18%"
"Mar 27, 2022","1.3820","1.4220","1.5150","1.3330","-2.06%"
"Mar 20, 2022","1.4110","1.2430","1.4200","1.2150","16.80%"
"Mar 13, 2022","1.2080","1.3670","1.4720","1.1990","-8.97%"
"Mar 06, 2022","1.3270","1.0300","1.4310","1.0300","25.19%"
"Feb 27, 2022","1.0600","1.1510","1.1950","0.7840","-12.03%"
"Feb 20, 2022","1.2050","1.2910","1.3640","1.1820","-5.12%"
"Feb 13, 2022","1.2700","1.3950","1.5650","1.2640","-10.63%"
"Feb 06, 2022","1.4210","1.2730","1.4330","1.2530","12.24%"
"Jan 30, 2022","1.2660","1.0150","1.2780","0.9660","30.79%"
"Jan 23, 2022","0.9680","0.8960","1.0100","0.8430","10.38%"
"Jan 16, 2022","0.8770","0.8010","0.9580","0.7950","10.04%"
"Jan 09, 2022","0.7970","0.8530","0.8620","0.7590","-4.55%"
"Jan 02, 2022","0.8350","0.6870","0.8360","0.6460","22.97%"
"Dec 26, 2021","0.6790","0.6750","0.7270","0.6460","0.74%"
"Dec 19, 2021","0.6740","0.4990","0.7050","0.4710","29.62%"
"Dec 12, 2021","0.5200","0.4370","0.5850","0.3940","22.64%"
"Dec 05, 2021","0.4240","0.4890","0.5160","0.3940","-10.74%"
"Nov 28, 2021","0.4750","0.4850","0.6030","0.4330","3.04%"
"Nov 21, 2021","0.4610","0.5120","0.6290","0.4400","-5.53%"
"Nov 14, 2021","0.4880","0.4920","0.6330","0.4660","-7.05%"
"Nov 07, 2021","0.5250","0.4100","0.6020","0.3980","26.81%"
"Oct 31, 2021","0.4140","0.7310","0.7600","0.3930","-41.69%"
"Oct 24, 2021","0.7100","0.6800","0.8430","0.5330","5.34%"
"Oct 17, 2021","0.6740","0.5980","0.7510","0.5980","15.02%"
"Oct 10, 2021","0.5860","0.5880","0.6180","0.5120","9.94%"
"Oct 03, 2021","0.5330","0.3980","0.5430","0.3840","33.25%"
"Sep 26, 2021","0.4000","0.3920","0.4770","0.3800","4.44%"
"Sep 19, 2021","0.3830","0.2940","0.4370","0.2550","30.72%"
"Sep 12, 2021","0.2930","0.2500","0.3100","0.2190","22.08%"
"Sep 05, 2021","0.2400","0.1980","0.2520","0.1770","20.60%"
"Aug 29, 2021","0.1990","0.1170","0.2370","0.0580","60.48%"
"Aug 22, 2021","0.1240","0.1080","0.1730","0.1080","25.25%"
"Aug 15, 2021","0.0990","0.1280","0.1660","0.0670","-27.21%"
"Aug 08, 2021","0.1360","0.1430","0.1760","0.1160","-4.90%"
"Aug 01, 2021","0.1430","0.0710","0.1620","0.0280","134.43%"
"Jul 25, 2021","0.0610","0.0610","0.1140","0.0500","-23.75%"
"Jul 18, 2021","0.0800","0.1060","0.1290","0.0350","-32.77%"
"Jul 11, 2021","0.1190","0.0970","0.1610","0.0710","32.22%"
"Jul 04, 2021","0.0900","0.0620","0.1240","0.0260","47.54%"
"Jun 27, 2021","0.0610","0.0930","0.0950","0.0440","-29.89%"
"Jun 20, 2021","0.0870","0.1080","0.1600","0.0410","-31.50%"
"Jun 13, 2021","0.1270","0.0520","0.1510","0.0490","111.67%"
"Jun 06, 2021","0.0600","0.0730","0.1030","0.0340","-10.45%"
"May 30, 2021","0.0670","0.0750","0.1000","0.0120","1.52%"
"May 23, 2021","0.0660","0.0410","0.0820","0.0110","34.69%"
"May 16, 2021","0.0490","0.0730","0.1110","0.0400","-40.96%"
"May 09, 2021","0.0830","0.0610","0.1260","0.0350","112.82%"
"May 02, 2021","0.0390","0.0790","0.0960","-0.0020","-53.57%"
"Apr 25, 2021","0.0840","0.0610","0.1120","0.0420","86.67%"
"Apr 18, 2021","0.0450","0.0380","0.0630","0.0190","-4.26%"
"Apr 11, 2021","0.0470","0.0530","0.0750","0.0260","-9.62%"
"Apr 04, 2021","0.0520","0.1090","0.1090","0.0380","-32.47%"
"Mar 28, 2021","0.0770","0.0490","0.1220","0.0410","22.22%"
"Mar 21, 2021","0.0630","0.0660","0.1520","-0.0010","-34.37%"
