"Date","Price","Open","High","Low","Change %"
"Jun 12, 2022","10.179","10.179","10.179","10.179","2.29%"
"Jun 05, 2022","9.951","9.951","9.951","9.951","6.89%"
"May 29, 2022","9.310","9.310","9.310","9.310","-4.22%"
"May 22, 2022","9.720","9.720","9.720","9.720","-0.31%"
"May 15, 2022","9.750","9.750","9.750","9.750","0.79%"
"May 08, 2022","9.674","9.674","9.674","9.674","2.91%"
"May 01, 2022","9.400","9.400","9.400","9.400","4.32%"
"Apr 24, 2022","9.011","9.011","9.011","9.011","4.66%"
"Apr 17, 2022","8.610","8.610","8.610","8.610","0.00%"
"Apr 10, 2022","8.610","8.680","8.691","8.476","1.21%"
"Apr 03, 2022","8.507","8.300","8.507","8.000","2.49%"
"Mar 27, 2022","8.300","9.430","9.430","8.250","-10.94%"
"Mar 20, 2022","9.320","8.660","9.335","8.660","7.62%"
"Mar 13, 2022","8.660","8.681","8.840","8.660","-0.24%"
"Mar 06, 2022","8.681","8.320","8.807","8.320","4.34%"
"Feb 27, 2022","8.320","8.400","8.500","8.124","-1.08%"
"Feb 20, 2022","8.411","8.077","8.437","8.070","4.14%"
"Feb 13, 2022","8.077","4.205","8.220","4.205","92.08%"
"Feb 06, 2022","4.205","4.003","4.503","4.003","5.05%"
"Jan 30, 2022","4.003","4.003","4.003","3.971","0.00%"
"Jan 23, 2022","4.003","3.956","4.062","3.900","1.19%"
"Jan 16, 2022","3.956","4.003","4.003","3.939","6.60%"
"Jan 09, 2022","3.711","3.610","3.743","3.610","2.80%"
"Jan 02, 2022","3.610","3.254","3.610","3.252","10.94%"
"Dec 26, 2021","3.254","3.350","3.350","3.254","-2.87%"
"Dec 19, 2021","3.350","3.261","3.500","3.261","2.73%"
"Dec 12, 2021","3.261","3.264","3.410","3.232","-0.09%"
"Dec 05, 2021","3.264","3.013","3.287","3.013","8.33%"
"Nov 28, 2021","3.013","2.536","3.052","2.536","18.81%"
"Nov 21, 2021","2.536","2.953","2.960","2.483","-14.12%"
"Nov 14, 2021","2.953","3.202","3.401","2.953","-7.78%"
"Nov 07, 2021","3.202","3.004","3.202","2.981","-1.02%"
"Oct 31, 2021","3.235","3.409","3.451","3.221","-5.10%"
"Oct 24, 2021","3.409","3.109","3.409","3.109","13.56%"
"Oct 17, 2021","3.002","2.902","3.150","2.902","3.45%"
"Oct 10, 2021","2.902","2.777","2.963","2.742","4.50%"
"Oct 03, 2021","2.777","2.592","2.777","2.592","7.14%"
"Sep 26, 2021","2.592","2.216","2.592","2.216","17.82%"
"Sep 19, 2021","2.200","2.011","2.200","1.976","9.40%"
"Sep 12, 2021","2.011","2.005","2.179","1.951","0.50%"
"Sep 05, 2021","2.001","1.988","2.251","1.988","0.65%"
"Aug 29, 2021","1.988","2.001","2.201","1.984","-0.65%"
"Aug 22, 2021","2.001","2.120","2.120","1.790","-6.97%"
"Aug 15, 2021","2.151","2.049","2.259","2.049","4.98%"
"Aug 08, 2021","2.049","2.186","2.231","2.003","-6.27%"
"Aug 01, 2021","2.186","2.339","2.339","2.140","-6.54%"
"Jul 25, 2021","2.339","2.687","2.687","2.200","-12.95%"
"Jul 18, 2021","2.687","2.678","2.739","2.602","0.34%"
"Jul 11, 2021","2.678","2.671","2.703","2.651","-2.41%"
"Jul 04, 2021","2.744","2.857","2.857","2.741","-3.96%"
"Jun 27, 2021","2.857","2.876","2.939","2.820","3.85%"
"Jun 20, 2021","2.751","2.524","2.950","2.524","8.99%"
"Jun 13, 2021","2.524","2.591","2.621","2.469","-2.70%"
