"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","4.633","4.668","4.793","4.633","-0.12%"
"Oct 30, 2022","4.638","4.365","4.748","4.293","6.18%"
"Oct 23, 2022","4.368","4.663","4.663","4.285","-6.33%"
"Oct 16, 2022","4.663","4.385","4.845","4.385","6.34%"
"Oct 09, 2022","4.385","4.178","4.455","4.170","4.95%"
"Oct 02, 2022","4.178","4.200","4.200","3.915","-1.00%"
"Sep 25, 2022","4.220","4.148","4.303","4.128","1.74%"
"Sep 18, 2022","4.148","4.030","4.198","3.955","2.93%"
"Sep 11, 2022","4.030","3.800","4.030","3.758","6.05%"
"Sep 04, 2022","3.800","3.888","3.960","3.795","-2.26%"
"Aug 28, 2022","3.888","3.738","3.978","3.738","4.15%"
"Aug 21, 2022","3.733","3.558","3.815","3.558","4.92%"
"Aug 14, 2022","3.558","3.515","3.560","3.465","1.22%"
"Aug 07, 2022","3.515","3.340","3.525","3.323","5.24%"
"Jul 31, 2022","3.340","3.285","3.353","3.215","1.67%"
"Jul 24, 2022","3.285","3.610","3.610","3.285","-9.88%"
"Jul 17, 2022","3.645","3.600","3.755","3.600","1.25%"
"Jul 10, 2022","3.600","3.380","3.620","3.375","6.51%"
"Jul 03, 2022","3.380","3.353","3.385","3.225","0.81%"
"Jun 26, 2022","3.353","3.638","3.638","3.353","-7.83%"
"Jun 19, 2022","3.638","3.888","3.918","3.560","-6.43%"
"Jun 12, 2022","3.888","3.495","3.943","3.600","11.24%"
"Jun 05, 2022","3.495","3.365","3.533","3.365","3.86%"
"May 29, 2022","3.365","3.340","3.435","3.338","0.75%"
"May 22, 2022","3.340","3.130","3.340","3.085","6.71%"
"May 15, 2022","3.130","3.180","3.253","3.090","-1.57%"
"May 08, 2022","3.180","3.450","3.500","3.160","-7.83%"
"May 01, 2022","3.450","3.383","3.523","3.383","3.20%"
"Apr 24, 2022","3.343","3.255","3.463","3.210","2.70%"
"Apr 17, 2022","3.255","3.108","3.255","3.108","4.73%"
"Apr 10, 2022","3.108","3.200","3.295","3.100","-2.88%"
"Apr 03, 2022","3.200","3.000","3.220","2.983","6.67%"
"Mar 27, 2022","3.000","2.843","3.010","2.843","5.52%"
"Mar 20, 2022","2.843","2.703","2.903","2.693","5.18%"
"Mar 13, 2022","2.703","2.615","2.768","2.615","3.37%"
"Mar 06, 2022","2.615","2.400","2.643","2.353","8.96%"
"Feb 27, 2022","2.400","2.425","2.453","2.348","-1.03%"
"Feb 20, 2022","2.425","2.313","2.460","2.255","4.84%"
"Feb 13, 2022","2.313","2.323","2.363","2.245","-0.43%"
"Feb 06, 2022","2.323","2.170","2.323","2.170","7.05%"
"Jan 30, 2022","2.170","2.155","2.180","2.085","0.70%"
"Jan 23, 2022","2.155","2.093","2.218","2.093","2.96%"
"Jan 16, 2022","2.093","1.978","2.180","1.978","5.81%"
"Jan 09, 2022","1.978","2.020","2.065","1.978","-2.08%"
"Jan 02, 2022","2.020","2.020","2.045","2.000","2.28%"
"Dec 26, 2021","1.975","1.968","1.975","1.935","0.51%"
"Dec 19, 2021","1.965","2.035","2.035","1.965","-3.44%"
"Dec 12, 2021","2.035","2.065","2.070","1.983","-1.45%"
"Dec 05, 2021","2.065","1.970","2.130","1.930","4.82%"
"Nov 28, 2021","1.970","1.900","1.990","1.820","3.68%"
"Nov 21, 2021","1.900","2.130","2.130","1.880","-11.42%"
"Nov 14, 2021","2.145","2.088","2.145","2.060","2.73%"
"Nov 07, 2021","2.088","2.030","2.115","2.008","2.86%"
"Oct 31, 2021","2.030","2.078","2.135","2.003","-2.31%"
"Oct 24, 2021","2.078","2.188","2.193","2.068","92.41%"
"Oct 10, 2021","1.080","1.030","1.080","1.030","4.85%"
"Oct 03, 2021","1.030","1.025","1.030","1.000","0.49%"
"Sep 26, 2021","1.025","1.040","1.040","1.025","-1.44%"
"Sep 19, 2021","1.040","1.140","1.140","1.040","-8.77%"
"Sep 12, 2021","1.140","1.060","1.140","1.060","7.55%"
"Sep 05, 2021","1.060","1.000","1.070","1.000","6.00%"
"Aug 29, 2021","1.000","0.940","1.000","0.940","6.38%"
"Aug 22, 2021","0.940","0.860","0.960","0.855","9.30%"
"Aug 15, 2021","0.860","1.025","1.088","0.860","-16.10%"
"Aug 08, 2021","1.025","0.945","1.033","0.945","9.86%"
"Aug 01, 2021","0.933","0.735","0.953","0.730","26.94%"
"Jul 25, 2021","0.735","0.765","0.768","0.713","-3.92%"
"Jul 18, 2021","0.765","0.823","0.823","0.740","-7.05%"
"Jul 11, 2021","0.823","0.600","0.840","0.570","37.17%"
"Jul 04, 2021","0.600","0.530","0.645","0.510","13.21%"
"Jun 27, 2021","0.530","0.518","0.558","0.513","2.32%"
"Jun 20, 2021","0.518","0.418","0.528","0.418","23.92%"
"Jun 13, 2021","0.418","0.270","0.418","0.265","57.74%"
"Jun 06, 2021","0.265","0.313","0.313","0.255","-15.34%"
"May 30, 2021","0.313","0.345","0.345","0.265","-9.28%"
"May 23, 2021","0.345","0.305","0.383","0.275","13.11%"
"May 16, 2021","0.305","0.340","0.363","0.273","-10.29%"
"May 09, 2021","0.340","0.350","0.385","0.333","-4.23%"
"May 02, 2021","0.355","0.280","0.360","0.280","26.79%"
"Apr 25, 2021","0.280","0.293","0.320","0.275","-2.78%"
"Apr 18, 2021","0.288","0.275","0.303","0.260","4.73%"
"Apr 11, 2021","0.275","0.270","0.288","0.243","1.85%"
"Apr 04, 2021","0.270","0.303","0.303","0.250","-10.89%"
"Mar 28, 2021","0.303","0.258","0.325","0.258","17.44%"
"Mar 21, 2021","0.258","0.348","0.365","0.193","-25.86%"
"Mar 14, 2021","0.348","0.370","0.485","0.343","-5.95%"
"Mar 07, 2021","0.370","0.423","0.430","0.335","-12.53%"
"Feb 28, 2021","0.423","0.395","0.450","0.335","7.09%"
"Feb 21, 2021","0.395","0.258","0.503","0.258","53.10%"
"Feb 14, 2021","0.258","0.245","0.298","0.230","5.31%"
"Feb 07, 2021","0.245","0.318","0.320","0.240","-15.52%"
"Jan 31, 2021","0.290","0.250","0.315","0.250","28.89%"
"Jan 24, 2021","0.225","0.210","0.233","0.190","0.00%"
"Jan 17, 2021","0.225","0.225","0.270","0.200","0.00%"
"Jan 10, 2021","0.225","0.295","0.298","0.208","-23.73%"
"Jan 03, 2021","0.295","0.288","0.310","0.268","2.43%"
"Dec 27, 2020","0.288","0.285","0.293","0.285","6.67%"
"Dec 20, 2020","0.270","0.290","0.290","0.268","-6.90%"
"Dec 13, 2020","0.290","0.240","0.303","0.228","20.83%"
"Dec 06, 2020","0.240","0.255","0.280","0.235","-6.98%"
"Nov 29, 2020","0.258","0.258","0.285","0.225","0.00%"
"Nov 22, 2020","0.258","0.193","0.313","0.190","35.79%"
"Nov 15, 2020","0.190","0.200","0.200","0.180","-81.87%"
"Nov 10, 2019","1.048","0.903","1.080","0.893","16.06%"
"Nov 03, 2019","0.903","0.870","0.940","0.870","3.79%"
"Oct 27, 2019","0.870","0.815","0.920","0.815","6.75%"
"Oct 20, 2019","0.815","0.835","0.885","0.803","-2.40%"
"Oct 13, 2019","0.835","0.828","0.868","0.803","0.85%"
"Oct 06, 2019","0.828","0.720","0.828","0.718","15.00%"
"Sep 29, 2019","0.720","0.838","0.853","0.713","-14.29%"
"Sep 22, 2019","0.840","0.853","0.883","0.813","0.00%"
"Sep 15, 2019","0.840","0.925","0.940","0.835","-8.20%"
"Sep 08, 2019","0.915","0.855","0.940","0.835","8.93%"
"Sep 01, 2019","0.840","0.805","0.863","0.780","3.07%"
"Aug 25, 2019","0.815","0.848","0.848","0.760","-3.89%"
"Aug 18, 2019","0.848","0.810","0.848","0.795","8.03%"
"Aug 11, 2019","0.785","0.805","0.833","0.753","-2.48%"
"Aug 04, 2019","0.805","1.015","1.015","0.760","-20.30%"
"Jul 28, 2019","1.010","1.090","1.090","0.983","-7.34%"
"Jul 21, 2019","1.090","1.160","1.168","1.090","-5.63%"
"Jul 14, 2019","1.155","1.190","1.220","1.145","-2.94%"
"Jul 07, 2019","1.190","1.153","1.213","1.145","3.93%"
"Jun 30, 2019","1.145","1.180","1.200","1.138","-2.97%"
"Jun 23, 2019","1.180","1.140","1.205","1.135","3.51%"
"Jun 16, 2019","1.140","1.203","1.208","1.123","-5.00%"
"Jun 09, 2019","1.200","1.263","1.288","1.200","-4.38%"
"Jun 02, 2019","1.255","1.278","1.283","1.235","-1.80%"
"May 26, 2019","1.278","1.330","1.338","1.260","-3.55%"
"May 19, 2019","1.325","1.395","1.418","1.325","-5.02%"
"May 12, 2019","1.395","1.450","1.450","1.383","-3.46%"
"May 05, 2019","1.445","1.458","1.468","1.338","-0.89%"
"Apr 28, 2019","1.458","1.440","1.475","1.415","1.96%"
"Apr 21, 2019","1.430","1.493","1.498","1.420","-4.22%"
"Apr 14, 2019","1.493","1.553","1.580","1.475","-3.86%"
"Apr 07, 2019","1.553","1.513","1.563","1.470","2.64%"
"Mar 31, 2019","1.513","1.450","1.530","1.445","4.71%"
"Mar 24, 2019","1.445","1.583","1.583","1.395","-8.25%"
"Mar 17, 2019","1.575","1.655","1.655","1.575","-4.83%"
"Mar 10, 2019","1.655","1.643","1.665","1.630","1.22%"
"Mar 03, 2019","1.635","1.690","1.735","1.635","-2.68%"
"Feb 24, 2019","1.680","1.723","1.723","1.680","-2.04%"
"Feb 17, 2019","1.715","1.735","1.758","1.715","-0.58%"
"Feb 10, 2019","1.725","1.625","1.750","1.615","7.14%"
"Feb 03, 2019","1.610","1.720","1.748","1.610","-6.12%"
"Jan 27, 2019","1.715","1.725","1.750","1.708","0.00%"
"Jan 20, 2019","1.715","1.720","1.745","1.710","0.00%"
"Jan 13, 2019","1.715","1.705","1.715","1.670","1.18%"
"Jan 06, 2019","1.695","1.710","1.760","1.680","-0.29%"
"Dec 30, 2018","1.700","1.728","1.728","1.650","-0.87%"
"Dec 23, 2018","1.715","1.745","1.750","1.710","-1.15%"
"Dec 16, 2018","1.735","1.800","1.800","1.680","-3.07%"
"Dec 09, 2018","1.790","1.785","1.828","1.770","1.13%"
"Dec 02, 2018","1.770","1.828","1.850","1.755","-3.17%"
"Nov 25, 2018","1.828","1.890","1.890","1.820","-3.79%"
"Nov 18, 2018","1.900","1.948","1.963","1.900","-2.46%"
"Nov 11, 2018","1.948","1.983","2.000","1.940","-1.37%"
"Nov 04, 2018","1.975","1.850","2.023","1.840","7.34%"
"Oct 28, 2018","1.840","1.785","1.855","1.758","3.66%"
"Oct 21, 2018","1.775","1.850","1.850","1.775","-3.79%"
"Oct 14, 2018","1.845","1.848","1.878","1.820","-0.16%"
"Oct 07, 2018","1.848","1.795","1.848","1.785","2.95%"
"Sep 30, 2018","1.795","1.793","1.810","1.770","2.87%"
"Sep 23, 2018","1.745","1.758","1.780","1.735","-0.74%"
"Sep 16, 2018","1.758","1.663","1.773","1.650","5.71%"
"Sep 09, 2018","1.663","1.638","1.663","1.635","1.53%"
"Sep 02, 2018","1.638","1.665","1.695","1.620","-1.03%"
"Aug 26, 2018","1.655","1.710","1.735","1.650","-2.65%"
"Aug 19, 2018","1.700","1.725","1.740","1.695","-0.87%"
"Aug 12, 2018","1.715","1.718","1.750","1.680","0.29%"
"Aug 05, 2018","1.710","1.850","1.850","1.695","-7.07%"
"Jul 29, 2018","1.840","1.833","1.875","1.815","0.82%"
"Jul 22, 2018","1.825","1.860","1.893","1.825","-1.35%"
"Jul 15, 2018","1.850","1.860","1.885","1.825","0.00%"
"Jul 08, 2018","1.850","1.838","1.880","1.815","1.37%"
"Jul 01, 2018","1.825","1.830","1.840","1.795","0.27%"
"Jun 24, 2018","1.820","1.925","1.925","1.820","-4.96%"
"Jun 17, 2018","1.915","1.905","1.943","1.880","1.06%"
"Jun 10, 2018","1.895","1.895","1.935","1.885","0.26%"
"Jun 03, 2018","1.890","1.895","1.960","1.885","0.27%"
"May 27, 2018","1.885","1.885","1.920","1.825","0.53%"
"May 20, 2018","1.875","1.870","1.885","1.845","0.00%"
"May 13, 2018","1.875","1.875","1.930","1.855","0.54%"
"May 06, 2018","1.865","1.920","1.935","1.860","-2.86%"
"Apr 29, 2018","1.920","1.930","1.945","1.880","0.00%"
"Apr 22, 2018","1.920","1.975","2.000","1.910","-2.29%"
"Apr 15, 2018","1.965","1.960","1.995","1.935","0.77%"
"Apr 08, 2018","1.950","1.940","1.990","1.905","1.04%"
"Apr 01, 2018","1.930","1.890","1.960","1.880","2.66%"
"Mar 25, 2018","1.880","1.885","1.930","1.870","-1.05%"
"Mar 18, 2018","1.900","1.910","1.945","1.900","-2.06%"
"Mar 11, 2018","1.940","1.940","1.980","1.940","0.00%"
"Mar 04, 2018","1.940","1.920","1.975","1.920","1.04%"
"Feb 25, 2018","1.920","1.905","1.925","1.875","1.32%"
"Feb 18, 2018","1.895","1.900","1.910","1.880","0.26%"
"Feb 11, 2018","1.890","1.875","1.915","1.855","1.34%"
"Feb 04, 2018","1.865","1.955","1.985","1.865","-4.11%"
"Jan 28, 2018","1.945","1.980","2.000","1.945","-1.27%"
"Jan 21, 2018","1.970","2.065","2.075","1.970","-4.14%"
"Jan 14, 2018","2.055","1.985","2.075","1.980","3.79%"
"Jan 07, 2018","1.980","1.960","2.020","1.950","1.54%"
"Dec 31, 2017","1.950","1.910","1.975","1.900","2.63%"
"Dec 24, 2017","1.900","1.925","1.925","1.890","-0.78%"
"Dec 17, 2017","1.915","1.945","1.970","1.915","-1.03%"
"Dec 10, 2017","1.935","1.965","2.000","1.915","-1.02%"
"Dec 03, 2017","1.955","1.950","1.980","1.935","1.82%"
"Nov 26, 2017","1.920","1.980","1.990","1.920","-2.54%"
"Nov 19, 2017","1.970","2.035","2.035","1.960","-2.72%"
"Nov 12, 2017","2.025","2.070","2.085","1.990","-1.70%"
"Nov 05, 2017","2.060","1.990","2.080","1.955","3.52%"
"Oct 29, 2017","1.990","2.080","2.080","1.970","-4.33%"
"Oct 22, 2017","2.080","2.070","2.100","2.045","0.97%"
"Oct 15, 2017","2.060","2.085","2.100","2.040","-0.72%"
"Oct 08, 2017","2.075","2.100","2.130","2.075","-0.72%"
"Oct 01, 2017","2.090","2.115","2.125","2.085","-0.71%"
"Sep 24, 2017","2.105","2.165","2.170","2.080","-2.55%"
"Sep 17, 2017","2.160","2.080","2.210","2.070","4.35%"
"Sep 10, 2017","2.070","2.010","2.090","2.000","3.50%"
"Sep 03, 2017","2.000","2.040","2.040","1.940","-1.48%"
"Aug 27, 2017","2.030","2.060","2.105","2.025","-0.98%"
"Aug 20, 2017","2.050","2.030","2.085","2.020","0.99%"
"Aug 13, 2017","2.030","2.030","2.095","2.020","0.50%"
"Aug 06, 2017","2.020","2.050","2.070","2.005","-0.98%"
"Jul 30, 2017","2.040","2.135","2.145","2.035","-4.00%"
"Jul 23, 2017","2.125","1.975","2.150","1.940","8.14%"
"Jul 16, 2017","1.965","2.005","2.005","1.930","-1.50%"
"Jul 09, 2017","1.995","2.080","2.090","1.990","-3.62%"
"Jul 02, 2017","2.070","2.095","2.140","2.030","-1.19%"
"Jun 25, 2017","2.095","1.975","2.120","1.960","6.62%"
"Jun 18, 2017","1.965","1.965","2.005","1.955","0.51%"
"Jun 11, 2017","1.955","1.965","1.985","1.905","0.00%"
"Jun 04, 2017","1.955","1.960","1.970","1.905","-0.26%"
"May 28, 2017","1.960","1.955","1.980","1.925","0.77%"
"May 21, 2017","1.945","1.970","1.985","1.920","-1.27%"
"May 14, 2017","1.970","1.995","1.995","1.915","-0.76%"
"May 07, 2017","1.985","2.110","2.145","1.985","-5.92%"
"Apr 30, 2017","2.110","2.105","2.120","2.030","0.24%"
"Apr 23, 2017","2.105","2.125","2.180","2.100","-0.94%"
