"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","5.372","5.772","5.816","5.361","-8.17%"
"Oct 30, 2022","5.850","5.939","6.061","5.693","0.41%"
"Oct 23, 2022","5.826","6.264","6.336","5.826","-8.54%"
"Oct 16, 2022","6.370","5.737","6.384","5.554","12.11%"
"Oct 09, 2022","5.682","5.205","5.905","5.181","4.33%"
"Oct 02, 2022","5.446","5.490","5.490","5.019","1.21%"
"Sep 25, 2022","5.381","4.994","5.563","4.980","9.97%"
"Sep 18, 2022","4.893","4.644","5.064","4.631","5.79%"
"Sep 11, 2022","4.625","4.688","4.745","4.461","-3.75%"
"Sep 04, 2022","4.805","4.729","4.899","4.665","1.07%"
"Aug 28, 2022","4.754","4.702","4.960","4.701","1.97%"
"Aug 21, 2022","4.662","4.387","4.711","4.352","9.26%"
"Aug 14, 2022","4.267","3.926","4.351","3.838","7.37%"
"Aug 07, 2022","3.974","4.158","4.158","3.819","2.13%"
"Jul 31, 2022","3.891","4.128","4.255","3.853","-5.81%"
"Jul 24, 2022","4.131","4.426","4.581","4.131","-7.13%"
"Jul 17, 2022","4.448","4.549","4.687","4.419","-2.22%"
"Jul 10, 2022","4.549","4.638","4.735","4.484","-3.46%"
"Jul 03, 2022","4.712","4.590","4.741","4.575","0.49%"
"Jun 26, 2022","4.689","5.145","5.400","4.574","-9.27%"
"Jun 19, 2022","5.168","5.793","5.833","5.059","-9.30%"
"Jun 12, 2022","5.698","5.569","5.983","5.378","5.27%"
"Jun 05, 2022","5.413","4.747","5.486","4.714","14.85%"
"May 29, 2022","4.713","4.682","4.735","4.672","1.31%"
"May 22, 2022","4.652","4.762","4.796","4.563","-0.73%"
"May 15, 2022","4.686","5.249","5.249","4.686","-10.30%"
"May 08, 2022","5.224","4.569","5.248","4.569","10.26%"
"May 01, 2022","4.738","4.342","4.753","4.258","8.42%"
"Apr 24, 2022","4.370","4.365","4.381","4.337","0.11%"
"Apr 17, 2022","4.365","4.129","4.564","4.102","6.44%"
"Apr 10, 2022","4.101","4.173","4.309","4.080","-0.73%"
"Apr 03, 2022","4.131","3.895","4.141","3.761","6.09%"
"Mar 27, 2022","3.894","4.082","4.152","3.719","-3.28%"
"Mar 20, 2022","4.026","3.492","4.044","3.489","14.05%"
"Mar 13, 2022","3.530","3.668","3.862","3.527","-3.47%"
"Mar 06, 2022","3.657","3.132","3.734","3.132","16.65%"
"Feb 27, 2022","3.135","3.129","3.175","3.035","3.70%"
"Feb 20, 2022","3.023","2.926","3.055","2.918","2.16%"
"Feb 13, 2022","2.959","3.111","3.129","2.956","-5.34%"
"Feb 06, 2022","3.126","3.142","3.142","2.934","-0.48%"
"Jan 30, 2022","3.141","3.288","3.398","3.108","-4.35%"
"Jan 23, 2022","3.284","3.219","3.304","3.196","1.96%"
"Jan 16, 2022","3.221","3.160","3.353","3.114","1.74%"
"Jan 09, 2022","3.166","3.226","3.341","3.130","-1.98%"
"Jan 02, 2022","3.230","2.965","3.240","2.965","8.50%"
"Dec 26, 2021","2.977","2.946","2.997","2.940","0.98%"
"Dec 19, 2021","2.948","2.785","2.967","2.781","5.70%"
"Dec 12, 2021","2.789","2.484","2.820","2.472","12.23%"
"Dec 05, 2021","2.485","2.585","2.597","2.435","-4.02%"
"Nov 28, 2021","2.589","2.539","2.648","2.535","1.77%"
"Nov 21, 2021","2.544","2.657","2.743","2.543","-4.68%"
"Nov 14, 2021","2.669","2.791","2.819","2.649","-4.64%"
"Nov 07, 2021","2.799","2.779","2.822","2.714","1.63%"
"Oct 31, 2021","2.754","2.707","2.822","2.615","1.62%"
"Oct 24, 2021","2.710","2.642","2.746","2.638","2.69%"
"Oct 17, 2021","2.639","2.440","2.653","2.438","8.07%"
"Oct 10, 2021","2.442","2.109","2.465","2.108","15.90%"
"Oct 03, 2021","2.107","2.113","2.161","2.107","-0.28%"
"Sep 26, 2021","2.113","2.029","2.186","2.013","4.19%"
"Sep 19, 2021","2.028","2.050","2.054","1.987","-1.36%"
"Sep 12, 2021","2.056","1.944","2.062","1.942","5.82%"
"Sep 05, 2021","1.943","1.838","1.944","1.823","5.89%"
"Aug 29, 2021","1.835","1.829","1.845","1.814","0.27%"
"Aug 22, 2021","1.830","1.828","1.841","1.807","0.22%"
"Aug 15, 2021","1.826","1.878","1.882","1.815","-2.92%"
"Aug 08, 2021","1.881","1.716","1.883","1.712","9.68%"
"Aug 01, 2021","1.715","1.700","1.770","1.662","0.59%"
"Jul 25, 2021","1.705","1.711","1.770","1.688","-0.99%"
"Jul 18, 2021","1.722","1.817","1.834","1.685","-5.38%"
"Jul 11, 2021","1.820","1.788","1.862","1.779","3.06%"
"Jul 04, 2021","1.766","1.797","1.823","1.742","-4.23%"
"Jun 27, 2021","1.844","1.827","1.845","1.771","0.99%"
"Jun 20, 2021","1.826","1.765","1.826","1.723","4.05%"
"Jun 13, 2021","1.755","1.730","1.789","1.674","1.92%"
"Jun 06, 2021","1.722","1.748","1.769","1.705","-0.69%"
"May 30, 2021","1.734","1.735","1.772","1.719","-0.86%"
"May 23, 2021","1.749","1.801","1.838","1.700","-2.78%"
"May 16, 2021","1.799","1.800","1.840","1.793","0.28%"
"May 09, 2021","1.794","1.762","1.823","1.747","0.39%"
"May 02, 2021","1.787","1.752","1.797","1.722","2.70%"
"Apr 25, 2021","1.740","1.794","1.807","1.735","-3.06%"
"Apr 18, 2021","1.795","1.831","1.926","1.770","-2.23%"
"Apr 11, 2021","1.836","1.886","1.950","1.829","-2.70%"
"Apr 04, 2021","1.887","1.874","1.976","1.873","0.43%"
"Mar 28, 2021","1.879","1.899","1.979","1.874","-1.11%"
"Mar 21, 2021","1.900","1.923","1.973","1.897","-3.80%"
"Mar 14, 2021","1.975","1.859","1.981","1.857","5.33%"
"Mar 07, 2021","1.875","1.782","1.888","1.780","5.46%"
"Feb 28, 2021","1.778","1.645","1.827","1.630","3.79%"
"Feb 21, 2021","1.713","1.502","1.757","1.498","14.05%"
"Feb 14, 2021","1.502","1.467","1.595","1.466","1.90%"
"Feb 07, 2021","1.474","1.426","1.546","1.425","2.36%"
"Jan 31, 2021","1.440","1.306","1.521","1.306","10.01%"
"Jan 24, 2021","1.309","1.248","1.395","1.248","4.55%"
"Jan 17, 2021","1.252","1.274","1.312","1.223","-1.80%"
