"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","3.315","3.316","3.408","3.306","-0.08%"
"Oct 30, 2022","3.318","3.234","3.393","3.217","2.44%"
"Oct 23, 2022","3.239","3.435","3.444","3.198","-5.73%"
"Oct 16, 2022","3.435","3.323","3.483","3.323","3.00%"
"Oct 09, 2022","3.336","3.394","3.395","3.292","1.68%"
"Oct 02, 2022","3.280","3.387","3.416","3.258","-3.14%"
"Sep 25, 2022","3.387","3.194","3.440","3.194","6.14%"
"Sep 18, 2022","3.191","3.142","3.211","3.073","1.56%"
"Sep 11, 2022","3.142","3.022","3.149","2.984","3.99%"
"Sep 04, 2022","3.022","2.967","3.067","2.918","1.84%"
"Aug 28, 2022","2.967","2.792","2.997","2.781","6.27%"
"Aug 21, 2022","2.792","2.491","2.811","2.491","12.06%"
"Aug 14, 2022","2.491","2.383","2.590","2.302","4.55%"
"Aug 07, 2022","2.383","2.489","2.546","2.362","-4.24%"
"Jul 31, 2022","2.489","2.445","2.530","2.353","1.74%"
"Jul 24, 2022","2.446","2.576","2.576","2.443","-5.07%"
"Jul 17, 2022","2.576","2.622","2.660","2.557","-1.72%"
"Jul 10, 2022","2.622","2.681","2.813","2.579","-1.22%"
"Jul 03, 2022","2.654","2.710","2.710","2.527","-2.07%"
"Jun 26, 2022","2.710","2.791","2.891","2.682","-2.90%"
"Jun 19, 2022","2.791","3.260","3.260","2.777","-14.37%"
"Jun 12, 2022","3.260","2.985","3.324","2.985","9.20%"
"Jun 05, 2022","2.985","2.737","3.016","2.734","8.96%"
"May 29, 2022","2.740","2.543","2.746","2.493","7.73%"
"May 22, 2022","2.543","2.538","2.671","2.499","0.20%"
"May 15, 2022","2.538","2.585","2.656","2.535","-1.82%"
"May 08, 2022","2.585","2.477","2.638","2.477","7.28%"
"May 01, 2022","2.409","2.379","2.480","2.375","1.26%"
"Apr 24, 2022","2.379","2.478","2.478","2.360","-1.41%"
"Apr 17, 2022","2.414","2.397","2.465","2.381","0.69%"
"Apr 10, 2022","2.397","2.276","2.484","2.276","5.32%"
"Apr 03, 2022","2.276","2.172","2.291","2.141","4.79%"
"Mar 27, 2022","2.172","2.267","2.435","2.138","-4.19%"
"Mar 20, 2022","2.267","2.121","2.284","2.078","7.01%"
"Mar 13, 2022","2.118","1.997","2.139","1.997","6.11%"
"Mar 06, 2022","1.997","1.930","2.030","1.870","3.45%"
"Feb 27, 2022","1.930","1.891","1.967","1.842","2.04%"
"Feb 20, 2022","1.891","1.671","1.927","1.653","13.26%"
"Feb 13, 2022","1.670","1.717","1.786","1.663","-2.71%"
"Feb 06, 2022","1.717","1.728","1.814","1.664","-0.67%"
"Jan 30, 2022","1.728","1.362","1.737","1.318","26.83%"
"Jan 23, 2022","1.362","1.252","1.416","1.211","8.87%"
"Jan 16, 2022","1.252","1.163","1.342","1.163","7.66%"
"Jan 09, 2022","1.163","1.059","1.189","1.055","10.93%"
"Jan 02, 2022","1.048","1.022","1.078","0.987","2.85%"
"Dec 26, 2021","1.019","1.032","1.049","0.975","-1.26%"
"Dec 19, 2021","1.032","0.962","1.036","0.911","7.28%"
"Dec 12, 2021","0.962","0.920","0.992","0.913","4.57%"
"Dec 05, 2021","0.920","0.891","0.977","0.840","2.91%"
"Nov 28, 2021","0.894","0.979","1.026","0.872","-8.68%"
"Nov 21, 2021","0.979","1.034","1.069","0.975","-6.45%"
"Nov 14, 2021","1.046","1.233","1.241","1.041","-16.65%"
"Nov 07, 2021","1.255","1.239","1.290","1.174","1.33%"
"Oct 31, 2021","1.239","1.232","1.313","1.209","0.61%"
"Oct 24, 2021","1.232","1.218","1.280","1.199","1.11%"
"Oct 17, 2021","1.218","1.111","1.231","1.110","9.63%"
"Oct 10, 2021","1.111","1.212","1.308","1.110","-8.37%"
"Oct 03, 2021","1.212","1.189","1.274","1.138","1.98%"
"Sep 26, 2021","1.189","1.067","1.192","1.066","12.12%"
"Sep 19, 2021","1.061","1.035","1.094","1.035","2.46%"
"Sep 12, 2021","1.035","1.054","1.092","1.033","-1.76%"
"Sep 05, 2021","1.054","1.050","1.078","1.038","3.08%"
"Aug 29, 2021","1.022","0.968","1.022","0.877","5.58%"
"Aug 22, 2021","0.968","0.964","1.015","0.941","0.47%"
"Aug 15, 2021","0.964","1.034","1.034","0.947","-6.82%"
"Aug 08, 2021","1.034","0.965","1.051","0.942","12.57%"
"Aug 01, 2021","0.919","1.003","1.003","0.906","-9.46%"
"Jul 25, 2021","1.015","1.040","1.041","0.991","-2.45%"
"Jul 18, 2021","1.040","1.090","1.090","1.010","-4.19%"
"Jul 11, 2021","1.086","1.018","1.131","1.018","6.63%"
"Jul 04, 2021","1.018","1.094","1.098","0.996","-6.90%"
"Jun 27, 2021","1.094","1.105","1.147","1.092","-1.09%"
"Jun 20, 2021","1.105","1.191","1.191","1.102","-7.14%"
"Jun 13, 2021","1.191","1.257","1.257","1.151","-5.29%"
"Jun 06, 2021","1.257","1.194","1.301","1.165","5.32%"
"May 30, 2021","1.194","1.181","1.243","1.164","1.02%"
"May 23, 2021","1.181","1.159","1.186","1.128","0.34%"
"May 16, 2021","1.178","1.273","1.273","1.176","-7.54%"
"May 09, 2021","1.273","1.160","1.348","1.130","10.45%"
"May 02, 2021","1.153","1.128","1.163","1.076","2.26%"
"Apr 25, 2021","1.128","1.010","1.139","0.996","11.63%"
"Apr 18, 2021","1.010","1.057","1.067","1.005","-6.31%"
