"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","2.1770","2.2915","2.3760","2.1630","-4.89%"
"Oct 30, 2022","2.2890","2.0980","2.3160","2.0270","9.73%"
"Oct 23, 2022","2.0860","2.3500","2.4280","1.9630","-14.40%"
"Oct 16, 2022","2.4370","2.3440","2.5320","2.2120","3.22%"
"Oct 09, 2022","2.3610","2.1860","2.4230","2.1360","7.46%"
"Oct 02, 2022","2.1970","2.1140","2.2200","1.7690","4.17%"
"Sep 25, 2022","2.1090","2.0240","2.3520","2.0240","3.84%"
"Sep 18, 2022","2.0310","1.7560","2.1150","1.7440","15.07%"
"Sep 11, 2022","1.7650","1.6970","1.8170","1.6360","3.82%"
"Sep 04, 2022","1.7000","1.5220","1.7960","1.4780","11.84%"
"Aug 28, 2022","1.5200","1.4950","1.6340","1.4380","8.73%"
"Aug 21, 2022","1.3980","1.2250","1.4350","1.1810","13.29%"
"Aug 14, 2022","1.2340","0.9870","1.2420","0.8860","24.65%"
"Aug 07, 2022","0.9900","0.9260","1.0250","0.8370","3.02%"
"Jul 31, 2022","0.9610","0.8180","0.9640","0.6780","16.48%"
"Jul 24, 2022","0.8250","1.0310","1.0880","0.7970","-19.35%"
"Jul 17, 2022","1.0230","1.1280","1.3690","0.9880","-9.31%"
"Jul 10, 2022","1.1280","1.3270","1.3280","1.0710","-16.20%"
"Jul 03, 2022","1.3460","1.2320","1.3540","1.0720","9.79%"
"Jun 26, 2022","1.2260","1.4400","1.6730","1.1630","-14.86%"
"Jun 19, 2022","1.4400","1.6580","1.7970","1.3540","-13.72%"
"Jun 12, 2022","1.6690","1.4830","1.9260","1.4780","11.12%"
"Jun 05, 2022","1.5020","1.2530","1.5030","1.2480","18.27%"
"May 29, 2022","1.2700","1.0060","1.2890","0.9970","31.88%"
"May 22, 2022","0.9630","0.9670","1.0330","0.8870","2.23%"
"May 15, 2022","0.9420","0.9450","1.0950","0.9000","-0.53%"
"May 08, 2022","0.9470","1.1350","1.1890","0.8460","-16.71%"
"May 01, 2022","1.1370","0.9420","1.1600","0.9040","21.60%"
"Apr 24, 2022","0.9350","0.9740","0.9740","0.7700","-2.91%"
"Apr 17, 2022","0.9630","0.8400","0.9730","0.8350","14.78%"
"Apr 10, 2022","0.8390","0.7070","0.8790","0.7070","18.17%"
"Apr 03, 2022","0.7100","0.5810","0.7280","0.4730","25.44%"
"Mar 27, 2022","0.5660","0.6070","0.7410","0.5250","-0.70%"
"Mar 20, 2022","0.5700","0.3720","0.5860","0.3720","55.31%"
"Mar 13, 2022","0.3670","0.2720","0.4100","0.2650","35.93%"
"Mar 06, 2022","0.2700","-0.0680","0.3160","-0.1010","-367.33%"
"Feb 27, 2022","-0.1010","0.1670","0.2130","-0.1090","-145.09%"
"Feb 20, 2022","0.2240","0.2010","0.2800","0.1110","9.27%"
"Feb 13, 2022","0.2050","0.2400","0.3310","0.1900","-29.79%"
"Feb 06, 2022","0.2920","0.1870","0.3010","0.1830","40.38%"
"Jan 30, 2022","0.2080","-0.0320","0.2290","-0.0400","-542.55%"
"Jan 23, 2022","-0.0470","-0.0650","-0.0080","-0.1100","-21.67%"
"Jan 16, 2022","-0.0600","-0.0460","0.0250","-0.0870","22.45%"
"Jan 09, 2022","-0.0490","-0.0380","-0.0140","-0.1050","68.97%"
"Jan 02, 2022","-0.0290","-0.1770","-0.0290","-0.1850","-83.80%"
"Dec 26, 2021","-0.1790","-0.2540","-0.1710","-0.2570","-28.69%"
"Dec 19, 2021","-0.2510","-0.3780","-0.2350","-0.4020","-33.07%"
"Dec 12, 2021","-0.3750","-0.3450","-0.3090","-0.3860","7.14%"
"Dec 05, 2021","-0.3500","-0.3900","-0.3060","-0.4090","-7.41%"
"Nov 28, 2021","-0.3780","-0.3360","-0.2940","-0.3940","11.83%"
"Nov 21, 2021","-0.3380","-0.3420","-0.1990","-0.3560","-0.88%"
"Nov 14, 2021","-0.3410","-0.2630","-0.2190","-0.3440","33.20%"
"Nov 07, 2021","-0.2560","-0.2770","-0.2170","-0.2990","-8.57%"
"Oct 31, 2021","-0.2800","-0.1100","-0.0650","-0.2850","197.87%"
"Oct 24, 2021","-0.0940","-0.1090","-0.0640","-0.1840","-3.09%"
"Oct 17, 2021","-0.0970","-0.1670","-0.0690","-0.1730","-43.27%"
"Oct 10, 2021","-0.1710","-0.1470","-0.0850","-0.1920","16.33%"
"Oct 03, 2021","-0.1470","-0.2240","-0.1460","-0.2360","-32.88%"
"Sep 26, 2021","-0.2190","-0.2410","-0.1720","-0.2430","-3.95%"
"Sep 19, 2021","-0.2280","-0.2880","-0.2180","-0.3400","-18.28%"
"Sep 12, 2021","-0.2790","-0.3330","-0.2650","-0.3530","-15.96%"
