"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","2.715","2.710","2.721","2.707","0.26%"
"Oct 30, 2022","2.708","2.710","2.713","2.636","0.93%"
"Oct 23, 2022","2.683","2.810","2.810","2.680","-1.69%"
"Oct 16, 2022","2.729","2.740","2.790","2.699","0.55%"
"Oct 09, 2022","2.714","2.865","2.865","2.711","-2.15%"
"Oct 02, 2022","2.773","2.764","2.802","2.764","-0.31%"
"Sep 25, 2022","2.782","2.800","2.800","2.691","3.30%"
"Sep 18, 2022","2.693","2.690","2.694","2.663","0.30%"
"Sep 11, 2022","2.685","2.665","2.685","2.648","1.24%"
"Sep 04, 2022","2.652","2.667","2.667","2.623","0.61%"
"Aug 28, 2022","2.636","2.675","2.676","2.626","-1.24%"
"Aug 21, 2022","2.669","2.670","2.672","2.617","1.75%"
"Aug 14, 2022","2.623","2.740","2.771","2.615","-4.24%"
"Aug 07, 2022","2.739","2.738","2.767","2.731","0.04%"
"Jul 31, 2022","2.738","2.805","2.805","2.713","-0.76%"
"Jul 24, 2022","2.759","2.790","2.818","2.755","-0.93%"
"Jul 17, 2022","2.785","2.793","2.812","2.763","-0.25%"
"Jul 10, 2022","2.792","2.905","2.905","2.788","-1.79%"
"Jul 03, 2022","2.843","2.870","2.880","2.824","0.57%"
"Jun 26, 2022","2.827","2.880","2.880","2.814","0.93%"
"Jun 19, 2022","2.801","2.820","2.830","2.776","-0.53%"
"Jun 12, 2022","2.816","2.858","2.878","2.802","0.21%"
"Jun 05, 2022","2.810","2.810","2.836","2.793","0.07%"
"May 29, 2022","2.808","2.758","2.825","2.752","2.11%"
"May 22, 2022","2.750","2.820","2.850","2.742","-2.55%"
"May 15, 2022","2.822","2.830","2.861","2.803","0.14%"
"May 08, 2022","2.818","2.852","2.870","2.805","-0.56%"
"May 01, 2022","2.834","2.928","2.928","2.828","-0.25%"
"Apr 24, 2022","2.841","2.826","2.875","2.815","-1.29%"
"Apr 17, 2022","2.878","2.890","2.890","2.831","2.17%"
"Apr 10, 2022","2.817","2.802","2.837","2.789","0.97%"
"Apr 03, 2022","2.790","2.814","2.922","2.783","-0.75%"
"Mar 27, 2022","2.811","2.935","2.935","2.796","0.00%"
"Mar 20, 2022","2.811","2.840","2.902","2.806","0.29%"
"Mar 13, 2022","2.803","2.837","2.847","2.761","-0.71%"
"Mar 06, 2022","2.823","2.844","2.897","2.821","-0.32%"
"Feb 27, 2022","2.832","2.887","2.887","2.777","1.51%"
"Feb 20, 2022","2.790","2.883","2.883","2.782","-0.50%"
"Feb 13, 2022","2.804","2.857","2.857","2.778","0.36%"
"Feb 06, 2022","2.794","2.800","2.803","2.712","1.64%"
"Jan 30, 2022","2.749","2.770","2.810","2.714","1.18%"
"Jan 23, 2022","2.717","2.778","2.778","2.660","0.15%"
"Jan 16, 2022","2.713","2.860","2.860","2.709","-2.93%"
"Jan 09, 2022","2.795","2.890","2.890","2.786","-0.99%"
"Jan 02, 2022","2.823","2.850","2.850","2.785","1.44%"
"Dec 26, 2021","2.783","2.890","2.890","2.771","-1.76%"
"Dec 19, 2021","2.833","2.911","2.911","2.816","-0.81%"
"Dec 12, 2021","2.856","2.910","2.910","2.845","0.28%"
"Dec 05, 2021","2.848","2.940","2.940","2.818","-2.13%"
"Nov 28, 2021","2.910","2.900","2.937","2.848","1.57%"
"Nov 21, 2021","2.865","3.050","3.050","2.863","-2.19%"
"Nov 14, 2021","2.929","3.003","3.003","2.913","-0.34%"
"Nov 07, 2021","2.939","2.935","2.975","2.887","1.45%"
"Oct 31, 2021","2.897","3.030","3.030","2.895","-2.65%"
"Oct 24, 2021","2.976","3.040","3.040","2.971","-0.30%"
"Oct 17, 2021","2.985","3.060","3.108","2.966","-0.30%"
"Oct 10, 2021","2.994","3.008","3.008","2.915","2.92%"
"Oct 03, 2021","2.909","3.000","3.000","2.885","1.22%"
"Sep 26, 2021","2.874","2.988","3.000","2.866","0.00%"
"Sep 19, 2021","2.874","2.932","2.940","2.856","-0.66%"
"Sep 12, 2021","2.893","2.940","2.940","2.860","0.31%"
"Sep 05, 2021","2.884","2.960","2.960","2.826","1.55%"
"Aug 29, 2021","2.840","2.938","2.938","2.823","-2.37%"
"Aug 22, 2021","2.909","2.930","2.980","2.836","1.96%"
"Aug 15, 2021","2.853","2.955","2.955","2.841","-0.90%"
"Aug 08, 2021","2.879","2.854","2.955","2.820","1.98%"
"Aug 01, 2021","2.823","2.970","2.970","2.803","-0.77%"
"Jul 25, 2021","2.845","2.920","2.990","2.843","-2.64%"
"Jul 18, 2021","2.922","3.043","3.043","2.918","-1.08%"
