"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","2.107","2.135","2.296","2.088","-3.48%"
"Oct 30, 2022","2.183","2.044","2.227","1.906","10.66%"
"Oct 23, 2022","1.973","2.030","2.182","1.877","-6.40%"
"Oct 16, 2022","2.108","1.958","2.285","1.924","2.85%"
"Oct 09, 2022","2.049","1.925","2.063","1.812","6.07%"
"Oct 02, 2022","1.932","1.834","1.976","1.557","4.13%"
"Sep 25, 2022","1.855","2.088","2.130","1.768","-7.37%"
"Sep 18, 2022","2.003","1.596","2.069","1.589","24.92%"
"Sep 11, 2022","1.603","1.435","1.715","1.344","15.58%"
"Sep 04, 2022","1.387","1.135","1.502","0.961","24.69%"
"Aug 28, 2022","1.112","1.115","1.303","1.026","14.68%"
"Aug 21, 2022","0.970","0.793","1.071","0.763","14.34%"
"Aug 14, 2022","0.848","0.598","0.871","0.514","45.75%"
"Aug 07, 2022","0.582","0.452","0.621","0.343","12.18%"
"Jul 31, 2022","0.519","0.357","0.534","0.238","51.06%"
"Jul 24, 2022","0.343","0.548","0.601","0.274","-37.10%"
"Jul 17, 2022","0.546","0.571","0.903","0.519","-2.90%"
"Jul 10, 2022","0.562","0.588","0.729","0.395","-6.66%"
"Jul 03, 2022","0.603","0.620","0.721","0.359","4.97%"
"Jun 26, 2022","0.574","0.889","1.076","0.459","-33.54%"
"Jun 19, 2022","0.864","1.161","1.225","0.799","-25.36%"
"Jun 12, 2022","1.157","1.067","1.380","1.026","13.46%"
"Jun 05, 2022","1.020","0.658","1.021","0.652","54.09%"
"May 29, 2022","0.662","0.415","0.698","0.407","84.73%"
"May 22, 2022","0.358","0.374","0.469","0.297","-4.68%"
"May 15, 2022","0.376","0.181","0.445","0.181","83.72%"
"May 08, 2022","0.205","0.396","0.421","0.121","-50.10%"
"May 01, 2022","0.410","0.336","0.453","0.233","22.83%"
"Apr 24, 2022","0.334","0.259","0.354","0.145","-2.11%"
"Apr 17, 2022","0.341","0.156","0.356","0.100","137.96%"
"Apr 10, 2022","0.143","0.194","0.270","0.088","-4.02%"
"Apr 03, 2022","0.149","0.064","0.189","0.038","107.94%"
"Mar 27, 2022","0.072","0.004","0.185","-0.035","-367.91%"
"Mar 20, 2022","-0.027","-0.196","-0.004","-0.213","-87.81%"
"Mar 13, 2022","-0.220","-0.223","-0.149","-0.273","-14.17%"
"Mar 06, 2022","-0.256","-0.571","-0.178","-0.606","-53.65%"
"Feb 27, 2022","-0.553","-0.326","-0.272","-0.633","113.85%"
"Feb 20, 2022","-0.259","-0.271","-0.202","-0.332","-17.31%"
"Feb 13, 2022","-0.313","-0.267","-0.178","-0.334","65.31%"
"Feb 06, 2022","-0.189","-0.195","-0.129","-0.271","-5.64%"
"Jan 30, 2022","-0.200","-0.620","-0.166","-0.633","-68.66%"
"Jan 23, 2022","-0.639","-0.653","-0.622","-0.695","-1.86%"
"Jan 16, 2022","-0.651","-0.624","-0.605","-0.677","4.01%"
"Jan 09, 2022","-0.626","-0.616","-0.602","-0.661","-0.13%"
"Jan 02, 2022","-0.627","-0.585","-0.559","-0.661","-1.35%"
"Dec 26, 2021","-0.636","-0.621","-0.562","-0.671","-5.46%"
"Dec 19, 2021","-0.673","-0.677","-0.624","-0.704","-0.30%"
"Dec 12, 2021","-0.674","-0.692","-0.630","-0.707","-2.81%"
"Dec 05, 2021","-0.694","-0.735","-0.672","-0.764","-6.49%"
"Nov 28, 2021","-0.742","-0.780","-0.694","-1.383","-2.38%"
"Nov 21, 2021","-0.760","-0.761","-0.725","-0.821","2.73%"
"Nov 14, 2021","-0.740","-0.771","-0.716","-0.803","-1.79%"
"Nov 07, 2021","-0.754","-0.751","-0.678","-0.796","-3.06%"
"Oct 31, 2021","-0.777","-0.606","-0.597","-0.792","30.22%"
"Oct 24, 2021","-0.597","-0.674","-0.578","-0.699","-9.97%"
"Oct 17, 2021","-0.663","-0.682","-0.633","-0.695","-3.90%"
"Oct 10, 2021","-0.690","-0.692","-0.669","-0.720","-0.23%"
"Oct 03, 2021","-0.692","-0.702","-0.677","-0.721","-0.30%"
"Sep 26, 2021","-0.694","-0.687","-0.667","-0.716","0.81%"
"Sep 19, 2021","-0.688","-0.701","-0.675","-0.723","-0.92%"
"Sep 12, 2021","-0.695","-0.687","-0.678","-0.709","0.65%"
"Sep 05, 2021","-0.690","-0.684","-0.667","-0.704","0.72%"
"Aug 29, 2021","-0.685","-0.708","-0.682","-0.726","-2.68%"
"Aug 22, 2021","-0.704","-0.726","-0.695","-0.742","-3.11%"
"Aug 15, 2021","-0.727","-0.723","-0.700","-0.744","2.24%"
"Aug 08, 2021","-0.711","-0.723","-0.701","-0.734","-0.31%"
"Aug 01, 2021","-0.713","-0.732","-0.703","-0.762","-2.30%"
"Jul 25, 2021","-0.730","-0.729","-0.713","-0.756","0.90%"
"Jul 18, 2021","-0.723","-0.691","-0.683","-0.737","5.01%"
"Jul 11, 2021","-0.689","-0.674","-0.660","-0.699","2.41%"
"Jul 04, 2021","-0.673","-0.670","-0.657","-0.701","0.57%"
"Jun 27, 2021","-0.669","-0.640","-0.636","-0.682","3.77%"
"Jun 20, 2021","-0.644","-0.650","-0.630","-0.665","-0.71%"
"Jun 13, 2021","-0.649","-0.674","-0.640","-0.680","-3.65%"
"Jun 06, 2021","-0.674","-0.654","-0.647","-0.686","2.70%"
"May 30, 2021","-0.656","-0.653","-0.640","-0.674","0.20%"
"May 23, 2021","-0.655","-0.640","-0.624","-0.671","3.53%"
"May 16, 2021","-0.632","-0.627","-0.599","-0.644","1.77%"
"May 09, 2021","-0.621","-0.635","-0.610","-0.655","-3.48%"
"May 02, 2021","-0.644","-0.644","-0.625","-0.674","1.15%"
"Apr 25, 2021","-0.636","-0.648","-0.631","-0.671","-2.39%"
"Apr 18, 2021","-0.652","-0.661","-0.635","-0.668","-0.15%"
"Apr 11, 2021","-0.653","-0.656","-0.636","-0.678","0.65%"
"Apr 04, 2021","-0.649","-0.661","-0.647","-0.688","-2.60%"
"Mar 28, 2021","-0.666","-0.694","-0.654","-0.710","-4.12%"
"Mar 21, 2021","-0.695","-0.692","-0.678","-0.715","1.88%"
"Mar 14, 2021","-0.682","-0.671","-0.658","-0.695","3.55%"
"Mar 07, 2021","-0.659","-0.645","-0.640","-0.684","1.78%"
"Feb 28, 2021","-0.647","-0.637","-0.627","-0.680","3.92%"
"Feb 21, 2021","-0.623","-0.633","-0.589","-0.665","-2.03%"
"Feb 14, 2021","-0.636","-0.669","-0.608","-0.703","-5.36%"
"Feb 07, 2021","-0.672","-0.674","-0.649","-0.699","2.22%"
"Jan 31, 2021","-0.657","-0.663","-0.639","-0.686","-3.68%"
"Jan 24, 2021","-0.682","-0.641","-0.638","-0.692","5.77%"
"Jan 17, 2021","-0.645","-0.656","-0.600","-0.686","-1.68%"
"Jan 10, 2021","-0.656","-0.678","-0.599","-0.689","-2.50%"
"Jan 03, 2021","-0.673","-0.670","-0.625","-0.707","16.65%"
"Dec 27, 2020","-0.577","-0.687","-0.577","-0.715","-11.32%"
"Dec 20, 2020","-0.650","-0.723","-0.636","-0.735","-8.16%"
"Dec 13, 2020","-0.708","-0.755","-0.695","-0.763","-5.13%"
"Dec 06, 2020","-0.746","-0.714","-0.712","-0.767","3.84%"
"Nov 29, 2020","-0.719","-0.703","-0.675","-0.726","1.78%"
"Nov 22, 2020","-0.706","-0.698","-0.684","-0.721","1.57%"
"Nov 15, 2020","-0.695","-0.688","-0.663","-0.713","1.64%"
"Nov 08, 2020","-0.684","-0.709","-0.659","-0.740","-4.09%"
"Nov 01, 2020","-0.713","-0.736","-0.697","-0.761","-2.85%"
"Oct 25, 2020","-0.734","-0.724","-0.698","-0.760","2.69%"
"Oct 18, 2020","-0.715","-0.715","-0.692","-0.732","-0.21%"
"Oct 11, 2020","-0.716","-0.707","-0.681","-0.738","2.18%"
"Oct 04, 2020","-0.701","-0.679","-0.659","-0.706","3.99%"
"Sep 27, 2020","-0.674","-0.665","-0.636","-0.693","-1.39%"
"Sep 20, 2020","-0.684","-0.656","-0.626","-0.691","4.24%"
"Sep 13, 2020","-0.656","-0.651","-0.617","-0.663","1.85%"
"Sep 06, 2020","-0.644","-0.636","-0.602","-0.665","-1.72%"
"Aug 30, 2020","-0.655","-0.630","-0.597","-0.681","6.41%"
"Aug 23, 2020","-0.616","-0.658","-0.584","-0.658","-5.45%"
