"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","6.250","6.450","6.450","6.250","-4.43%"
"Oct 30, 2022","6.540","6.590","6.590","6.540","-0.91%"
"Oct 23, 2022","6.600","6.750","6.750","6.600","-2.65%"
"Oct 16, 2022","6.780","6.580","6.780","6.580","0.89%"
"Oct 09, 2022","6.720","6.970","6.970","6.720","-4.41%"
"Oct 02, 2022","7.030","6.990","7.050","6.970","-0.28%"
"Sep 25, 2022","7.050","6.740","7.090","6.740","4.60%"
"Sep 18, 2022","6.740","6.540","6.740","6.540","3.06%"
"Sep 11, 2022","6.540","6.600","6.600","6.530","-1.21%"
"Sep 04, 2022","6.620","6.600","6.660","6.600","-1.63%"
"Aug 28, 2022","6.730","6.870","6.870","6.730","-1.75%"
"Aug 21, 2022","6.850","6.960","6.960","6.850","-0.72%"
"Aug 14, 2022","6.900","6.700","6.900","6.700","3.60%"
"Aug 07, 2022","6.660","6.720","6.750","6.650","-0.75%"
"Jul 31, 2022","6.710","6.720","6.720","6.590","-0.15%"
"Jul 24, 2022","6.720","6.790","6.790","6.720","-1.03%"
"Jul 17, 2022","6.790","6.670","6.790","6.670","0.15%"
"Jul 10, 2022","6.780","6.410","6.810","6.410","5.77%"
"Jul 03, 2022","6.410","6.380","6.410","6.310","0.47%"
"Jun 26, 2022","6.380","6.400","6.480","6.380","-0.31%"
"Jun 19, 2022","6.400","6.560","6.560","6.380","-2.44%"
"Jun 12, 2022","6.560","6.560","6.650","6.560","0.00%"
"Jun 05, 2022","6.560","6.420","6.560","6.420","2.66%"
"May 29, 2022","6.390","6.400","6.400","6.390","-0.62%"
"May 22, 2022","6.430","6.590","6.590","6.430","-3.02%"
"May 15, 2022","6.630","6.770","6.770","6.630","-2.07%"
"May 08, 2022","6.770","6.780","6.900","6.770","-0.15%"
"May 01, 2022","6.780","6.690","6.780","6.690","1.35%"
"Apr 24, 2022","6.690","6.740","6.760","6.690","0.60%"
"Apr 17, 2022","6.650","6.560","6.650","6.560","1.37%"
"Apr 10, 2022","6.560","6.570","6.590","6.550","0.92%"
"Apr 03, 2022","6.500","6.060","6.500","6.060","6.04%"
"Mar 27, 2022","6.130","6.470","6.470","6.130","-4.81%"
"Mar 20, 2022","6.440","6.220","6.440","6.220","3.54%"
"Mar 13, 2022","6.220","6.220","6.220","6.220","3.15%"
"Mar 06, 2022","6.030","5.920","6.030","5.920","2.03%"
"Feb 27, 2022","5.910","5.880","5.910","5.830","0.34%"
"Feb 20, 2022","5.890","5.960","5.960","5.890","-0.84%"
"Feb 13, 2022","5.940","6.030","6.030","5.940","-1.49%"
