"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","4.099","4.154","4.241","4.080","-1.54%"
"Oct 30, 2022","4.163","4.016","4.216","3.926","3.80%"
"Oct 23, 2022","4.010","4.200","4.276","3.902","-4.94%"
"Oct 16, 2022","4.219","4.004","4.338","3.918","4.88%"
"Oct 09, 2022","4.023","3.957","4.080","3.842","3.47%"
"Oct 02, 2022","3.888","3.813","3.910","3.562","1.54%"
"Sep 25, 2022","3.829","3.734","4.019","3.682","3.85%"
"Sep 18, 2022","3.687","3.448","3.829","3.448","6.69%"
"Sep 11, 2022","3.455","3.315","3.492","3.262","4.22%"
"Sep 04, 2022","3.315","3.223","3.365","3.201","3.77%"
"Aug 28, 2022","3.195","3.069","3.297","3.050","5.46%"
"Aug 21, 2022","3.030","2.989","3.128","2.943","1.81%"
"Aug 14, 2022","2.976","2.839","2.998","2.759","4.70%"
"Aug 07, 2022","2.842","2.834","2.906","2.674","0.54%"
"Jul 31, 2022","2.827","2.669","2.869","2.516","6.36%"
"Jul 24, 2022","2.658","2.783","2.845","2.618","-3.50%"
"Jul 17, 2022","2.754","2.919","3.083","2.732","-5.95%"
"Jul 10, 2022","2.928","3.097","3.103","2.899","-4.94%"
"Jul 03, 2022","3.080","2.930","3.101","2.746","6.61%"
"Jun 26, 2022","2.889","3.134","3.259","2.791","-7.91%"
"Jun 19, 2022","3.138","3.275","3.317","3.005","-2.90%"
"Jun 12, 2022","3.231","3.172","3.498","3.155","2.10%"
"Jun 05, 2022","3.165","2.935","3.178","2.933","7.63%"
"May 29, 2022","2.941","2.810","2.986","2.799","7.19%"
"May 22, 2022","2.743","2.806","2.873","2.706","-1.62%"
"May 15, 2022","2.788","2.940","3.015","2.772","-4.76%"
"May 08, 2022","2.928","3.142","3.203","2.816","-6.84%"
"May 01, 2022","3.142","2.932","3.146","2.901","6.98%"
"Apr 24, 2022","2.938","2.889","2.943","2.715","1.14%"
"Apr 17, 2022","2.905","2.847","2.981","2.810","2.72%"
"Apr 10, 2022","2.828","2.723","2.836","2.646","4.58%"
"Apr 03, 2022","2.704","2.408","2.730","2.369","13.15%"
"Mar 27, 2022","2.389","2.473","2.557","2.309","-3.96%"
"Mar 20, 2022","2.488","2.149","2.503","2.148","15.56%"
"Mar 13, 2022","2.153","2.034","2.246","2.025","7.81%"
"Mar 06, 2022","1.997","1.683","2.022","1.668","14.94%"
