"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","7.144","7.177","7.244","7.085","-0.43%"
"Oct 30, 2022","7.175","7.105","7.337","7.007","2.88%"
"Oct 23, 2022","6.974","7.102","7.331","6.973","-2.23%"
"Oct 16, 2022","7.133","7.190","7.258","7.032","-1.25%"
"Oct 09, 2022","7.223","7.313","7.448","7.118","0.96%"
"Oct 02, 2022","7.154","7.118","7.310","7.031","0.96%"
"Sep 25, 2022","7.086","7.113","7.305","6.959","0.67%"
"Sep 18, 2022","7.039","6.895","7.113","6.840","3.09%"
"Sep 11, 2022","6.828","6.673","6.864","6.610","3.39%"
"Sep 04, 2022","6.604","6.682","6.742","6.604","-1.26%"
"Aug 28, 2022","6.688","6.594","6.742","6.594","2.06%"
"Aug 21, 2022","6.553","6.636","6.683","6.541","-0.21%"
"Aug 14, 2022","6.567","6.510","6.712","6.446","0.78%"
"Aug 07, 2022","6.516","6.828","6.828","6.512","-1.60%"
"Jul 31, 2022","6.622","6.742","6.770","6.429","3.37%"
"Jul 24, 2022","6.406","6.541","6.610","6.406","0.06%"
"Jul 17, 2022","6.402","6.618","6.791","6.402","-0.14%"
"Jul 10, 2022","6.411","6.392","6.622","6.392","-0.14%"
"Jul 03, 2022","6.420","6.462","6.631","6.358","-0.68%"
"Jun 26, 2022","6.464","6.639","6.639","6.375","-1.36%"
"Jun 19, 2022","6.553","6.645","6.844","6.524","-0.82%"
"Jun 12, 2022","6.607","6.652","6.715","6.553","3.88%"
"Jun 05, 2022","6.360","6.530","6.723","6.360","-1.84%"
"May 29, 2022","6.479","6.378","6.595","6.359","2.50%"
"May 22, 2022","6.321","6.368","6.506","6.285","-0.55%"
"May 15, 2022","6.356","6.457","6.457","6.323","4.25%"
"May 08, 2022","6.097","6.313","6.471","5.859","4.13%"
"May 01, 2022","5.855","5.505","6.380","5.505","6.61%"
"Apr 24, 2022","5.492","5.467","5.787","5.440","0.96%"
"Apr 17, 2022","5.440","5.515","5.625","5.404","4.09%"
"Apr 10, 2022","5.226","5.505","5.576","5.186","1.26%"
"Apr 03, 2022","5.161","5.065","5.507","5.005","3.80%"
"Mar 27, 2022","4.972","5.000","5.085","4.967","-0.64%"
"Mar 20, 2022","5.004","5.023","5.300","4.968","0.44%"
"Mar 13, 2022","4.982","5.046","5.046","4.960","-0.24%"
"Mar 06, 2022","4.994","5.014","5.367","4.976","0.52%"
"Feb 27, 2022","4.968","4.817","5.071","4.817","3.44%"
"Feb 20, 2022","4.803","4.798","4.927","4.798","0.61%"
"Feb 13, 2022","4.774","4.927","4.927","4.774","-0.62%"
"Feb 06, 2022","4.804","5.078","5.135","4.804","-5.80%"
"Jan 30, 2022","5.100","5.097","5.439","5.008","1.45%"
"Jan 23, 2022","5.027","5.000","5.085","4.953","1.11%"
"Jan 16, 2022","4.972","4.933","5.032","4.923","1.24%"
"Jan 09, 2022","4.911","5.004","5.004","4.911","-1.33%"
"Jan 02, 2022","4.977","4.998","5.040","4.968","-0.38%"
"Dec 26, 2021","4.996","5.015","5.279","4.970","-5.77%"
"Dec 19, 2021","5.302","5.010","5.302","4.887","10.09%"
"Dec 12, 2021","4.816","4.810","5.138","4.780","0.69%"
"Dec 05, 2021","4.783","4.782","5.000","4.742","-6.11%"
"Nov 28, 2021","5.094","4.826","5.094","4.728","-0.25%"
"Nov 21, 2021","5.107","4.766","5.143","4.755","6.86%"
"Nov 14, 2021","4.779","4.749","4.796","4.749","-6.64%"
"Nov 07, 2021","5.119","4.816","5.119","4.746","6.23%"
"Oct 31, 2021","4.819","5.146","5.146","4.809","-0.23%"
"Oct 24, 2021","4.830","4.807","4.900","4.798","-4.68%"
"Oct 17, 2021","5.067","4.711","5.067","4.666","2.22%"
"Oct 10, 2021","4.957","4.756","4.957","4.638","5.24%"
"Oct 03, 2021","4.710","4.732","4.981","4.696","0.43%"
"Sep 26, 2021","4.690","4.686","4.962","4.597","2.94%"
"Sep 19, 2021","4.556","4.509","4.731","4.487","1.95%"
"Sep 12, 2021","4.469","4.509","4.875","4.469","-7.78%"
"Sep 05, 2021","4.846","4.444","4.846","4.432","9.49%"
"Aug 29, 2021","4.426","4.478","4.542","4.426","-0.98%"
"Aug 22, 2021","4.470","4.463","4.542","4.450","0.27%"
"Aug 15, 2021","4.458","4.536","4.536","4.445","-1.78%"
"Aug 08, 2021","4.539","4.588","4.708","4.522","-0.68%"
"Aug 01, 2021","4.570","4.650","4.675","4.517","8.09%"
"Jul 25, 2021","4.228","4.257","4.373","4.228","-0.40%"
"Jul 18, 2021","4.245","4.315","4.395","4.119","-0.96%"
"Jul 11, 2021","4.286","4.400","4.400","4.286","-0.65%"
"Jul 04, 2021","4.314","4.399","4.482","4.314","-0.78%"
