"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","2.685","2.816","2.901","2.677","-5.49%"
"Oct 30, 2022","2.841","2.631","2.860","2.558","9.02%"
"Oct 23, 2022","2.606","2.880","2.992","2.454","-12.78%"
"Oct 16, 2022","2.988","2.896","3.092","2.793","1.56%"
"Oct 09, 2022","2.942","2.804","3.029","2.737","5.22%"
"Oct 02, 2022","2.796","2.722","2.825","2.366","2.76%"
"Sep 25, 2022","2.721","2.679","2.954","2.641","4.53%"
"Sep 18, 2022","2.603","2.317","2.675","2.289","13.12%"
"Sep 11, 2022","2.301","2.314","2.369","2.203","1.68%"
"Sep 04, 2022","2.263","2.119","2.358","2.084","5.01%"
"Aug 28, 2022","2.155","2.144","2.260","2.054","7.27%"
"Aug 21, 2022","2.009","1.783","2.060","1.756","11.18%"
"Aug 14, 2022","1.807","1.539","1.826","1.444","16.73%"
"Aug 07, 2022","1.548","1.462","1.598","1.389","3.55%"
"Jul 31, 2022","1.495","1.394","1.503","1.249","7.94%"
"Jul 24, 2022","1.385","1.659","1.689","1.367","-14.51%"
"Jul 17, 2022","1.620","1.770","1.960","1.565","-2.29%"
"Jul 10, 2022","1.658","1.863","1.863","1.611","-12.00%"
"Jul 03, 2022","1.884","1.852","1.950","1.681","5.08%"
"Jun 26, 2022","1.793","1.998","2.217","1.721","-9.03%"
"Jun 19, 2022","1.971","2.254","2.371","1.898","-10.65%"
"Jun 12, 2022","2.206","2.105","2.484","2.105","5.40%"
"Jun 05, 2022","2.093","1.777","2.097","1.758","16.28%"
"May 29, 2022","1.800","1.526","1.822","1.523","21.70%"
"May 22, 2022","1.479","1.489","1.566","1.406","0.54%"
"May 15, 2022","1.471","1.459","1.598","1.406","1.03%"
"May 08, 2022","1.456","1.648","1.721","1.368","-12.61%"
"May 01, 2022","1.666","1.462","1.688","1.419","13.88%"
"Apr 24, 2022","1.463","1.391","1.479","1.260","2.52%"
"Apr 17, 2022","1.427","1.344","1.433","1.311","6.33%"
