"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","2.443","2.575","2.657","2.438","-5.64%"
"Oct 30, 2022","2.589","2.381","2.610","2.323","9.38%"
"Oct 23, 2022","2.367","2.642","2.731","2.241","-13.23%"
"Oct 16, 2022","2.728","2.618","2.850","2.537","1.75%"
"Oct 09, 2022","2.681","2.522","2.753","2.459","6.56%"
"Oct 02, 2022","2.516","2.451","2.543","2.092","3.58%"
"Sep 25, 2022","2.429","2.433","2.677","2.361","3.58%"
"Sep 18, 2022","2.345","2.050","2.421","2.046","13.89%"
"Sep 11, 2022","2.059","2.045","2.111","1.935","3.47%"
"Sep 04, 2022","1.990","1.823","2.101","1.806","6.76%"
"Aug 28, 2022","1.864","1.839","1.970","1.785","8.18%"
"Aug 21, 2022","1.723","1.503","1.769","1.483","12.61%"
"Aug 14, 2022","1.530","1.286","1.542","1.179","18.24%"
"Aug 07, 2022","1.294","1.177","1.328","1.080","3.27%"
"Jul 31, 2022","1.253","1.145","1.259","0.969","11.88%"
"Jul 24, 2022","1.120","1.371","1.410","1.112","-17.53%"
"Jul 17, 2022","1.358","1.490","1.697","1.312","-6.54%"
"Jul 10, 2022","1.453","1.651","1.658","1.399","-13.61%"
"Jul 03, 2022","1.682","1.629","1.718","1.473","6.19%"
"Jun 26, 2022","1.584","1.778","1.991","1.521","-8.97%"
"Jun 19, 2022","1.740","1.978","2.115","1.671","-12.39%"
"Jun 12, 2022","1.986","1.858","2.269","1.829","8.23%"
"Jun 05, 2022","1.835","1.558","1.835","1.554","16.73%"
"May 29, 2022","1.572","1.302","1.587","1.297","25.46%"
"May 22, 2022","1.253","1.257","1.326","1.184","1.54%"
"May 15, 2022","1.234","1.212","1.375","1.183","0.73%"
"May 08, 2022","1.225","1.413","1.473","1.124","-13.67%"
"May 01, 2022","1.419","1.241","1.439","1.186","15.09%"
"Apr 24, 2022","1.233","1.151","1.241","1.051","0.49%"
"Apr 17, 2022","1.227","1.130","1.231","1.089","9.26%"
"Apr 10, 2022","1.123","1.048","1.158","1.032","10.75%"
"Apr 03, 2022","1.014","0.801","1.033","0.743","23.21%"
"Mar 27, 2022","0.823","0.835","0.978","0.776","0.61%"
"Mar 20, 2022","0.818","0.631","0.823","0.621","32.79%"
"Mar 13, 2022","0.616","0.564","0.664","0.558","18.69%"
"Mar 06, 2022","0.519","0.182","0.585","0.174","174.60%"
"Feb 27, 2022","0.189","0.409","0.451","0.150","-59.27%"
"Feb 20, 2022","0.464","0.461","0.524","0.372","-2.32%"
"Feb 13, 2022","0.475","0.395","0.501","0.363","1.71%"
"Feb 06, 2022","0.467","0.346","0.472","0.337","29.36%"
