"Date","Price","Open","High","Low","Change %"
"Nov 06, 2022","11.323","11.323","11.542","11.080","2.19%"
"Oct 30, 2022","11.080","11.080","11.083","11.080","0.00%"
"Oct 23, 2022","11.080","11.010","11.083","10.978","0.64%"
"Oct 16, 2022","11.010","11.080","11.080","11.010","-0.63%"
"Oct 09, 2022","11.080","11.250","11.630","11.076","-1.51%"
"Oct 02, 2022","11.250","11.250","11.580","11.250","-2.60%"
"Sep 25, 2022","11.550","11.247","11.621","11.247","0.00%"
"Sep 18, 2022","11.550","11.247","11.550","11.247","2.69%"
"Sep 11, 2022","11.247","11.247","11.247","11.247","0.00%"
"Sep 04, 2022","11.247","11.262","11.262","11.247","-0.98%"
"Aug 28, 2022","11.358","11.344","11.648","11.344","0.12%"
"Aug 21, 2022","11.344","11.344","11.570","11.344","0.00%"
"Aug 14, 2022","11.344","11.344","11.344","11.344","0.00%"
"Aug 07, 2022","11.344","11.344","11.517","11.344","-0.88%"
"Jul 31, 2022","11.445","11.370","11.637","11.370","0.66%"
"Jul 24, 2022","11.370","11.370","11.370","11.370","0.00%"
"Jul 17, 2022","11.370","11.370","11.570","11.370","-2.35%"
"Jul 10, 2022","11.644","11.541","11.644","11.373","0.89%"
"Jul 03, 2022","11.541","11.541","11.541","11.541","0.00%"
"Jun 26, 2022","11.541","11.328","11.541","11.326","1.88%"
"Jun 19, 2022","11.328","11.342","11.342","11.328","-0.54%"
"Jun 12, 2022","11.390","11.342","11.390","11.250","0.42%"
"Jun 05, 2022","11.342","11.342","11.342","11.342","-0.14%"
"May 29, 2022","11.358","11.411","11.421","11.342","0.96%"
"May 22, 2022","11.250","9.609","11.411","9.609","17.08%"
"May 15, 2022","9.609","9.525","9.609","9.525","0.88%"
"May 08, 2022","9.525","9.525","9.525","9.525","0.00%"
"May 01, 2022","9.525","9.646","9.646","9.525","-1.25%"
"Apr 24, 2022","9.646","9.630","9.646","9.630","0.17%"
"Apr 17, 2022","9.630","9.731","9.731","9.603","-1.04%"
"Apr 10, 2022","9.731","9.731","9.731","9.731","0.00%"
"Apr 03, 2022","9.731","9.731","9.731","9.731","0.00%"
"Mar 27, 2022","9.731","9.796","9.796","9.731","-0.66%"
"Mar 20, 2022","9.796","9.885","9.887","9.796","-0.90%"
"Mar 13, 2022","9.885","9.885","9.885","9.884","0.00%"
"Mar 06, 2022","9.885","9.907","9.913","9.885","-0.22%"
"Feb 27, 2022","9.907","9.907","9.907","9.907","0.00%"
"Feb 20, 2022","9.907","9.899","9.907","9.899","0.08%"
"Feb 13, 2022","9.899","9.769","10.124","9.769","1.33%"
"Feb 06, 2022","9.769","9.748","10.124","9.651","0.22%"
"Jan 30, 2022","9.748","9.752","10.150","9.741","-0.04%"
"Jan 23, 2022","9.752","9.690","10.124","9.690","0.64%"
"Jan 16, 2022","9.690","9.690","10.150","9.690","-4.53%"
"Jan 09, 2022","10.150","9.619","10.150","9.619","5.52%"
"Jan 02, 2022","9.619","9.643","10.000","9.619","-0.25%"
"Dec 26, 2021","9.643","9.431","10.000","9.431","-2.60%"
"Dec 19, 2021","9.900","9.432","9.900","9.431","4.96%"
"Dec 12, 2021","9.432","9.376","9.432","9.372","0.60%"
"Dec 05, 2021","9.376","9.750","9.750","9.290","0.93%"
"Nov 28, 2021","9.290","9.137","9.290","9.126","1.67%"
"Nov 21, 2021","9.137","9.137","9.582","9.137","-3.82%"
"Nov 14, 2021","9.500","9.113","9.500","9.113","4.25%"
"Nov 07, 2021","9.113","9.025","9.500","9.018","2.04%"
"Oct 31, 2021","8.931","8.863","8.944","8.863","0.77%"
"Oct 24, 2021","8.863","8.863","8.863","8.861","0.00%"
"Oct 17, 2021","8.863","8.792","8.863","8.776","0.81%"
