Date,Close,Symbol,Position,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-10,7093.5,ap,-0.23,-0,-0.19,-0.23000000000000004,-0.11682025884541372,12.922502344682837,-6.386883277896708,-5.603529188234408,-4.142603079773833,-0.00540441540816516,0.09959082894176025,1.59373,0.00833333333333333,Index,1,0.05,0.01,2,1,0,0.5,250,1255.135651828933
2023-06-10,1021.57,aud,0.4,0,0.1,0.4000000000000001,1.2433913195327873,-3.402684680762164,3.605696795169348,8.124977687944156,4.71257100468612,0.00571340371845074,0.06929118397717789,1.59373,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,1691.232466724735
2023-06-13,25902.5,bt,0,0,0,-0.02200000000000001,-0.02298762099907375,-2.968195181544263,-8.151094819671693,-4.000791403694487,-5.972683489468068,-0.00145316501269121,0.4048535899785934,1.076299,0.025,Cash,1,5,1,3,75,0,37.5,750,926.2607749626924
2023-06-10,2464.35,ca,2.4,0,2.3,2.4000000000000012,1.7757001939468355,5.219280510096552,14.416138128555826,20,15.729997115287569,0.01863586042773946,0.1448520388316501,0.85966,0.03125,Future,1,0.3,0.1,1,3.5,0,1.75,937.5,3236.060767807283
2023-06-10,1029.22,cad,2.6,-0,3.3,2.6000000000000014,1.270365426962473,-19.50174296239488,0.986194676501233,13.312411802978982,3.867887763202722,0.0027924146245768,0.04985831010003279,1.4382,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,2350.4105888242475
2023-06-10,3160,cc,0,0,0,0.15999999999999998,0.6871247810193171,-0.5849565525719159,-2.9892363693188075,20,6.446886160083405,0.00526701093872894,0.14979645122611704,1.076299,0.03125,Future,1,0.2,0.1,1,4,0,2,937.5,3129.2463617340577
2023-06-10,1150.48,chf,0.23,0,0,0.2300000000000001,0.15238106236632656,12.30886417789916,-9.312225051336393,10.28751026322095,0.6897779974101013,-0.00336683124656111,0.0450797739193122,0.97769,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,2599.558289927377
2023-06-10,70.345,cl,0,0,0,-1.5999999999999996,-3.826911917822875,7.486719335735568,0.6493491595404298,-11.33371913807084,-3.4601411418845647,-0.00864825879751673,0.32423234388877553,1.076299,0.015625,Future,1,8,1,3,0.025,0,0.0125,468.75,722.8612580378466
2023-06-10,995.1,cnh,-63,-0,-62,-62.999999999999986,-61.66912396272963,-9.851382808786168,-4.87086004176187,-20,-11.420568301759552,-0.00198777284377449,0.03388847114980806,7.7694,0.015625,Cash,1,0.01,0.01,2,0.3,0,0.15,468.75,6916.068859049945
2023-06-10,86.517,ct,0,0,0,329.9999999999999,656.3299620125885,-8.632790150931637,14.011701730052907,3.4231366131758025,7.511826495203612,0.00139954797789165,0.26696607393353894,1.076299,0.0125,Future,0.01,600,1,3,0.15,0,0.075,375,702.3364326310542
2023-06-10,4300.83,es,0.08,-0,0.14,0.07900000000000006,0.09645798195880129,-5.017906476290538,-8.558709148662496,17.738947547470083,2.3144337970277316,0.00155206727150414,0.11258707163224324,1.076299,0.0125,Index,1,0.01,0.01,2,0.5,0,0.25,375,1665.377714170006
2023-06-10,998.545,eur,0.53,-0,2,0.5299999999999994,0.32188554521379753,13.498095614245871,-0,-1.339371421152904,0.8140609929634257,-0.00269029755518257,0.02968035689901705,1,0.0078125,Cash,1,0.01,0.01,2,0.25,0,0.125,234.375,3948.3184248327216
2023-06-10,96.511,g,-33,0,-37,-33.000000000000014,-29.706891615272045,-20,2.4449036841564022,-17.850827622734464,-7.917879207015584,0.00111967002169866,0.11128659249981092,0.85966,0.03125,Future,1,0.01,0.01,3,0.02,0,0.01,937.5,4212.097697220772
