Date,Close,Symbol,Position,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-20,7347,ap,0,0,0,0,0.028923466476268,9.97620238469456,-6.75738576890244,8.56233636662084,1.04386190066657,0.00368173866492,0.096694198369872,1.59446,0.007407407407407,Index,1,0.05,0.01,2,1,0,0.5,246.907407407407,1276.74364941185
2023-06-20,1029.81,aud,0,0,0,0,1.26961773634449,-2.97855140456454,0,13.0635610641688,4.92756928521108,-0.008663001706939,0.069549126938545,1.59446,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.475694444444,1664.11646438769
2023-06-20,231.185,audhuf,-4700,0,-4100,-4700.00000000001,-5512.24384009622,-15.010150427548,-20,-1.10828899129552,-11.944330639273,-0.013234697419217,0.092544608899117,373.233002,0.015873015873016,Cash,1,800,1,1,0.13,0,0.065,529.087301587302,2858.55279892135
2023-06-22,29411.703125,bt,0,0,0,-6e-4,-0.002809960202723,-3.30757201609313,-7.47272711922607,7.91264807428498,-0.902061531508355,0.037560010038222,0.441605848487315,1.09243,0.022222222222222,Cash,1,5,1,3,75,0,37.5,740.722222222222,838.668945123242
2023-06-20,2510.95,ca,2.3,0,2.3,2.3,1.70464493660986,3.5397199381724,14.4947847421537,20,15.6013643648941,-0.003974647017964,0.144066092539276,0.85376,0.027777777777778,Future,1,0.3,0.1,1,3.5,0,1.75,925.902777777778,3213.46529727442
2023-06-20,1035.37,cad,4.6,0,5.3,4.6,1.49900665681903,-18.0506219396771,0,15.1828092009958,4.26806148643063,-0.001052209979164,0.045926911458908,1.44298,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.475694444444,2520.04420819321
2023-06-20,3198.7,cc,0,0,0,0.02,0.678702504057506,-0.412729406073659,-2.96889010498768,20,6.47428200689879,-0.010078159269845,0.150823029538123,1.09243,0.027777777777778,Future,1,0.2,0.1,1,4,0,2,925.902777777778,3069.50066118297
2023-06-20,1149.91,chf,-0.34,0,0,-0.339000000000003,-0.052616641531286,9.17376966983577,-11.2460786009522,11.1590722516057,-0.242033432850235,-0.001755118095559,0.045306459084935,0.97858,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.475694444444,2554.55512436432
2023-06-20,4.53306,chfpln,-4700,0,-4600,-4700,-7461.75643026862,-2.33892033142649,-20,-18.489260063223,-17.6295960584319,-0.002934103767622,0.061330821432516,4.44807,0.015873015873016,Cash,1,500,1,1,0.00294,0,0.00147,529.087301587302,4313.38835213115
2023-06-20,70.76,cl,0,0,0,-1.5,-4.69953976474026,7.62604225281349,-2.12372979529983,-9.9088234094669,-4.26279003615533,-0.00857673792214,0.324152819027907,1.09243,0.013888888888889,Future,1,8,1,3,0.025,0,0.0125,462.951388888889,714.09434333661
2023-06-20,985.97,cnh,-25,0,-26,-25,-48.2178541984871,-11.7944724270636,0,-20,-9.17944724270637,-0.001854319930257,0.035165776898529,7.8681,0.013888888888889,Cash,1,0.01,0.01,2,0.3,0,0.15,462.951388888889,6582.41378008989
2023-06-20,85.026,ct,0,0,0,50,619.817948384004,-10.854076062652,15.5414413571163,-1.03774057297975,6.27021684310106,0.005732296932144,0.240688679643422,1.09243,0.011111111111111,Future,0.01,600,1,3,0.15,0,0.075,370.361111111111,769.377919351666
2023-06-20,4386.28,es,0,0,0,0,0.123198335539308,-6.38629697206779,-8.95304207710678,20,2.88484926423983,-0.003893211374599,0.10799681177333,1.09243,0.011111111111111,Index,1,0.01,0.01,2,0.5,0,0.25,370.361111111111,1714.68539223384
2023-06-20,1010.815,eur,3.1,0,3,3.1,2.71467040105538,13.0515219926463,0,14.186838066981,6.97988742605704,0.001341401743008,0.029439812015748,1,0.006944444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,231.475694444444,3931.33784822788
2023-06-20,95.935,g,-8,0,-10,-8,-26.2465981564491,-17.0463622634246,2.2398655424125,-17.8847039076854,-7.73858501821039,0.018579838437603,0.121473809408642,0.85376,0.027777777777778,Future,1,0.01,0.01,3,0.02,0,0.01,925.902777777778,3811.12102388676
2023-06-20,1009.15,gbp,6.3,0,6.1,6.3,1.85191490102629,2.98754605809434,0,20,8.29875460580944,-9.90442313423e-4,0.043878055746894,0.85376,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,231.475694444444,2637.7159437019
2023-06-20,1935.99,gc,-1.5,0,-1.1,-1.5,-2.19718672011683,-15.743825231017,-20,-1.35958161968237,-12.1182151709746,-0.007390020097457,0.115262379454779,1.09243,0.022222222222222,Future,1,0.1,0.1,2,0.3,0,0.15,740.722222222222,3213.20029018156
2023-06-20,219.673,gf,-700,0,-500,-700,-1083.96570582589,-9.02908652785831,-20,13.4946289287195,-5.50505708129803,-0.007984499704746,0.116922639935901,1.09243,0.027777777777778,Future,0.01,300,1,3,0.2,0,0.1,925.902777777778,3959.46746620405
2023-06-20,134.341,gg,0,0,0,0,-11.7673513573517,-19.5023126584205,8.96935207463566,-12.6937943626348,-2.54307297357816,0.008807401869211,0.081358050606977,1.09243,0.027777777777778,Future,1,1,1,3,0.2,0,0.1,925.902777777778,5690.29598712127
2023-06-20,92.806,he,1600,0,1500,1600,1449.8626062776,-1.86587720370133,0.039970004579091,11.5917776613474,4.47010834645838,0.024818959386092,0.33602698176887,1.09243,0.055555555555556,Future,0.01,800,1,3,0.1,0,0.05,1851.80555555556,2755.44175918184
2023-06-20,387.77,hg,0,0,0,30,190.142427077655,20,-2.39992629936856,5.52802466636238,3.01124671686067,0.003953442443346,0.165238824252369,1.09243,0.022222222222222,Future,0.01,200,1,2,0.2,0,0.1,740.722222222222,2241.36859353017
2023-06-20,2.3487,hkdzar,-34000,0,-38000,-34000,-14543.5436823116,-9.50854297199485,-9.09693643350206,-4.95048207351981,-7.47951534335844,0.009039326860449,0.11483514341738,19.82448,0.015873015873016,Cash,1,3000,1,1,0.00103,0,5.15e-4,529.087301587302,2303.68198202304
2023-06-20,101.6515,hr,0,0,0,-1090,-385.435700117191,-20,-20,-16.4747721705865,-18.5899088682346,0.001388055075641,0.02399609324618,1.09243,0.027777777777778,Future,1,0.01,0.01,3,0.015,0,0.0075,925.902777777778,19292.7817098972
2023-06-20,19350.1,hs,0,0,0,0,-0.088127000533494,-17.9662657694188,-4.43529737558164,1.31517286160297,-3.48820612009151,-0.029106982794918,0.215635146645511,8.53897,0.007407407407407,Index,1,0.1,0.1,1,5,0,2.5,246.907407407407,572.511975084714
2023-06-20,16388.11,jpy,0,0,0,0,-9.45083502681165,6.97454059916027,-0.715792081002218,-17.1774582119288,-6.53142526535661,0.005532691912167,0.075654650892725,155.007004,0.006944444444444,Cash,1,0.01,0.01,2,5,0,2.5,231.475694444444,1529.81800664619
2023-06-20,178.8,kc,0,0,0,-166,-11.6270174486586,-16.6031126758288,6.25271841862538,-4.39420798545059,-0.29163525245043,-0.028015508198613,0.283787447506728,1.09243,0.011111111111111,Future,0.01,500,1,2,0.3,0,0.15,370.361111111111,652.532580924551
2023-06-20,171.997,le,2900,0,3300,2900,3410.84434382207,-20,19.2133450325141,14.5508590202858,13.4270161243714,-0.012457188391613,0.11575126539582,1.09243,0.027777777777778,Future,0.01,500,1,3,0.09,0,0.045,925.902777777778,3999.53631008518
2023-06-20,716.985,lf,1.19,0,1.11,1.19,0.659063256016943,6.19763315411916,15.3234382811983,-5.71762598875302,5.99443206050985,-0.01683826678603,0.320781923077359,1.09243,0.013888888888889,Future,1,1,1,2,0.5,0,0.25,462.951388888889,721.598312722324
2023-06-20,2.4705,lo,0,0,0,0,89.07268217364,10.757791640282,7.86094920117411,-5.39241870930568,2.84928628089298,-0.018726613366974,0.327420383230001,1.09243,0.013888888888889,Future,1,250,1,4,0.0028,0,0.0014,462.951388888889,706.967880743823
2023-06-20,71331.8,lx,-0.4,0,-0.4,-0.4,-0.272996585888754,2.6365453251863,-14.2198297192984,6.85207717488854,-4.10542945717513,-0.017549685615487,0.154790883115344,19.82448,0.022222222222222,Index,1,0.1,0.1,1,10,0,5,740.722222222222,2392.65455211037
2023-06-20,7298.37,mx,0,0,0,0,0.021610900293039,-7.5172656110505,-2.76841212114273,7.91357062307334,1.02949562755292,-0.002418162431526,0.120870732158866,1,0.011111111111111,Index,1,0.05,0.01,2,1,0,0.5,370.361111111111,1532.05455322439
2023-06-20,8.2174,mxnjpy,98000,0,103000,98000,89385.1614264791,11.4202006185506,20,20,19.1420200618551,-0.011386240662386,0.106865267063891,155.007004,0.015873015873016,Cash,1,10000,1,1,0.003,0,0.0015,529.087301587302,2475.48766836926
2023-06-20,2.4485,ng,-780,0,-750,-780.000000000001,-765.073540787348,4.34984993848686,-20,-2.80834678876513,-10.6883537216574,-0.065214727010605,0.577120541005052,1.09243,0.055555555555556,Future,1,150,1,3,0.003,0,0.0015,1851.80555555556,1604.3490258817
2023-06-20,851.76,nok,-20.5,0,-19.6,-20.5000000000001,-7.75999047010273,-11.263254523054,0,-2.28874308953104,-2.04182268811781,-0.004182562377394,0.083471723916637,11.67332,0.013888888888889,Cash,1,0.01,0.01,2,0.6,0,0.3,462.951388888889,2773.10307710451
2023-06-20,1.60726,nokmxn,-17000,0,-13000,-17000,-41671.829068557,-10.3719677069449,-17.3418042182459,-11.6253245533763,-14.358228701168,0.002183111191982,0.105765984722063,18.6499,0.015873015873016,Cash,1,4000,1,1,0.00182,0,9.1e-4,529.087301587302,2501.21673323264
2023-06-20,33136.51,ny,2.1,0,2.1,2.1,2.83571854664394,-0.720107493285274,0,20,7.92798925067147,-0.007420378841712,0.161453925643789,155.007004,0.007407407407407,Index,1,1,1,2,7,0,3.5,246.907407407407,764.637361472871
2023-06-20,960.14,nzd,3.2,0,3.6,3.2,1.69928677101013,20,3.88451495435395,3.8313633241325,5.47480280682998,-0.002745825784436,0.068403907082961,1.76132,0.006944444444444,Cash,1,0.01,0.01,2,0.5,0,0.25,231.475694444444,1691.97714220994
2023-06-20,269.76,oj,1200,0,1000,1200,1207.08901833088,16.0652928953233,13.5111142486684,3.2461524638008,9.66054739938683,0.009086232170621,0.300084724722064,1.09243,0.055555555555556,Future,0.01,300,1,2,0.6,0,0.3,1851.80555555556,3085.47120695778
2023-06-20,1119.04,ow,1.7,0,2.9,1.7,4.65457151675932,20,-4.34360857802766,8.34695315085898,3.16697697132976,0.001305541582722,0.131434495015947,11.67332,0.011111111111111,Index,1,1,1,2,0.9,0,0.45,370.361111111111,1408.91898685416
2023-06-20,1374.565,pa,0,0,0,-0.49,-0.727063154107048,-4.36542616199171,-2.37328599371534,-13.4424281980908,-7.00015689229315,-0.016805178306812,0.283393152692524,1.09243,0.022222222222222,Future,1,0.6,0.1,2,1.49,0,0.745,740.722222222222,1306.88094469575
2023-06-20,964.16,pl,-0.96,0,-0.83,-0.959999999999999,-0.755112403277889,14.8995080497292,-2.30286650575134,-10.6637346439623,-3.92697630548769,-0.014508005148586,0.218231060612883,1.09243,0.022222222222222,Future,1,0.6,0.1,2,1,0,0.5,740.722222222222,1697.10539861275
2023-06-20,2.65065,plnsek,34000,0,32000,34000,17452.3019079939,18.5987354685665,6.91738571268715,20,13.3185664032002,0.006510119319087,0.089319726506907,11.72729,0.015873015873016,Cash,1,500,1,1,0.002,0,0.001,529.087301587302,2961.76064503729
2023-06-20,2.6088,rb,420,0,440,420,416.115155361447,20,20,3.30845743703846,13.3233829748154,-0.023805913577794,0.310355328439791,1.09243,0.013888888888889,Future,1,250,1,4,0.0025,0,0.00125,462.951388888889,745.840890208368
2023-06-20,2839.5,rm,0.7,0,0.6,0.690000000000001,0.492831061939185,-10.0598891842376,15.8442233277077,20,14.9161227454301,-0.007508280308057,0.215627925038487,1.09243,0.011111111111111,Future,1,0.3,0.1,1,3,0,1.5,370.361111111111,858.796723673442
2023-06-20,26.524,sb,0,0,0,300,3531.17878072591,-3.45852116661087,9.62913598049434,14.7597393498023,10.372611613507,0.001584726589056,0.224036300283844,1.09243,0.011111111111111,Future,0.01,5000,1,3,0.04,0,0.02,370.361111111111,826.564959879001
2023-06-20,921.49,sek,0,0,0,0,-46.1104336870351,-16.6275306905812,0,-17.3069848712149,-8.58554701754408,-0.00410446923086,0.054850576663915,11.72729,0.013888888888889,Cash,1,0.01,0.01,2,0.6,0,0.3,462.951388888889,4220.11414506656
2023-06-20,1061.85,sgd,28,0,28,28,17.3628411992582,12.3392707930014,0,17.8407390916444,8.37022271595789,-5.17829833862e-4,0.015391587135735,1.46462,0.013888888888889,Cash,1,0.01,0.01,2,0.3,0,0.15,462.951388888889,15039.1049605942
2023-06-20,23.161,si,-35,0,-38,-35,-39.901645487635,-3.57574592890468,-10.4631552999378,1.06257372587727,-5.16412275250847,-0.033728112920897,0.226082757274382,1.09243,0.022222222222222,Future,1,30,1,3,0.025,0,0.0125,740.722222222222,1638.16611039306
2023-06-20,707.63,sw,2.9,0,2.8,2.9,2.19480749966264,4.79984703823475,19.9912525471943,10.075761151796,14.5059154381391,-8.05181456524e-4,0.18894328862501,1.09243,0.011111111111111,Future,1,2,1,2,0.7,0,0.35,370.361111111111,980.085383837464
2023-06-20,1188.46,tp,-2.9,0,-2.9,-2.9,-1.64169517529802,7.94684086051295,-10.7097583964321,-5.71251648360508,-6.84520170560681,-0.00923811507286,0.093748613445331,1.44298,0.011111111111111,Index,1,0.5,0.1,2,0.8,0,0.4,370.361111111111,1975.2884736108
2023-06-20,1052.245,usd,0,0,0,0,0.734382432305245,2.10043668376581,7.18637253526497,-2.54008778095653,2.78719482362646,0.00131234238633,0.045603397039577,1.09243,0.006944444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,231.475694444444,2537.92161846581
2023-06-20,650.24,zc,240,0,220,240,133.547252602602,13.4336845246096,20,4.86320942345908,13.2886522218446,-0.007034134453662,0.221122665486905,1.09243,0.007936507936508,Future,0.01,150,1,2,0.9,0,0.45,264.543650793651,598.183027079413
2023-06-20,59.365,zl,0,0,0,610,569.698695231257,13.1691089534831,8.42164607859638,5.74950338026011,7.82753528675055,-0.003497624174698,0.334433906829461,1.09243,0.007936507936508,Future,0.01,2000,1,3,0.09,0,0.045,264.543650793651,395.509613994597
2023-06-20,415.59,zm,0,0,0,0.02,0.229853281074705,-14.9252307917497,12.6324677694441,-8.02740251506738,1.6127497995201,-0.008219454141969,0.243956371490163,1.09243,0.007936507936508,Future,1,1,1,2,0.7,0,0.35,264.543650793651,542.194592372674
2023-06-20,112.602,zn,0,0,0,0,-84.2801376878741,-17.6855805483504,-12.682266671536,-10.2377180795951,-12.204778622441,0.005039229317764,0.06504105467608,1.09243,0.027777777777778,Future,1,0.01,0.01,3,0.03,0,0.015,925.902777777778,7117.83336224322
2023-06-20,398.89,zo,0,0,0,2,65.2693764032316,2.34141369828734,2.36749026715021,9.7924264420257,5.33485708021412,-0.018319966381685,0.296088228841502,1.09243,0.007936507936508,Future,0.01,200,1,2,0.9,0,0.45,264.543650793651,446.731117661659
2023-06-20,18.074,zr,56,0,53,56,36.2976402684831,4.53760641122047,20,5.03516551924898,12.4678268488216,0.005826390535447,0.274611712967633,1.09243,0.007936507936508,Future,1,50,1,3,0.04,0,0.02,264.543650793651,481.668549266926
2023-06-20,1469.44,zs,0,0,0,18,62.3047060300671,3.2654615647783,20,4.22733646800204,12.0174807436786,2.04180251034e-4,0.18967133066102,1.09243,0.007936507936508,Future,0.01,50,1,2,1.5,0,0.75,264.543650793651,697.373846304801
2023-06-20,690.97,zw,0,0,0,-53.9999999999999,-41.3100836965484,-11.2960026913478,-11.5048672627599,2.18261265831435,-6.00898883718901,0.013228052972911,0.304191514779845,1.09243,0.007936507936508,Future,0.01,80,1,2,0.8,0,0.4,264.543650793651,434.830752897744
