Date,Close,Symbol,Position,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-13,7184.1,ap,-0.18,0,-0.23,-0.177,-0.08191818913929,11.7322226444345,-6.43267768890494,-2.25356776987641,-2.94454368795958,0.008892303047499,0.099682127880584,1.59383,0.008333333333333,Index,1,0.05,0.01,2,1,0,0.5,250,1253.98607210458
2023-06-13,1027.54,aud,0,0,0.4,0,1.47877725732389,-3.51974492061319,2.54553462594868,11.4033457712023,5.48213112939394,0.003099568737211,0.067386237158755,1.59383,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,1739.04204984645
2023-06-17,0,audhuf,-15841,0,0,0,0,0,0,0,0,0,0,0,0,Cash,1,800,1,1,1.3,0,0,0,0
2023-06-15,25124.675781,bt,0,0,0,-0.025,-0.026477754418974,-2.93053640598315,-8.19245313214759,-5.58431038422746,-6.6230043603631,-0.03111535405704,0.402809750238379,1.078935,0.025,Cash,1,5,1,3,75,0,37.5,750,930.96058319859
2023-06-13,2474.35,ca,2.4,0,2.4,2.4,1.68783174894602,4.67606099236159,14.0403470145329,20,15.4877796065026,0.014943274807721,0.148729016301274,0.85557,0.03125,Future,1,0.3,0.1,1,3.5,0,1.75,937.5,3151.70510541449
2023-06-13,1031.38,cad,3.1,0,2.6,3.1,1.41128478069547,-19.1224386249273,1.0039241382831,14.1137548429268,4.23522014381954,0.003438198431693,0.048977804323034,1.4364,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,2392.66544549626
2023-06-13,3173.9,cc,0,0,0,0.08,0.674762829915296,-0.595448126033118,-2.9276618008963,20,6.47662428694854,0.014567292938692,0.152946969442616,1.078935,0.03125,Future,1,0.2,0.1,1,4,0,2,937.5,3064.78776080535
2023-06-13,1146.71,chf,0,0,0.23,0,-0.084540322560887,11.8647121556139,-8.911796670685,7.17605028664141,-0.399007005124548,0.002497207221166,0.047105316190718,0.97662,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,2487.77652877942
2023-06-17,0,chfpln,-4617,0,0,0,0,0,0,0,0,0,0,0,0,Cash,1,500,1,1,32.9,0,0,0,0
2023-06-17,0,chfusd,-4297,0,0,0,0,0,0,0,0,0,0,0,0,Cash,1,500,1,1,1.2,0,0,0,0
2023-06-13,69.295,cl,0,0,0,-3.4,-4.72912322706628,7.53324051417099,0.608416918662128,-13.854959199967,-4.48445116923866,0.028544092469987,0.346045603831933,1.078935,0.015625,Future,1,8,1,3,0.025,0,0.0125,468.75,677.295123546292
2023-06-13,989.76,cnh,-62,0,-63,-61.9999999999999,-60.4890052793783,-10.6730133658513,-4.72906772935444,-20,-11.4318352012624,-0.003952733739234,0.034904554015033,7.7994,0.015625,Cash,1,0.01,0.01,2,0.3,0,0.15,468.75,6714.73985598153
2023-06-13,85.549,ct,0,0,0,410,661.469380238386,-9.46214393204216,14.5551498356198,2.14368168814731,7.1888331998646,-0.005234728969968,0.256998316214222,1.078935,0.0125,Future,0.01,600,1,3,0.15,0,0.075,375,729.576764400699
2023-06-13,4370.38,es,0.14,0,0.08,0.14,0.127462136515852,-5.00859473196093,-8.4735593964798,19.6725295444983,3.13137264636331,0.00636059552563,0.113718445214453,1.078935,0.0125,Index,1,0.01,0.01,2,0.5,0,0.25,375,1648.80903574093
