Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-28,7195.5,ap,81.52,-0.17,-0.166397702594103,0,1,0.025102276878266,-0.166397702594103,0.616287787385566,-0.27,-0.135854963065082,0.50204553756532,-5.41205738921267,11.7839440339082,-12.4104518962795,-0.963064611159301,0.007673028717241,0.109286914879111,1.63992,0.007407407407407,Index,1,0.05,0.01,2,5,0,2.5,240.740740740741,1101.41612564981
2023-06-28,1010.12,aud,46.14,1.02,1.01672744821971,2.2,1,0.249453340464711,-1.18327255178029,0.616287787385566,0.28,0.140192041893063,4.98906680929422,0.56199705176085,-4.402718200375,0.410235723128614,1.99287752558511,-0.009723687649768,0.073443140861124,1.63992,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.694444444444,1536.5250028673
2023-06-28,224.5,audhuf,475.69,-8400,-8400,-8400,0,531.395240970245,-184.88633621567,0.616287787385566,-8700,-9487.03230162262,10627.9048194049,-17.8530622221998,-11.2630523126687,-20,-16.8168924773322,-0.007897463292646,0.093324489134523,369.972992,0.018518518518519,Cash,1,800,1,1,0.13,0,0.065,601.851851851852,3224.51190160983
2023-07-01,30632.861328,bt,0,0,0,0,0,0.003074856555584,0,0.616287787385566,0,0.004988758615505,0.061497131111687,1.62243620972962,-5.42722661922776,-7.85570438144543,15.2325276559378,0.018005205421408,0.420076907144616,1.095722,0.022222222222222,Cash,1,5,1,3,75,0,37.5,722.222222222222,859.63095083157
2023-06-28,2627.05,ca,832.7,1.8,1.83022732756866,2.2,1,0.097573722500628,-0.369772672431339,0.616287787385566,1.6,1.39347694686634,1.95147445001255,14.2812727766677,-6.15837663103961,13.7942208795433,20,0.01972078979686,0.151382743413714,0.85966,0.027777777777778,Future,1,0.3,0.1,1,3.5,0,1.75,902.777777777778,2981.77241811035
2023-06-28,1038.24,cad,0,0,0,0,0,0.342747890922955,0,0.616287787385566,0,1.29876881637133,6.8549578184591,3.78928317508822,-18.3571238908166,0,14.0624889104247,-0.002606785848925,0.045854674491452,1.44599,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.694444444444,2460.97531982827
2023-06-28,3333.7,cc,97.08,0.2,0.246515114954226,0,1,0.092992058539888,0.246515114954226,0.616287787385566,0.4,0.555198024704598,1.85984117079776,5.97038105642594,-6.26311214136291,-2.80661545887555,20,0.023491216788356,0.159543409690831,1.095722,0.027777777777778,Future,1,0.2,0.1,1,4,0,2,902.777777777778,2829.25436884925
2023-06-28,1155.14,chf,0,0,0,0,0,0.233367346080323,0.18488633621567,0.616287787385566,0.3,0.429264568288369,4.66734692160645,1.8394371599042,5.82651140469387,-10.0978239382949,15.7642449714556,-3.20256207701e-4,0.040990910767444,0.9792,0.006944444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.694444444444,2752.98157834175
2023-06-28,4.57445,chfpln,391.9,-6051,-6051.1366378433,-7900,1,464.631294336974,1848.8633621567,0.616287787385566,-4900,-6085.48133473849,9292.62588673948,-13.0974417972049,6.05670768337051,-18.6233881157952,-10.9785462691108,0.007419602807345,0.062915404689775,4.4437,0.018518518518519,Cash,1,500,1,1,0.00294,0,0.00147,601.851851851852,4783.02456146853
2023-06-28,69.07,cl,0,0,0,0,0,1.10626153034677,0,0.616287787385566,0,-7.12382821345165,22.1252306069354,-6.43955160514224,-3.08821306689717,-2.12703716786993,-12.6680292862939,0.016760495123788,0.32364878733614,1.095722,0.013888888888889,Future,1,8,1,3,25,0,12.5,451.388888888889,697.343704890943
