Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-12-13,3593.55,ca,0,0,0,0,0,FALSE,0.3,0,0,0,15.7051779468959,5.00952393800688,6.44127095086012,15.2148398180944,0.002284473545025,0.194960825212967,0.86155,0,Future,1,0.3,1e-4,3.5,0,0.004995707449478,15.7882305524009,11.7829361473002,6.11083455626518,17.4603174603175,0,0
2023-12-13,4224.5,cc,805.25,0,0.97,0.97,0.97,FALSE,0.2,0.013805956466594,0.983805956466594,1.59005631616608,12.3744794000596,1.40997613585365,-2.89868700880665,17.2436613032226,8.76227069904e-4,0.212077053552975,1.079214,0.0625,Future,1,0.2,0.01,4,0,0.004464686775033,16.7526070205776,11.9339279120889,9.91027243577551,19.3650793650794,2000,3112.076431386
2023-12-13,69.186,cl,334.08,0,-16.33,-16.33,-16.33,FALSE,8.06530304109123,-3.03714490981016,-19.3671449098102,64.5224243287298,-6.00322914437875,6.9102892444443,3.93206977237712,-13.425485034249,0.005798294156397,0.319118955827026,1.079214,0.0625,Future,1,8,0.01,0.025,0,0.001132320014646,-12.5866190984662,-8.46841619196441,-14.4694708937865,-9.6031746031746,2000,2068.19428287972
2023-12-13,80.07,ct,598.01,0,-3572.95,-3572.95,-3572.95,FALSE,985.832541637038,410.982582073021,-3161.96741792698,7886.6603330963,-8.01852060157278,-4.34706412277704,-6.3378864554177,-5.34888551299967,-0.00116080970141,0.22558932067611,1.079214,0.0625,Future,0.01,600,0.01,0.15,0,0.008304297400592,-5.09838458695874,-4.7010131427176,2.37550618271198,-10.5555555555556,2000,2925.67040860766
2023-12-13,4650.6,es,0,0,0,0,0,FALSE,0.01,0,0,0,6.47045996441409,-0.015189226381697,-15.3336539078059,16.3017015196459,1.5698131417e-4,0.098880541397126,1.079214,0,Index,1,0.01,0.01,0.5,0,0.001087301986367,14.3032430458075,11.9602303516257,13.3734318039911,15.1587301587302,0,0
2023-12-13,99.8345,g,0,0,0,0,0,FALSE,0.01,0,0,0,3.75156425448674,-3.42821387853713,-0.362603818324685,6.8974945210799,0.014264699269519,0.137625412304167,0.86155,0,Future,1,0.01,0.01,0.02,0,0.00145562905396,5.41830476225478,4.27264351457925,10.7161294784299,2.77777777777778,0,0
2023-12-13,1979.525,gc,304.09,0,-1.03,-1.03,-1.03,FALSE,0.558875046571645,-0.309011321787725,-1.33901132178773,4.47100037257316,-5.98976162024829,-7.83230757452534,-13.3594414022771,2.60952566140349,-0.001544631829202,0.160959199958277,1.079214,0.0625,Future,1,0.1,0.01,0.3,0,9.41552322627e-4,1.78928066897628,1.70802605119974,-5.75753792367504,11.031746031746,2000,4100.41799518811
2023-12-13,216.491,gf,0,0,0,0,0,FALSE,300,0,0,0,-5.81805122034782,11.0249225221042,-13.9589410353945,-6.29039237048528,0.001049092538826,0.228882978436459,1.079214,0,Future,0.01,300,0.01,0.2,0,0.004036236940941,-5.87845639947835,-4.22087293768374,-4.37818003141588,-6.66666666666667,0,0
2023-12-13,135.339,gg,79.02,0,7.36,7.36,7.36,FALSE,15.3679425513588,6.16456638885059,13.5245663888506,122.94354041087,2.20012639031742,-8.5038971457691,-3.23434883029603,8.80262484178913,0.003753182948203,0.07933142448847,1,0.0625,Future,1,1,0.01,0.028,0,0.002607893281443,8.15146093060841,4.65955649269638,16.936367665809,-0.158730158730159,2000,8319.52790783337
2023-12-13,66.799,he,588.42,0,-3048.71,-3048.71,-3048.71,FALSE,854.894049638657,-738.660843070098,-3787.3708430701,6839.15239710925,-11.0755562185482,-0.903989643321189,2.24911632899783,-15.4399716342359,-0.024576129694512,0.311823799844315,1.079214,0.0625,Future,0.01,800,0.01,0.1,0,0.004800879212479,-14.7577159946159,-10.3139264835112,-11.2718662830766,-15.5555555555556,2000,2116.57994139485
