Date,Close,Symbol,PositionRisk,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Decimals,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-08-08,992.87,aud,13.24,0.24,0.24,0.24,FALSE,0.772459077761226,-0.172899382159268,0.720414092330282,0,-1.07649018376501,6.1796726220898,-3.4839715615905,0.812877892316964,2.15738561790248,-8.70657076477484,-0.005704487654856,0.093016750614619,1.67365,0.011904761904762,Cash,1,0.01,0.01,2,0.3,0,0.15,-5.58535574494546,-4.81005454418609,-13.6956255194553,-2.6984126984127,516.666666666667,1833.00318354922
2023-08-08,2614.45,ca,529.26,0.8,0.8,0.8,FALSE,0.090201613473971,-0.072041409233028,0.720414092330282,0.7,0.582780162162237,0.721612907791764,16.152154593399,4.03609749466112,9.56169259625539,13.9591175366804,-0.027539038281879,0.218393028114896,0.86306,0.016666666666667,Future,1,0.3,0.1,1,3.5,0,1.75,11.8102255508842,10.6055043035432,2.12270261496794,18.4126984126984,723.333333333333,1092.98360877354
2023-08-08,1018.77,cad,15.23,0.37,0.37,0.37,FALSE,1.03551370976001,-0.799659642486613,0.720414092330282,-0.74,-0.372263358543248,8.28410967808011,-0.898740777245534,6.1295957119037,0.636071445830875,-3.82538953067374,-0.004954479928124,0.059455585135723,1.4715,0.011904761904762,Cash,1,0.01,0.01,2,0.3,0,0.15,-1.74499867071618,-1.57014044254453,-10.9156076722067,2.46031746031746,516.666666666667,2867.68685584019
2023-08-08,3346.9,cc,211.44,0.43,0.311834363067887,0.6,CUSTOM,0.084671399147457,-0.288165636932113,0.720414092330282,0.2,0.216015351451919,0.677371193179657,6.37804954290775,-11.3725950346457,-0.070075789650802,13.5608260672379,-0.036811453254908,0.231692002058147,1.100267,0.016666666666667,Future,1,0.2,0.1,1,4,0,2,11.4424143368249,10.1872679858542,1.68323793304669,18.4126984126984,723.333333333333,1030.24704296911
2023-08-08,1180.32,chf,237.18,3.56,3.56,3.56,FALSE,0.895684997994862,-0.036020704616514,0.720414092330282,3.51,2.99421585117474,7.1654799839589,8.3573350504859,-1.36547870054133,0,14.2702614259452,-1.77902027282e-4,0.054288593178178,0.96177,0.016666666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,11.3175272544982,9.0911365373903,4.13475353824803,19.3650793650794,723.333333333333,4396.87208722791
2023-08-08,80.741,cl,231.66,9,9,9,FALSE,2.8980263736217,-0.720414092330282,0.720414092330282,8,7.91835692291463,23.1842109889736,6.83081854860673,11.3012932136695,0.998499917619906,7.31124938056896,-0.02170935590163,0.350755161637699,1.100267,0.020833333333333,Future,1,8,0.01,3,0.0025,0,0.00125,6.03106218463549,4.87421568605161,10.559128037779,1.03174603174603,904.166666666667,850.664602074185
2023-08-08,982.83,cnh,21.68,-3.2,-3.2,-3.2,FALSE,8.80714229387603,0.136878677542754,0.720414092330282,-3.01,-35.0190558329503,70.4571383510082,-9.94052743342766,-16.5188733958163,-5.28351770915137,-5.83343023698615,-0.002134407445265,0.054651089651856,7.9272,0.016666666666667,Cash,1,0.01,0.01,2,0.3,0,0.15,-6.64765287506111,-3.560068045779,3.68727623560801,-11.4285714285714,723.333333333333,4367.70797289846
2023-08-08,88.242,ct,604.92,2496.3,2496.3,2496.3,FALSE,492.520207509501,290.831169073735,0.720414092330282,2900,1816.04036100286,3940.161660076,9.21810076679862,-14.595396336553,12.3801482207292,3.5371650862245,-0.005593898606976,0.302148967306927,1.100267,0.033333333333333,Future,0.01,600,0.01,3,0.15,0,0.075,2.02601985892172,2.75992720148313,2.20874893139704,3.88888888888889,1446.66666666667,1580.0153290448
2023-08-08,4477.26,es,151.18,-0.27,-0.27085797292624,-0.17,TRUE,0.076127505890957,-0.100857972926239,0.720414092330282,-0.31,-0.155962621397755,0.609020047127652,-5.12175657052106,-8.21903077662206,-12.7110447207942,9.40730264427987,-0.009633476221259,0.137596872516606,1.100267,0.011904761904762,Index,1,0.01,0.01,2,0.5,0,0.25,8.26450668000385,8.23350561362748,-1.60008474346617,14.047619047619,516.666666666667,1239.12700108371
2023-08-08,1014.015,eur,219.12,5.07,5.07,5.07,FALSE,1.38073463580135,0.749230656023494,0.720414092330282,6.11,3.05857201883048,11.0458770864108,5.53794324326364,12.4508528366938,0,6.11719219626594,7.30038655412e-4,0.042622392979349,1,0.016666666666667,Cash,1,0.01,0.01,2,0.25,0,0.125,4.37848186059091,4.22772866973792,-0.577731489315201,10.7936507936508,723.333333333333,5600.34252688844
