Date,Close,Symbol,Position,RequiredTrade,PositionPrevious,PositionDynamic,PositionRaw,ForecastSkew,ForecastCarry,ForecastTrend,Forecast,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure
2023-06-13,7184.1,ap,-0.18,0,-0.23,-0.1770000000000002,-0.08191818913929015,11.732222644434517,-6.4326776889049375,-2.253567769876414,-2.9445436879595825,0.00889230304749943,0.09968212788058374,1.59383,0.00833333333333333,Index,1,0.05,0.01,2,1,0,0.5,250,1253.9860721045836
2023-06-13,1027.54,aud,0,-0,0.4,0,1.478777257323888,-3.519744920613195,2.5455346259486844,11.403345771202291,5.48213112939394,0.00309956873721084,0.0673862371587547,1.59383,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,1739.042049846453
2023-06-15,25124.675781,bt,0,0,0,-0.02499999999999999,-0.02647775441897351,-2.930536405983152,-8.192453132147593,-5.584310384227458,-6.623004360363095,-0.03111535405703946,0.4028097502383793,1.078935,0.025,Cash,1,5,1,3,75,0,37.5,750,930.96058319859
2023-06-13,2474.35,ca,2.4,0,2.4,2.4000000000000004,1.6878317489460166,4.676060992361593,14.040347014532855,20,15.487779606502588,0.01494327480772117,0.14872901630127394,0.85557,0.03125,Future,1,0.3,0.1,1,3.5,0,1.75,937.5,3151.70510541449
2023-06-13,1031.38,cad,3.1,0,2.6,3.099999999999999,1.4112847806954738,-19.122438624927252,1.003924138283102,14.11375484292678,4.2352201438195385,0.00343819843169335,0.0489778043230337,1.4364,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,2392.6654454962586
2023-06-13,3173.9,cc,0,0,0,0.08,0.6747628299152963,-0.5954481260331175,-2.927661800896296,20,6.476624286948541,0.01456729293869152,0.152946969442616,1.078935,0.03125,Future,1,0.2,0.1,1,4,0,2,937.5,3064.787760805354
2023-06-13,1146.71,chf,0,-0,0.23,0,-0.08454032256088691,11.864712155613873,-8.911796670685,7.17605028664141,-0.39900700512454823,0.00249720722116553,0.04710531619071744,0.97662,0.0078125,Cash,1,0.01,0.01,2,0.3,0,0.15,234.375,2487.776528779419
2023-06-13,69.295,cl,0,0,0,-3.400000000000001,-4.729123227066282,7.533240514170986,0.6084169186621282,-13.854959199967045,-4.484451169238655,0.02854409246998734,0.3460456038319326,1.078935,0.015625,Future,1,8,1,3,0.025,0,0.0125,468.75,677.295123546292
2023-06-13,989.76,cnh,-62,0,-63,-61.9999999999999,-60.48900527937826,-10.673013365851302,-4.729067729354442,-20,-11.43183520126235,-0.00395273373923377,0.03490455401503266,7.7994,0.015625,Cash,1,0.01,0.01,2,0.3,0,0.15,468.75,6714.739855981532
2023-06-13,85.549,ct,0,0,0,410.0000000000002,661.4693802383864,-9.462143932042162,14.555149835619783,2.1436816881473124,7.188833199864601,-0.00523472896996768,0.25699831621422237,1.078935,0.0125,Future,0.01,600,1,3,0.15,0,0.075,375,729.5767644006988
