Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-10-24,3299.35,ca,0,0,0,0,0,FALSE,0.3,0,0,0,14.688512136142066,-1.2786924788181062,0.44805817519694785,20,-0.00833048899477084,0.21771726396270097,0.871,0,Future,1,0.3,1e-4,3.5,0,1.75,19.771984757716066,12.501443409587177,16.750715804191568,18.41269841269841,0,0
2023-10-24,3729.7,cc,529.8,0,0.69,0.69,0.69,FALSE,0.2139364235922133,0.14671095147758506,0.836710951477585,1.711491388737706,9.777565426077814,-2.7870525130068033,-0.02252452450521342,14.441542420193093,-0.00774535147076171,0.2184285843131221,1.061008,0.05555555555555555,Future,1,0.2,0.01,4,0,2,12.798712040929583,9.192904050351082,11.6307487198259,14.92063492063492,1991.111111111111,3008.1532997748477
2023-10-24,85.954,cl,831,0,30.34,30.34,30.34,FALSE,8,-3.5450105055853065,26.794989494414693,47.97939820409721,11.169372896438926,15.379620668036294,4.696270736389556,4.854551493038976,-0.0140823805099588,0.3380937959340625,1.061008,0.05555555555555555,Future,1,8,0.01,0.025,0,0.0125,3.0224012149278447,3.5497687818877384,-0.8892704870673926,10.634920634920636,1991.111111111111,1943.444909574184
2023-10-24,84.647,ct,300.8,0,-1582.42,-1582.42,-1582.42,FALSE,864.1511198853423,-583.0537334041719,-2165.473733404172,6913.208959082738,-6.264742599915547,-7.490887745128057,4.757361828088067,-6.986227174700733,-0.00389096373554309,0.2382686120924196,1.061008,0.05555555555555555,Future,0.01,600,0.01,0.15,0,0.075,-5.092465231977675,-4.780846808351434,-9.879645783128073,-3.7301587301587302,1991.111111111111,2757.6719438471555
2023-10-24,4249.61,es,352.34,0,-0.69,-0.69,-0.69,FALSE,0.3216931042070875,-0.03406139642308048,-0.7240613964230804,2.5735448336567,-5.626957704049597,-0.5006571790334804,-4.1571777431544685,-5.173692810972155,0.00461103666505202,0.1274903390582082,1.061008,0.05555555555555555,Index,1,0.01,0.01,0.5,0,0.25,-4.36347809636526,-2.719035451765039,-9.990590204904022,-0.317460317460319,1991.111111111111,5153.854570632761
2023-10-24,92.7405,g,0,0,0,0,0,FALSE,0.01,-0,-0,0,-11.16832987876407,-6.182460739922868,-0.20160765972921812,-11.699072305192717,0.00410587229504333,0.13412188820760956,0.871,0,Future,1,0.01,0.01,0.02,0,0.01,-8.345340830194436,-8.39058881946963,-7.350587902804447,-15.238095238095235,0,0
2023-10-24,1964.465,gc,119.71,0,-0.47,-0.47,-0.47,FALSE,0.6449505867665212,0.09159130851076946,-0.3784086914892305,5.159604694132169,-1.4668127266400115,-17.39869468333153,-5.314853514203248,9.401023796580708,-0.00465454314660451,0.13756164643977067,1.061008,0.05555555555555555,Future,1,0.1,0.01,0.3,0,0.15,7.483547017528412,5.498900387816586,13.77636274189174,4.841269841269841,1991.111111111111,4776.525170148742
2023-10-24,229.366,gf,0,0,0,0,0,FALSE,300,-0,-0,0,-2.3437638069808866,8.671900767327532,-6.838634988475344,-4.041651298733943,0.00157951033122305,0.16392745071044257,1.061008,0,Future,0.01,300,0.01,0.2,0,0.1,-1.4958516042333296,-0.4847107706082602,-18.588947126038143,6.984126984126983,0,0
2023-10-24,128.895,gg,0,0,0,0,0,FALSE,1,-0,-0,0,-13.164199752516554,-12.77831940563755,1.9778182605356585,-12.152015764137792,0.00236907115094808,0.08655496989578612,1.061008,0,Future,1,1,0.01,0.028,0,0.014,-8.742270430026409,-9.493018010919984,-4.516585276043394,-18.095238095238095,0,0
2023-10-24,72.164,he,214.27,0,-991.15,-991.15,-991.15,FALSE,800,-608.3648472214958,-1599.5148472214958,6078.8076408269135,-5.262594053737519,-0.4376488533408325,17.679504252908334,-15.637719771433776,0.00409628921841509,0.31784771335291223,1.061008,0.05555555555555555,Future,0.01,800,0.01,0.1,0,0.05,-14.545740197006994,-8.9288170704869,-18.533651114543076,-10.555555555555555,1991.111111111111,2067.237356328291
2023-10-24,360.5,hg,663.7,0,-1201,-1201,-1201,FALSE,297.2478480869876,22.96704267155178,-1178.0329573284482,2377.9827846959006,-9.907834193838342,-2.579120908718088,-1.526994724138456,-11.157387775356185,0.01017643130792755,0.16264627249457386,1.061008,0.05555555555555555,Future,0.01,200,0.1,0.2,0,0.1,-6.874589900047328,-8.632779876955253,-3.821851503373012,-18.174603174603178,1991.111111111111,4039.8507545790058
2023-10-24,17304.5,hs,766.02,0,-1.51,-1.51,-1.51,FALSE,0.32380514465518795,-0.195371793375946,-1.705371793375946,2.5904411572415036,-13.166651468678442,-11.169733359516671,-2.0171114698601924,-10.962112876882824,0.01688890699065481,0.2433033609362281,8.2993,0.05555555555555555,Index,1,0.1,0.01,5,0,2.5,-8.079332372173495,-7.769910029002292,-6.63311647536779,-14.365079365079366,1991.111111111111,2700.6066177560515
2023-10-24,168.71,kc,0,0,0,0,0,FALSE,500,-0,-0,0,-1.0190931735655226,-8.926173636002792,0.7102220488838279,2.7491848954721188,0.01114599528913906,0.280982546674839,1.061008,0,Future,0.01,500,0.01,0.3,0,0.15,3.425677245681489,-0.5702494169896141,14.798228215845594,-8.412698412698413,0,0
2023-10-23,480.47,lb,313.39,0,-2.52,-2.52,-2.52,FALSE,2,-0.20092564427893,-2.72092564427893,10.567103025074225,-5.149804327302502,6.7090953386305,-1.7694481447428223,-9.33622936668051,-0.011958103435032,0.27462234564134497,1.061008,0.05555555555555555,Future,1,2,0.01,1,1,1.5,-7.666386074208875,-7.820654104156314,-3.196830708702821,-12.698412698412698,1991.111111111111,2392.619089798292
