Date,Close,Symbol,PositionRisk,Position,PositionPrevious,BufferLow,BufferUp,RequiredTrade,PositionDynamic,PositionRaw,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,MinPosition,TickSize,Decimals,Spread,Commission,CostPerTrade,InstCapital,Exposure,diff
2023-06-26,7098.5,ap,0,0,0,-0.05,0.05,-0,-0.2969843154579096,-0.1484921577289548,0.5021821357819632,-5.913876545916278,11.64306344230122,-12.317035206191685,-2.2991632176263965,0.00133920724861091,0.1102497457600323,1.63251,0.0074074074074074,Index,1,0.05,0.01,2,5,0,2.5,240.74074074074073,1091.797260307216,0.1484921577289548
2023-06-26,1019.78,aud,96.71,2.2,2.2,1.69,2.71,-0,1.0923298176657923,0.5461649088328963,5.134228369980453,2.1275442753045115,-5.154607862988175,0,6.607512654008322,6.57220373945222e-4,0.07037121455361262,1.63251,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.69444444444443,1603.5991838146983,1.653835091167104
2023-06-26,225.97,audhuf,480.34,-8400,-8400,-9452.5,-7347.5,-0,-8700.000000000011,-8833.110374973068,10524.96470319762,-16.78506412907866,-11.215441306174112,-20,-14.15879999615312,-0.00459182227626531,0.09360776577706086,369.90799,0.01851851851851851,Cash,1,800,1,1,0.13,0,0.065,601.8518518518518,3214.753855386533,433.11037497306825
2023-06-28,30751.191406,bt,0,0,0,-0.006,0.006,0,0.0021,0.00517088453618061,0.06013603888491807,1.7197290117748198,-4.571077685130813,-7.747252025499232,15.126156982593791,0.00884942104958597,0.42595748649177945,1.090667,0.02222222222222222,Cash,1,5,1,3,75,0,37.5,722.2222222222222,847.7632687835859,-0.00517088453618061
2023-06-26,2566.15,ca,958.36,2.2,2.2,2,2.4,-0,1.7999999999999996,1.5091025197563914,2.072398759427854,14.56382380940069,-6.151759809740101,14.357999580749402,20,0.01705714486442566,0.1454385750783681,0.85675,0.02777777777777777,Future,1,0.3,0.1,1,3.5,0,1.75,902.7777777777776,3103.639379343909,0.6908974802436088
2023-06-26,1045.45,cad,0,0,0,-0.69,0.69,0,0,1.684500320125779,6.853776661560282,4.915538989104725,-18.39266025189485,0,16.887012535735526,0.00262432148163505,0.04522342532297946,1.43574,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.69444444444443,2495.326734237465,-1.684500320125779
2023-06-26,3252.2,cc,0,0,0,-0.2,0.2,0,0.2699999999999999,0.596277073058926,2.0262864394303826,5.885417396629746,-6.161513009278683,-2.996862604884772,20,0.01649342944210374,0.14941525823377436,1.090667,0.02777777777777777,Future,1,0.2,0.1,1,4,0,2,902.7777777777776,3021.0360991556036,-0.596277073058926
2023-06-26,1155.7,chf,0,0,0,-0.45,0.45,0,0.3499999999999999,0.41601107610350774,4.4705329383559365,1.8611252029226664,6.590818162071394,-9.783003963153266,15.2338634207304,0.00135074311396987,0.04267431573905205,0.9769,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.69444444444443,2644.382698770578,-0.41601107610350774
2023-06-26,4.54479,chfpln,494.98,-7900,-7900,-8860.6,-6939.4,0,-6300.0000000000055,-7379.858869998112,9605.683320411928,-15.365609345700635,6.589203063013049,-20,-15.061324130004856,0.00117015534145448,0.06118177772392013,4.43787,0.01851851851851851,Cash,1,500,1,1,0.00294,0,0.00147,601.8518518518518,4918.554790673783,-520.1411300018881
2023-06-26,69.426,cl,0,0,0,-2.172,2.172,0,-4.6999999999999975,-6.568518163373653,21.720514762607092,-6.048215924128716,-3.963771096636557,-2.108619812986216,-11.49382226992988,1.7286084744849717e-4,0.3264756385955955,1.090667,0.01388888888888888,Future,1,8,1,3,25,0,12.5,451.38888888888886,691.3056221141558,6.568518163373653
2023-06-26,982.03,cnh,178.34,-40,-40,-50.12,-29.88,0,-29.000000000000004,-45.4509915253255,101.2407164358756,-8.978796896229689,-9.787968962296889,-0,-20,-0.00436912642028719,0.03585680027977877,7.8977,0.01388888888888888,Cash,1,0.01,0.01,2,0.3,0,0.15,451.38888888888886,6294.3275106374585,5.450991525325499
2023-06-26,81.984,ct,138.82,780,780,577.105,982.895,-0,0,401.9260813297348,2028.9522817580328,3.9619076795781183,-9.7452057664281,15.798464216597251,-7.407009630194243,-0.00981941048034684,0.23677295139044083,1.090667,0.01111111111111111,Future,0.01,600,1,3,0.15,0,0.075,361.1111111111111,762.5683360166328,378.0739186702652
2023-06-26,4334.34,es,0,0,0,-0.09,0.09,-0,-0.20800469108283692,-0.10400234554141846,0.8537855496474609,-2.4362638975176467,-5.44906663409646,-15.658280523920965,14.844457569631205,-0.00290510024860957,0.10642931051427444,1.090667,0.01111111111111111,Index,1,0.01,0.01,2,0.5,0,0.25,361.1111111111111,1696.4833717619472,0.10400234554141846
2023-06-26,1012.795,eur,139.54,4.5,4.5,3.77,5.23,-0,4.099999999999997,3.093348372963419,7.278332067019393,8.500157301094948,15.08331498388296,-0,17.47956450676663,0.00161564892070842,0.03061733980832523,1,0.00694444444444444,Cash,1,0.01,0.01,2,0.25,0,0.125,225.69444444444443,3685.729162908453,1.406651627036581
2023-06-26,96.484,g,405.35,-31,-31,-37.904,-24.096,0,-27.999999999999982,-20.748435515819036,69.04236488162924,-6.010349023064755,-14.669326489206217,2.343368486349186,-14.287751543296816,0.00466448313246203,0.11610850004383667,0.85675,0.02777777777777777,Future,1,0.01,0.01,3,0.02,0,0.01,902.7777777777776,3887.6472327044735,-10.251564484180964
2023-06-26,1007.075,gbp,203.66,4,4,3.56,4.44,-0,3.424937629773118,1.712468814886559,4.43278445004048,7.726379814705047,-12.008630401620206,2.25054591417029,19.504924744454804,-5.410248333310719e-4,0.04331482392170557,0.85675,0.00694444444444444,Cash,1,0.01,0.01,2,0.3,0,0.15,225.69444444444443,2605.279486445589,2.287531185113441
2023-06-26,1923.3,gc,697.09,-3.6,-3.6,-3.97,-3.23,-0,-3.7,-2.4434561913389268,3.729798259523734,-13.102350429274622,-14.037198562908983,-20,-4.246576432459311,0.00133713856703288,0.10980715680115616,1.090667,0.02222222222222222,Future,1,0.1,0.1,2,0.3,0,0.15,722.2222222222222,3288.593581974148,-1.156543808661073
2023-06-26,222.316,gf,463.35,-1700,-1700,-2031.222,-1368.778,0,-719.9999999999986,-857.6306364110449,3312.21942282026,-5.178585878110678,-3.831534226296681,-20,13.011418861297471,-4.498000639507893e-5,0.1337159498998004,1.090667,0.02777777777777777,Future,0.01,300,1,3,0.2,0,0.1,902.7777777777776,3375.7295911754404,-842.3693635889551
2023-06-26,135.412,gg,20.77,-2,-2,-10.693,6.693,0,0,-4.606740834435643,86.9347247411838,-1.0598160512155574,-19.628968401465745,8.724469093550054,-8.647884394610024,0.00520508651451212,0.08364165110510668,1.090667,0.02777777777777777,Future,1,1,1,3,28,0,14,902.7777777777776,5396.699884865491,2.606740834435642
2023-06-26,90.043,he,284.86,-1100,-1100,-1797.224,-402.776,0,670,921.6401886362906,6972.240907424501,2.6437416631856987,-13.243163301465472,0.04281812650635163,9.866622325197676,-0.00249568930108168,0.3136755644366544,1.090667,0.05555555555555555,Future,0.01,800,1,3,0.1,0,0.05,1805.5555555555552,2878.0621767561697,-2021.6401886362903
2023-06-26,378.85,hg,100.54,170,170,47.88,292.12,-0,57.000000000000014,38.265360426297995,1221.2126918013655,0.6266780665348997,17.075437902848282,-2.3291935650784756,0.2093276469732727,-0.0050814321521484,0.17025678155118854,1.090667,0.02222222222222222,Future,0.01,200,1,2,0.2,0,0.1,722.2222222222222,2120.9793103162897,131.734639573702
2023-06-26,2.38241,hkdzar,206.96,-15257,-15257,-19693.9,-10820.1,0,-6300.000000000007,-9755.54499211564,44368.74002007709,-4.397485701735594,-8.530496001727133,-8.990947290454226,2.377593859160582,-0.0049282118924826,0.11618886934295704,20.4065,0.01851851851851851,Cash,1,3000,1,1,0.00103,0,5.15e-4,601.8518518518518,2589.972065548523,-5501.455007884359
2023-06-26,116.884,hr,12.65,-2.4,-2.4,-19.521,14.721,0,3.3999999999999972,2.386503680163633,171.2122465227354,0.27877721700786484,-20,13.663578792801028,-11.382530448481624,0.00280156625339156,0.04920204363692799,1.090667,0.02777777777777777,Future,1,0.01,0.01,3,28,0,14,902.7777777777776,9174.189840970435,-4.786503680163633
2023-06-26,18883.3,hs,0,0,0,-0.1,0.1,0,-0.09,-0.20697326298947233,0.5077977668330269,-8.151798865926438,-13.199779334316116,-7.767808139962251,-7.369792156284253,0.00687087058184765,0.2143905938449315,8.53935,0.0074074074074074,Index,1,0.1,0.1,1,5,0,2.5,240.74074074074073,561.4535983674458,0.20697326298947233
2023-06-26,16232.09,jpy,0,0,0,-3,3,0,0,-11.031993543878492,29.97675208981587,-7.360366133612212,10.125259297877504,-0.74578412679992645,-20,0.00252473282237986,0.072612164906706,156.548004,0.00694444444444444,Cash,1,0.01,0.01,2,5,0,2.5,225.69444444444443,1554.1090444997924,11.031993543878492
2023-06-26,166.59,kc,0,0,0,-82.29,82.29,0,-190.00000000000003,-189.26087616141257,822.869539086852,-4.60002144134385,-20,6.1760235415697,-14.22008303032175,6.004563648644989e-4,0.2873115667478507,1.090667,0.01111111111111111,Future,0.01,500,1,2,0.3,0,0.15,361.1111111111111,628.431210059893,189.26087616141257
2023-06-26,172.87,le,718.51,4100,4100,3584.851,4615.149,-0,3699.9999999999977,3619.5698529272486,5151.49069471693,14.052514378563354,-12.168130792554932,20,13.173318644547114,-0.00143357597646698,0.11056571571445876,1.090667,0.02777777777777777,Future,0.01,500,1,3,0.09,0,0.045,902.7777777777776,4082.539383678592,480.4301470727514
2023-06-26,716.005,lf,0,0,0,-0.2,0.2,0,0.6666265518486886,0.3333132759243443,2.0402507588567493,3.2673755858433378,-15.59912536816905,14.58554547609759,-6.163711538471379,0.01473076990863475,0.3370105018050482,1.090667,0.01388888888888888,Future,1,1,1,2,0.5,0,0.25,451.38888888888886,669.6955828842473,-0.3333132759243443
2023-06-26,2.4568,lo,0,0,0,-56.5698,56.5698,0,3,71.2344400979712,565.6982168028877,2.5184608323696445,-15.7363680735385,13.111498194363431,-6.159128643645552,0.01550545851658535,0.35423251646380544,1.090667,0.01388888888888888,Future,1,250,1,4,0.0028,0,0.0014,451.38888888888886,637.1364399222376,-71.2344400979712
2023-06-26,68991.7,lx,303.36,-0.6,-0.6,-0.7,-0.5,-0,-0.7799999999999992,-0.698041790489709,1.4284689798298191,-9.773285949448764,14.684390645423186,-19.087908162238136,-4.244427332180038,-0.00464482855198333,0.14954493576446976,20.4065,0.02222222222222222,Index,1,0.1,0.1,1,10,0,5,722.2222222222222,2414.7331319855175,0.09804179048970908
2023-06-26,7190.92,mx,330.82,-0.4,-0.4,-0.44,-0.36,0,0,-0.06717645914746848,0.4366316895576946,-3.0770308593733926,12.4036798530864,-9.755549008785064,1.4009391492762475,0.00434684827676434,0.11501146670367984,1,0.01111111111111111,Index,1,0.05,0.01,2,1,0,0.5,361.1111111111111,1569.8917745371086,-0.3328235408525315
2023-06-26,8.37405,mxnjpy,589.34,106730,106730,95830.4,117629.6,0,108995.746479887,104360.20663005432,108995.746479887,19.149409036675006,11.494090366750079,20,20,0.00161940452073183,0.10322669816469024,156.548004,0.01851851851851851,Cash,1,10000,1,1,3,0,1.5,601.8518518518518,2915.194724583962,2369.7933699456917
2023-06-26,2.7635,ng,961.36,-670,-670,-795.834,-544.166,-0,-680.0000000000007,-668.6092288085946,1258.342346601915,-10.626825531448375,-14.60072491581607,-20,2.08311740033308,0.01752189379841762,0.5662976350437555,1.090667,0.05555555555555555,Future,1,150,1,3,3,0,1.5,1805.5555555555552,1594.175433397358,-1.3907711914054062
2023-06-26,851.61,nok,83.9,-12.6,-12.6,-19.38,-5.82,-0,-16.999999999999996,-13.638201729207497,67.78598939284961,-4.023899880008572,-17.28312474379082,0,-5.738968514073725,0.00915392187004737,0.09191870342636152,11.7553,0.01388888888888888,Cash,1,0.01,0.01,2,0.6,0,0.3,451.38888888888886,2455.37019160909,1.0382017292074952
2023-06-26,1.598355,nokmxn,495.81,-52000,-52000,-58312.1,-45687.9,0,-47000.000000000015,-47639.173554048466,63121.0313096885,-15.094548541299352,-11.091101885818336,-16.342336338337805,-14.53567545887154,0.00732489001324998,0.11164076924056068,18.7146,0.01851851851851851,Cash,1,4000,1,1,0.00182,0,9.1e-4,601.8518518518518,2695.4841674146696,-4360.826445951534
2023-06-26,32599.1,ny,66.67,1.9,1.9,1.21,2.59,0,3.0999999999999974,2.415759374559333,6.8605360527802635,7.042479934437005,4.761202976150537,0.14491461706202774,16.234755820727344,-0.00169186626802897,0.1685130216336109,156.548004,0.0074074074074074,Index,1,1,1,2,7,0,3.5,240.74074074074073,714.3090142439283,-0.515759374559333
2023-06-26,967.11,nzd,105.26,2.91,2.91,2.29,3.53,0,3.3999999999999977,1.8178619726232124,6.239556862120274,5.826894482392718,20,2.3802469612647914,6.591927504400806,0.00469506327074586,0.06633975489505259,1.77371,0.00694444444444444,Cash,1,0.01,0.01,2,0.5,0,0.25,225.69444444444443,1701.0497310510566,1.0921380273767878
2023-06-26,263.51,oj,708.4,950,950,707.87,1192.13,-0,859.9999999999998,879.7957496175566,2421.346153498789,7.2669969004330275,15.60579320206649,9.868530263134632,1.930381121647655,0.00387833185750441,0.30863775240960084,1.090667,0.05555555555555555,Future,0.01,300,1,2,0.6,0,0.3,1805.5555555555552,2925.040020961787,70.20425038244343
2023-06-26,1085.37,ow,36.36,2.9,2.9,0.02,5.78,-0,-5.699999999999996,-5.204120822610845,28.803854548296833,-3.613489169572663,20,-9.745680433929,-1.8516223815204065,0.00276786138122098,0.13578323329718572,11.7553,0.01111111111111111,Index,1,1,1,2,0.9,0,0.45,361.1111111111111,1329.7338056487258,8.104120822610845
2023-06-26,1296.685,pa,283.81,-0.75,-0.75,-0.94,-0.56,0,-0.6799999999999989,-0.9084753806282888,1.9085599611719264,-9.52000879312643,-4.634669324566837,-2.1130837213394935,-20,0.01894542337794735,0.3182898023433036,1.090667,0.02222222222222222,Future,1,0.6,0.1,2,1.49,0,0.745,722.2222222222222,1134.535597598634,0.1584753806282887
2023-06-26,928.84,pl,339.69,-1.8,-1.8,-2.18,-1.42,-0,-2.2000000000000006,-1.1114818392340655,3.8270601640188575,-5.808541238436559,11.570214897249668,-2.2679240465839494,-14.579001762173878,0.00992158573425161,0.2215933998129145,1.090667,0.02222222222222222,Future,1,0.7,0.1,2,1,0,0.5,722.2222222222222,1629.6113125029342,-0.6885181607659343
2023-06-26,2.63605,plnsek,607.54,31000,31000,27929,34071,-0,30709.737856711756,20175.868671147466,30709.737856711752,13.139720544203822,19.677108648320043,6.418078655322481,19.90742587927644,-8.91088229293624e-4,0.08692601477193458,11.69203,0.01851851851851851,Cash,1,500,1,1,2,0,1,601.8518518518518,3461.8626738549683,10824.131328852538
