Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2023-10-23,3326.45,ca,0,0,0,0,0,FALSE,0.3,0,0,0,14.35258595266195,-1.259463210134267,0.4412405179147091,19.545892616325713,0.01447391696798128,0.2210812380989368,0.87047,0,Future,1,0.3,1e-4,3.5,0,1.75,19.175475588267837,12.500131016747028,15.612174364894168,18.41269841269841,0,0
2023-10-23,3754.7,cc,538.59,0,0.69,0.69,0.69,FALSE,0.21194836471008488,0.07336481848903087,0.7633648184890308,1.695586917680679,9.00413668599431,-2.8474056679610253,-0.0222486566598894,13.440342743636204,0.01259665026741707,0.22113694661259836,1.063717,0.05555555555555555,Future,1,0.2,0.01,4,0,2,12.106589469724463,8.72007346822619,10.3827057614801,13.968253968253968,2005.3333333333333,2992.5347624488677
2023-10-23,88.376,cl,847.68,8.629999999999999,30.34,30.3381305532936,21.71,TRUE,8,8.628130553293598,30.3381305532936,47.37131346291832,12.808650778510463,15.861307708145318,4.721537966795662,6.7867782005434645,-0.00530409432115153,0.3362844927153195,1.063717,0.05555555555555555,Future,1,8,0.01,0.025,0,0.0125,4.493115423102749,4.617453202933077,2.194194699787213,11.507936507936508,2005.3333333333333,1967.8576156058753
2023-10-23,85.971,ct,326.86,0,-1582.42,-1582.42,-1582.42,FALSE,800.9407648731841,-189.77900010939743,-1772.1990001093975,6407.526118985473,-5.531616936709409,-7.380613049251042,4.435256834259411,-5.902811141450063,0.02711758813218345,0.2555725727638215,1.063717,0.05555555555555555,Future,0.01,600,0.01,0.15,0,0.075,-4.0766964890131545,-4.102475329823897,-8.408241915262135,-3.253968253968255,2005.3333333333333,2589.323231532918
2023-10-23,4225.68,es,355.17,-0.36999999999999994,-0.69,-0.686557099996525,-0.32,TRUE,0.32140734296187,-0.366557099996525,-0.686557099996525,2.57125874369496,-5.340241247054943,-0.6366253453111923,-4.090361091524803,-4.756828444321927,-0.00252893638255358,0.1295729125475391,1.063717,0.05555555555555555,Index,1,0.01,0.01,0.5,0,0.25,-4.555182908017953,-2.513274394178894,-10.0319931175594,1.1111111111111112,2005.3333333333333,5107.240294202744
2023-10-23,91.9105,g,0,0,0,0,0,FALSE,0.01,-0,-0,0,-11.921604510879815,-6.443574243965233,-0.20044233185871616,-12.573464393261112,0.00138273455022908,0.1349016435263755,0.87047,0,Future,1,0.01,0.01,0.02,0,0.01,-9.529346844094086,-9.045356092363496,-9.403328637529352,-14.285714285714286,0,0
2023-10-23,1976.15,gc,122.31,0,-0.47,-0.47,-0.47,FALSE,0.6357112503445653,0.17821596030051323,-0.29178403969948674,5.085690002756523,-1.147470803534369,-17.110049555126075,-5.219174853172444,9.6346511327701,0.00232032771060897,0.1400834462473686,1.063717,0.05555555555555555,Future,1,0.1,0.01,0.3,0,0.15,7.65400575533484,5.332419055844567,14.55768730644185,4.841269841269841,2005.3333333333333,4724.0414033748175
2023-10-23,232.974,gf,0,0,0,0,0,FALSE,300,-0,-0,0,-2.206123924339716,7.320050124070853,-7.829850638176454,-2.6865983087334873,-0.0141287727583661,0.1431751449426226,1.063717,0,Future,0.01,300,0.01,0.2,0,0.1,0.1777960734936344,0.08358716176182539,-16.752283245937583,7.4603174603174605,0,0
2023-10-23,128.37,gg,0,0,0,0,0,FALSE,1,-0,-0,0,-13.706300790841388,-12.913938732665532,1.9541291499064215,-12.795162929742297,6.233928355863227e-4,0.08760424049157542,1.063717,0,Future,1,1,0.01,0.028,0,0.014,-9.600885126891058,-10.115533856296764,-6.149674898298897,-17.142857142857142,0,0
2023-10-23,71.625,he,216.94,0,-991.15,-991.15,-991.15,FALSE,800,-631.4508398324705,-1622.6008398324705,6046.831487992544,-5.36678041402192,-0.3624800122921728,17.287216329837996,-15.618075377468806,-0.0049858049914242,0.3250604315225031,1.063717,0.05555555555555555,Future,0.01,800,0.01,0.1,0,0.05,-14.197872187729477,-8.757737833747264,-19.145296942937545,-10.396825396825395,2005.3333333333333,2035.8060711987584
2023-10-23,354.98,hg,639.6,0,-1201,-1201,-1201,FALSE,310.6531118132765,-240.8290272660015,-1441.8290272660015,2485.224894506212,-11.603207665055018,-2.528378007580637,-1.5563046787171286,-13.428602210257807,0.00253857355746056,0.15958314807915672,1.063717,0.05555555555555555,Future,0.01,200,0.1,0.2,0,0.1,-8.78481657570632,-10.115926754954796,-7.110431232296964,-19.126984126984127,2005.3333333333333,4146.803769479172
