Date,US_2y
1992-01-21,104.84
1992-01-22,104.8
1992-01-23,104.68
1992-01-24,104.52
1992-01-27,104.45
1992-01-28,104.61
1992-01-29,104.52
1992-01-30,104.45
1992-01-31,104.48
1992-02-03,104.5
1992-02-04,104.59
1992-02-05,104.62
1992-02-06,104.7
1992-02-07,104.91
1992-02-10,104.92
1992-02-11,104.8
1992-02-12,104.73
1992-02-13,104.48
1992-02-14,104.38
1992-02-18,104.43
1992-02-19,104.41
1992-02-20,104.34
1992-02-21,104.11
1992-02-24,104.09
1992-02-25,104.22
1992-02-26,104.38
1992-02-27,104.41
1992-02-28,104.53
1992-03-02,104.31
1992-03-03,104.27
1992-03-04,104.2
1992-03-05,103.95
1992-03-06,103.98
1992-03-09,104.12
1992-03-10,104.07
1992-03-11,104
1992-03-12,103.8
1992-03-13,103.56
1992-03-16,103.59
1992-03-17,103.71
1992-03-18,103.69
1992-03-19,103.8
1992-03-20,103.66
1992-03-23,102.84
1992-03-24,103.02
1992-03-25,103.14
1992-03-26,103.14
1992-03-27,103.19
1992-03-30,103.28
1992-03-31,103.33
1992-04-01,103.5
1992-04-02,103.44
1992-04-03,103.79
1992-04-06,103.9
1992-04-07,103.93
1992-04-08,103.97
1992-04-09,104.41
1992-04-10,104.29
1992-04-13,104.34
1992-04-15,104.23
1992-04-16,104
1992-04-20,103.82
1992-04-21,103.92
1992-04-22,103.95
1992-04-23,103.97
1992-04-24,104.17
1992-04-27,104.05
1992-04-28,104.11
1992-04-29,104.09
1992-04-30,103.96
1992-05-01,104.23
1992-05-04,104.27
1992-05-05,104.28
1992-05-06,104.42
1992-05-07,104.29
1992-05-08,104.38
1992-05-11,104.46
1992-05-12,104.61
1992-05-13,104.7
1992-05-14,104.73
1992-05-15,104.76
1992-05-18,104.77
1992-05-19,105
1992-05-20,104.8
1992-05-21,104.43
1992-05-22,104.59
1992-05-26,104.44
1992-05-27,104.59
1992-05-28,104.7
1992-05-29,104.76
1992-06-01,104.57
1992-06-02,104.69
1992-06-03,104.73
1992-06-04,104.73
1992-06-05,104.88
1992-06-08,104.92
1992-06-09,104.88
1992-06-10,104.95
1992-06-11,105
1992-06-12,105.1
1992-06-15,105.11
1992-06-16,105.19
1992-06-17,105.23
1992-06-18,105.34
1992-06-19,105.09
1992-06-22,104.47
1992-06-23,104.38
1992-06-24,104.64
1992-06-25,104.8
1992-06-26,104.77
1992-06-29,104.92
1992-06-30,104.92
1992-07-01,104.94
1992-07-02,105.47
1992-07-06,105.61
1992-07-07,105.72
1992-07-08,105.75
1992-07-09,105.73
1992-07-10,105.78
1992-07-13,105.78
1992-07-14,105.91
1992-07-15,106.1
1992-07-16,106.09
1992-07-17,106.05
1992-07-20,106.04
1992-07-21,106
1992-07-22,106.09
1992-07-23,106.23
1992-07-24,106.16
1992-07-27,106.1
1992-07-28,106.19
1992-07-29,106.16
1992-07-30,106.02
1992-07-31,105.84
1992-08-03,105.91
1992-08-04,106.07
1992-08-05,106.14
1992-08-06,106.16
1992-08-07,106.38
1992-08-10,106.51
1992-08-11,106.45
1992-08-12,106.41
1992-08-13,106.38
1992-08-14,106.5
1992-08-17,106.55
1992-08-18,106.7
1992-08-19,106.72
1992-08-20,106.73
1992-08-21,106.59
1992-08-24,106.33
1992-08-25,106.27
1992-08-26,106.39
1992-08-27,106.45
1992-08-28,106.56
1992-08-31,106.59
1992-09-01,106.69
1992-09-02,106.72
1992-09-03,106.71
1992-09-04,107.11
1992-09-08,107.27
1992-09-09,107.18
1992-09-10,107.22
1992-09-11,107.15
1992-09-14,107.3
1992-09-15,107.15
1992-09-16,107.18
1992-09-17,107.2
1992-09-18,107.22
1992-09-21,107.16
1992-09-22,106.41
1992-09-23,106.38
1992-09-24,106.52
1992-09-25,106.8
1992-09-28,106.82
1992-09-29,106.76
1992-09-30,106.73
1992-10-01,106.94
1992-10-02,106.94
1992-10-05,107.02
1992-10-06,106.84
1992-10-07,106.57
1992-10-08,106.67
1992-10-09,106.4
1992-10-12,106.44
1992-10-13,106.41
1992-10-14,106.36
1992-10-15,106.37
1992-10-16,106.33
1992-10-19,106.12
1992-10-20,105.77
1992-10-21,105.88
1992-10-22,105.94
1992-10-23,105.75
1992-10-26,105.73
1992-10-27,105.83
1992-10-28,105.83
1992-10-29,105.84
1992-10-30,105.72
1992-11-02,105.6
1992-11-03,105.64
1992-11-04,105.7
1992-11-05,105.76
1992-11-06,105.59
1992-11-09,105.47
1992-11-10,105.59
1992-11-11,105.7
1992-11-12,105.74
1992-11-13,105.62
1992-11-16,105.35
1992-11-17,105.42
1992-11-18,105.59
1992-11-19,105.59
1992-11-20,105.43
1992-11-23,105.45
1992-11-24,105.56
1992-11-25,105.39
1992-11-27,105.26
1992-11-30,105.23
1992-12-01,105.22
1992-12-02,105.25
1992-12-03,105.3
1992-12-04,105.52
1992-12-07,105.62
1992-12-08,105.7
1992-12-09,105.69
1992-12-10,105.61
1992-12-11,105.47
1992-12-14,105.38
1992-12-15,105.51
1992-12-16,105.67
1992-12-17,105.64
1992-12-18,105.7
1992-12-21,105.83
1992-12-22,105.16
1992-12-23,105.16
1992-12-24,105.2
1992-12-28,105.2
1992-12-29,105.25
1992-12-30,105.38
1992-12-31,105.34
1993-01-04,105.56
1993-01-05,105.54
1993-01-06,105.47
1993-01-07,105.25
1993-01-08,105.5
1993-01-11,105.59
1993-01-12,105.57
1993-01-13,105.66
1993-01-14,105.76
1993-01-15,105.96
1993-01-18,105.96
1993-01-19,105.88
1993-01-20,105.8
1993-01-21,105.91
1993-01-22,106.05
1993-01-25,106.14
1993-01-26,106.06
1993-01-27,106.16
1993-01-28,106.3
1993-01-29,106.3
1993-02-01,106.34
1993-02-02,106.2
1993-02-03,106.18
1993-02-04,106.33
1993-02-05,106.55
1993-02-08,106.42
1993-02-09,106.32
1993-02-10,106.19
1993-02-11,106.34
1993-02-12,106.38
1993-02-16,106.47
1993-02-17,106.63
1993-02-18,106.88
1993-02-19,106.81
1993-02-22,106.82
1993-02-23,106.97
1993-02-24,106.9
1993-02-25,106.91
1993-02-26,107
1993-03-01,107.13
1993-03-02,107.12
1993-03-03,107.23
1993-03-04,107.36
1993-03-05,107.07
1993-03-08,106.95
1993-03-09,106.81
1993-03-10,106.78
1993-03-11,106.88
1993-03-12,106.72
1993-03-15,106.67
1993-03-16,106.89
1993-03-17,106.99
1993-03-18,107.12
1993-03-19,107.09
1993-03-22,107.12
1993-03-23,106.8
1993-03-24,106.72
1993-03-25,106.73
1993-03-26,106.53
1993-03-29,106.62
1993-03-30,106.73
1993-03-31,106.64
1993-04-01,106.66
1993-04-02,106.62
1993-04-05,106.67
1993-04-06,106.73
1993-04-07,106.73
1993-04-08,106.91
1993-04-12,107
1993-04-13,107.02
1993-04-14,107.09
1993-04-15,107.1
1993-04-16,107.09
1993-04-19,107.12
1993-04-20,107.12
1993-04-21,107.18
1993-04-22,107.23
1993-04-23,107.2
1993-04-26,107.16
1993-04-27,107
1993-04-28,107.02
1993-04-29,107.16
1993-04-30,107.14
1993-05-03,107.27
1993-05-04,107.28
1993-05-05,107.19
1993-05-06,107.21
1993-05-07,107.23
1993-05-10,107.26
1993-05-11,107.23
1993-05-12,107.18
1993-05-13,107.05
1993-05-14,106.93
1993-05-17,106.76
1993-05-18,106.74
1993-05-19,106.84
1993-05-20,106.83
1993-05-21,106.67
1993-05-24,106.55
1993-05-25,106.58
1993-05-26,106.6
1993-05-27,106.54
1993-05-28,106.48
1993-06-01,106.67
1993-06-02,106.62
1993-06-03,106.72
1993-06-04,106.38
1993-06-07,106.45
1993-06-08,106.37
1993-06-09,106.44
1993-06-10,106.45
1993-06-11,106.73
1993-06-14,106.77
1993-06-15,106.83
1993-06-16,106.84
1993-06-17,106.85
1993-06-18,106.71
1993-06-21,106.74
1993-06-22,106.25
1993-06-23,106.2
1993-06-24,106.3
1993-06-25,106.39
1993-06-28,106.49
1993-06-29,106.55
1993-06-30,106.54
1993-07-01,106.62
1993-07-02,106.76
1993-07-06,106.62
1993-07-07,106.63
1993-07-08,106.67
1993-07-09,106.7
1993-07-12,106.73
1993-07-13,106.63
1993-07-14,106.73
1993-07-15,106.71
1993-07-16,106.73
1993-07-19,106.71
1993-07-20,106.55
1993-07-21,106.44
1993-07-22,106.26
1993-07-23,106.23
1993-07-26,106.31
1993-07-27,106.27
1993-07-28,106.34
1993-07-29,106.56
1993-07-30,106.49
1993-08-02,106.42
1993-08-03,106.48
1993-08-04,106.47
1993-08-05,106.55
1993-08-06,106.66
1993-08-09,106.7
1993-08-10,106.64
1993-08-11,106.66
1993-08-12,106.72
1993-08-13,106.85
1993-08-16,106.89
1993-08-17,106.84
1993-08-18,106.89
1993-08-19,107
1993-08-20,106.99
1993-08-23,106.97
1993-08-24,107.1
1993-08-25,107.19
1993-08-26,107.25
1993-08-27,107.19
1993-08-30,107.23
1993-08-31,107.15
1993-09-01,107.16
1993-09-02,107.25
1993-09-03,107.48
1993-09-07,107.49
1993-09-08,107.36
1993-09-09,107.18
1993-09-10,107.34
1993-09-13,107.31
1993-09-14,107.14
1993-09-15,107.17
1993-09-16,107.19
1993-09-17,107.19
1993-09-20,107.13
1993-09-21,107.17
1993-09-22,106.8
1993-09-23,106.81
1993-09-24,106.82
1993-09-27,107.04
1993-09-28,107.05
1993-09-29,106.92
1993-09-30,106.84
1993-10-01,106.94
1993-10-04,106.98
1993-10-05,106.94
1993-10-06,106.97
1993-10-07,106.98
1993-10-08,107.11
1993-10-11,107.09
1993-10-12,107.05
1993-10-13,107.04
1993-10-14,107.09
1993-10-15,107.12
1993-10-18,106.98
1993-10-19,107
1993-10-20,107.02
1993-10-21,106.92
1993-10-22,106.85
1993-10-25,106.82
1993-10-26,106.86
1993-10-27,106.79
1993-10-28,106.8
1993-10-29,106.77
1993-11-01,106.56
1993-11-02,106.47
1993-11-03,106.52
1993-11-04,106.5
1993-11-05,106.38
1993-11-08,106.53
1993-11-09,106.58
1993-11-10,106.48
1993-11-11,106.39
1993-11-12,106.59
1993-11-15,106.59
1993-11-16,106.64
1993-11-17,106.64
1993-11-18,106.53
1993-11-19,106.41
1993-11-22,106.38
1993-11-23,106.53
1993-11-24,106.52
1993-11-26,106.64
1993-11-29,106.6
1993-11-30,106.51
1993-12-01,106.54
1993-12-02,106.55
1993-12-03,106.5
1993-12-06,106.66
1993-12-07,106.62
1993-12-08,106.64
1993-12-09,106.66
1993-12-10,106.56
1993-12-13,106.58
1993-12-14,106.55
1993-12-15,106.59
1993-12-16,106.59
1993-12-17,106.67
1993-12-20,106.64
1993-12-21,106.62
1993-12-22,106.77
1993-12-29,106.81
1993-12-30,106.05
1993-12-31,106.05
1994-01-03,105.95
1994-01-04,106.01
1994-01-05,105.98
1994-01-06,106.12
1994-01-07,106.46
1994-01-10,106.48
1994-01-11,106.5
1994-01-12,106.57
1994-01-13,106.38
1994-01-14,106.32
1994-01-17,106.29
1994-01-18,106.4
1994-01-19,106.41
1994-01-20,106.55
1994-01-21,106.5
1994-01-24,106.5
1994-01-25,106.47
1994-01-26,106.45
1994-01-27,106.52
1994-01-28,106.57
1994-01-31,106.49
1994-02-01,106.35
1994-02-02,106.34
1994-02-03,106.2
1994-02-04,105.91
1994-02-07,105.92
1994-02-08,105.88
1994-02-09,105.96
1994-02-10,105.92
1994-02-11,105.97
1994-02-14,105.98
1994-02-15,105.99
1994-02-16,105.99
1994-02-17,105.84
1994-02-18,105.76
1994-02-22,105.8
1994-02-23,105.61
1994-02-24,105.55
1994-02-25,105.55
1994-02-28,105.64
1994-03-01,105.4
1994-03-02,105.4
1994-03-03,105.37
1994-03-04,105.28
1994-03-07,105.33
1994-03-08,105.23
1994-03-09,105.23
1994-03-10,105.13
1994-03-11,105.21
1994-03-14,105.16
1994-03-15,105.17
1994-03-16,105.29
1994-03-17,105.27
1994-03-18,105.13
1994-03-21,105.06
1994-03-22,105.22
1994-03-29,104.97
1994-03-30,104.12
1994-03-31,104.19
1994-04-01,103.79
1994-04-04,103.52
1994-04-05,103.72
1994-04-06,103.84
1994-04-07,103.91
1994-04-08,103.8
1994-04-11,103.83
1994-04-12,103.91
1994-04-13,103.82
1994-04-14,103.75
1994-04-15,103.75
1994-04-18,103.41
1994-04-19,103.43
1994-04-20,103.47
1994-04-21,103.66
1994-04-22,103.61
1994-04-25,103.7
1994-04-26,103.7
1994-04-28,103.42
1994-04-29,103.44
1994-05-02,103.38
1994-05-03,103.29
1994-05-04,103.23
1994-05-05,103.26
1994-05-06,102.87
1994-05-09,102.66
1994-05-10,102.88
1994-05-11,102.75
1994-05-12,102.82
1994-05-13,103
1994-05-16,103.06
1994-05-17,103.28
1994-05-18,103.47
1994-05-19,103.65
1994-05-20,103.58
1994-05-23,103.33
1994-05-24,103.35
1994-05-25,103.34
1994-05-26,103.4
1994-05-27,103.31
1994-05-31,103.27
1994-06-01,103.3
1994-06-02,103.45
1994-06-03,103.62
1994-06-06,103.77
1994-06-07,103.71
1994-06-08,103.76
1994-06-09,103.76
1994-06-10,103.66
1994-06-13,103.57
1994-06-14,103.77
1994-06-15,103.67
1994-06-16,103.73
1994-06-17,103.68
1994-06-20,103.61
1994-06-21,103.41
1994-06-22,103.55
1994-06-23,103.61
1994-06-24,103.38
1994-06-27,103.4
1994-06-28,103.28
1994-06-29,102.7
1994-06-30,102.54
1994-07-01,102.59
1994-07-05,102.67
1994-07-06,102.71
1994-07-07,102.77
1994-07-08,102.51
1994-07-11,102.45
1994-07-12,102.53
1994-07-13,102.58
1994-07-14,102.88
1994-07-15,102.92
1994-07-18,103.02
1994-07-19,103.18
1994-07-20,102.97
1994-07-21,102.84
1994-07-22,102.78
1994-07-25,102.81
1994-07-26,102.82
1994-07-27,102.7
1994-07-28,102.75
1994-07-29,103.14
1994-08-01,103.09
1994-08-02,103.15
1994-08-03,103.17
1994-08-04,103.19
1994-08-05,102.76
1994-08-08,102.73
1994-08-09,102.7
1994-08-10,102.79
1994-08-11,102.73
1994-08-12,102.77
1994-08-15,102.77
1994-08-16,102.87
1994-08-17,102.98
1994-08-18,102.82
1994-08-19,102.86
1994-08-22,102.79
1994-08-23,102.9
1994-08-24,103.05
1994-08-25,102.91
1994-08-26,102.98
1994-08-29,103.02
1994-08-30,103.07
1994-08-31,103.13
1994-09-01,103.14
1994-09-02,103.15
1994-09-06,103.05
1994-09-07,103.02
1994-09-08,103.03
1994-09-09,102.8
1994-09-12,102.8
1994-09-13,102.85
1994-09-14,102.92
1994-09-15,103
1994-09-16,102.79
1994-09-19,102.84
1994-09-20,102.77
1994-09-21,102.66
1994-09-22,102.7
1994-09-23,102.67
1994-09-26,102.66
1994-09-27,102.66
1994-09-28,102.7
1994-09-29,101.87
1994-09-30,101.84
1994-10-03,101.73
1994-10-04,101.73
1994-10-05,101.66
1994-10-06,101.67
1994-10-07,101.85
1994-10-10,101.88
1994-10-11,101.91
1994-10-12,101.82
1994-10-13,101.91
1994-10-14,102.02
1994-10-17,102
1994-10-18,101.98
1994-10-19,101.88
1994-10-20,101.66
1994-10-21,101.66
1994-10-24,101.58
1994-10-25,101.55
1994-10-26,101.56
1994-10-27,101.56
1994-10-28,101.69
1994-10-31,101.69
1994-11-01,101.51
1994-11-02,101.46
1994-11-03,101.44
1994-11-04,101.3
1994-11-07,101.29
1994-11-08,101.37
1994-11-09,101.42
1994-11-10,101.36
1994-11-11,101.24
1994-11-14,101.38
1994-11-15,101.38
1994-11-16,101.23
1994-11-17,101.12
1994-11-18,101.1
1994-11-21,101.04
1994-11-22,101.06
1994-11-23,101.29
1994-11-25,101.27
1994-11-28,101
1994-11-29,100.84
1994-11-30,100.88
1994-12-01,100.8
1994-12-02,100.81
1994-12-05,100.53
1994-12-06,100.83
1994-12-07,100.74
1994-12-08,100.59
1994-12-09,100.64
1994-12-12,100.48
1994-12-13,100.42
1994-12-14,100.62
1994-12-15,100.74
1994-12-16,100.66
1994-12-19,100.63
1994-12-20,100.73
1994-12-21,100.75
1994-12-22,100.75
1994-12-23,100.48
1994-12-29,100.55
1994-12-30,99.98
1995-01-03,99.87
1995-01-04,100.11
1995-01-05,100.02
1995-01-06,100.07
1995-01-09,100.01
1995-01-10,100.09
1995-01-11,100.19
1995-01-12,100.22
1995-01-13,100.55
1995-01-17,100.45
1995-01-18,100.39
1995-01-19,100.4
1995-01-20,100.37
1995-01-23,100.42
1995-01-24,100.36
1995-01-25,100.56
1995-01-26,100.73
1995-01-27,100.99
1995-01-30,101.05
1995-01-31,100.99
1995-02-01,100.85
1995-02-02,100.77
1995-02-03,101.26
1995-02-06,101.16
1995-02-07,101.16
1995-02-08,101.2
1995-02-09,101.08
1995-02-10,100.96
1995-02-13,100.98
1995-02-14,101.18
1995-02-15,101.33
1995-02-16,101.52
1995-02-17,101.47
1995-02-21,101.44
1995-02-22,101.77
1995-02-23,101.78
1995-02-24,101.84
1995-02-27,102.05
1995-02-28,102.05
1995-03-01,102.02
1995-03-02,101.89
1995-03-03,101.85
1995-03-06,101.73
1995-03-07,101.69
1995-03-08,101.8
1995-03-09,102.02
1995-03-10,101.97
1995-03-13,102.12
1995-03-14,102.23
1995-03-15,102.23
1995-03-16,102.28
1995-03-17,102.23
1995-03-20,102.22
1995-03-21,102.17
1995-03-22,102.14
1995-03-23,102.13
1995-03-24,102.33
1995-03-27,102.37
1995-03-28,102.17
1995-03-29,102.25
1995-03-30,101.84
1995-03-31,101.77
1995-04-03,101.85
1995-04-04,101.94
1995-04-05,101.95
1995-04-06,102.06
1995-04-07,102.06
1995-04-10,102.06
1995-04-11,102.11
1995-04-12,102.14
1995-04-13,102.34
1995-04-17,102.38
1995-04-18,102.46
1995-04-19,102.38
1995-04-20,102.48
1995-04-21,102.48
1995-04-24,102.45
1995-04-25,102.41
1995-04-26,102.41
1995-04-27,102.31
1995-04-28,102.25
1995-05-01,102.22
1995-05-02,102.34
1995-05-03,102.55
1995-05-04,102.7
1995-05-05,103.09
1995-05-08,103.04
1995-05-09,103.22
1995-05-10,103.14
1995-05-11,103.02
1995-05-12,103
1995-05-15,103.08
1995-05-16,103.14
1995-05-17,103.15
1995-05-18,103.03
1995-05-19,103.05
1995-05-22,103
1995-05-23,103.12
1995-05-24,103.39
1995-05-25,103.43
1995-05-26,103.44
1995-05-30,103.58
1995-05-31,103.6
1995-06-01,103.9
1995-06-02,104.14
1995-06-05,104.16
1995-06-06,104.08
1995-06-07,103.77
1995-06-08,103.65
1995-06-09,103.36
1995-06-12,103.42
1995-06-13,103.96
1995-06-14,103.95
1995-06-15,103.83
1995-06-16,103.77
1995-06-19,103.94
1995-06-20,103.84
1995-06-21,103.91
1995-06-22,104.05
1995-06-23,103.98
1995-06-26,103.84
1995-06-27,103.76
1995-06-28,103.77
1995-06-29,103.54
1995-06-30,103.7
1995-07-03,103.72
1995-07-05,103.73
1995-07-06,104.11
1995-07-07,104.15
1995-07-10,104.12
1995-07-11,103.97
1995-07-12,104.02
1995-07-13,104.04
1995-07-14,103.88
1995-07-17,103.71
1995-07-18,103.66
1995-07-19,103.47
1995-07-20,103.45
1995-07-21,103.32
1995-07-24,103.37
1995-07-25,103.38
