"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","PPI","TOT_MKT","IDX2015","M","2000-01",84.89748,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-02",85.09087,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-03",85.28426,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-04",85.38096,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-05",85.76773,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-06",86.15451,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-07",86.15451,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-08",86.44459,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-09",87.41153,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-10",87.41153,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-11",87.41153,
"AUT","PPI","TOT_MKT","IDX2015","M","2000-12",87.12145,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-01",86.83137,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-02",86.73467,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-03",86.54128,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-04",86.73467,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-05",86.73467,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-06",86.83137,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-07",86.63798,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-08",86.34789,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-09",86.34789,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-10",85.96112,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-11",85.67104,
"AUT","PPI","TOT_MKT","IDX2015","M","2001-12",85.28426,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-01",85.38096,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-02",84.99418,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-03",85.47765,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-04",85.57434,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-05",85.57434,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-06",85.38096,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-07",85.28426,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-08",85.38096,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-09",85.67104,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-10",85.57434,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-11",85.18757,
"AUT","PPI","TOT_MKT","IDX2015","M","2002-12",85.18757,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-01",85.57434,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-02",86.15451,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-03",86.15451,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-04",85.18757,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-05",85.18757,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-06",85.18757,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-07",84.99418,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-08",84.99418,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-09",84.89748,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-10",84.89748,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-11",84.99418,
"AUT","PPI","TOT_MKT","IDX2015","M","2003-12",84.89748,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-01",85.38096,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-02",85.38096,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-03",85.67104,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-04",85.86443,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-05",86.44459,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-06",86.54128,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-07",87.12145,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-08",87.50822,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-09",87.60492,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-10",88.47517,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-11",88.18509,
"AUT","PPI","TOT_MKT","IDX2015","M","2004-12",87.895,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-01",89.44211,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-02",90.02228,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-03",89.82889,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-04",89.92558,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-05",89.82889,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-06",89.82889,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-07",89.5388,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-08",89.6355,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-09",89.44211,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-10",89.5388,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-11",90.02228,
"AUT","PPI","TOT_MKT","IDX2015","M","2005-12",89.5388,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-01",89.82889,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-02",89.92558,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-03",90.40905,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-04",90.79583,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-05",91.1826,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-06",91.1826,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-07",91.37599,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-08",91.47269,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-09",91.56938,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-10",91.56938,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-11",91.47269,
"AUT","PPI","TOT_MKT","IDX2015","M","2006-12",91.66608,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-01",92.14954,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-02",92.34293,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-03",92.82641,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-04",92.63302,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-05",92.9231,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-06",92.9231,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-07",93.30988,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-08",93.30988,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-09",93.40657,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-10",93.59996,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-11",93.69666,
"AUT","PPI","TOT_MKT","IDX2015","M","2007-12",93.79335,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-01",94.18012,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-02",94.18012,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-03",94.76029,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-04",94.95367,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-05",95.34045,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-06",95.92062,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-07",96.40409,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-08",96.40409,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-09",96.40409,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-10",96.3074,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-11",95.43715,
"AUT","PPI","TOT_MKT","IDX2015","M","2008-12",94.47021,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-01",94.37351,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-02",94.27682,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-03",94.18012,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-04",93.30988,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-05",93.69666,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-06",93.59996,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-07",93.21318,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-08",93.50327,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-09",94.37351,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-10",93.59996,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-11",93.59996,
"AUT","PPI","TOT_MKT","IDX2015","M","2009-12",93.59996,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-01",93.98673,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-02",94.37351,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-03",94.85699,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-04",95.92062,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-05",96.59748,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-06",97.17764,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-07",97.27434,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-08",97.66112,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-09",97.8545,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-10",97.66112,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-11",98.14458,
"AUT","PPI","TOT_MKT","IDX2015","M","2010-12",98.53136,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-01",99.20822,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-02",99.595,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-03",100.1752,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-04",100.5619,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-05",100.6586,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-06",100.6586,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-07",100.7553,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-08",100.6586,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-09",100.852,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-10",100.6586,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-11",100.6586,
"AUT","PPI","TOT_MKT","IDX2015","M","2011-12",100.5619,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-01",100.9487,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-02",101.1421,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-03",101.5289,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-04",101.9157,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-05",101.819,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-06",101.4322,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-07",101.2388,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-08",101.7223,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-09",102.0124,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-10",101.9157,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-11",101.6256,
"AUT","PPI","TOT_MKT","IDX2015","M","2012-12",101.3355,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-01",101.5289,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-02",101.6256,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-03",101.6256,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-04",101.4322,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-05",101.3355,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-06",101.3355,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-07",101.2388,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-08",101.3355,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-09",101.3355,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-10",101.1421,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-11",101.0454,
"AUT","PPI","TOT_MKT","IDX2015","M","2013-12",101.0454,
"AUT","PPI","TOT_MKT","IDX2015","M","2014-01",101.0454,
"AUT","PPI","TOT_MKT","IDX2015","M","2014-02",100.9487,
"AUT","PPI","TOT_MKT","IDX2015","M","2014-03",100.852,
"AUT","PPI","TOT_MKT","IDX2015","M","2014-04",100.9487,
"AUT","PPI","TOT_MKT","IDX2015","M","2014-05",100.9487,
"AUT","PPI","TOT_MKT","IDX2015","M","2014-06",101.0454,
