LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUS,M1,TOT,IDX2015,M,1960-07,0.5226897,
AUS,M1,TOT,IDX2015,M,1960-08,0.5225944,
AUS,M1,TOT,IDX2015,M,1960-09,0.5222273,
AUS,M1,TOT,IDX2015,M,1960-10,0.5220685,
AUS,M1,TOT,IDX2015,M,1960-11,0.5195542,
AUS,M1,TOT,IDX2015,M,1960-12,0.5130326,
AUS,M1,TOT,IDX2015,M,1961-01,0.5018629,
AUS,M1,TOT,IDX2015,M,1961-02,0.4950009,
AUS,M1,TOT,IDX2015,M,1961-03,0.4924364,
AUS,M1,TOT,IDX2015,M,1961-04,0.4907887,
AUS,M1,TOT,IDX2015,M,1961-05,0.4903442,
AUS,M1,TOT,IDX2015,M,1961-06,0.4886848,
AUS,M1,TOT,IDX2015,M,1961-07,0.4871449,
AUS,M1,TOT,IDX2015,M,1961-08,0.486869,
AUS,M1,TOT,IDX2015,M,1961-09,0.4892815,
AUS,M1,TOT,IDX2015,M,1961-10,0.4904174,
AUS,M1,TOT,IDX2015,M,1961-11,0.4906998,
AUS,M1,TOT,IDX2015,M,1961-12,0.4922011,
AUS,M1,TOT,IDX2015,M,1962-01,0.4936987,
AUS,M1,TOT,IDX2015,M,1962-02,0.4947098,
AUS,M1,TOT,IDX2015,M,1962-03,0.4969841,
AUS,M1,TOT,IDX2015,M,1962-04,0.4993561,
AUS,M1,TOT,IDX2015,M,1962-05,0.5011673,
AUS,M1,TOT,IDX2015,M,1962-06,0.5028269,
AUS,M1,TOT,IDX2015,M,1962-07,0.5042511,
AUS,M1,TOT,IDX2015,M,1962-08,0.5043756,
AUS,M1,TOT,IDX2015,M,1962-09,0.5029674,
AUS,M1,TOT,IDX2015,M,1962-10,0.502471,
AUS,M1,TOT,IDX2015,M,1962-11,0.5018008,
AUS,M1,TOT,IDX2015,M,1962-12,0.5017658,
AUS,M1,TOT,IDX2015,M,1963-01,0.5043896,
AUS,M1,TOT,IDX2015,M,1963-02,0.506328,
AUS,M1,TOT,IDX2015,M,1963-03,0.5065153,
AUS,M1,TOT,IDX2015,M,1963-04,0.5080146,
AUS,M1,TOT,IDX2015,M,1963-05,0.511035,
