Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,CostPerTrade,multiple_EMA,multiple_DC,multiple_KF,multiple_TII,InstCapital,Exposure
2021-02-15,47.891,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-16,48.31742857142857,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.042905342747293386,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-17,48.74385714285714,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.04252833763428551,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-18,49.17028571428571,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.04215790026822132,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-19,49.596714285714285,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.04179386050650633,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-20,50.02314285714286,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.04143605403318391,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-21,50.449571428571424,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.04108432211160263,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-22,50.876,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.04073851134962744,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-23,51.13014285714286,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.02411725292672843,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
2021-02-24,51.38428571428571,zl,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0.023997674583921692,NA,1.060445,0.013333333333333334,Future,0.01,2000,1,0.09,0,0.045,NA,NA,NA,NA,503.84000000000003,NA
