Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2024-05-13,6754.7,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,12.558845818769989,20,5.524448564535093,3.98290347609244,-0.13887263299306518,0.827969515249696,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.258173974628756e-4,1,3.537366352618087,3.10080610753598,0.152963,-0.212963,0,0
2024-05-10,7761,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,14.084920468135603,19.676944240306646,6.166872338015203,5.857985668353212,-0.0013648715148182333,0.7417171540593555,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.080118415944971e-4,1,5.495225837554811,4.268083609700543,0.152963,-0.212963,0,0
2024-05-09,7771.6,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,13.382158076323545,18.10679985775319,6.006695989065662,5.786129511688636,0.0022930176097570865,0.7614960051792955,0.85974,0,Future,1,0.3,1e-4,3.5,0,5.91411786318533e-4,1,5.169546984525516,4.47400220162221,0.152963,-0.212963,0,0
2024-05-08,7753.8,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,12.556038337349314,16.444830565048463,5.8500743504475565,5.593931992051075,0.0029836310034490054,0.7818832250653469,0.85974,0,Future,1,0.3,1e-4,3.5,0,5.773132883184452e-4,1,4.72157840885485,4.601641577896943,0.152963,-0.212963,0,0
2024-05-07,7730.7,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,11.633036123125027,14.688042877082172,5.696975720411236,5.318205532086667,0.07068792585849515,0.802895294710826,0.85974,0,Future,1,0.3,1e-4,3.5,0,5.638847005105681e-4,1,4.144021818594518,4.7196540682165935,0.152963,-0.212963,0,0
2024-05-06,7203.1,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,10.842326770803503,12.836913984484834,5.737580856431751,5.1691882739463795,-0.001110016625469612,0.7972131660458472,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.095006003942815e-4,1,3.841158579662864,4.774155210247769,0.152963,-0.212963,0,0
2024-05-03,7211.1,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,10.531399316191315,10.800193614392246,5.586319466314774,5.848609214568243,0.07566554583550023,0.8187993951261545,0.85974,0,Future,1,0.3,1e-4,3.5,0,5.927738177181122e-4,1,4.442150036432718,5.305531987847687,0.152963,-0.212963,0,0
2024-05-02,6685.6,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,10.849055726659397,8.643987381867388,5.6443618724999025,7.321233008362216,-0.1248709887015238,0.8103794730606332,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.460099741557463e-4,1,6.290400953586334,5.911654060350694,0.152963,-0.212963,0,0
2024-05-01,7574.8,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,11.808992692899494,5.819064065203192,6.143301028947938,9.764141043457093,-0.07196323160783713,0.7445630579466046,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.205765908619986e-4,1,9.06255117384515,7.211017231916671,0.152963,-0.212963,0,0
2024-04-30,8140,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,11.838856068967402,1.9260662061875147,6.2333079737498265,11.705454335321198,0.03723889447008766,0.733811808956446,0.85974,0,Future,1,0.3,1e-4,3.5,0,5.859478203095398e-4,1,10.998799975933434,8.51029058293523,0.152963,-0.212963,0,0
2024-04-29,7842.45,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,11.496576550521137,-2.6042196902788746,6.136665938507628,13.562545609913808,-0.18150940595289633,0.7453680949614093,0.85974,0,Future,1,0.3,1e-4,3.5,0,5.987499452951856e-4,1,12.926293892287037,9.677948790902647,0.152963,-0.212963,0,0
2024-04-26,9403.3,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,13.487778042639668,-7.551040304194863,8.53135484246723,17.493546787716706,-0.02252886298979284,0.5361487225019932,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.942285610837265e-4,1,17.46443758826277,11.69147372459841,0.152963,-0.212963,0,0
2024-04-25,9617.55,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,13.918809108335983,-7.508867009308557,8.380888204541034,18.122401546831743,-0.02828336752731886,0.5457744917205338,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.667919647707979e-4,1,18.018516452552042,12.185486125500866,0.152963,-0.212963,0,0
2024-04-24,9893.45,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,14.192699126954896,-7.513537917990516,8.26593413617397,18.547400726848135,0.042904873857439796,0.5533645592435351,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.393062352604518e-4,1,18.36711217088289,12.545222373864004,0.152963,-0.212963,0,0
2024-04-23,9477.95,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,14.38018949473938,-7.618127013479076,8.276092854838053,18.84460307230635,-0.057414824135332054,0.5526853166377995,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.68152664048735e-4,1,18.773966728609302,12.63370505856795,0.152963,-0.212963,0,0
2024-04-22,10038.05,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,14.744856978171267,-7.64325864714065,8.476089389916691,19.243393932840334,-0.02858712284578324,0.5396444975487638,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.461166558438218e-4,1,18.717868675971435,13.354454545429126,0.152963,-0.212963,0,0
2024-04-19,10329.15,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,14.723515594785916,-7.373059356883558,8.36371321929658,19.136027195174712,0.03971671431155421,0.5468952461744853,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.195827411436378e-4,1,18.38491721745163,13.508461441172889,0.152963,-0.212963,0,0
2024-04-18,9926.95,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,14.765454456772412,-7.065097976515979,8.344713507326285,19.04746484362473,0.09785649609659508,0.5481404479595575,0.85974,0,Future,1,0.3,1e-4,3.5,0,6.432212142182147e-4,1,18.412199355961267,13.333575383413283,0.152963,-0.212963,0,0
2024-04-17,9001.55,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,15.528007732569819,-6.667716115570955,9.591941517164258,19.24189760929644,0.02719517203532895,0.47686643958524366,0.85974,0,Future,1,0.3,1e-4,3.5,0,8.153686081391607e-4,1,18.977072367692113,13.092756981135294,0.152963,-0.212963,0,0
2024-04-16,8760.05,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,15.471485496368906,-7.044024193864125,9.489796418517892,19.405761216164993,-0.05933417832590315,0.4819992756719616,0.85974,0,Future,1,0.3,1e-4,3.5,0,8.289246865624563e-4,1,19.140629857924495,13.202305502350502,0.152963,-0.212963,0,0
2024-04-15,9295.55,ca,0,0,0,0,0,0,0.3,0,0,0,0,0,15.716821478985523,-7.346442857447451,9.950013727294433,19.653976537057204,0.02441469563197174,0.45970539592851023,0.85974,0,Future,1,0.3,1e-4,3.5,0,8.190555390169226e-4,1,19.04367220519542,13.712955356566589,0.152963,-0.212963,0,0
