Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2024-07-12,2408.265,gc,0,0,0,0,0,0,0.648449162713097,0,0,0,3.9424227922571453,5.187593301704776,15.19942895662836,20,-13.408458152240513,16.970134351624736,-0.0032191259885960832,0.1406668073677684,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.855750046525512e-4,1,10.772098980684786,8.62234027831491,-0.065948,0.045445,2343.75,5727.463909759605
2024-07-11,2416.03,gc,0,0,0,0,0,0,0.6339946250002549,0,0,0,3.7131255496971236,5.0719570000020395,14.64178639407089,20,-13.151840451582144,16.09830208455226,0.018002325822437548,0.1434114873080826,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.658347103652654e-4,1,10.295358713173567,8.102700812029015,-0.065948,0.045445,2343.75,5617.848874053154
2024-07-10,2372.925,gc,0,0,0,0,0,0,0.6912575586025499,0,0,0,3.228667369922194,5.530060468820399,11.676788664883771,20,-14.083887201565945,12.610995153961333,0.00331152338131524,0.13392076867743496,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.440376376064681e-4,1,7.9879993583253315,6.4245665319161915,-0.065948,0.045445,2343.75,6015.975493991849
2024-07-09,2365.08,gc,0,0,0,0,0,0,0.6808382784715288,0,0,0,3.055620935935475,5.44670622777223,11.220068820143664,20,-13.825741529711644,11.872962525047374,0.001370871733563206,0.13642125421965254,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.298082198184959e-4,1,7.654842276275849,5.914257752349721,-0.065948,0.045445,2343.75,5905.707780715726
2024-07-08,2361.84,gc,0,0,0,0,0,0,0.6673502990233985,0,0,0,3.1407377517915696,5.338802392187188,11.765701447904235,20,-13.533276842083746,12.45424035158085,-0.010236021285386698,0.1393694241246002,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.113879362413603e-4,1,8.122066993971432,6.111350550692398,-0.065948,0.045445,2343.75,5780.780594886533
2024-07-07,2386.14,gc,0,0,0,0,0,0,0.665228230015578,0,0,0,3.666064390349289,5.321825840124624,13.777468487256765,20,-13.62903871119659,15.184477338607314,-0.002201970941253073,0.13839017116082458,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.08489865922924e-4,1,10.044144575063964,7.309543811915824,-0.065948,0.045445,2343.75,5821.685570167623
2024-07-05,2391.4,gc,0,0,0,0,0,0,0.6501533819066362,0,0,0,3.4127831945817744,5.2012270552530895,13.122992548979232,19.93666365192163,-13.349551771953696,14.203767458655008,0.014569958744703904,0.14128751528291703,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.879024252230907e-4,1,9.541482096925783,6.69139499867994,-0.065948,0.045445,2343.75,5702.301869253781
2024-07-04,2356.81,gc,0,0,0,0,0,0,0.684480187723967,0,0,0,2.951253297074654,5.475841501791736,10.779177213617238,19.74449018272594,-13.851094341497339,11.425538364208684,-8.694417247765429e-4,0.13617155103400336,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.347819077937847e-4,1,7.378847622043361,5.678910508480848,-0.065948,0.045445,2343.75,5916.537311812053
2024-07-03,2358.86,gc,0,0,0,0,0,0,0.6691530824772859,0,0,0,2.666732152259174,5.353224659818287,9.963087005392726,19.53192322939731,-13.552714260584217,10.294511522783754,0.012151398229657495,0.13916953930663736,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.138499641956941e-4,1,6.7616518621336335,5.003504163904941,-0.065948,0.045445,2343.75,5789.083347648731
2024-07-02,2330.37,gc,0,0,0,0,0,0,0.6907055400967178,0,0,0,2.07792939950929,5.5256443207737425,7.521039281146937,19.29729190620242,-13.820267632328934,7.289540237925838,-8.471459731573816e-4,0.1364752876122239,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.432837561628942e-4,1,4.828928734951832,3.501974394106269,-0.065948,0.045445,2343.75,5903.369588706679
2024-07-01,2332.345,gc,0,0,0,0,0,0,0.6752079873529154,0,0,0,1.7983329041449894,5.401663898823323,6.658440576196274,19.060148456340087,-13.521628377392396,6.1086607287878545,0.003156310727542966,0.13948948657349014,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.221190355766664e-4,1,4.723157622874812,2.2581689243113074,-0.065948,0.045445,2343.75,5775.8049175665665
2024-06-30,2324.995,gc,0,0,0,0,0,0,0.6642194669140179,0,0,0,1.5695502748741532,5.313755735312143,5.907498775089834,18.828966287048768,-13.259655967086161,5.092009873471808,-7.330661517377379e-4,0.14224539495457814,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,9.071122168492177e-4,1,4.11190301609207,1.7075368393042822,-0.065948,0.045445,2343.75,5663.902601256546
2024-06-28,2326.7,gc,0,0,0,0,0,0,0.6491121288881468,0,0,0,1.4966390762972215,5.192897031105175,5.7641777502324185,18.604551623818168,-12.967574361057956,4.8670817022631185,-4.705129214670478e-4,0.14544932980404524,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.864804052719271e-4,1,3.9957928788542434,1.5665862094464638,-0.065948,0.045445,2343.75,5539.1390499043255
2024-06-27,2327.795,gc,0,0,0,0,0,0,0.634350230536654,0,0,0,1.3148853099098943,5.074801844293232,5.182016363411402,18.366922956022847,-12.678634031819435,4.0652106891134965,0.012701712631780104,0.14876405417700453,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.663203542563507e-4,1,3.456764202228037,1.1891908710445303,-0.065948,0.045445,2343.75,5415.717304540474
2024-06-26,2298.415,gc,0,0,0,0,0,0,0.6527180241273316,0,0,0,0.835981350934674,5.221744193018653,3.2019238018298988,18.129691836155263,-12.881092111511796,1.6449318734514646,-0.009390533256770084,0.14642586076334127,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.914049095767164e-4,1,1.9959853399531404,-0.11606319886575234,-0.065948,0.045445,2343.75,5502.197892503041
2024-06-25,2320.1,gc,0,0,0,0,0,0,0.6458216519235855,0,0,0,1.3157134070010095,5.166573215388684,5.093176278164975,17.89117632458513,-12.865241361803058,4.277934222828931,-0.0046570413751121364,0.14660626621432157,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.819866618595544e-4,1,3.7743761937387426,1.114691489494322,-0.065948,0.045445,2343.75,5495.427196285126
2024-06-24,2330.93,gc,0,0,0,0,0,0,0.6316272410869506,0,0,0,1.607358488107377,5.0530179286956045,6.361974213387776,17.604838338850367,-12.641212057360057,6.00081914377188,0.005014848581200049,0.14920444269438915,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.626016180265118e-4,1,4.327024427316053,2.5310545941375238,-0.065948,0.045445,2343.75,5399.732393694313
2024-06-23,2319.27,gc,0,0,0,0,0,0,0.6240125199646752,0,0,0,1.435287823451256,4.992100159717402,5.750236483766809,17.27250618819767,-12.42634041483459,5.243899091674205,-0.0011979352134536825,0.15178443025336247,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.522023345035406e-4,1,3.8130623612052204,2.1799651721367277,-0.065948,0.045445,2343.75,5307.949314400462
2024-06-21,2322.05,gc,0,0,0,0,0,0,0.6092672904098795,0,0,0,1.6968145744637566,4.874138323279036,6.962521216764479,16.953263081766867,-12.147252609754503,6.880356386346456,-0.016596721730963715,0.15527173597142463,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.320650477547124e-4,1,4.651082420336799,3.2121820212020076,-0.065948,0.045445,2343.75,5188.736104865022
2024-06-20,2360.91,gc,0,0,0,0,0,0,0.6222659980252587,0,0,0,2.3375167988941534,4.97812798420207,9.391147862458292,16.611530803676605,-12.614038018702702,10.522784090790772,0.013414949724974257,0.14952586928971215,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.498171418568983e-4,1,6.7931216699333845,5.232917290970356,-0.065948,0.045445,2343.75,5388.124919969499
2024-06-19,2329.45,gc,0,0,0,0,0,0,0.6431210260569777,0,0,0,1.7829693047636614,5.144968208455822,6.930924478146738,16.26242519137865,-12.86307301055751,7.541556547118415,4.5729400829319644e-4,0.14663097989507964,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.782984671607141e-4,1,4.732522229301964,3.886399538833367,-0.065948,0.045445,2343.75,5494.500978418647
2024-06-18,2328.385,gc,0,0,0,0,0,0,0.6289169969024461,0,0,0,1.5849583965091603,5.0313359752195685,6.30034807580105,15.885327975196631,-12.573227040292869,6.744413633616187,0.0032521682880561897,0.15001120984736996,1.090631,0.041666666666666664,Future,1,0.1,0.01,0.3,0,8.589002877691634e-4,1,4.450480500158441,3.2574207954029157,-0.065948,0.045445,2343.75,5370.6923857205675
