Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/26/2024,2331.92,2351.33,2327.82,2337.59,5.68,+0.24%,5268,0
04/25/2024,2315.76,2340.87,2309.27,2331.91,16.19,+0.70%,5117,0
04/24/2024,2322.04,2333.81,2313.39,2315.72,-6.31,-0.27%,5083,0
04/23/2024,2326.68,2333.87,2294.98,2322.03,-4.6,-0.20%,4800,0
04/22/2024,2392.6,2392.74,2326.12,2326.63,-64.45,-2.70%,4772,0
04/19/2024,2378.19,2412.52,2374.39,2391.08,12.95,+0.54%,4787,0
04/18/2024,2362.82,2389.92,2361.09,2378.13,15.17,+0.64%,5074,0
04/17/2024,2382.18,2394.13,2362.96,2362.96,-19.16,-0.80%,5015,0
04/16/2024,2382.55,2396.83,2366.39,2382.12,-0.38,-0.02%,4706,0
04/15/2024,2342.95,2386.33,2331.26,2382.5,38.19,+1.63%,4444,0
04/12/2024,2374.21,2427,2336.79,2344.31,-29.97,-1.26%,4649,0
04/11/2024,2332.7,2377.27,2327.7,2374.28,41.6,+1.78%,5032,0
04/10/2024,2352.83,2359.49,2325.14,2332.68,-20.19,-0.86%,4464,0
04/09/2024,2338.99,2364.07,2337.5,2352.87,13.87,+0.59%,4931,0
04/08/2024,2330.05,2347.41,2305.22,2339,9.79,+0.42%,4487,0
04/05/2024,2290.47,2329.21,2270.21,2329.21,38.72,+1.69%,4997,0
04/04/2024,2299.83,2303.32,2284.45,2290.49,-9.36,-0.41%,5116,0
04/03/2024,2280.35,2300.14,2268.72,2299.85,19.53,+0.86%,5022,0
04/02/2024,2250.55,2280.33,2248.01,2280.32,29.84,+1.33%,5027,0
04/01/2024,2233.03,2265.06,2231.1,2250.48,17.73,+0.79%,4899,0
03/29/2024,2231.16,2232.75,2231.16,2232.75,1.74,+0.08%,849,0
03/28/2024,2194.81,2231.01,2188.17,2231.01,36.2,+1.65%,5122,0
03/27/2024,2178.06,2196.93,2174.69,2194.81,16.8,+0.77%,5342,0
03/26/2024,2171.54,2198.59,2168.69,2178.01,6.49,+0.30%,5326,0
03/25/2024,2176.3,2179.28,2164.6,2171.52,6.02,+0.28%,5173,0
03/22/2024,2181.2,2185.3,2159.42,2165.5,-15.69,-0.72%,5289,0
03/21/2024,2185.99,2210.97,2169.36,2181.19,-4.78,-0.22%,4902,0
03/20/2024,2157.59,2186.8,2151.06,2185.97,28.38,+1.32%,5323,0
03/19/2024,2160.19,2162.56,2149.44,2157.59,-2.59,-0.12%,5489,0
03/18/2024,2156.5,2162.23,2146.66,2160.18,4,+0.19%,5347,0
03/15/2024,2162.11,2171.96,2156.18,2156.18,-5.91,-0.27%,5560,0
03/14/2024,2174.49,2176.53,2155.01,2162.09,-12.39,-0.57%,5498,0
03/13/2024,2158.41,2177.7,2156.56,2174.48,16.05,+0.74%,5411,0
03/12/2024,2182.75,2184.25,2152.51,2158.43,-24.32,-1.11%,5310,0
03/11/2024,2180.65,2187.66,2176.84,2182.75,3.97,+0.18%,5223,0
03/08/2024,2159.79,2193.44,2154.74,2178.78,19,+0.88%,5295,0
03/07/2024,2148.21,2161.63,2145.06,2159.78,11.56,+0.54%,5255,0
03/06/2024,2127.96,2150.1,2124.31,2148.22,20.27,+0.95%,5313,0
03/05/2024,2114.74,2135.92,2111.24,2127.95,13.19,+0.62%,5178,0
03/04/2024,2083.1,2118.76,2079.74,2114.76,31.44,+1.51%,5383,0
03/01/2024,2044,2087.68,2039.52,2083.32,39.34,+1.92%,5531,0
02/29/2024,2034.72,2049.69,2028.75,2043.98,9.24,+0.45%,5637,0
02/28/2024,2030.39,2036.44,2025.08,2034.74,4.35,+0.21%,5665,0
02/27/2024,2031.26,2039.22,2029.37,2030.39,-0.86,-0.04%,5859,0
02/26/2024,2032.85,2036.38,2026.01,2031.25,-4.44,-0.22%,5543,0
02/23/2024,2024.52,2040.84,2016.41,2035.69,11.16,+0.55%,5667,0
02/22/2024,2025.91,2034.11,2020.58,2024.53,-1.37,-0.07%,5576,0
02/21/2024,2024.12,2031.84,2021.52,2025.9,1.8,+0.09%,5683,0
02/20/2024,2017.94,2030.32,2015.17,2024.1,6.16,+0.31%,5639,0
02/19/2024,2013.3,2022.51,2012.97,2017.94,4.6,+0.23%,5235,0
02/16/2024,2004.15,2014.79,1996.67,2013.34,9.16,+0.46%,5715,0
02/15/2024,1992.12,2006.97,1990.62,2004.18,12.07,+0.61%,5691,0
