Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/25/2024,1142,1142,1142,1142,-3.,-0.26%,0,0
04/24/2024,1145,1145,1145,1145,-1.,-0.09%,0,0
04/23/2024,1146,1146,1146,1146,6,+0.53%,0,0
04/22/2024,1140,1140,1140,1140,12,+1.06%,0,0
04/19/2024,1128,1128,1128,1128,16,+1.44%,0,0
04/18/2024,1112,1112,1112,1112,-16.,-1.42%,0,0
04/17/2024,1128,1128,1128,1128,4,+0.36%,0,0
04/16/2024,1124,1124,1124,1124,-13.,-1.14%,0,0
04/15/2024,1137,1137,1137,1137,-15.,-1.30%,0,0
04/12/2024,1152,1152,1152,1152,15,+1.32%,0,0
04/11/2024,1137,1137,1137,1137,-6.,-0.52%,0,0
04/10/2024,1143,1143,1143,1143,-10.,-0.87%,0,0
04/09/2024,1153,1153,1153,1153,-6.,-0.52%,0,0
04/08/2024,1159,1159,1159,1159,-4.,-0.34%,0,0
04/05/2024,1163,1163,1163,1163,5,+0.43%,0,0
04/04/2024,1158,1158,1158,1158,-2.,-0.17%,0,0
04/03/2024,1160,1160,1160,1160,11,+0.96%,0,0
04/02/2024,1149,1149,1149,1149,-11.,-0.95%,0,0
04/01/2024,1160,1160,1160,1160,-1.,-0.09%,0,0
03/28/2024,1161,1161,1161,1161,-1.,-0.09%,0,0
03/27/2024,1162,1162,1162,1162,-7.,-0.60%,0,0
03/26/2024,1169,1169,1169,1169,-9.,-0.76%,0,0
03/25/2024,1178,1178,1178,1178,16,+1.38%,0,0
03/22/2024,1162,1162,1162,1162,-20.,-1.69%,0,0
03/21/2024,1182,1182,1182,1182,2,+0.17%,0,0
03/20/2024,1180,1180,1180,1180,24,+2.08%,0,0
03/19/2024,1156,1156,1156,1156,0,0.00%,0,0
03/18/2024,1156,1156,1156,1156,-10.,-0.86%,0,0
03/15/2024,1166,1166,1166,1166,3,+0.26%,0,0
03/14/2024,1163,1163,1163,1163,-1.,-0.09%,0,0
03/13/2024,1164,1164,1164,1164,0,0.00%,0,0
03/12/2024,1164,1164,1164,1164,17,+1.48%,0,0
03/11/2024,1147,1147,1147,1147,-4.,-0.35%,0,0
03/08/2024,1151,1151,1151,1151,16,+1.41%,0,0
03/07/2024,1135,1135,1135,1135,17,+1.52%,0,0
03/06/2024,1118,1118,1118,1118,0,0.00%,0,0
03/05/2024,1118,1118,1118,1118,-6.,-0.53%,0,0
03/04/2024,1124,1124,1124,1124,6,+0.54%,0,0
03/01/2024,1118,1118,1118,1118,10,+0.90%,0,0
02/29/2024,1108,1108,1108,1108,-2.,-0.18%,0,0
02/28/2024,1110,1110,1110,1110,4,+0.36%,0,0
02/27/2024,1106,1106,1106,1106,-3.,-0.27%,0,0
02/26/2024,1109,1109,1109,1109,3,+0.27%,0,0
02/23/2024,1106,1106,1106,1106,-14.,-1.25%,0,0
02/22/2024,1120,1120,1120,1120,-13.,-1.15%,0,0
02/21/2024,1133,1133,1133,1133,-19.,-1.65%,0,0
02/20/2024,1152,1152,1152,1152,8,+0.70%,0,0
02/16/2024,1144,1144,1144,1144,9,+0.79%,0,0
02/15/2024,1135,1135,1135,1135,-8.,-0.70%,0,0
02/14/2024,1143,1143,1143,1143,-16.,-1.38%,0,0
02/13/2024,1159,1159,1159,1159,-14.,-1.19%,0,0
02/12/2024,1173,1173,1173,1173,15,+1.30%,0,0
02/09/2024,1158,1158,1158,1158,-10.,-0.86%,0,0
02/08/2024,1168,1168,1168,1168,3,+0.26%,0,0
02/07/2024,1165,1165,1165,1165,-10.,-0.85%,0,0
02/06/2024,1175,1175,1175,1175,3,+0.26%,0,0
02/05/2024,1172,1172,1172,1172,8,+0.69%,0,0
02/02/2024,1164,1164,1164,1164,-15.,-1.27%,0,0
02/01/2024,1179,1179,1179,1179,-19.,-1.59%,0,0
01/31/2024,1198,1198,1198,1198,2,+0.17%,0,0
01/30/2024,1196,1196,1196,1196,24,+2.05%,0,0
01/29/2024,1172,1172,1172,1172,-14.,-1.18%,0,0
01/26/2024,1186,1186,1186,1186,-13.,-1.08%,0,0
01/25/2024,1199,1199,1199,1199,-15.,-1.24%,0,0
01/24/2024,1214,1214,1214,1214,1,+0.08%,0,0
01/23/2024,1213,1213,1213,1213,15,+1.25%,0,0
01/22/2024,1198,1198,1198,1198,11,+0.93%,0,0
01/19/2024,1187,1187,1187,1187,-1.,-0.08%,0,0
01/18/2024,1188,1188,1188,1188,8,+0.68%,0,0
01/17/2024,1180,1180,1180,1180,-24.,-1.99%,0,0
01/16/2024,1204,1204,1204,1204,2,+0.17%,0,0
01/12/2024,1202,1202,1202,1202,-12.,-0.99%,0,0
01/11/2024,1214,1214,1214,1214,0,0.00%,0,0
01/10/2024,1214,1214,1214,1214,-7.,-0.57%,0,0
01/09/2024,1221,1221,1221,1221,7,+0.58%,0,0
01/08/2024,1214,1214,1214,1214,-11.,-0.90%,0,0
01/05/2024,1225,1225,1225,1225,-11.,-0.89%,0,0
01/04/2024,1236,1236,1236,1236,-11.,-0.88%,0,0
01/03/2024,1247,1247,1247,1247,-21.,-1.66%,0,0
01/02/2024,1268,1268,1268,1268,0,0.00%,0,0
12/29/2023,1268,1268,1268,1268,-8.,-0.63%,0,0
12/28/2023,1276,1276,1276,1276,-11.,-0.85%,0,0
12/27/2023,1287,1287,1287,1287,3,+0.23%,0,0
12/26/2023,1284,1284,1284,1284,16,+1.26%,0,0
12/22/2023,1268,1268,1268,1268,2,+0.16%,0,0
12/21/2023,1266,1266,1266,1266,-11.,-0.86%,0,0
12/20/2023,1277,1277,1277,1277,2,+0.16%,0,0
12/19/2023,1275,1275,1275,1275,-14.,-1.09%,0,0
12/18/2023,1289,1289,1289,1289,12,+0.94%,0,0
12/15/2023,1277,1277,1277,1277,1,+0.08%,0,0
12/14/2023,1276,1276,1276,1276,7,+0.55%,0,0
12/13/2023,1269,1269,1269,1269,-16.,-1.25%,0,0
12/12/2023,1285,1285,1285,1285,-11.,-0.85%,0,0
12/11/2023,1296,1296,1296,1296,32,+2.53%,0,0
12/08/2023,1264,1264,1264,1264,-5.,-0.39%,0,0
12/07/2023,1269,1269,1269,1269,17,+1.36%,0,0
12/06/2023,1252,1252,1252,1252,-10.,-0.79%,0,0
12/05/2023,1262,1262,1262,1262,-1.,-0.08%,0,0
12/04/2023,1263,1263,1263,1263,-21.,-1.64%,0,0
12/01/2023,1284,1284,1284,1284,-18.,-1.38%,0,0
11/30/2023,1302,1302,1302,1302,-5.,-0.38%,0,0
11/29/2023,1307,1307,1307,1307,1,+0.08%,0,0
11/28/2023,1306,1306,1306,1306,17,+1.32%,0,0
11/27/2023,1289,1289,1289,1289,-1.,-0.08%,0,0
11/24/2023,1290,1290,1290,1290,-26.,-1.98%,0,0
11/22/2023,1316,1316,1316,1316,-21.,-1.57%,0,0
11/21/2023,1337,1337,1337,1337,10,+0.75%,0,0
11/20/2023,1327,1327,1327,1327,27,+2.08%,0,0
11/17/2023,1300,1300,1300,1300,-19.,-1.44%,0,0
11/16/2023,1319,1319,1319,1319,-25.,-1.86%,0,0
11/15/2023,1344,1344,1344,1344,-2.,-0.15%,0,0
11/14/2023,1346,1346,1346,1346,8,+0.60%,0,0
11/13/2023,1338,1338,1338,1338,35,+2.69%,0,0
11/10/2023,1303,1303,1303,1303,6,+0.46%,0,0
11/09/2023,1297,1297,1297,1297,-20.,-1.52%,0,0
11/08/2023,1317,1317,1317,1317,8,+0.61%,0,0
11/07/2023,1309,1309,1309,1309,3,+0.23%,0,0
11/06/2023,1306,1306,1306,1306,9,+0.69%,0,0
11/03/2023,1297,1297,1297,1297,30,+2.37%,0,0
11/02/2023,1267,1267,1267,1267,3,+0.24%,0,0
11/01/2023,1264,1264,1264,1264,20,+1.61%,0,0
10/31/2023,1244,1244,1244,1244,5,+0.40%,0,0
10/30/2023,1239,1239,1239,1239,-22.,-1.74%,0,0
10/27/2023,1261,1261,1261,1261,18,+1.45%,0,0
10/26/2023,1243,1243,1243,1243,-10.,-0.80%,0,0
10/25/2023,1253,1253,1253,1253,-7.,-0.56%,0,0
10/24/2023,1260,1260,1260,1260,9,+0.72%,0,0
10/23/2023,1251,1251,1251,1251,-16.,-1.26%,0,0
10/20/2023,1267,1267,1267,1267,-10.,-0.78%,0,0
