Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/25/2024,1.641,1.641,1.641,1.641,0.007,+0.43%,0,0
04/24/2024,1.634,1.634,1.634,1.634,-0.181,-9.97%,0,0
04/23/2024,1.815,1.815,1.815,1.815,0.023,+1.28%,0,0
04/22/2024,1.792,1.792,1.792,1.792,0.037,+2.11%,0,0
04/19/2024,1.755,1.755,1.755,1.755,-0.003,-0.17%,0,0
04/18/2024,1.758,1.758,1.758,1.758,0.046,+2.69%,0,0
04/17/2024,1.712,1.712,1.712,1.712,-0.02,-1.15%,0,0
04/16/2024,1.732,1.732,1.732,1.732,0.039,+2.30%,0,0
04/15/2024,1.693,1.693,1.693,1.693,-0.079,-4.46%,0,0
04/12/2024,1.772,1.772,1.772,1.772,0.005,+0.28%,0,0
04/11/2024,1.767,1.767,1.767,1.767,-0.122,-6.46%,0,0
04/10/2024,1.889,1.889,1.889,1.889,0.015,+0.80%,0,0
04/09/2024,1.874,1.874,1.874,1.874,0.029,+1.57%,0,0
04/08/2024,1.845,1.845,1.845,1.845,0.059,+3.30%,0,0
04/05/2024,1.786,1.786,1.786,1.786,0.014,+0.79%,0,0
04/04/2024,1.772,1.772,1.772,1.772,-0.072,-3.90%,0,0
04/03/2024,1.844,1.844,1.844,1.844,-0.019,-1.02%,0,0
04/02/2024,1.863,1.863,1.863,1.863,0.025,+1.36%,0,0
04/01/2024,1.838,1.838,1.838,1.838,0.078,+4.43%,0,0
03/28/2024,1.76,1.76,1.76,1.76,0.04,+2.33%,0,0
03/27/2024,1.72,1.72,1.72,1.72,-0.07,-3.91%,0,0
03/26/2024,1.79,1.79,1.79,1.79,0.175,+10.84%,0,0
03/25/2024,1.615,1.615,1.615,1.615,-0.042,-2.53%,0,0
03/22/2024,1.657,1.657,1.657,1.657,-0.028,-1.66%,0,0
03/21/2024,1.685,1.685,1.685,1.685,-0.014,-0.82%,0,0
03/20/2024,1.699,1.699,1.699,1.699,-0.042,-2.41%,0,0
03/19/2024,1.741,1.741,1.741,1.741,0.041,+2.41%,0,0
03/18/2024,1.7,1.7,1.7,1.7,0.044,+2.66%,0,0
03/15/2024,1.656,1.656,1.656,1.656,-0.085,-4.88%,0,0
03/14/2024,1.741,1.741,1.741,1.741,0.086,+5.20%,0,0
03/13/2024,1.655,1.655,1.655,1.655,-0.061,-3.55%,0,0
03/12/2024,1.716,1.716,1.716,1.716,-0.044,-2.50%,0,0
03/11/2024,1.76,1.76,1.76,1.76,-0.048,-2.65%,0,0
03/08/2024,1.808,1.808,1.808,1.808,-0.011,-0.60%,0,0
03/07/2024,1.819,1.819,1.819,1.819,-0.114,-5.90%,0,0
03/06/2024,1.933,1.933,1.933,1.933,-0.022,-1.13%,0,0
03/05/2024,1.955,1.955,1.955,1.955,0.035,+1.82%,0,0
03/04/2024,1.92,1.92,1.92,1.92,0.084,+4.58%,0,0
03/01/2024,1.836,1.836,1.836,1.836,-0.027,-1.45%,0,0
02/29/2024,1.863,1.863,1.863,1.863,-0.023,-1.22%,0,0
02/28/2024,1.886,1.886,1.886,1.886,0.074,+4.08%,0,0
02/27/2024,1.812,1.812,1.812,1.812,0.16,+9.69%,0,0
02/26/2024,1.652,1.652,1.652,1.652,0.051,+3.19%,0,0
02/23/2024,1.601,1.601,1.601,1.601,-0.136,-7.83%,0,0
02/22/2024,1.737,1.737,1.737,1.737,-0.036,-2.03%,0,0
02/21/2024,1.773,1.773,1.773,1.773,0.2,+12.71%,0,0
02/20/2024,1.573,1.573,1.573,1.573,-0.037,-2.30%,0,0
02/16/2024,1.61,1.61,1.61,1.61,0.028,+1.77%,0,0
02/15/2024,1.582,1.582,1.582,1.582,-0.029,-1.80%,0,0
