Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/25/2024,1003,1003,1003,1003,-21.,-2.05%,0,0
04/24/2024,1024,1024,1024,1024,14,+1.39%,0,0
04/23/2024,1010,1010,1010,1010,-15.,-1.46%,0,0
04/22/2024,1025,1025,1025,1025,5,+0.49%,0,0
04/19/2024,1020,1020,1020,1020,-40.,-3.77%,0,0
04/18/2024,1060,1060,1060,1060,25,+2.42%,0,0
04/17/2024,1035,1035,1035,1035,15,+1.47%,0,0
04/16/2024,1020,1020,1020,1020,-20.,-1.92%,0,0
04/15/2024,1040,1040,1040,1040,-43.,-3.97%,0,0
04/12/2024,1083,1083,1083,1083,15,+1.40%,0,0
04/11/2024,1068,1068,1068,1068,1,+0.09%,0,0
04/10/2024,1067,1067,1067,1067,-13.,-1.20%,0,0
04/09/2024,1080,1080,1080,1080,30,+2.86%,0,0
04/08/2024,1050,1050,1050,1050,40,+3.96%,0,0
04/05/2024,1010,1010,1010,1010,-20.,-1.94%,0,0
04/04/2024,1030,1030,1030,1030,10,+0.98%,0,0
04/03/2024,1020,1020,1020,1020,-6.,-0.58%,0,0
04/02/2024,1026,1026,1026,1026,12,+1.18%,0,0
04/01/2024,1014,1014,1014,1014,-11.,-1.07%,0,0
03/28/2024,1025,1025,1025,1025,45,+4.59%,0,0
03/27/2024,980,980,980,980,-46.,-4.48%,0,0
03/26/2024,1026,1026,1026,1026,1,+0.10%,0,0
03/25/2024,1025,1025,1025,1025,5,+0.49%,0,0
03/22/2024,1020,1020,1020,1020,-30.,-2.86%,0,0
03/21/2024,1050,1050,1050,1050,50,+5.00%,0,0
03/20/2024,1000,1000,1000,1000,-20.,-1.96%,0,0
03/19/2024,1020,1020,1020,1020,-55.,-5.12%,0,0
03/18/2024,1075,1075,1075,1075,-45.,-4.02%,0,0
03/15/2024,1120,1120,1120,1120,32,+2.94%,0,0
03/14/2024,1088,1088,1088,1088,3,+0.28%,0,0
03/13/2024,1085,1085,1085,1085,55,+5.34%,0,0
03/12/2024,1030,1030,1030,1030,-20.,-1.90%,0,0
03/11/2024,1050,1050,1050,1050,-10.,-0.94%,0,0
03/08/2024,1060,1060,1060,1060,25,+2.42%,0,0
03/07/2024,1035,1035,1035,1035,15,+1.47%,0,0
03/06/2024,1020,1020,1020,1020,70,+7.37%,0,0
03/05/2024,950,950,950,950,-10.,-1.04%,0,0
03/04/2024,960,960,960,960,14,+1.48%,0,0
03/01/2024,946,946,946,946,-19.,-1.97%,0,0
02/29/2024,965,965,965,965,37,+3.99%,0,0
02/28/2024,928,928,928,928,-47.,-4.82%,0,0
02/27/2024,975,975,975,975,0,0.00%,0,0
02/26/2024,975,975,975,975,-10.,-1.02%,0,0
02/23/2024,985,985,985,985,23,+2.39%,0,0
02/22/2024,962,962,962,962,-22.,-2.24%,0,0
02/21/2024,984,984,984,984,-11.,-1.11%,0,0
02/20/2024,995,995,995,995,40,+4.19%,0,0
02/16/2024,955,955,955,955,-19.,-1.95%,0,0
02/15/2024,974,974,974,974,64,+7.03%,0,0
02/14/2024,910,910,910,910,25,+2.82%,0,0
02/13/2024,885,885,885,885,-25.,-2.75%,0,0
02/12/2024,910,910,910,910,20,+2.25%,0,0
02/09/2024,890,890,890,890,-4.,-0.45%,0,0
02/08/2024,894,894,894,894,-51.,-5.40%,0,0
02/07/2024,945,945,945,945,-15.,-1.56%,0,0
02/06/2024,960,960,960,960,5,+0.52%,0,0
02/05/2024,955,955,955,955,-13.,-1.34%,0,0
02/02/2024,968,968,968,968,3,+0.31%,0,0
02/01/2024,965,965,965,965,-17.,-1.73%,0,0
01/31/2024,982,982,982,982,-8.,-0.81%,0,0
01/30/2024,990,990,990,990,5,+0.51%,0,0
01/29/2024,985,985,985,985,30,+3.14%,0,0
01/26/2024,955,955,955,955,-10.,-1.04%,0,0
01/25/2024,965,965,965,965,-15.,-1.53%,0,0
01/24/2024,980,980,980,980,40,+4.26%,0,0
01/23/2024,940,940,940,940,5,+0.53%,0,0
01/22/2024,935,935,935,935,-15.,-1.58%,0,0
01/19/2024,950,950,950,950,5,+0.53%,0,0
01/18/2024,945,945,945,945,5,+0.53%,0,0
01/17/2024,940,940,940,940,-13.,-1.36%,0,0
01/16/2024,953,953,953,953,-52.,-5.17%,0,0
01/12/2024,1005,1005,1005,1005,-9.,-0.89%,0,0
01/11/2024,1014,1014,1014,1014,4,+0.40%,0,0
01/10/2024,1010,1010,1010,1010,11,+1.10%,0,0
01/09/2024,999,999,999,999,-16.,-1.58%,0,0
01/08/2024,1015,1015,1015,1015,-35.,-3.33%,0,0
01/05/2024,1050,1050,1050,1050,-15.,-1.41%,0,0
01/04/2024,1065,1065,1065,1065,-20.,-1.84%,0,0
01/03/2024,1085,1085,1085,1085,-25.,-2.25%,0,0
01/02/2024,1110,1110,1110,1110,-15.,-1.33%,0,0
12/29/2023,1125,1125,1125,1125,-25.,-2.17%,0,0
12/28/2023,1150,1150,1150,1150,-40.,-3.36%,0,0
12/27/2023,1190,1190,1190,1190,-70.,-5.56%,0,0
12/26/2023,1260,1260,1260,1260,0,0.00%,0,0
12/22/2023,1260,1260,1260,1260,37,+3.03%,0,0
12/21/2023,1223,1223,1223,1223,-7.,-0.57%,0,0
12/20/2023,1230,1230,1230,1230,20,+1.65%,0,0
12/19/2023,1210,1210,1210,1210,15,+1.26%,0,0
12/18/2023,1195,1195,1195,1195,55,+4.82%,0,0
12/15/2023,1140,1140,1140,1140,105,+10.14%,0,0
12/14/2023,1035,1035,1035,1035,45,+4.55%,0,0
12/13/2023,990,990,990,990,-4.,-0.40%,0,0
12/12/2023,994,994,994,994,24,+2.47%,0,0
12/11/2023,970,970,970,970,-15.,-1.52%,0,0
12/08/2023,985,985,985,985,0,0.00%,0,0
12/07/2023,985,985,985,985,20,+2.07%,0,0
12/06/2023,965,965,965,965,-12.,-1.23%,0,0
12/05/2023,977,977,977,977,2,+0.21%,0,0
12/04/2023,975,975,975,975,-40.,-3.94%,0,0
12/01/2023,1015,1015,1015,1015,-25.,-2.40%,0,0
11/30/2023,1040,1040,1040,1040,1,+0.10%,0,0
11/29/2023,1039,1039,1039,1039,-35.,-3.26%,0,0
11/28/2023,1074,1074,1074,1074,-1.,-0.09%,0,0
11/27/2023,1075,1075,1075,1075,-5.,-0.46%,0,0
11/22/2023,1080,1080,1080,1080,-10.,-0.92%,0,0
11/21/2023,1090,1090,1090,1090,5,+0.46%,0,0
11/20/2023,1085,1085,1085,1085,35,+3.33%,0,0
11/17/2023,1050,1050,1050,1050,15,+1.45%,0,0
11/16/2023,1045,1045,1035,1035,0,0.00%,0,0
11/15/2023,1035,1035,1035,1035,22,+2.17%,0,0
11/14/2023,1013,1013,1013,1013,36,+3.68%,0,0
11/13/2023,977,977,977,977,-3.,-0.31%,0,0
11/10/2023,980,980,980,980,-60.,-5.77%,0,0
11/09/2023,1040,1040,1040,1040,14,+1.36%,0,0
11/08/2023,1026,1026,1026,1026,-54.,-5.00%,0,0
11/07/2023,1080,1080,1080,1080,-55.,-4.85%,0,0
11/06/2023,1135,1135,1135,1135,5,+0.44%,0,0
11/03/2023,1130,1130,1130,1130,1,+0.09%,0,0
11/02/2023,1129,1129,1129,1129,-11.,-0.96%,0,0
11/01/2023,1140,1140,1140,1140,-10.,-0.87%,0,0
10/31/2023,1150,1150,1150,1150,-25.,-2.13%,0,0
10/30/2023,1175,1175,1175,1175,25,+2.17%,0,0
10/27/2023,1150,1150,1150,1150,15,+1.32%,0,0
10/26/2023,1135,1135,1135,1135,-15.,-1.30%,0,0
10/25/2023,1150,1150,1150,1150,15,+1.32%,0,0
10/24/2023,1135,1135,1135,1135,10,+0.89%,0,0
10/23/2023,1125,1125,1125,1125,11,+0.99%,0,0
10/20/2023,1114,1114,1114,1114,-1.,-0.09%,0,0
10/19/2023,1115,1115,1115,1115,-30.,-2.62%,0,0
10/18/2023,1145,1145,1145,1145,-3.,-0.26%,0,0
10/17/2023,1148,1148,1148,1148,0,0.00%,0,0
10/16/2023,1148,1148,1148,1148,-7.,-0.61%,0,0
10/13/2023,1155,1155,1155,1155,-20.,-1.70%,0,0
10/12/2023,1175,1175,1175,1175,0,0.00%,0,0
10/11/2023,1175,1175,1175,1175,35,+3.07%,0,0
10/10/2023,1140,1140,1140,1140,-5.,-0.44%,0,0
10/09/2023,1145,1145,1145,1145,-15.,-1.29%,0,0
10/06/2023,1160,1160,1160,1160,-10.,-0.85%,0,0
10/05/2023,1170,1170,1170,1170,-20.,-1.68%,0,0
10/04/2023,1190,1190,1190,1190,-5.,-0.42%,0,0
10/03/2023,1195,1195,1195,1195,-30.,-2.45%,0,0
10/02/2023,1225,1225,1225,1225,-78.,-5.99%,0,0
09/29/2023,1303,1303,1303,1303,48,+3.82%,0,0
09/28/2023,1255,1255,1255,1255,5,+0.40%,0,0
09/27/2023,1250,1250,1250,1250,23,+1.87%,0,0
09/26/2023,1227,1227,1227,1227,-28.,-2.23%,0,0
09/25/2023,1255,1255,1255,1255,-33.,-2.56%,0,0
09/22/2023,1288,1288,1288,1288,33,+2.63%,0,0
09/21/2023,1255,1255,1255,1255,-50.,-3.83%,0,0
09/20/2023,1305,1305,1305,1305,20,+1.56%,0,0
09/19/2023,1285,1285,1285,1285,25,+1.98%,0,0
09/18/2023,1260,1260,1260,1260,-25.,-1.95%,0,0
09/15/2023,1285,1285,1285,1285,15,+1.18%,0,0
09/14/2023,1270,1270,1270,1270,25,+2.01%,0,0
09/13/2023,1245,1245,1245,1245,20,+1.63%,0,0
09/12/2023,1225,1225,1225,1225,-5.,-0.41%,0,0
09/11/2023,1230,1230,1230,1230,10,+0.82%,0,0
09/08/2023,1220,1220,1220,1220,0,0.00%,0,0
09/07/2023,1220,1220,1220,1220,5,+0.41%,0,0
09/06/2023,1215,1215,1215,1215,0,0.00%,0,0
09/05/2023,1215,1215,1215,1215,-25.,-2.02%,0,0
09/01/2023,1240,1240,1240,1240,5,+0.40%,0,0
08/31/2023,1235,1235,1235,1235,-15.,-1.20%,0,0
08/30/2023,1250,1250,1250,1250,10,+0.81%,0,0
08/29/2023,1240,1240,1240,1240,-20.,-1.59%,0,0
08/28/2023,1260,1260,1260,1260,15,+1.20%,0,0
08/25/2023,1245,1245,1245,1245,-15.,-1.19%,0,0
08/24/2023,1260,1260,1260,1260,-35.,-2.70%,0,0
08/23/2023,1295,1295,1295,1295,-5.,-0.38%,0,0
08/22/2023,1300,1300,1300,1300,45,+3.59%,0,0
08/21/2023,1255,1255,1255,1255,11,+0.88%,0,0
08/18/2023,1244,1244,1244,1244,-1.,-0.08%,0,0
08/17/2023,1245,1245,1245,1245,13,+1.06%,0,0
08/16/2023,1232,1232,1232,1232,-28.,-2.22%,0,0
08/15/2023,1260,1260,1260,1260,-30.,-2.33%,0,0
08/14/2023,1290,1290,1290,1290,-50.,-3.73%,0,0
08/11/2023,1340,1340,1340,1340,55,+4.28%,0,0
08/10/2023,1285,1285,1285,1285,45,+3.63%,0,0
08/09/2023,1240,1240,1240,1240,10,+0.81%,0,0
08/08/2023,1230,1230,1230,1230,-50.,-3.91%,0,0
08/07/2023,1280,1280,1280,1280,10,+0.79%,0,0
08/04/2023,1270,1270,1270,1270,5,+0.40%,0,0
08/03/2023,1265,1265,1265,1265,5,+0.40%,0,0
08/02/2023,1260,1260,1260,1260,10,+0.80%,0,0
08/01/2023,1250,1250,1250,1250,-40.,-3.10%,0,0
07/31/2023,1290,1290,1290,1290,30,+2.38%,0,0
07/28/2023,1260,1260,1260,1260,-5.,-0.40%,0,0
07/27/2023,1265,1265,1265,1265,0,0.00%,0,0
07/26/2023,1265,1265,1265,1265,-40.,-3.07%,0,0
07/25/2023,1305,1305,1305,1305,5,+0.38%,0,0
07/24/2023,1300,1300,1300,1300,-10.,-0.76%,0,0
07/21/2023,1310,1310,1310,1310,2,+0.15%,0,0
07/20/2023,1308,1308,1308,1308,-12.,-0.91%,0,0
07/19/2023,1320,1320,1320,1320,-10.,-0.75%,0,0
07/18/2023,1330,1330,1330,1330,47,+3.66%,0,0
07/17/2023,1283,1283,1283,1283,3,+0.23%,0,0
07/14/2023,1280,1280,1280,1280,-10.,-0.78%,0,0
07/13/2023,1290,1290,1290,1290,0,0.00%,0,0
07/12/2023,1290,1290,1290,1290,45,+3.61%,0,0
07/11/2023,1245,1245,1245,1245,30,+2.47%,0,0
07/10/2023,1215,1215,1215,1215,-35.,-2.80%,0,0
07/07/2023,1250,1250,1250,1250,-10.,-0.79%,0,0
07/06/2023,1260,1260,1260,1260,5,+0.40%,0,0
07/05/2023,1255,1255,1255,1255,10,+0.80%,0,0
07/03/2023,1245,1245,1245,1245,-30.,-2.35%,0,0
06/30/2023,1275,1275,1275,1275,34,+2.74%,0,0
06/29/2023,1241,1241,1241,1241,-2.,-0.16%,0,0
06/28/2023,1243,1243,1243,1243,-90.,-6.75%,0,0
06/27/2023,1333,1333,1333,1333,-7.,-0.52%,0,0
06/26/2023,1340,1340,1340,1340,41,+3.16%,0,0
06/23/2023,1299,1299,1299,1299,-41.,-3.06%,0,0
06/22/2023,1340,1340,1340,1340,-15.,-1.11%,0,0
06/21/2023,1355,1355,1355,1355,-55.,-3.90%,0,0
06/20/2023,1410,1410,1410,1410,0,0.00%,0,0
06/16/2023,1410,1410,1410,1410,30,+2.17%,0,0
06/15/2023,1380,1380,1380,1380,-25.,-1.78%,0,0
06/14/2023,1405,1405,1405,1405,25,+1.81%,0,0
06/13/2023,1380,1380,1380,1380,40,+2.99%,0,0
06/12/2023,1340,1340,1340,1340,5,+0.37%,0,0
06/09/2023,1335,1335,1335,1335,-55.,-3.96%,0,0
06/08/2023,1390,1390,1390,1390,-30.,-2.11%,0,0
06/07/2023,1420,1420,1420,1420,0,0.00%,0,0
06/06/2023,1420,1420,1420,1420,0,0.00%,0,0
06/05/2023,1420,1420,1420,1420,-10.,-0.70%,0,0
06/02/2023,1430,1430,1430,1430,45,+3.25%,0,0
06/01/2023,1385,1385,1385,1385,-15.,-1.07%,0,0
05/31/2023,1400,1400,1400,1400,-25.,-1.75%,0,0
05/30/2023,1425,1425,1425,1425,-25.,-1.72%,0,0
05/26/2023,1450,1450,1450,1450,30,+2.11%,0,0
05/25/2023,1420,1420,1420,1420,-20.,-1.39%,0,0
05/24/2023,1440,1440,1440,1440,-30.,-2.04%,0,0
05/23/2023,1470,1470,1470,1470,-55.,-3.61%,0,0
05/22/2023,1525,1525,1525,1525,0,0.00%,0,0
05/19/2023,1525,1525,1525,1525,50,+3.39%,0,0
05/18/2023,1475,1475,1475,1475,-30.,-1.99%,0,0
05/17/2023,1505,1505,1505,1505,-30.,-1.95%,0,0
05/16/2023,1535,1535,1535,1535,-15.,-0.97%,0,0
05/15/2023,1550,1550,1550,1550,-10.,-0.64%,0,0
05/12/2023,1560,1560,1560,1560,-73.,-4.47%,0,0
05/11/2023,1633,1633,1633,1633,0,0.00%,0,0
05/10/2023,1633,1633,1633,1633,48,+3.03%,0,0
05/09/2023,1585,1585,1585,1585,30,+1.93%,0,0
05/08/2023,1555,1555,1555,1555,95,+6.51%,0,0
05/05/2023,1460,1460,1460,1460,25,+1.74%,0,0
05/04/2023,1435,1435,1435,1435,-20.,-1.37%,0,0
05/03/2023,1455,1455,1455,1455,-10.,-0.68%,0,0
05/02/2023,1465,1465,1465,1465,-60.,-3.93%,0,0
05/01/2023,1525,1525,1525,1525,15,+0.99%,0,0
04/28/2023,1510,1510,1510,1510,0,0.00%,0,0
04/27/2023,1510,1510,1510,1510,-10.,-0.66%,0,0
04/26/2023,1520,1520,1520,1520,10,+0.66%,0,0
04/25/2023,1510,1510,1510,1510,-50.,-3.21%,0,0
04/24/2023,1560,1560,1560,1560,-80.,-4.88%,0,0
04/21/2023,1640,1640,1640,1640,10,+0.61%,0,0
04/20/2023,1630,1630,1630,1630,10,+0.62%,0,0
04/19/2023,1620,1620,1620,1620,-15.,-0.92%,0,0
04/18/2023,1635,1635,1635,1635,105,+6.86%,0,0
04/17/2023,1530,1530,1530,1530,35,+2.34%,0,0
04/14/2023,1495,1495,1495,1495,0,0.00%,0,0
04/13/2023,1495,1495,1495,1495,35,+2.40%,0,0
04/12/2023,1460,1460,1460,1460,15,+1.04%,0,0
04/11/2023,1445,1445,1445,1445,-15.,-1.03%,0,0
04/10/2023,1460,1460,1460,1460,5,+0.34%,0,0
04/06/2023,1455,1455,1455,1455,-25.,-1.69%,0,0
04/05/2023,1480,1480,1480,1480,-10.,-0.67%,0,0
04/04/2023,1490,1490,1490,1490,0,0.00%,0,0
04/03/2023,1490,1490,1490,1490,-15.,-1.00%,0,0
03/31/2023,1505,1505,1505,1505,-5.,-0.33%,0,0
03/30/2023,1510,1510,1510,1510,65,+4.50%,0,0
03/29/2023,1445,1445,1445,1445,15,+1.05%,0,0
03/28/2023,1430,1430,1430,1430,10,+0.70%,0,0
03/27/2023,1420,1420,1420,1420,-40.,-2.74%,0,0
03/24/2023,1460,1460,1460,1460,-10.,-0.68%,0,0
03/23/2023,1470,1470,1470,1470,25,+1.73%,0,0
03/22/2023,1445,1445,1445,1445,15,+1.05%,0,0
03/21/2023,1430,1430,1430,1430,10,+0.70%,0,0
03/20/2023,1420,1420,1420,1420,-10.,-0.70%,0,0
03/17/2023,1430,1430,1430,1430,-30.,-2.05%,0,0
03/16/2023,1460,1460,1460,1460,-40.,-2.67%,0,0
03/15/2023,1500,1500,1500,1500,-25.,-1.64%,0,0
03/14/2023,1525,1525,1525,1525,90,+6.27%,0,0
03/13/2023,1435,1435,1435,1435,35,+2.50%,0,0
03/10/2023,1400,1400,1400,1400,25,+1.82%,0,0
03/09/2023,1375,1375,1375,1375,-45.,-3.17%,0,0
03/08/2023,1420,1420,1420,1420,-15.,-1.05%,0,0
03/07/2023,1435,1435,1435,1435,-5.,-0.35%,0,0
03/06/2023,1440,1440,1440,1440,-30.,-2.04%,0,0
03/03/2023,1470,1470,1470,1470,35,+2.44%,0,0
03/02/2023,1435,1435,1435,1435,0,0.00%,0,0
03/01/2023,1435,1435,1435,1435,10,+0.70%,0,0
02/28/2023,1425,1425,1425,1425,-55.,-3.72%,0,0
02/27/2023,1480,1480,1480,1480,70,+4.96%,0,0
02/24/2023,1410,1410,1410,1410,-120.,-7.84%,0,0
02/22/2023,1530,1530,1530,1530,0,0.00%,0,0
02/21/2023,1530,1530,1530,1530,30,+2.00%,0,0
02/17/2023,1500,1500,1500,1500,20,+1.35%,0,0
02/16/2023,1480,1480,1480,1480,20,+1.37%,0,0
02/15/2023,1460,1460,1460,1460,-135.,-8.46%,0,0
02/14/2023,1595,1595,1595,1595,25,+1.59%,0,0
02/13/2023,1570,1570,1570,1570,0,0.00%,0,0
02/10/2023,1570,1570,1570,1570,-90.,-5.42%,0,0
02/09/2023,1660,1660,1660,1660,-15.,-0.90%,0,0
02/08/2023,1675,1675,1675,1675,25,+1.52%,0,0
02/07/2023,1650,1650,1650,1650,65,+4.10%,0,0
02/06/2023,1585,1585,1585,1585,-55.,-3.35%,0,0
02/03/2023,1640,1640,1640,1640,-53.,-3.13%,0,0
02/02/2023,1693,1693,1693,1693,-7.,-0.41%,0,0
02/01/2023,1700,1700,1700,1700,70,+4.29%,0,0
01/31/2023,1630,1630,1630,1630,-12.,-0.73%,0,0
01/30/2023,1642,1642,1642,1642,-18.,-1.08%,0,0
01/27/2023,1660,1660,1660,1660,-50.,-2.92%,0,0
01/26/2023,1710,1710,1710,1710,-35.,-2.01%,0,0
01/25/2023,1745,1745,1745,1745,25,+1.45%,0,0
01/24/2023,1720,1720,1720,1720,-5.,-0.29%,0,0
01/23/2023,1725,1725,1725,1725,-20.,-1.15%,0,0
01/20/2023,1745,1745,1745,1745,45,+2.65%,0,0
01/19/2023,1700,1700,1700,1700,-95.,-5.29%,0,0
01/18/2023,1795,1795,1795,1795,50,+2.87%,0,0
01/17/2023,1745,1745,1745,1745,-12.,-0.68%,0,0
