Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
04/25/2024,2.7597,2.7597,2.7597,2.7597,0.0257,+0.94%,0,0
04/24/2024,2.734,2.734,2.734,2.734,0.0089,+0.33%,0,0
04/23/2024,2.7251,2.7251,2.7251,2.7251,0.0385,+1.43%,0,0
04/22/2024,2.6866,2.6866,2.6866,2.6866,-0.021,-0.78%,0,0
04/19/2024,2.7076,2.7076,2.7076,2.7076,-0.0054,-0.20%,0,0
04/18/2024,2.713,2.713,2.713,2.713,-0.0182,-0.67%,0,0
04/17/2024,2.7312,2.7312,2.7312,2.7312,-0.0906,-3.21%,0,0
04/16/2024,2.8218,2.8218,2.8218,2.8218,0.0372,+1.34%,0,0
04/15/2024,2.7846,2.7846,2.7846,2.7846,-0.0169,-0.60%,0,0
04/12/2024,2.8015,2.8015,2.8015,2.8015,0.0263,+0.95%,0,0
04/11/2024,2.7752,2.7752,2.7752,2.7752,-0.0061,-0.22%,0,0
04/10/2024,2.7813,2.7813,2.7813,2.7813,0.0258,+0.94%,0,0
04/09/2024,2.7555,2.7555,2.7555,2.7555,0.0046,+0.17%,0,0
04/08/2024,2.7509,2.7509,2.7509,2.7509,-0.037,-1.33%,0,0
04/05/2024,2.7879,2.7879,2.7879,2.7879,-0.0063,-0.23%,0,0
04/04/2024,2.7942,2.7942,2.7942,2.7942,0.0333,+1.21%,0,0
04/03/2024,2.7609,2.7609,2.7609,2.7609,0.0023,+0.08%,0,0
04/02/2024,2.7586,2.7586,2.7586,2.7586,0.0487,+1.80%,0,0
04/01/2024,2.7099,2.7099,2.7099,2.7099,-0.0102,-0.37%,0,0
03/28/2024,2.7201,2.7201,2.7201,2.7201,0.0352,+1.31%,0,0
03/27/2024,2.6849,2.6849,2.6849,2.6849,-0.0156,-0.58%,0,0
03/26/2024,2.7005,2.7005,2.7005,2.7005,-0.0487,-1.77%,0,0
03/25/2024,2.7492,2.7492,2.7492,2.7492,0.0096,+0.35%,0,0
03/22/2024,2.7396,2.7396,2.7396,2.7396,0.013,+0.48%,0,0
03/21/2024,2.7266,2.7266,2.7266,2.7266,-0.007,-0.26%,0,0
03/20/2024,2.7336,2.7336,2.7336,2.7336,-0.0278,-1.01%,0,0
03/19/2024,2.7614,2.7614,2.7614,2.7614,0.0036,+0.13%,0,0
03/18/2024,2.7578,2.7578,2.7578,2.7578,0.0397,+1.46%,0,0
03/15/2024,2.7181,2.7181,2.7181,2.7181,0.0141,+0.52%,0,0
03/14/2024,2.704,2.704,2.704,2.704,0.042,+1.58%,0,0
03/13/2024,2.662,2.662,2.662,2.662,0.0758,+2.93%,0,0
03/12/2024,2.5862,2.5862,2.5862,2.5862,0.0052,+0.20%,0,0
03/11/2024,2.581,2.581,2.581,2.581,0.0538,+2.13%,0,0
03/08/2024,2.5272,2.5272,2.5272,2.5272,-0.0276,-1.08%,0,0
03/07/2024,2.5548,2.5548,2.5548,2.5548,0.0008,+0.03%,0,0
03/06/2024,2.554,2.554,2.554,2.554,0.0215,+0.85%,0,0
03/05/2024,2.5325,2.5325,2.5325,2.5325,-0.0536,-2.07%,0,0
03/04/2024,2.5861,2.5861,2.5861,2.5861,-0.0277,-1.06%,0,0
03/01/2024,2.6138,2.6138,2.6138,2.6138,0.0327,+1.27%,0,0
02/29/2024,2.5811,2.5811,2.5811,2.5811,0.3137,+13.84%,0,0
02/28/2024,2.2674,2.2674,2.2674,2.2674,-0.0757,-3.23%,0,0
02/27/2024,2.3431,2.3431,2.3431,2.3431,0.0362,+1.57%,0,0
02/26/2024,2.3069,2.3069,2.3069,2.3069,0.0319,+1.40%,0,0
02/23/2024,2.275,2.275,2.275,2.275,-0.0581,-2.49%,0,0
02/22/2024,2.3331,2.3331,2.3331,2.3331,0.0498,+2.18%,0,0
02/21/2024,2.2833,2.2833,2.2833,2.2833,0.0056,+0.25%,0,0
02/20/2024,2.2777,2.2777,2.2777,2.2777,-0.0588,-2.52%,0,0
02/16/2024,2.3365,2.3365,2.3365,2.3365,0.0184,+0.79%,0,0
02/15/2024,2.3181,2.3181,2.3181,2.3181,0.0021,+0.09%,0,0
02/14/2024,2.316,2.316,2.316,2.316,-0.0791,-3.30%,0,0
02/13/2024,2.3951,2.3951,2.3951,2.3951,0.0282,+1.19%,0,0
02/12/2024,2.3669,2.3669,2.3669,2.3669,0.0269,+1.15%,0,0
02/09/2024,2.34,2.34,2.34,2.34,-0.0045,-0.19%,0,0
02/08/2024,2.3445,2.3445,2.3445,2.3445,0.0805,+3.56%,0,0
02/07/2024,2.264,2.264,2.264,2.264,0.047,+2.12%,0,0
02/06/2024,2.217,2.217,2.217,2.217,0.008,+0.36%,0,0
02/05/2024,2.209,2.209,2.209,2.209,0.0621,+2.89%,0,0
02/02/2024,2.1469,2.1469,2.1469,2.1469,-0.0496,-2.26%,0,0
02/01/2024,2.1965,2.1965,2.1965,2.1965,-0.0339,-1.52%,0,0
01/31/2024,2.2304,2.2304,2.2304,2.2304,-0.0295,-1.31%,0,0
