Date,Close,Symbol
2023-12-07,1.06989,ui
2023-12-06,1.06705,ui
2023-12-05,1.06912,ui
2023-12-04,1.07386,ui
2023-12-01,1.07507,ui
2023-11-30,1.07312,ui
2023-11-29,1.07499,ui
2023-11-28,1.08339,ui
2023-11-27,1.08338,ui
2023-11-24,1.08165,ui
2023-11-23,1.08447,ui
2023-11-22,1.08661,ui
2023-11-21,1.08374,ui
2023-11-20,1.08623,ui
2023-11-17,1.08767,ui
2023-11-16,1.08385,ui
2023-11-15,1.08067,ui
2023-11-14,1.08314,ui
2023-11-13,1.08506,ui
2023-11-10,1.07975,ui
2023-11-09,1.08027,ui
2023-11-08,1.08318,ui
2023-11-07,1.08437,ui
2023-11-06,1.08798,ui
2023-11-03,1.08582,ui
2023-11-02,1.09092,ui
2023-11-01,1.09351,ui
2023-10-31,1.08797,ui
2023-10-30,1.09079,ui
2023-10-27,1.09022,ui
2023-10-26,1.08611,ui
2023-10-25,1.08726,ui
2023-10-24,1.08745,ui
2023-10-23,1.08373,ui
2023-10-20,1.08335,ui
2023-10-19,1.08206,ui
2023-10-18,1.08222,ui
2023-10-17,1.07963,ui
2023-10-16,1.06987,ui
2023-10-13,1.06987,ui
2023-10-12,1.06543,ui
2023-10-11,1.0654,ui
2023-10-10,1.06377,ui
2023-10-09,1.06448,ui
2023-10-06,1.0659,ui
2023-10-05,1.06791,ui
2023-10-04,1.06978,ui
2023-10-03,1.06659,ui
2023-10-02,1.07019,ui
2023-09-29,1.07266,ui
2023-09-28,1.0782,ui
2023-09-27,1.07261,ui
2023-09-26,1.07608,ui
2023-09-25,1.07652,ui
2023-09-22,1.08053,ui
2023-09-21,1.08168,ui
2023-09-20,1.08746,ui
2023-09-19,1.08772,ui
2023-09-18,1.0879,ui
2023-09-15,1.09022,ui
2023-09-14,1.08949,ui
2023-09-13,1.08526,ui
2023-09-12,1.08845,ui
2023-09-11,1.08696,ui
2023-09-08,1.0838,ui
2023-09-07,1.08509,ui
2023-09-06,1.08687,ui
2023-09-05,1.08421,ui
2023-09-04,1.0876,ui
2023-09-01,1.08542,ui
2023-08-31,1.08693,ui
2023-08-30,1.08674,ui
2023-08-29,1.08535,ui
2023-08-28,1.08766,ui
2023-08-25,1.08506,ui
2023-08-24,1.08331,ui
2023-08-23,1.08401,ui
2023-08-22,1.08017,ui
2023-08-21,1.08214,ui
2023-08-18,1.08121,ui
2023-08-17,1.08076,ui
2023-08-16,1.082,ui
2023-08-15,1.08489,ui
2023-08-14,1.08574,ui
2023-08-11,1.08528,ui
2023-08-10,1.08201,ui
2023-08-09,1.0786,ui
2023-08-08,1.07887,ui
2023-08-07,1.07671,ui
2023-08-04,1.07738,ui
2023-08-03,1.078,ui
2023-08-02,1.07519,ui
2023-08-01,1.07542,ui
2023-07-31,1.08189,ui
2023-07-28,1.07977,ui
2023-07-27,1.08504,ui
2023-07-26,1.08779,ui
2023-07-25,1.0914,ui
2023-07-24,1.0868,ui
2023-07-21,1.09136,ui
2023-07-20,1.0875,ui
2023-07-19,1.08124,ui
2023-07-18,1.08586,ui
2023-07-17,1.07785,ui
2023-07-14,1.07337,ui
2023-07-13,1.07771,ui
2023-07-12,1.07787,ui
2023-07-11,1.07854,ui
2023-07-10,1.07481,ui
2023-07-07,1.07795,ui
2023-07-06,1.07614,ui
2023-07-05,1.07706,ui
2023-07-04,1.08071,ui
2023-07-03,1.08449,ui
2023-06-30,1.08676,ui
2023-06-29,1.08953,ui
2023-06-28,1.08642,ui
2023-06-27,1.08485,ui
2023-06-26,1.08297,ui
2023-06-23,1.08782,ui
2023-06-22,1.09366,ui
2023-06-21,1.0959,ui
2023-06-20,1.10028,ui
2023-06-19,1.10484,ui
2023-06-16,1.1026,ui
2023-06-15,1.10457,ui
2023-06-14,1.09488,ui
2023-06-13,1.10032,ui
2023-06-12,1.10278,ui
2023-06-09,1.10016,ui
2023-06-08,1.10189,ui
2023-06-07,1.10198,ui
2023-06-06,1.0978,ui
2023-06-05,1.09023,ui
2023-06-02,1.08948,ui
2023-06-01,1.08179,ui
2023-05-31,1.07976,ui
2023-05-30,1.0783,ui
2023-05-29,1.08009,ui
2023-05-26,1.07706,ui
2023-05-25,1.07307,ui
2023-05-24,1.07068,ui
2023-05-23,1.05786,ui
2023-05-22,1.05805,ui
2023-05-19,1.05904,ui
2023-05-18,1.06366,ui
2023-05-17,1.06581,ui
2023-05-16,1.06813,ui
2023-05-15,1.07346,ui
2023-05-12,1.07286,ui
2023-05-11,1.06413,ui
2023-05-10,1.06515,ui
2023-05-09,1.06739,ui
2023-05-08,1.06908,ui
2023-05-05,1.0745,ui
2023-05-04,1.06576,ui
2023-05-03,1.07096,ui
2023-05-02,1.07333,ui
2023-05-01,1.07503,ui
2023-04-28,1.06974,ui
2023-04-27,1.0785,ui
2023-04-26,1.0791,ui
2023-04-25,1.07961,ui
2023-04-24,1.0858,ui
2023-04-21,1.08973,ui
2023-04-20,1.09199,ui
2023-04-19,1.08292,ui
2023-04-18,1.08331,ui
2023-04-17,1.08402,ui
2023-04-14,1.08065,ui
2023-04-13,1.07747,ui
2023-04-12,1.07669,ui
2023-04-11,1.07484,ui
2023-04-10,1.06817,ui
2023-04-07,1.06639,ui
2023-04-06,1.06866,ui
2023-04-05,1.06353,ui
2023-04-04,1.06985,ui
2023-04-03,1.07757,ui
2023-03-31,1.0683,ui
2023-03-30,1.07171,ui
2023-03-29,1.07384,ui
2023-03-28,1.07293,ui
2023-03-27,1.07329,ui
2023-03-24,1.07141,ui
2023-03-23,1.06963,ui
2023-03-22,1.07457,ui
2023-03-21,1.07655,ui
2023-03-20,1.07576,ui
2023-03-17,1.06843,ui
2023-03-16,1.07413,ui
2023-03-15,1.06971,ui
2023-03-14,1.0715,ui
2023-03-13,1.07201,ui
2023-03-10,1.0731,ui
2023-03-09,1.08024,ui
2023-03-08,1.07905,ui
2023-03-07,1.07806,ui
2023-03-06,1.08617,ui
2023-03-03,1.08804,ui
2023-03-02,1.08225,ui
2023-03-01,1.08064,ui
2023-02-28,1.088,ui
2023-02-27,1.09263,ui
2023-02-24,1.09009,ui
2023-02-23,1.09312,ui
2023-02-22,1.09425,ui
2023-02-21,1.10347,ui
2023-02-20,1.10492,ui
2023-02-17,1.10152,ui
2023-02-16,1.09944,ui
2023-02-15,1.0991,ui
2023-02-14,1.10252,ui
2023-02-13,1.09594,ui
2023-02-10,1.09601,ui
2023-02-09,1.09636,ui
2023-02-08,1.09788,ui
2023-02-07,1.10009,ui
2023-02-06,1.09172,ui
2023-02-03,1.09402,ui
2023-02-02,1.09283,ui
2023-02-01,1.09709,ui
2023-01-31,1.09562,ui
2023-01-30,1.09138,ui
2023-01-27,1.09509,ui
2023-01-26,1.09641,ui
2023-01-25,1.09641,ui
2023-01-24,1.0832,ui
2023-01-23,1.08316,ui
2023-01-20,1.07741,ui
2023-01-19,1.08036,ui
2023-01-18,1.07851,ui
2023-01-17,1.088,ui
2023-01-16,1.08936,ui
2023-01-13,1.09268,ui
2023-01-12,1.08999,ui
2023-01-11,1.08459,ui
2023-01-10,1.08104,ui
2023-01-09,1.08506,ui
2023-01-06,1.08285,ui
2023-01-05,1.08297,ui
2023-01-04,1.087,ui
2023-01-03,1.07595,ui
2023-01-02,1.07663,ui
2022-12-30,1.07403,ui
2022-12-29,1.06825,ui
2022-12-28,1.0679,ui
2022-12-27,1.07294,ui
2022-12-26,1.0686,ui
2022-12-23,1.06354,ui
2022-12-22,1.06783,ui
2022-12-21,1.06515,ui
2022-12-20,1.05194,ui
2022-12-19,1.05279,ui
2022-12-16,1.04851,ui
2022-12-15,1.05549,ui
2022-12-14,1.06307,ui
2022-12-13,1.0604,ui
2022-12-12,1.05706,ui
2022-12-09,1.06022,ui
2022-12-08,1.06052,ui
2022-12-07,1.05763,ui
2022-12-06,1.0569,ui
2022-12-05,1.05922,ui
2022-12-02,1.04787,ui
2022-12-01,1.06837,ui
2022-11-30,1.07259,ui
2022-11-29,1.07678,ui
2022-11-28,1.0786,ui
2022-11-25,1.07877,ui
2022-11-24,1.07957,ui
2022-11-23,1.07776,ui
2022-11-22,1.08019,ui
2022-11-21,1.08227,ui
2022-11-18,1.08299,ui
2022-11-17,1.09,ui
2022-11-16,1.09466,ui
2022-11-15,1.09068,ui
2022-11-14,1.09907,ui
2022-11-11,1.08392,ui
2022-11-10,1.09805,ui
2022-11-09,1.0923,ui
2022-11-08,1.09195,ui
2022-11-07,1.09035,ui
2022-11-04,1.09112,ui
2022-11-03,1.08834,ui
2022-11-02,1.09112,ui
2022-11-01,1.0941,ui
2022-10-31,1.10014,ui
2022-10-28,1.09923,ui
2022-10-27,1.10676,ui
2022-10-26,1.11293,ui
2022-10-25,1.11127,ui
2022-10-24,1.10778,ui
2022-10-21,1.0954,ui
2022-10-20,1.10596,ui
2022-10-19,1.1048,ui
2022-10-18,1.10824,ui
2022-10-17,1.11473,ui
2022-10-14,1.11358,ui
2022-10-13,1.11602,ui
2022-10-12,1.11827,ui
2022-10-11,1.12129,ui
2022-10-10,1.13108,ui
2022-10-07,1.12816,ui
2022-10-06,1.13047,ui
2022-10-05,1.12944,ui
2022-10-04,1.13359,ui
2022-10-03,1.13776,ui
2022-09-30,1.14015,ui
2022-09-29,1.13476,ui
2022-09-28,1.13751,ui
2022-09-27,1.13795,ui
2022-09-26,1.14509,ui
2022-09-23,1.13223,ui
2022-09-22,1.13501,ui
2022-09-21,1.13261,ui
2022-09-20,1.13319,ui
2022-09-19,1.1285,ui
2022-09-16,1.11703,ui
2022-09-15,1.12304,ui
2022-09-14,1.12359,ui
2022-09-13,1.12169,ui
2022-09-12,1.12185,ui
2022-09-09,1.11508,ui
2022-09-08,1.11487,ui
2022-09-07,1.11388,ui
2022-09-06,1.1148,ui
2022-09-05,1.11459,ui
2022-09-02,1.11014,ui
2022-09-01,1.11623,ui
2022-08-31,1.11748,ui
2022-08-30,1.11791,ui
2022-08-29,1.12051,ui
2022-08-26,1.11714,ui
2022-08-25,1.11984,ui
2022-08-24,1.11523,ui
2022-08-23,1.11072,ui
2022-08-22,1.11407,ui
2022-08-19,1.11115,ui
2022-08-18,1.10451,ui
2022-08-17,1.10245,ui
2022-08-16,1.10601,ui
2022-08-15,1.10195,ui
2022-08-12,1.0971,ui
2022-08-11,1.10261,ui
2022-08-10,1.10437,ui
2022-08-09,1.10571,ui
2022-08-08,1.11036,ui
2022-08-05,1.10533,ui
2022-08-04,1.10536,ui
2022-08-03,1.10548,ui
2022-08-02,1.10073,ui
2022-08-01,1.10765,ui
2022-07-29,1.10354,ui
2022-07-28,1.11032,ui
2022-07-27,1.11581,ui
2022-07-26,1.11056,ui
2022-07-25,1.10767,ui
2022-07-22,1.10203,ui
2022-07-21,1.10797,ui
2022-07-20,1.09761,ui
2022-07-19,1.10554,ui
2022-07-18,1.10662,ui
2022-07-15,1.10064,ui
2022-07-14,1.10005,ui
2022-07-13,1.10056,ui
2022-07-12,1.09999,ui
2022-07-11,1.10117,ui
2022-07-08,1.10139,ui
2022-07-07,1.10573,ui
2022-07-06,1.10066,ui
2022-07-05,1.10076,ui
2022-07-04,1.10573,ui
2022-07-01,1.09411,ui
2022-06-30,1.10469,ui
2022-06-29,1.10448,ui
2022-06-28,1.10569,ui
2022-06-27,1.09589,ui
2022-06-24,1.09472,ui
2022-06-23,1.09652,ui
2022-06-22,1.10143,ui
2022-06-21,1.0982,ui
2022-06-20,1.09746,ui
2022-06-17,1.09615,ui
2022-06-16,1.10238,ui
2022-06-15,1.11132,ui
2022-06-14,1.10358,ui
2022-06-13,1.10486,ui
2022-06-10,1.10508,ui
2022-06-09,1.11038,ui
2022-06-08,1.11391,ui
2022-06-07,1.1126,ui
2022-06-06,1.10771,ui
2022-06-03,1.1034,ui
2022-06-02,1.10743,ui
2022-06-01,1.10557,ui
2022-05-31,1.1006,ui
2022-05-30,1.09699,ui
2022-05-27,1.09291,ui
2022-05-26,1.0951,ui
2022-05-25,1.09439,ui
2022-05-24,1.09537,ui
2022-05-23,1.09807,ui
2022-05-20,1.09154,ui
2022-05-19,1.10391,ui
2022-05-18,1.10369,ui
2022-05-17,1.10312,ui
2022-05-16,1.1042,ui
2022-05-13,1.09819,ui
2022-05-12,1.09658,ui
2022-05-11,1.09957,ui
2022-05-10,1.10249,ui
2022-05-09,1.0979,ui
2022-05-06,1.10083,ui
2022-05-05,1.10587,ui
2022-05-04,1.10877,ui
2022-05-03,1.09982,ui
2022-05-02,1.09492,ui
2022-04-29,1.09118,ui
2022-04-28,1.09199,ui
2022-04-27,1.08841,ui
2022-04-26,1.08494,ui
2022-04-25,1.08303,ui
2022-04-22,1.08611,ui
2022-04-21,1.08942,ui
2022-04-20,1.09364,ui
2022-04-19,1.0932,ui
2022-04-18,1.08982,ui
2022-04-15,1.09263,ui
2022-04-14,1.09197,ui
2022-04-13,1.09612,ui
2022-04-12,1.08708,ui
2022-04-11,1.08566,ui
2022-04-08,1.08737,ui
2022-04-07,1.08289,ui
2022-04-06,1.08423,ui
2022-04-05,1.08979,ui
2022-04-04,1.08464,ui
2022-04-01,1.08028,ui
2022-03-31,1.07625,ui
2022-03-30,1.0754,ui
2022-03-29,1.08232,ui
2022-03-28,1.08552,ui
2022-03-25,1.07826,ui
2022-03-24,1.07848,ui
2022-03-23,1.07518,ui
2022-03-22,1.07242,ui
2022-03-21,1.07438,ui
2022-03-18,1.07268,ui
2022-03-17,1.07171,ui
2022-03-16,1.06562,ui
2022-03-15,1.06233,ui
2022-03-14,1.06541,ui
2022-03-11,1.06703,ui
2022-03-10,1.07039,ui
2022-03-09,1.06939,ui
2022-03-08,1.06607,ui
2022-03-07,1.06791,ui
2022-03-04,1.07246,ui
2022-03-03,1.07768,ui
2022-03-02,1.07492,ui
2022-03-01,1.07298,ui
2022-02-28,1.07188,ui
2022-02-25,1.06852,ui
2022-02-24,1.06987,ui
2022-02-23,1.06721,ui
2022-02-22,1.0718,ui
2022-02-21,1.07275,ui
2022-02-18,1.0703,ui
2022-02-17,1.07382,ui
2022-02-16,1.07564,ui
2022-02-15,1.07632,ui
2022-02-14,1.07596,ui
2022-02-11,1.06606,ui
2022-02-10,1.07291,ui
2022-02-09,1.07353,ui
2022-02-08,1.0741,ui
2022-02-07,1.07406,ui
2022-02-04,1.06629,ui
2022-02-03,1.0715,ui
2022-02-02,1.07519,ui
2022-02-01,1.07362,ui
2022-01-31,1.07404,ui
2022-01-28,1.06307,ui
2022-01-27,1.06817,ui
2022-01-26,1.06871,ui
2022-01-25,1.06742,ui
2022-01-24,1.06598,ui
2022-01-21,1.06671,ui
2022-01-20,1.06867,ui
2022-01-19,1.06202,ui
2022-01-18,1.06042,ui
2022-01-17,1.05684,ui
2022-01-14,1.05627,ui
2022-01-13,1.06055,ui
2022-01-12,1.06258,ui
2022-01-11,1.06224,ui
2022-01-10,1.05887,ui
2022-01-07,1.0575,ui
2022-01-06,1.05965,ui
2022-01-05,1.06211,ui
2022-01-04,1.05662,ui
2022-01-03,1.05736,ui
2021-12-31,1.06166,ui
2021-12-30,1.05988,ui
2021-12-29,1.06013,ui
2021-12-28,1.05926,ui
2021-12-27,1.06053,ui
2021-12-24,1.05707,ui
2021-12-23,1.05987,ui
2021-12-22,1.05853,ui
2021-12-21,1.05609,ui
2021-12-20,1.05875,ui
2021-12-17,1.05418,ui
2021-12-16,1.05591,ui
2021-12-15,1.05604,ui
2021-12-14,1.05223,ui
2021-12-13,1.05354,ui
2021-12-10,1.05315,ui
2021-12-09,1.05136,ui
2021-12-08,1.05235,ui
2021-12-07,1.04761,ui
2021-12-06,1.0436,ui
2021-12-03,1.03414,ui
2021-12-02,1.03868,ui
2021-12-01,1.04253,ui
2021-11-30,1.04415,ui
2021-11-29,1.04603,ui
2021-11-26,1.04319,ui
2021-11-25,1.04725,ui
2021-11-24,1.04598,ui
2021-11-23,1.03939,ui
2021-11-22,1.03661,ui
2021-11-19,1.02779,ui
2021-11-18,1.03271,ui
2021-11-17,1.03751,ui
2021-11-16,1.04413,ui
2021-11-15,1.0417,ui
2021-11-12,1.03985,ui
2021-11-11,1.03758,ui
2021-11-10,1.03697,ui
2021-11-09,1.03463,ui
2021-11-08,1.03485,ui
2021-11-05,1.03811,ui
2021-11-04,1.04137,ui
2021-11-03,1.03885,ui
2021-11-02,1.04446,ui
2021-11-01,1.04511,ui
2021-10-29,1.04675,ui
2021-10-28,1.04739,ui
2021-10-27,1.04798,ui
2021-10-26,1.04583,ui
2021-10-25,1.04482,ui
2021-10-22,1.04084,ui
2021-10-21,1.04318,ui
2021-10-20,1.0426,ui
2021-10-19,1.04377,ui
2021-10-18,1.04569,ui
2021-10-15,1.04359,ui
2021-10-14,1.05365,ui
2021-10-13,1.05872,ui
2021-10-12,1.05908,ui
2021-10-11,1.05715,ui
2021-10-08,1.0533,ui
2021-10-07,1.05456,ui
2021-10-06,1.05135,ui
2021-10-05,1.0456,ui
2021-10-04,1.0421,ui
2021-10-01,1.04237,ui
2021-09-30,1.04722,ui
2021-09-29,1.04423,ui
2021-09-28,1.03935,ui
2021-09-27,1.03716,ui
2021-09-24,1.02837,ui
2021-09-23,1.03122,ui
2021-09-22,1.03131,ui
2021-09-21,1.03192,ui
2021-09-20,1.03097,ui
