Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,AdjFactor,PositionOptimized,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2025-07-24,3.1175,ng,0,0,0,0,0,0,170.846594127324,0,0,0,-1138.9772941821602,1138.9772941821602,-20,-10.043682204645046,-20,-11.321450390998766,0.015353836972948898,0.4877021960070003,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.00197314990742661,1,-6.873535855198768,-6.065264591656965,-0.432023,0.372023,3732.142857142857,1530.500739057278
2025-07-23,3.07,ng,0,0,0,0,0,0,170.99167627637846,0,0,0,-1139.9445085091895,1139.9445085091895,-20,-10.296112038900871,-20,-10.962152937872357,-0.04956541810391135,0.4948278713168315,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0019748254973348442,1,-6.818578046517838,-5.709596739621998,-0.432023,0.372023,3732.142857142857,1508.461052208281
2025-07-22,3.226,ng,0,0,0,0,0,0,169.77879074467057,0,0,0,-1109.333838949193,1131.8586049644705,-19.60198622130925,-10.49119624342543,-20,-7.156671845497858,-0.0226794887694175,0.47426349745783114,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0019608175799582478,1,-3.762311297221951,-4.416742240489886,-0.432023,0.372023,3732.142857142857,1573.8689050066303
2025-07-21,3.3,ng,0,0,0,0,0,0,164.92573602977777,0,0,0,-943.9124763715872,1099.5049068651854,-17.16977287646292,-10.680233767793089,-20,-4.2824806892039335,-0.01712524952546346,0.4772710894561274,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0019047684411952557,1,-1.926150147725928,-2.9681134970785674,-0.432023,0.372023,3732.142857142857,1563.9509451099616
2025-07-20,3.357,ng,0,0,0,0,0,0,160.1053677776606,0,0,0,-755.1330069234981,1067.3691185177372,-14.149425795120555,-10.778664847917561,-20,-0.7814399133218549,-0.04755530697915278,0.4832927329659043,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0018490968065395554,1,-0.14581716073086493,-0.7472570259226835,-0.432023,0.372023,3732.142857142857,1544.4647115793298
2025-07-18,3.5205,ng,0,0,0,0,0,0,159.0769150997014,0,0,0,-593.6107082393314,1060.5127673313427,-11.194786645201527,-10.884351419506448,-20,2.6481338295229087,0.010709033593186534,0.46382696135418183,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0018372189501697903,1,2.2638786491874328,0.7625600131244632,-0.432023,0.372023,3732.142857142857,1609.2824126681003
2025-07-17,3.483,ng,0,0,0,0,0,0,158.1382900942523,0,0,0,-636.4048991570537,1054.2552672950153,-12.07307032555649,-10.964606768380065,-20,1.684508726411189,-0.00829168438900596,0.4716034632206405,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0018263785359837752,1,1.8215952294820998,0.1035576007021161,-0.432023,0.372023,3732.142857142857,1582.7461620640252
2025-07-16,3.512,ng,0,0,0,0,0,0,154.0102393069096,0,0,0,-629.6290446140633,1026.7349287127306,-12.26468540236497,-11.073875987065295,-20,1.5201546765441096,0.012031081814102285,0.4802456013726445,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0017787026483226651,1,1.9081986260159804,-0.17087899567985498,-0.432023,0.372023,3732.142857142857,1554.2642541547891
2025-07-15,3.47,ng,0,0,0,0,0,0,153.32501210734907,0,0,0,-706.7459081916131,1022.1667473823271,-13.828387785095197,-11.193901799686543,-20,-0.20692085455123826,0.018909654357292194,0.4882306233821813,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.001770788788568625,1,0.8460824061692093,-1.0825633827991958,-0.432023,0.372023,3732.142857142857,1528.844229920981
2025-07-14,3.405,ng,0,0,0,0,0,0,154.46189179289422,0,0,0,-813.0448158569703,1029.7459452859616,-15.791172950551157,-11.367927570420157,-20,-2.363091015419815,0.014495150996516104,0.49388863527090887,1.16,0.07142857142857142,Future,1,150,0.1,0.003,0,0.0017839188954797218,1,-0.5474688746525894,-2.153206571541485,-0.432023,0.372023,3732.142857142857,1511.329717111508
