Date,Close,Symbol,PositionRisk,PositionChange,Position,PositionUnrounded,PositionPrevious,Trading,Buffer,RequiredTrade,PositionOptimal,PositionMax,Forecast,ForecastSkew,ForecastCarry,ForecastTrend,Return,Volatility,FX,Weight,Product,ContractSize,PositionMin,PositionTick,Spread,Commission,RiskAdjCost,M,multiple_EMA,multiple_DC,HoldingCostLong,HoldingCostShort,InstCapital,Exposure
2024-05-13,62970.929688,bt,0,0,0,0,0,FALSE,0.005,-7.71894879083519E-05,-7.71894879083519E-05,0.047341751686187,-0.032609476903185,0.793004273066335,-7.91632912071274,3.51818312128562,0.024475477131762,0.410543820303847,1.07968,0.047619047619048,Index,1,0.005,0.001,75,0,0.002901092918199,1,3.13692829703706,2.72671023843898,-0.35,0.1,1511.42857142857,1380.57300160122
2024-05-13,6754.7,ca,0,0,0,0,0,FALSE,0.3,0,0,0,12.55884581877,20,5.52444856453509,3.98290347609244,-0.138872632993065,0.827969515249696,0.85974,0,Future,1,0.3,0.0001,3.5,0,0.000625817397463,1,3.53736635261809,3.10080610753598,0.152963,-0.212963,0,0
2024-05-13,8015.1,cc,0,0,0,0,0,FALSE,0.2,0.138254344123415,0.138254344123415,0.28504500178267,9.70052751381522,14.1680401275834,5.0917126468613,3.30416029786461,-0.132809057218886,0.892833181150224,1.07968,0.047619047619048,Future,1,0.2,0.01,4,0,0.000558959992201,1,2.81429648306894,2.69263734670542,0.151842,-0.211842,1511.42857142857,1058.02839442626
2024-05-13,79.191,cl,564.35,0,37.4,37.4,37.4,FALSE,12.5205191247839,-1.92213036562991,35.4778696343701,125.205191247839,5.66715633445947,14.952690773446,9.16839269214551,-4.50433328684981,0.012222233204245,0.205728535342502,1.07968,0.047619047619048,Future,1,8,0.01,0.025,0,0.001534509732799,1,-3.87679627064819,-3.6304258741015,0.045448,-0.105448,1511.42857142857,4591.69582659105
2024-05-13,77.442,ct,678.01,0,-3605.99,-3605.99,-3605.99,FALSE,602.890848844992,-64.6629932325523,-3670.65299323255,6028.90848844992,-12.1768409663697,-4.14556618347668,-6.2454884407595,-11.0402606430415,0.011663530192994,0.262137223618159,1.07968,0.047619047619048,Future,0.01,600,0.01,0.15,0,0.007389005728497,1,-10.9167548575681,-7.48367954750106,-0.095487,0.035487,1511.42857142857,2162.17180628769
2024-05-13,5225.81,es,562.74,0,1.047,1.047,1.047,FALSE,0.351510072251086,0.146517682545558,1.19351768254556,3.51510072251086,6.79080218044517,4.76245910151556,-11.954549702646,12.6504482078255,0.00102045806933,0.111045587915885,1.07968,0.047619047619048,Index,1,0.1,0.001,0.5,0,0.000861618630458,1,11.4972072696509,9.5868730767249,-0.0831,0.0231,1511.42857142857,8506.80225006692
2024-05-13,97.6685,g,0,0,0,0,0,FALSE,0.01,0,0,0,-0.688052649027768,0.100881333417601,-0.823472560349034,-0.556107918571307,0.001311415132956,0.09411363988516,0.85974,0,Future,1,0.01,0.01,0.02,0,0.002175819714975,1,-0.221971394345636,-0.704875136606542,-0.0331,-0.0269,0,0
2024-05-13,2343.555,gc,425.33,0,1.45,1.45,1.45,FALSE,0.644073237358038,0.297178337298486,1.74717833729849,6.44073237358038,5.42540269012058,3.15266613110764,-13.6027960809744,12.4589352284275,-0.007174798555056,0.135139495516742,1.07968,0.047619047619048,Future,1,0.1,0.01,0.3,0,0.000947248248905,1,12.4866343940974,8.27825765328179,-0.066462,0.043531,1511.42857142857,6990.13159351204
2024-05-13,240.843,gf,0,0,0,0,0,FALSE,300,0,0,0,0.715914461896611,16.7676035945718,-20,2.57075081857625,0.013468301500005,0.1587538268511,1.07968,0,Future,0.01,300,0.01,0.2,0,0.005230843954219,1,1.6282919459253,2.65629275170178,-0.20276,0.14276,0,0
2024-05-13,131.066,gg,280.95,0,-34.3,-34.3,-34.3,FALSE,13.8394470345879,-4.6436575271743,-38.9436575271743,138.394470345879,-5.62792103323859,-7.42516195236539,4.10317704500848,-5.84290225730634,0.000641103941851,0.062494256813008,1,0.047619047619048,Future,1,1,0.01,0.028,0,0.003418439343137,1,-5.0255965550977,-4.71257387374619,-0.019743,-0.040257,1511.42857142857,9069.40482517648
2024-05-13,92.057,he,175.42,0,-867.32,-867.32,-867.32,FALSE,800,-392.955755514112,-1260.27575551411,5604.64466265387,-4.49725479979798,-5.33328820792545,-20,6.67030437089875,0.008290022061636,0.237213306171014,1.07968,0.047619047619048,Future,0.01,800,0.01,0.1,0,0.004579353139171,1,6.92431036003437,4.19286359146355,-0.60452,0.54452,1511.42857142857,2389.35042656124
2024-05-13,469.95,hg,508.48,0,638.8,638.8,638.8,FALSE,237.347883210822,99.2652023447462,738.065202344746,2373.47883210822,6.21926930512514,-11.3644036612844,-4.4576759105299,16.2033988594073,0.019098119694861,0.182875564837349,1.07968,0.047619047619048,Future,0.01,200,0.1,0.2,0,0.002327140804411,1,15.8408514834746,11.1648132822042,-0.062608,0.002608,1511.42857142857,5165.49522612838
2024-05-13,19284.4,hs,106.69,0,0.1885,0.1885,0.1885,FALSE,0.333806450941478,0.045570419435385,0.234070419435385,3.33806450941478,1.40243197083343,-13.0110217797228,-4.20343932523592,10.4771398469239,0.018136554184508,0.24745807409546,8.4315,0.047619047619048,Index,1,0.1,0.0001,5,0,0.001047761037701,1,10.8304025608516,6.63149718402163,-0.071607,0.011607,1511.42857142857,3817.38547265364
